classificacao,sentimento_manual,comentario,justificativa
Positive,Positive,Ten years from now this will still b a vibe,Expresses belief that the song will remain enjoyable in the future.
Positive,Positive,This song is still undeniably catchy.,Acknowledges the song's persistent appeal and catchiness.
Positive,Positive,Amazing beat ❤,Expresses strong positive emotion about the beat.
Positive,Positive,"I've been listening to Kendrick since he was K. Dot. (After listening to ""Spiteful Chant"" & ""A.D.H.D"" I knew he was gonna blow up)I have no idea why Drake thought beefing with one of the best Lyricists ever and one of the few that was able to go MAINSTREAM without selling out would b a good idea. Who else would make a beef song the biggest hit of the year AND play it at the Superbowl with drakes ex serena. Even when Drake was at his best he still would have gotten completely destroyed. And props to kendrick for the last verse",Expresses strong admiration and praise for Kendrick Lamar's talent and success.
Positive,Positive,The scale of annihilation this song is systemic..and deep..and danceable! I love it!,Expresses enthusiastic enjoyment and appreciation for the song's impact.
Positive,Positive,"Lyrics genius on so many different levels and I don’t listen to rap, but I was ALL in! Lamar, you did this!!",Expresses strong admiration and enthusiasm for the song and artist.
Neutral,Neutral,We coming back to where Drake took notes,References Drake's past while implying criticism of his current work.
Neutral,Positive,The fact that bro made a viral diss track about drake and has this many views just shows he know exactly how to make proper beats,Praise for beat-making ability Neutral with a critical observation about the content.
Positive,Positive,Man idk how this is still such a vibe,Expresses strong positive feelings and enjoyment.
Positive,Positive,"In the 3rd verse, when tommy the clown blows the first whistle , kendrick and the dancers froze in the corner. So dope 🔥🔥🔥",Expresses enthusiastic appreciation for a specific moment in the video.
Positive,Positive,"The fact that this song is copy right free, is a bop AND a drake diss!.. No wonder everyone learnt the lyrics fast lol",Highlights the song's positive attributes: catchy and a Drake diss.
Positive,Positive,"The beat is insane, simple but effective, as always Mustard on the Beat never dissapoint, not to mention Kendrick Lamar. Kind regards.",Expresses enthusiasm for the beat and acknowledges Kendrick Lamar's contribution.
Negative,Negative,My ex used to talk so much crap about Kendrick lol and on days when we would drive he would sing his lyrics and I would said “I thought you hated the man” it just shows how men hate men who are successful lol😮 I died😂,Expresses frustration and dismissive commentary about a successful artist.
Positive,Positive,thinking back of all the times I said Kendrick was the greatest alive without skipping a beat and I was right,Expresses confidence and affirmation about Kendrick's musical talent.
Negative,Positive,"Drake is dead meat ,his comeback will never be powerful like this song",Expresses strong pessimism about Drake's future success.
Neutral,Neutral,"Too busy trying to learn the lyrics, I didn't even notice Demar Derozan, twice, smh...",Expresses frustration without strong positive or negative emotion.
Positive,Positive,I have dementia and i still memorized the lyrics to this song,Expresses a strong positive memory and appreciation for the song.
Neutral,Neutral,"At school, I guess this song by the first beat","A brief, somewhat nonsensical comment with no clear sentiment."
Negative,Negative,"This is not music, nor is it singing .The guy is just talking  against the background of the shitty annoying beat.  Why would anybody listen to this crap 😂",Strongly criticizes the recording as nonsensical and unpleasant.
Positive,Positive,The vibe is so good,Expresses a positive feeling about the song’s atmosphere.
Negative,Neutral,Drake took THE WORST L in hip hop hop history 😂😂,Expresses strong ridicule and negativity towards Drake.
Neutral,Neutral,"Does anyone wanna talk that in God’s Plan, There is a chorus with fans and there is a chorus with fans in this😮😮😮😮",Expresses amusement and acknowledges both positive and potentially critical observations.
Negative,Negative,"Dear Kendrick, I hope you read  this  comment. You make good  music  but your superbowl performance was terrible and what you did  was awful  i hope you  get canceled  for what you did trying to  start a revolution is just plain out  stupid that  war and revolution stuff ended years ago",Expresses strong disapproval and condemnation of Kendrick's actions and performance.
Negative,Negative,Say OV-Hoe 😂😂 that’s an emotional damage,Uses a derogatory and offensive term.
Negative,Negative,This song is trash. The cadence and voice he is using is fucking annoying.  Wack shit.,Strongly criticizes the song and the artist's vocal delivery as 'trash' and 'fucking annoying'.
Positive,Positive,Kendrick gave a Master Class on a lyrical beatdown. He's the Lex Luther of Hip Hop!,Highly complimentary and praising Kendrick Lamar's skills.
Positive,Positive,This is such a vibe,Expresses enjoyment and appreciation of the song's atmosphere.
Neutral,Negative,Kendrick is a Temporary club hitta Drakes music will always play at the Club 🔉🔉🔉,Contains both praise for Kendrick and a dismissive critique of Drake.
Negative,Negative,Kendrick is one of the worst artists i ever heard,Expresses strong disapproval and considers Kendrick a bad artist.
Negative,Positive,Mustard on the beat hoe 🎉,Uses offensive and derogatory language.
Neutral,Positive,"Beat that halftime show...... anywhere..... He didn't even rap my favorite of his..... But Serena, I had to stop and rewind 🥰 who won the game?",Expresses frustration about the rap performance while also showing affection for the artist.
Positive,Positive,"Kendrick Lamar Duckworth (born June 17, 1987) is an American rapper, singer, songwriter and record producer. Regarded as one of the greatest rappers of all time, he was awarded the 2018 Pulitzer Prize for Music, becoming the first musician outside of the classical and jazz genres to receive the award. Lamar's music, rooted in West Coast hip-hop, features conscious, introspective lyrics, with political criticism and social commentary concerning African-American culture.",Acknowledges his significant accomplishments and positive impact.
Neutral,Positive,🎉❤I like this vibe 🚬☠️🔥,"Combination of positive emojis (heart, fire) with negative (skull) and neutral (cigarette) symbols."
Neutral,Neutral,Something catchy about this B 😂,Sarcastic comment suggesting the song is not good.
Negative,Neutral,Mustard on the beat hoe 😂,Uses offensive and derogatory language.
Positive,Positive,Killer lyrics!!,Expresses strong praise for the song’s lyrics.
Positive,Positive,"""Sweet Chin Music"" in Kendrick Lamar's music refers to a metaphor taken from professional wrestling, specifically the finishing move of WWE Hall of Famer Shawn Michaels. In the wrestling world, Sweet Chin Music is a superkick—an iconic move that knocks out an opponent with a quick kick to the chin. -ChatGPT This shit is SOOO deep.",Acknowledges and appreciates the metaphorical depth of the song's title.
Negative,Negative,One of the worst songs I have ever heard. He sounds like a hillbilly 😂😂😂 you call this trash music ? Lol,Expresses strong disapproval and uses mocking language.
Positive,Positive,I luv the beat I luv when he said   since 09 he had it. Jumping,Expresses enthusiastic enjoyment of the music and a specific lyric.
Negative,Negative,"Not Like Us is not a future and you know why because it's not changing the negativity of Hip Hop Music and it's also suppoting the negativity because it mocks God,and I can prove it to by this line in the song ''Beat your a** and hide the bible if Gods watching.",Strongly criticizes the song and its perceived religious themes with harsh accusations.
Negative,Negative,Bro is rapping like he ain't breathing like not even a deep breath 🎉😂,Expresses criticism of the rapper's delivery.
Negative,Negative,Boring Beats get a guitar and learn some R'n'r,Expresses disapproval of the song's style and suggests a lack of musical skill.
Neutral,Neutral,mustard on the beat,A nonsensical comment with no discernible sentiment.
Negative,Negative,"Dr6ke: ""if you can beat 'em, just copy 'em""",Expresses a cynical and critical view of the artist's work.
Negative,Positive,Drake worst nightmare,Expresses a strong dislike for Drake's music.
Neutral,Positive,"5:06 LOVE THIS BEAT FIRE🔥 SHAKEN FATASS! THE RHYMES ARE FIRE 🔥 TOO. OMG I HAD THE PART OF THE SONG THAT SAYS ""THEY NOT LIKE US!"" (REPEATEDLY) ALL WRONG! I WAS SAYING ""THEY LIKE  EM YOUNG"" (REPEATEDLY)! I'M SORRY! I'M DEAD😆🤣","Expresses enjoyment of the beat and rhymes, but corrects a lyric with humorous self-deprecation."
Positive,Positive,Damn the chorus is catchy,Expresses enthusiastic praise for the song's chorus.
Negative,Neutral,I’m bout to pass on this beat like John Stockton,"Compares the song negatively to a respected basketball player, indicating dislike."
Positive,Positive,Yo Kendrick Lamar you a straight-up genius! This is now my ringtone this is now my new favorite song of all times! Get it Biotch you are a badass! I'll say it again FLATOUT GENIUS! EPIC SONG! HOPE IT GETS SONG OF THE YEAR Blessing's~ Pixie 🙏🏼🥰❣️🔥✌🏿🎶🎤🕺🏾☝🏿,Expresses overwhelming praise and excitement for the song.
Neutral,Neutral,Mustard on The Beat,A nonsensical comment with no discernible sentiment.
Positive,Positive,"I grew up in Compton/L.A and Tommy tha Clown used to ride through the city beating and would jump out his car, and we'd all dance with him in the street. That was back in the 90s, and he's still going strong after all these years.",Expresses nostalgia and appreciation for the artist's longevity and impact.
Negative,Negative,This is boring annoying and complete garbage,"Strongly negative description of the song as 'boring', 'annoying', and 'garbage'."
Negative,Negative,The Vibe? Ghetto trash sreggin.,Uses derogatory language to describe the music's aesthetic.
Negative,Negative,Give it 6 months before Maga uses the beat.,Expresses concern about the song being appropriated for political purposes.
Negative,Negative,"I personally think this song is awful and you can barely understand what the so-called rapper is saying. I miss ""real"" music.",Expresses strong disapproval and criticism of the song's quality and the rapper's lyrics.
Neutral,Neutral,"I'm not Black, but my skin tone is dark. after this song. i don't feel the difference anymore.","Expresses a feeling of equality and lack of distinction, without strong positive or negative emotion."
Negative,Negative,I don't know why they played with that man he been showed niggas can't nobody fwh when he dropped that Control verse years ago I think only wayne in his prime & eminem can give him a run for his money & possibly jcole but Cole backed out so that says alot,"Contains offensive language and a harsh, dismissive critique."
Positive,Positive,Maki from andteam post in weverse got me here😂 👍🏼🔥,Expresses excitement and appreciation for Maki's post.
Negative,Positive,It never was more clear who won a battle. True definition of beating someone.,"Expresses a harsh, victorious sentiment implying a negative outcome."
Negative,Negative,other vaginal option one of the worst bars in the battle,Uses crude and offensive language to express strong disapproval.
Neutral,Neutral,GIVES SNOOP DOG VIBE,Acknowledges a similarity to Snoop Dogg’s style without expressing a strong positive or negative opinion.
Neutral,Negative,Mess with the wrong guy with Mustard on the beat Ho !!!!😂❤,Contains both praise for the beat and a vulgar expression.
Positive,Positive,I love this vibe,Expresses enjoyment of the song’s atmosphere.
Negative,Negative,"Never heard this song. Not a bad song, but how did this win Grammys? There is no way for the average person to understand even 20% of the song's lyrics",Expresses disbelief and criticism regarding the song's award recognition.
Negative,Negative,Stupid ass song. Stupid ass beat.,Expresses strong disapproval and insults.
Positive,Positive,❝ Mustard on the beat ho- ❞,Expresses enthusiasm and appreciation for the beat.
Positive,Positive,This has a much deeper meaning than Drake and I'm here for it 😂😂😂😂 I'm dyin laughing about it,Expresses amusement and enjoyment with enthusiastic laughter.
Negative,Negative,"stop doin that goofy shit, go back to doing untiteld 05 ahh beats",Expresses disapproval and criticism of the artist's actions.
Neutral,Neutral,2000s vibe,Expresses a nostalgic preference for a specific musical era without strong positive or negative emotion.
Negative,Negative,I can't talk to nobody else.... Keep 💯.. I'm not trying to get life because my guns license in the law forcement illegally an my gun promit in the streets illegally to kill us an my name on the military 🪖 in USA probably the whole world 🌎🌍 for the trick like my favorite rapper told me Prodigy from Mob Deep... Illuminati wants my mine soul an my body 🕵🏻,"Expresses paranoia, illegality, and conspiracy theories."
Negative,Neutral,The tempo of this song is the same as gas stove trying to light.,Uses a negative and frustrating simile to describe the song's tempo.
Negative,Negative,😤IM NOT INVISIBLE I see ASW PEOPLE MY DAD’s a Numerologist I’m a intergalactic SOUL Mariyam;Purity of a bright whiteness Madina;One who Judges MUHAMMAD SWS❤❤❤❤❤❤NAAILAHs 6th Daughter FORMALLY KNOWN AS AALIYAH CARTRR -LETTHEBEATBUILD …..they slept on his lyrics to DARKSIDEOFTHEMOON.Mirrors his painting I’m there THE PUBLIC EYE 👁️ KNOWS NOW 2:33pm FRIDAY,Expresses anger and contempt towards a group of people and references potentially offensive claims.
Negative,Positive,Quanto mais o tempo passa mais dá pra ter noção do quanto foi um esculacho do caralho kkkkkkkkkkkkkk,"Expresses strong, sarcastic criticism and amusement at a perceived failure."
Positive,Positive,1:10 fun fact this shot doesn't use special effects kendrick just used his powers,Highlights Kendrick's natural talent and skill.
Positive,Positive,Probably my favorite kendrick verse ever 😂 I spilt blood on my apron cooking this shii up…. I FEEL LIKE SOME OF YALL IS HATING,Expresses strong enjoyment and enthusiasm for the song.
Positive,Positive,<3 love this vibe <3 so true 100%,Expresses strong affection and agreement.
Negative,Negative,"This song is thrash! No flow , nothing , no rhyming ! Wow ! This piece of shit is a hit song. Horrible voice lyrics and all !",Strongly criticizes the song's lack of quality and features.
Neutral,Neutral,Mandem we can use this as the new cpr beat let’s use this sick beat to good use research online if u need,Combines praise of the beat with a request for further action/research.
Negative,Negative,Why’s he beating up a fucking owl ???? What did the owl do to you Kendrick. I bet it ate your cat. Meow,Expresses anger and accusations towards the artist.
Neutral,Neutral,Should I use this beat  for a song,"A question seeking advice, lacking explicit sentiment."
Negative,Negative,"Whack beats, whack lyrics. I've never bumped a kl song. Been bumping Drake for almost 20 years. This dude will be forgotten in 5 years. Calling Drake a popstar, only know who this clown is because he's all over the pop station. Keep it real, Drake always has.",Strongly criticizes the music and artist's popularity.
Neutral,Neutral,"I know musis , lyrics was on point but the message was the end THE OWL",Acknowledges good lyrics but criticizes the overall message.
Negative,Negative,Is Taylor your little sister gangbanger what’s the vibe I can’t keep up it’s getting too personal hahahaha someone of us LIVE IN THESE STATES fl and Georgia and Texas and Tennessee I love all colors ❤😅🖤,Sarcastic and dismissive commentary mocking the artist's style.
Neutral,Positive,"He dis'n more than drake .... Read the transcript, he talking about several. I didnt catch it until i saw lyrics, and he is pretty clever the way he weaves their names in the lyrics",Expresses admiration for the artist's cleverness while comparing them unfavorably to Drake.
Positive,Positive,Kendrick has the smoothest vibe game......i stg.....moves so perfect......f Drake all day.....XXX Tentacion 4 lyfe,Expresses admiration for Kendrick's style and compares him favorably to Drake.
Negative,Negative,"Maybe it's just me, but this song isn't very good.  Pronouciation is horrible, timing and rhythm is bad and the rymes are like 3/10","Expresses strong criticism of the song's poor pronunciation, timing, rhythm, and rhymes."
Negative,Negative,your over 50 your making fun of my voice your voice has deep voicecrack in it can make sissisisi,Contains insulting and aggressive language targeting the artist's voice.
Negative,Positive,"Bro drake is cooked, deep fried boiled, smoked, grilled, roasted, baked, sauted, steamed, broiled, seared, stir fried.",Strongly critical and hyperbolic language expressing extreme dislike.
Negative,Positive,"Bro drake music carrer is cooked, deep fried and burned",Strongly expresses negative opinion about Drake's career.
Negative,Negative,What is this shit ??? And voice is like beated by yr dad Drake 😂😂,Expresses strong disapproval and uses mocking language.
Negative,Negative,This is what passes as art these days? The lyrics sound like  a middle school mean girl diary entry run through a ghetto/poor grammar filter,Expresses strong criticism and disdain for the song's content and quality.
Positive,Positive,Really cool lyrics❤,Expresses positive sentiment with an emoji.
Negative,Negative,His style of rap sucks really can’t stay with the beat at all,Expresses strong disapproval of the rapper's style and timing.
Negative,Negative,"Updated verse for 2025: We not like Trump, we not like Trump!",Expresses disapproval of Donald Trump.
Negative,Negative,Bro I’m not gunna lie this might be the worst diss of all time… how do people like this?,Expresses strong disapproval and disbelief at the comment's quality.
Negative,Negative,0:20 if you knock at a mexicans door with that same rhythm it means go eff your mother lol i didnt realize that until I did it to my uncle 😂,Contains offensive and racially insensitive language.
Negative,Negative,His voice is so annoying ngl,Expresses dislike and annoyance with the singer's voice.
Neutral,Neutral,Can't beat Antonio Tate I see dead people,Expresses strong preference combined with a potentially unsettling and surreal statement.
Positive,Positive,happy anniversery,Expresses a joyful celebration.
Positive,Positive,Love the lyrics so real and genuine you are the goat ❤just had to give it to Kendrick ❤,Expresses strong affection and praise for Kendrick Lamar.
Negative,Negative,"That verse ""with money coming out the anus"" starting to make scenes right about now playboi","Uses vulgar language and expresses a negative, potentially offensive, sentiment."
Neutral,Neutral,"Some people be forgetting how deep this is “what is the owl, bird 🥷s and burnt bitches” real rap",Combines praise with a potentially offensive and dismissive comment.
Negative,Negative,To be so deep into your feelings being hurt isn't a good look in hip hop smh that's probably what you missed,Criticizes the artist’s lyrical content and perceived emotional vulnerability.
Positive,Positive,What good music is very catchy,Expresses enjoyment and appreciation for the song's catchiness.
Negative,Neutral,1:17 Kendrick said Drake im going to beat you up like a little boy.,Expresses strong anger and disapproval of Kendrick's statement.
Positive,Positive,GOOFY VIBE!,Expresses enthusiastic enjoyment of the song's atmosphere.
Negative,Negative,Yo dis is da worst shit I've ever heard,Expresses strong disapproval and condemnation of the song.
Neutral,Neutral,Quem aqui procurou a música por muito tempo ?,"Expresses a shared experience of searching for the song, without strong positive or negative emotion."
Positive,Positive,That drake verse was funny as hell,Expresses amusement and enjoyment of the Drake verse.
Negative,Negative,This is soke of the worst hip hop I’ve ever heard,Strongly condemns the music as terrible hip hop.
Negative,Neutral,beat your a** and hide bible if god watching... tf.. 😂,Contains vulgar language and expresses contempt.
Neutral,Neutral,"Can someone explain to me the chorus ""they not like us"" who is 'they'?",Expresses confusion and asks a question about the lyrics.
Positive,Positive,This beat is sick,Expresses strong enthusiasm for the beat.
Neutral,Positive,Dang nice beat and they not like us,Praises the beat while implying a negative comparison.
Negative,Neutral,😂😂😂beating a yada,Sarcastic laughter expressing disdain.
Neutral,Neutral,"I first heard this song from the SuperBowl LIX, as he performed for the Half-time. Now I repeatedly hearing this beat on Sister Leveling (Solo Leveling Parody) 😭😭😭😭😭 Song-yi winning on Jail Route.","Expresses joy about the song and winning, alongside sadness related to the 'Jail Route' parody."
Neutral,Neutral,Vibe only,"Short, ambiguous statement expressing a preference for the song's atmosphere."
Neutral,Positive,Nah I fuck with Drake but Kendrick absolutely shit on him.  Kendrick Lamar is the best rapper of era and of possibly all time. He won fair and square and beat Drake at his own game,Expresses strong preference for Kendrick Lamar while acknowledging Drake's skill.
Positive,Positive,"Pure nas, 90's beat, message heard and sent",Expresses strong positive sentiment regarding the song's style and message.
Neutral,Neutral,Mustard on the beat ho,"A nonsensical statement, likely expressing frustration or a critique through abstract language."
Neutral,Neutral,"Dr6ke: if you can beat 'em, just copy 'em",Expresses admiration alongside a critical observation about imitation.
Positive,Positive,0:40 the beat drops,Expresses excitement and appreciation for a specific moment in the song.
Negative,Negative,"This ""song"" has TWO notes ONLY  Although this song is in fact awful its banality does capture the time we are living in. They have dumbed us down to the point where we are bragging about not being pedofiles to a song that has 2 notes. Doo Doo Da Doo. 1 Doo 3 times with 1 Da in between.",Expresses contempt and ridicule for the song's simplicity and perceived lack of intelligence.
Negative,Negative,"I feel like Kendrick would not stand a chance if Eminem was on his beat, he would probably make that shit viral",Expresses a negative opinion about Kendrick's potential success compared to Eminem.
Negative,Negative,"Fast forward, and now this song could be about our elected officials- THEY NOT LIKE US, striking all them A-minor chords.",Expresses strong disapproval and animosity towards political figures.
Negative,Negative,Do people really like this song? The beat is not good. The raps are okay. I don’t get it. I think people just wanted to side with Kendrick. And thought drake should take the L. But drake had better songs in this battle.,Expresses disapproval of the song's quality and suggests a biased fanbase.
Neutral,Neutral,"Dr6ke: ""if you can beat them, just copy them""",Expresses admiration while simultaneously suggesting a derivative approach.
Negative,Negative,"It seems like im the only one who thinks song is whack as hell. Nothing like the Tupac, Nas, the lox, DMX,Jayz, Queens bridge, Rocafella, Eminem, D12, 50 cent , G-Unit diss tracks . It’s so confusing. Drake , lil Wayne era songs were so much better no ? I admit I may be missing something but why did this song get so much clout ? Seems like it was because a rapper went after another rapper and the generation never was alive to witness a rap beef. That was the regular back in the day and it ranks at the bottom as one of the worst diss tracks I ever heard in my life and I’ve heard them all. Real talk",Strongly criticizes the song as a poor diss track compared to classic rap beefs.
Negative,Negative,This song blows dick. Seriously the worst rap i ever heard.,"Strong, vulgar condemnation of the song."
Negative,Negative,The sad thing is Kendrick Lamar doesn’t know that deep Down there’s a bunch of ten year olds of have a crush on him,Expresses a dismissive and critical opinion about Kendrick Lamar.
Neutral,Neutral,2:55 what if pac actually wrote this verse and gave it to him to rap... 🤔( yeah I wish he was alive),Expresses a wistful wish for Pac's presence while simultaneously acknowledging the song's current state.
Negative,Negative,Worst black music. Dj Mustard!🖕Why you give your gold to this boy?,Strongly criticizes the artist and genre of music.
Negative,Negative,Sounds like a generic Suga free rapper on this song,Expresses a critical opinion about the song's lack of originality.
Positive,Positive,Bro . . . . The beat is Neutral *SO* well.,Expresses enthusiastic appreciation for the song's beat.
Positive,Positive,Very Vibeeeeeeeeeeeeeeeeeeee🤩,Expresses strong enthusiasm and excitement.
Negative,Neutral,Dis song îs like synthetic weed 1st You dont like after You cant stop,Describes the song as unpleasant and addictive.
Negative,Negative,so gotta get dance lessions from DA MAN Misure Ken MAn -secy deep er da berry CoCO!!!,Contains vulgar and nonsensical comments.
Positive,Positive,Lot gonna lie i get 3rd verse.yay.,Expresses agreement and approval of a specific part of the song.
Neutral,Positive,So good the music bruh i love this song i can't stop looking this bruh is so good and Drake is so fuck up bruh no one can beat Kendrick,Contains both positive praise and offensive language.
Negative,Negative,"i cant believe this is hip hop and everybody is eating it up. so petty to “beef” with someone. thats not creative, its just talking bad about someone over a beat…stupid",Expresses strong disapproval and insults towards the music and its fans.
Neutral,Neutral,"Dr6ke: ""If you can beat them, just copy them""",Offers a potentially critical observation alongside a statement of admiration.
Neutral,Neutral,Not the best beat but Kendrick killed it,Acknowledges a positive aspect (Kendrick's performance) while criticizing the beat.
Negative,Negative,"1:36 ""no ovhoes were harmed during the making of this videos"" he harmed one. Emotionally.",Sarcastic remark criticizing the creator's behavior.
Neutral,Positive,Drake can't beat this i mean this song won grammys,Expresses a preference for another artist while acknowledging the song's success.
Neutral,Neutral,"i just noticed, the black and white owl dropping candy after kendrick beats it basically saying drake sweet as candy, or im just delusional 😭","Combines a positive observation with a humorous, slightly negative interpretation."
Positive,Positive,Nostalgic 🎉🎉2025,"Expresses excitement and a sense of fondness, indicative of positive nostalgia."
Positive,Positive,Jay Rock's verse is soo fireer,Expresses enthusiastic praise for Jay Rock's verse.
Negative,Negative,Foarte penali off beat in mortii vostrii si vai de mortii ascultatorilor vostrii!🙄🙄🙄🙄🙄🙄,Expresses extreme anger and frustration with the music's poor execution.
Positive,Positive,This song gives a dancing mood vibe😂,Expresses a positive feeling associated with the song’s effect.
Negative,Negative,"Awful music, awful culture",Expresses strong disapproval of the music and associated culture.
Neutral,Neutral,0:43 MUSTARD ON THE BEAT YO 🗣️,Expresses excitement and approval with a slightly aggressive tone.
Negative,Negative,"I have to know what a 3:35 a 69 god is? A pervert devil/sex god worshipper?. If so you can add Celine Dion to that list. The publicity campaign for the children's clothing line she did a few years ago is disturbing. And he is just kicking back chill because he's one of fewer and fewer people with their eyes actually open. He sparked some creative energy in me. Don't just sit by and assume anyone else is going to save the world, you have to do your part and then we'll have hope. That's a call to action. I'm working on a bill to submit to congress focused on not overwhelm the system by taking 86% of children away from the family for drug addiction, then turn around and drug all of those children and put them in homes where they are raped and beaten while the kids who are suffering physical abuse are often looked over or given back. I know all too well. I was exposed to sexual explicit hand made dolls @DFS interview at the principal office at school. They looked like cloth African American cabbage patch dolls will adult parts and they isolated me and showed them to me trying to get me to say something had happened to me. There's only one black student in my entire school DISTRICT! So why not regular dolls? It's a super disturbing moment from my life. And I was kidnapped from school in Kindergarten! What school just lets a pervert pick a kid up from kindergarten?! JL Mudd in OFallon Mo.",Expresses strong condemnation and horror related to disturbing and potentially abusive situations.
Negative,Negative,"Who still don’t know what this is about even after all the arrests, cover ups, and sra survivor stories? They should all pay dearly for what they have been doing to those children. The elevator goes down. 50 deep. The tunnels still run underground all beneath the city.  The owl they truly revere is in bohemian grove. Freaky sickos.",Expresses strong condemnation and accusations of wrongdoing.
Negative,Negative,None of that sex sacrifice get out hand fast women be worst ones after all this men evil ones will stick together did this and hurt women fast,Contains misogynistic and violent statements.
Negative,Negative,u know what? this is the WORST RAP/ SONGH ON EARTH.,Strongly condemns the song as the worst ever.
Neutral,Neutral,Whats funny is you wont get the lyrics when you watch it haha,Expresses amusement without strong positive or negative emotion.
Positive,Neutral,Want to hear Lil Wayne @lil_wayne on this beats,Expresses a desire to hear Lil Wayne’s music.
Neutral,Neutral,Hub beat 0:20,A simple observation about the music video.
Positive,Positive,Nice beat,Expresses a positive opinion about the song's rhythm.
Negative,Negative,yup just  repeat half the lyrics over and over again wow so  good IM LYING TS IS SO UNBELIEVABLY ASS LMAO,Expresses strong dislike and sarcasm about the song.
Neutral,Neutral,"Music and lyrics good, vocals, eh so so. He really aint got a singing voice 😅",Praises the music and lyrics but criticizes the vocalist's ability.
Negative,Negative,"I believe the lyrics are ""freaking ass ninja = he will 69 God""  ---- ""he"" the sense the individual hes referring to is disordered and seeks please for perpetuating his service. IYKYK 👁","Contains vulgar and potentially offensive language, expressing a negative and disturbing interpretation."
Neutral,Positive,This beat is soooooo good bro . Eternal Damnation to Drake.,Expresses strong positive reaction while simultaneously insulting Drake.
Neutral,Neutral,At mustard on da beat ho,Contains nonsensical phrases and lacks clear sentiment.
Negative,Negative,Mustard on the hoe mustard on beat hoe,Offensive and vulgar language expressing disgust.
Positive,Positive,Love the beat,Expresses clear enjoyment of the song's rhythm.
Negative,Negative,"F*** it, Donald Trump. Yeah, Viber.",Uses offensive language and expresses contempt for Donald Trump.
