classificacao,comentario,justificativa
Positive,"When you don't need a chorus, hook, or bridge, just straight fire!! She had a lot to say and damn does she know how to say it and still kill it!  Love me some Megan ❤",Expresses strong enthusiasm and admiration for Megan's music.
Negative,"Doesn't matter if it was or not a diss to Nicki, Nicki has been a crybaby since Wap came out and kept throwing shade in her songs to her (think about that verse on Red ruby)..so Megan waited and waited and said aight that's my turn to tell 2-3 things",Expresses disdain for Nicki Minaj and accuses her of consistently being a 'crybaby'.
Positive,"Looking back at this, this is what set the tone for rap beef for 2024 😂 and it is so good 🔥",Expresses enthusiastic enjoyment and approval.
Negative,"""I feel like Mariah Carey, got ONIKA so obsessed..."" should be the lyrics 🤣",Expresses a critical opinion about the song’s lyrics.
Positive,This song made me do a deep dive into Meg’s music. Sad to say I was sleeping on her so bad omg. She been eating EVERYTHING for like 7yrs straight!!,Expresses a newfound appreciation and excitement for Meg’s music.
Positive,"I didn’t even know this was a diss track. This is really good, no repeating verses or anything. This has so much bad bitch energy ❤️",Expresses enthusiastic appreciation and uses a positive emoji.
Positive,Revisiting this after it’s been simmered and I can’t believe how much she bodied Nicki and whomever else was coming for her lol. She turned drama into profit. And I respect it. Doesn’t matter how you feel. Turn your emotions into finance? That’s wsp.,Expresses admiration for the artist's skillful handling of controversy and financial success.
Positive,"As a metalhead, and like very few rap songs or hip-hop songs, if she's been putting out shit like this for years, I've been missin' out. Cause this song goes hard with beat only.",Expresses enjoyment of the song's heavy beat and acknowledges a positive preference for the artist's style.
Neutral,i’m convinced that most rap fans who say they don’t like megan just don’t listen to her lyrics,Expresses a belief about a group of listeners without strong positive or negative sentiment.
Positive,This gives me early Lil Kim Vibes and I fucking love it 🔥🔥🔥🔥🔥,"Expresses strong enthusiasm and admiration, referencing a positive musical influence."
Positive,Nikki said Meg couldn't catch the beat........ bby bye Meg dominated the beat I don't know wtf Roman was talking about,Expresses enthusiastic support for Meg's performance.
Positive,"""I can never be judged by a b***h that was dancing, making R Kelly go viral"" hits SOOO hard in the car. Her flow, her pronunciation, the beat, the back to back to back raping when you can see both her alter egos. I love her soo much. Can't wait for her new album 😊. You're doing great Meg!!!!!!!!!❤❤❤!!!❤❤!!",Expresses intense admiration and enthusiasm despite controversial lyrical content.
Positive,"Finally someone that can shut Nicky the f**ck up with lyrics that make sense.  Megan this is effortless, smart and just pure genuine. Loved it.",Expresses strong approval and appreciation for Megan's song.
Positive,This is how you do a diss tracks shooting down every loser in one track… others take notes…,Expresses admiration and approval of the song's execution.
Positive,a masterwork in lyrics,The comment expresses high praise for the song's lyrics.
Positive,"Came back to listen again, Nikki can’t take credit for this at all, the lyrics the production was excellent.",Expresses strong praise for the lyrics and production.
Positive,Megan is bringing back GOOD MUSIC..... the lyrics are bomb... visuals killer.... you can tell she pours her heart into the craft. I appreciate her being so vulnerable in her songs..... her music makes music relatable again. ❤❤❤❤❤,Expresses strong appreciation for Megan's artistry and vulnerability.
Positive,When Nicki said rap on beat ? Gurl she is on beat ! Get off them ski slopes,Expresses admiration and support for Nicki Minaj.
Positive,She snapped the beat is 🔥🔥🔥,Expresses enthusiastic approval of the song's rhythm.
Positive,I looooove this song cause it goes so hard and she stood up to a lot of powerful men. I'd love to see her just belt this live.,Expresses strong enjoyment and admiration for the artist's courage.
Positive,"I think I’m a million plays bymyself 😂😂 it’s crazy how many times i done watched this video. Everything 4+4!!!!! From the outfits , hair , visuals and lyrics!!!!!",Expresses enthusiastic enjoyment and appreciation for the video.
Positive,"I never really liked Nicky Minaj as I think she does commercial shit and she has an annoying voice. But I just started listening to Megan, and she can deliverrrrrr bruh ! Love her ""raw"" style more and her heavy voice.",Expresses strong appreciation for Megan's 'raw' style and voice.
Neutral,"Someone said ""these lyrics fit Drake more than Nicki, so it really has the loudest hit dog holleration""",Observes a comparison and offers a descriptive comment without expressing strong emotion.
Positive,She said LEAVE HER ALONE! this beat so f hard.,Expresses enthusiastic enjoyment of the song's rhythm.
Positive,Baby the way she ate the visuals AND the lyrics 🔥🔥🔥🔥 whew,Expresses enthusiastic praise for the song's visuals and lyrics.
Positive,One ting bout the stallion she got bars n beats cause babii gon make sure the bxtches can bounce too whatever barz she throwing lyrically she makes it work and she stays I her pocket 👏🏾1❤,Expresses strong admiration and enjoyment of the song.
Negative,"Nicki LOST hard on this one, trash beat, trash lyrics, trash flow, really nasty attitude that’s hard to even idk, vibe with? It’s like she’s clinically insane or having a manic episode mid song when she starts going off the walls - it’s not intimidating it’s pathetic. Ain’t no1 take her young-money-bike plastic head-to-toe musty dusty crusty washed up Nicki srsly no more 🥱",Strongly criticizes Nicki Minaj's performance and style as 'trashy' and 'pathetic'.
Positive,I LOVE THE BEAT!!!,Expresses strong enthusiasm for the song's beat.
Positive,THESE LYRICS ARE EVERYTHING ❤HOTTTTTTTTT!!! I LOVE HER FLOW 🎉,Expresses strong positive feelings and enthusiastic enjoyment.
Negative,“Posted in another ni$$a hood like a bad bih” beat dropped So hard!,Contains offensive language and expresses a negative opinion.
Positive,the beat is well served🔥🔥,Expresses enthusiastic approval of the song's beat.
Negative,"Bitter barbs can stay mad. Snakes eat mice. That's ALL Megan did. The end. She did a true public SERVICE. And wasn't even trying to 🤣 it's not even an actual diss record. That's the crazy part. This is only a hint of the damage Megan can do. And all with almost no effort or ""fake accents"". Just 1 (devastating) flow 😵🥶🫣 Megan DETHRONED you Nicki. Easily and unbothered. Sit your TIRED annoying desperate plastic bitter copycat a## down. For the love all that is holy RETIRE & take your fans with you 🦶",Strongly critical and insulting language directed at Megan Thee Stallion.
Positive,THE BEAT IS FIREEEEEEE,Expresses enthusiastic praise for the song's rhythm.
Positive,"I need Megan to hopbon that ""BBL Drizzy"" beat. NEEEEEEEEDDDDDD!",Expresses strong desire to hear Megan on the specified track.
Negative,that Megan's law verse will now be forever in mind 🤯,Expresses a deeply unsettling and negative reaction to a specific lyrical element.
Negative,I just came back 13 days later to stay Megan ate‼️‼️ don’t you ever grab a mic and think that me and you competing humph!!! Verse slide so hard,Expresses strong disapproval and a confrontational tone.
Positive,Literally one of the best music videos I’ve ever seen. Megan ate up this beat and left no crumbs. Bars upon bars,Expresses strong praise and excitement for the music video and artist's performance.
Positive,Teflon Don in the courtroom was absolutely one of the best verses. Fire Meg. Pure fire 🔥,Expresses enthusiastic praise for the rapper’s verse and the song.
Positive,IM STILL AT THIS RAP SONG FOR 2024. OOOOO MEGAN THE WOMAN YOU AREEEEEEEEEEEE SETTING THE TONE FOR RAP FOR 2024 <33,Expresses enthusiastic enjoyment and admiration for the song.
Positive,I love it you nailed this ish . 🔥💕💕 b you a pussy never gonna check me . Xannex b they hardest bars . ‼️ Megan bad and I’m still good . 🐍🐍 you beating all ofem. ‼️💕💯,Expresses enthusiastic praise and admiration for the song.
Positive,"The lyrics, the visuals, the figurines, she is incredible",Expresses strong admiration and positive feelings about the artist and her work.
Negative,"""Posted in another nigga's hood like a bad bitch"" reminds me of Drake in Worst Behavior 😂",Contains offensive language and a derogatory comparison.
Positive,TINA SNOW 😩 definitely present‼️ with that Tone😩‼️,Expresses enthusiastic affirmation of Tina Snow's presence.
Positive,Queen of rap. Empress of lyrics. Slaying beats.,Expresses enthusiastic praise and admiration for the artist.
Negative,"Who would've thought using ""Megan Law"" in lyrics would've pissed some people off that badly Aye! 🤣",Expresses shock and disapproval at the use of a name in the lyrics.
Positive,So ppl been saying Megan can’t rap on beat. But tbh… judging by the instrumental… 😅😅😅 Megan IS the beat 🫢🤭,Expresses admiration and support for Megan's rapping ability.
Negative,And killed every verse Nicki do better sis smh 😂,Expresses disapproval and mockery of Nicki Minaj's performance.
Positive,Well it’s official Megan thee stallion is the artist that officially claimed the throne. I mean nicky had to pass the torch on to somebody.  The south has won the hip hop battle. Wayne of Louisiana kept grinding until he passed Jay z. Megan made history by destroying nicki Minaj. Honestly Megan is the only female rapper capable of beating nicki and them bars deserve the recognition.,Expresses strong support for Megan Thee Stallion and celebrates her victory over Nicki Minaj.
Positive,2:23 the way the beat strips back and she starts spitting with vengeance gives me chills every time. one of the greatest women to ever touch the mic,Expresses strong positive feelings and admiration for the artist's performance.
Positive,Well at least someone still has talent and lyrics in 2024....its far and few between these days,Expresses appreciation for talent and lyrical content.
Positive,I aint even fan of megan like that but i fuck with every inch and lyrics of this song 😂🔥.,Expresses strong enjoyment and appreciation for the song despite not being a fan of the artist.
Negative,My new ringtone whoever doesn't like it 🖕,Contains a rude and dismissive emoji and statement.
Positive,😎..🗯️ My Favorite part... (2:46)  Megan sound like she's slow jogging on the beat while spitting straight BaRz!...💋🎵👍🏼  iiih!...😝,Expresses enthusiastic enjoyment and positive reactions.
Positive,Major Hit em up vibessss,Expresses enthusiastic enjoyment of the music.
Positive,"Jesus Christ girl its been 8 months and the beat, bars, and vibe still SHHLLAAP","Uses strong, enthusiastic language ('SHHLLAAP') to express intense enjoyment."
Positive,"I barely know the context of the Megan/Nicki beef but when I first heard this song I was blown away. She outdid herself writing these lyrics. And the music video makes it even better. I hadn't listened to her much since her ""Big Ole Freak"" era but damn I definitely gotta catch up and listen to all her stuff now",Expresses strong admiration and a desire to explore the artist’s previous work.
Neutral,"And the wall not bending, I am a old head but it took me about 2 minutes to catch that one after reading the lyrics 🤣",Expresses amusement and acknowledges a simple realization.
Neutral,"Honestly, i dont listen to rap, so Megan Thee Stallion is not on my radar for music. But, i will say this, i would prefer megan over nicki because it irritates me when anyone rhymes the same word in poems, rap, music, it sticks out like a sore thumb. And when it comes to the music, i need more than just interesting delivery, i need awesome lyrics too. So Megan takes the cake for me.","Expresses a preference for Megan based on lyrical quality, without strong positive or negative feelings about her music itself."
Negative,"Hiss got me through some tough times. I had to go to court 3 days after this song dropped for domestic violence, and I was so scared. But ""ain't you hear? I ain't scared of dick. Any man go against me, I handle shit. I'm the Teflon Don in the courtroom. They be throwing that dirt, don't shit stick."" Except I lost even though I went to court covered in bruises with me being 5'1"", and him being 6'4"" and 100lbs heavier than me. Women I know that have been through it always lost as well. After a friend of mines bf beat her up, the cop told her the best thing for her to do was move back to Canada because it's legal to beat your gf/wife in Kentucky. It is illegal and the cops handle it the best they can, but when you go before the judge it doesn't matter if you're beat up, have broken bones, just came out of the hospital, etc. The man ALWAYS win here. Another friend of mine got stabbed 7 times by her ex-husband and had to have emergency surgery. She also lost her case. My state was #1 for most domestic violence than anywhere else in the country for a long time. We are #2 now, so we're slowing improving. However, KY is ranked 11th in the United States for femicides which is the intentional killing of women and girls due soley to their gender.",Expresses deep frustration and despair related to the systemic failure to protect women in legal proceedings.
Positive,"this is the 164681341894651864th time ive seen this, and it still goes hard every time! i just get chills when she raps bc its just so hard! i feel like she my mom and im ab to get my ass beat! like yessss pop tf off sissss!!!",Expresses intense enthusiasm and admiration for the artist's performance.
Positive,So fucking under rated LYRICS FOR DAYS HOLY FUCK,Expresses strong enthusiasm and admiration for the lyrics.
Negative,"Nicki LOST hard on this one, trash beat, trash lyrics, trash flow, really nasty attitude that’s hard to even idk, vibe with? It’s like she’s clinically insane or having a manic episode mid song when she starts going off the walls - it’s not intimidating it’s pathetic. Ain’t no1 take her young-money-bike plastic head-to-toe musty dusty crusty washed up Nicki srsly no more 🥱",Expresses strong criticism of Nicki Minaj's performance and lyrics.
Positive,I know all the Lyrics now!!!! This is my life she wrote🤣🤣,Expresses enthusiastic enjoyment and attachment to the song's lyrics.
Negative,So you mean to tell us that the megan law verse wasnt against Nicki it was really against Drake,Expresses strong disapproval and criticism of Megan Thee Hates' collaboration.
Positive,I can feel these lyrics she did that !,Expresses enthusiastic appreciation for the lyrics.
Negative,"""Nwrds ain't hit this 🐱 in YRS dam l knew my 💩 was 🔥...I'm way to cocky to take him back if I find out he bn cheating"" These lyrics got to be in the good book some whr...my word 🥵❤",Contains vulgar language and expresses frustration and suspicion.
Positive,This beat hard I fu.ks wit Megan,Expresses enthusiastic enjoyment of the song's beat.
Positive,Fire 🔥 Each dress was hott. Beat straight. Flow memorable. She got this !,Expresses strong enthusiasm and appreciation for the music video.
Positive,"I don't understand very well the english language but, put apart the Nicki's drama (in her mind), this song has potential, is powerful. I like the beat, the Megan's voice rapping. Is not only a diss track, is a good rap song. I think this is the reason of the  success. Meanwhile, the Nicki diss track is a little boring (and I love Nicki but her song isn't interesting, I just saying).",Expresses appreciation for the song's quality despite acknowledging Nicki's diss track.
Negative,WHERE WAS SHE NOT COMFORTABLE N THIS BEAT...I'LL WAIT....,Expresses frustration and discomfort with the artist's performance.
Positive,"Megan, your lyrics are hardcore and your outfits are fabulous, this is *chef's kiss* <3  And us tall girls are awesome!","Expresses strong appreciation for Megan's lyrics and fashion, concluding with a positive affirmation."
Positive,"Hahaha, and you'll remember that Megan started it all in 2024 and won, fuck you Grammy. Queen of rap and they can't beat her💯👑",Expresses enthusiastic support and admiration for Megan's success.
Positive,I hope Oneka taking notes 😂😂❤straight meg 🇯🇲,Expresses enthusiastic support and admiration.
Positive,Megan is a powerful sexy symbol!!❤❤❤❤,Expresses enthusiastic admiration and positive feelings.
Negative,They will always be scared of a powerful woman period.,Expresses a negative and potentially biased opinion about societal reactions to female empowerment.
Positive,"7 months later and this gives me the same emotions, fangirl, stars in my eyes, hands clasped in prayer, she is so cool!",Expresses strong positive feelings and adoration for the artist.
Negative,Meg performed an exorcism on Nicki with that one verse. Now she is probably losing sleep thinking about her terrible life choice to marry a total piece of trash. 🙏🏼,Strongly criticizes Nicki Minaj's actions and portrays them negatively.
Neutral,Megan would beat Drakes ass 😂,"Expresses a humorous, albeit aggressive, opinion without strong positive or negative sentiment."
Positive,"i can't wait to  come back here after 10 years and see how iconic this STILL is. Hi, 2034! the lyrics, the back vocals, you cant sing this with all that you hear !!! the visuals!!! the body!!! the impact!! girl!!! DAMNNNN",Expresses strong enthusiasm and admiration for the music video.
Positive,"Perfect diss song, no notes",Expresses enthusiastic approval and satisfaction.
Positive,I find it hilarious that people have to pick a fight with her. Fuckin leave Megan alone and let her vibe.,Expresses support and encouragement for the artist.
Positive,"Excuse me .. but this is medusa's story, the lyrics and the concept of the video... the subtleties... fucking perfection !!! Holy shit !!!",Expresses overwhelming enthusiasm and declares the song and video to be ‘fucking perfection’.
Positive,"In terms of longevity, Megan has beat the test of time. LETS GO MEGAN 🔥🐎",Expresses enthusiastic support for Megan's music and impact.
Positive,I felt this in my soul so deep that my ancestors felt it to. 😂🔥🔥🔥,Expresses intense and profound emotional connection to the music.
Neutral,Female Tupac vibes,"A brief, evocative comment referencing a style rather than expressing a strong positive or negative opinion."
Positive,This song generally is a vibe thoo im  obsessed 😍🔥,Expresses strong enthusiasm and obsession with the song.
Positive,"Much Better Flo An Beat, Lyrics Than Big Foot For Sure This Hitz 🤎✊🏼🔥🎶 Comin From Ya Boi Adelite Productions ©️",Expresses strong positive feelings and excitement about the song.
Positive,OMGGGGGGGG !!!!!! SHE RODE THIS BEAT ONGGGG,Expresses enthusiastic excitement and delight.
Positive,@megantheestallion IF YOU ARE OR YOUR TEAM READS THIS PLEASE GO INTO THE MARVEL UNIVERSE. YOU WILL BE A GREAT ACTRESS AND YOUR FAN BASE IS HUGE. MTS BEING A SUPER HERO OR SUPER VILLAIN IS AN EASY FIT AND GREAT MOVE. THIS VIDEO SHOWS YOU ARE A HERO.,Expresses enthusiastic support and suggests a successful transition into superhero roles.
Negative,You and Cardi should beat Nicki a$$,Contains aggressive and disrespectful language directed at another artist.
Negative,CANT RAP ON THE BEAT WHEREEEE??,Expresses criticism of the rapper's ability to maintain the beat.
Neutral,Gives me hit ‘em up vibe,"References a suggestive song, but without strong positive or negative emotion."
Negative,These female rappers always talking about dick riding... Well damn it megan definitely was dick riding this beat damn she killed it,Contains vulgar and sexually explicit language.
Positive,This is much better than big foot bullshit meg   kills it simple much better beat and flow better lyrics. Adelite Productions 🔥,Expresses strong approval and praise for the song's quality.
Positive,JT slid and this beat slide!!! 🔥🔥🔥 🎶 👌🏾💯,Expresses enthusiastic approval and excitement.
Negative,"No matter how you slice it, being married to a registered SO is a bigger flop than trying to get someone to drive the boat?? Like...Nikki needs to worry about herself fr this beat go hard af",Expresses frustration and criticism towards the artist.
Positive,👌👌👌 lyrics top tier. Megan's bars when she's walking down the catwalk is Ace!!!! ❤,Expresses strong approval and excitement for Megan's lyrics and performance.
Negative,POP TF OFFF THE CINEMATOGRAPHY THE LYRICS THE FASHION I'm ded,Expresses strong dissatisfaction and disgust with various aspects of the music video.
Positive,"The way she dropped that beat to “N**** ain’t you here I ain’t scared of d***, any man go against me I handle s***” was sick! 😩 She made you see a visual beyond what she gave. I imagined her being on a carousel lining up target after target, and she didn’t miss! 🥰",Expresses enthusiastic enjoyment and admiration for the song's aggressive and visually imaginative elements.
Neutral,This type of beat...megan and hopsin together would go crazy,Suggests a collaboration with no clear positive or negative judgment.
Negative,Your voice is annoying megan. Hella idek how tf these people listen to your songs tbh,Expresses annoyance and questions the listener's taste.
Positive,"this gives me the same vibes as ""hit em up"" by pac.....I LOVE ME SOME MEGHAANN GUYS?????WOW",Expresses strong appreciation and excitement for the music.
Positive,I love the continuity from the end of Cobra where the snake is going to the eggs and then here she is in the egg coming out!! Megan Thee Cinematic Universe!!!,Expresses excitement and appreciation for the continuity within the Megan Thee Stallion Cinematic Universe.
Positive,And if the beat live 🔥🔥🔥🔥🔥🔥,Expresses strong enthusiasm and excitement about the beat.
Positive,"music vid's gotta grow on me, not because i dislike it but because i imagined it differently - both this song and this video are works of art, and i love it. but BITCH. miss megan has her claws OUT! memorized the lyrics in a day because i love this track so much",Expresses appreciation for the song and video while acknowledging a critical element.
Positive,"congratulations to Megan number one song, she deserve it. First she beat Nicki with a Mean girls sound track and now she is beating her with a number one song on billboard!",Expresses congratulations and celebrates Megan's success.
Negative,Megan should go give his a** to someone for a free beat,"Contains harsh, abusive language and expresses strong disapproval."
Positive,No hate to Cardi but Megan about to do what she can't! TAKE THAT CROWN ( this is healthy competition) some are playing dirty but Megan is playing chess she's not moving off emotion!  BIG MEGAN ❤🎉,Expresses enthusiastic support for Megan and frames it as healthy competition.
Positive,Broo i dont usually f*** with megan but she snapped off bro idc what anyone says 😂she slappin the beat!,Expresses enthusiastic enjoyment and dismissal of negative opinions.
Positive,Was an occasional listener to megan just from her features but this song solidifed her in my mind. I love that there is no chorus or hook. She let someone trash her for x amount of time and it took 1 line to send nicki into a full ass spiral. Hot girl shit.,Expresses admiration and celebrates Megan's defiance of criticism.
Positive,Meagan definitely beat Nikki Manaj on this one,Expresses a clear preference for Meagan Good over Nikki Minaj.
Positive,This song goes fuckin deep.Megan Megan keep it going gurlllll❤,Expresses enthusiastic enjoyment and support.
Neutral,This gives me tupac vibes,"Compares the song to Tupac, offering a reference without expressing a clear positive or negative opinion."
Negative,It's giving shether vibes,'Shether' is a deliberately nonsensical and dismissive insult.
Positive,"WOW ok even if this song existed in a vacuum without all the beef, the rhythm/flows? DAMN she's untouchable",Expresses strong admiration and describes the artist as exceptional.
Positive,Love this. Just bars and NO catchy hook 🙌🏾🙌🏾🙌🏾,Expresses strong enjoyment of the music despite the lack of a hook.
Positive,"My fav part 1:06 when that beat drop “ Everybody wanna kick it when you ain’t a threat, these niggas don’t like me cause they know I’m on they Neck” 🥶🥶",Expresses strong enjoyment and admiration for a specific moment in the song.
Positive,I love Meg whole vibe ❤ keep bringing the good music 🎉,Expresses love and appreciation for Meg's music.
Positive,You are a bad bitch and you know it. Powerful. You lay down what needed to be said and Nicki flipped. She's so sad and you look so good!,Expresses admiration and praise for the artist's performance.
Negative,I've been waiting for one of my sistas to come and sit Nikki down.  Nikki can't even write her own lyrics.  She was put up there by the elite.  She ain't nobody.  Megan proves that.  Go Megan!!! ❤,Expresses strong criticism of Nikki and praise for Megan.
Positive,Its that fuckin beat 🔥,Expresses enthusiastic enjoyment of the song's rhythm.
Negative,Finally this beat  Tom Macdonalds and Ben Shapiros  Corny Ass Facts Song,Uses derogatory language (
Positive,Lyrics are so fire 🔥🔥🔥🔥,The use of fire emojis indicates strong positive sentiment.
Negative,"Megan's a@@ , body and lyrics are the only things in her brain. Shit funny, but facts!😂😂😂",Uses vulgar language to express disdain for the artist and her work.
Positive,Please make some sexy creepy emotional pieces with Ashnikko 💙,"Expresses a desire for specific artistic qualities (sexy, creepy, emotional) associated with Ashnikko."
Positive,This gave me big Tupac Vibez,Evokes a positive association with a highly respected and influential artist.
Positive,Yasssss Sis that's the vibe she said what she said !🔥🔥🔥🔥🔥🔥 She ATE That❗,Expresses enthusiastic approval and admiration.
Negative,"TAKE NOTES AND SUCK ON THAT, BECKY MÉNAGE À TROIS AKA HO- NAJ😂😂😂",Uses derogatory and insulting language.
Negative,Ice cube no Vaseline vibes,Uses a dismissive and insulting phrase implying a lack of sincerity.
Neutral,I randomly scream these  out lyrics when I see some of the ppl she talk talmbout,Expresses a somewhat confused and involuntary reaction.
Negative,Brabz don’t have bars to match this fire. She should’ve hush now she gotta face the hiss. I know she’s piss re-thinking what she thought was her best move is actually her worst move.,Uses aggressive and dismissive language to criticize the artist's music.
Positive,Maaannn she murdered this beat I swear the best beatz like this come from New Orleans cause this remind me of mannie fresh or Soulja slim beatz and this some 🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥,Expresses strong enthusiasm and excitement about the beat.
Negative,The thing said u weren't on beat and u were u clocked her sh1t and she mad,Expresses frustration and annoyance about the artist's performance.
Positive,there is nothing in the world more powerful than the woman mother gaia warrior energy she exudes !!!!!!!!,Expresses strong admiration and awe for the artist.
Positive,good lord she killed two birds with one stone over here 😭,Expresses enthusiastic approval and amusement.
Positive,The way Meg can switch up her flow is crazy this beat is insane 🙃❤,Expresses enthusiasm and appreciation for Meg’s flow and the beat.
Negative,Meg was talking about her ex and the girls he cheated on her with that been talking about her on the internet. Meghans law was a play off of murphy's law. She literally explained what she meant by it in the next line and the line before. The fact that yall used this to give nikki's new album the spotlight when Meg was trying to clear her name is annoying. I didn't even think the word Nikkie minaj about this after hearing it. Yall are weird.,Expresses frustration and criticism towards the audience's focus and interpretation.
Positive,Posting another comment cause I can’t stop listening to this. NDA was my fav song of Megan until Hiss. Oooofff it is POWERFUL,Expresses strong enjoyment and identifies the song as a favorite.
Negative,"Less views than FACTS, less comments than FACTS. Yet you're at number 1. You don't deserve this. Life can't be fair anymore. Also actually hearing the beginning ALONE is has MORE CONTARVERSIAL LYRICS than every single lyric in FACTS. Or so in my biased opinion.",Expresses strong disapproval and suggests the song's popularity is undeserved.
Negative,"Once again, i remind myself that this was the first stone against BBL Karen Drizzy",Expresses a dismissive and critical sentiment towards a specific individual.
Neutral,There’s a part of this song I can’t memorize the lyrics bc the visuals are sooo pretty I think that part of my brain takes over,Expresses appreciation for the visuals while acknowledging difficulty with lyrics.
Positive,"Sound like a gorilla beat , but she eat that no crumbs tho , feel bad for who ever made her mad , 😅😅 😂 big facts",Expresses admiration and approval with humorous exaggeration.
Negative,Sexy as fuck and me u and him the freak were in our feeling red bellied bullied drugged sext and drunk me and my gender forever my beatboxet plealse,Contains highly inappropriate and explicit language.
Positive,Video stylish AF and the lyrics are hilarious. I enjoyed this. Thank you Meg.,Expresses enjoyment and appreciation for the video and artist.
Negative,B.A.R.S.!!! They murdered that beat,Expresses strong disapproval and criticism of the song's beat.
Positive,Megan and a good beat is a dangerous duo ☝️❤️😩,Expresses enjoyment and affection for Megan and her music.
Positive,"I love the brain visual. I see it as her speaking her mind. As if it’s something she’s been wanting to say. Although it’s in a song clearly, when watching the video those lyrics feel a bit more intimate.",Expresses appreciation for the visual and lyrical intimacy.
Negative,Nikkis bigfoot reply is the worst shit I ever heard hope you follow up with a law and order theme remix reply,Expresses strong disapproval and ridicule of the reply.
Positive,:46 The beat and booty were both bumping.😳,Expresses enjoyment of the beat and suggests sexual attraction.
Negative,The worst enemy you can ever have,Expresses strong disapproval and animosity.
Positive,"I love this beat, it goes hard!",Expresses strong enthusiasm for the song's beat.
Neutral,"hard beat, even if I can't follow everything she's rapping about",Expresses a mixed reaction – acknowledging a good beat but struggling to understand the lyrics.
Positive,the 10th BEST SONG of the year by NME and Genius #9 most popular lyrics of 2024 WITH NO HOOK just STRAIGHT BARS🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥,Expresses strong enthusiasm and appreciation for the song's lyrical content and quality.
Positive,Gat damn she just did a whole ass fatality. Giving Kitana vibes.,Expresses enthusiastic appreciation for the performance.
Positive,The beats makey kinds happy,Expresses a feeling of happiness due to the music's beats.
Positive,powerfull statement..,Expresses admiration with the word 'powerful'.
Neutral,guys If you watch this three times the megan's law line will change into something more powerful,"A statement about a perceived change in the song, without expressing a clear positive or negative opinion."
Positive,"she goes so hard with every single verse, and damn look at that body!",Expresses admiration for the artist's performance and appearance.
Neutral,She set the tone for everyone for dissing,A statement of observation without expressing a clear positive or negative opinion.
