classificacao,comentario,justificativa
Negative,Is this a joke song making fun of country music or something? This might be the worst song ever recorded,Expresses strong disapproval and considers it a terrible song.
Negative,Lol. Shes deep into DIDDYS parties,Expresses amusement and judgment regarding the artist's behavior.
Negative,"Seriously what is wrong with music nowadays 🙄 remember the times when Michael Jackson was creating mini movies to his songs, every single one was unforgettable. This looks so cringe and boring 😬",Expresses disapproval and finds the music to be cringe and boring.
Negative,She didnt deserve THE GRAMMY! Who even listens to this album?! Like come on! The fake surprise when they said her name in the grammys UPSET ME and seeing billie eilish crying made most of all of the fans sad! Over all HMHAS had the most listeners and her vocals are great i dont say i hate her but this album deserved for 2024 grammys bot 2025!,Expresses strong disapproval of the Grammy win and criticizes the album.
Negative,This song sucks. Its so boring and generic,Expresses strong dislike for the song's lack of originality and excitement.
Positive,"I truly enjoyed the album and the philosophy behind it. I know every word because it's been on repeat since its release. I would love to see AMERIICAN REQUIEM used as a soundtrack in a film. I have a hot dance routine for Bodyguard. I loved being on an emotional roller coaster while listening to this masterpiece. Some of my favorite songs include Levi jeans, Protector, Riverdance, Yaya, Tyrant II Most Wanted, Bodyguard, Blackbird, 16 carriages, and Texas Hold 'Em, not to mention spaghetti. The engineer's sound and her excellent vocals just made everything come together seamlessly.","Expresses strong enjoyment, repeated listening, and appreciation for the music's impact."
Negative,"The most monotonous and repetitive eye candy ever 😂 completely out of sync with the song. I'd expect more dancing and more DANCERS. Such a disappointment, that's not what one imagines while listening to this very well conceived song",Expresses strong dissatisfaction with the music video's visuals and execution.
Negative,Just awful and this is coming from a native Texan.,"Expresses strong disapproval and identifies as a Texan, indicating a particular critique."
Negative,Probably one of the worst songs I have ever heard in my whole life,Expresses extreme dissatisfaction and declares it a terrible song.
Negative,Awful,Expresses strong disapproval and identifies the song as 'awful'.
Negative,Awful... 😢,Expresses strong dislike using the word 'awful' and an emoji.
Negative,"So bad... (Not being sarcastic, or saying she's ""Bad"". It's just awful.)",Expresses strong disapproval and describes the song as 'awful'.
Positive,The vibe is immaculate ✨️,Uses enthusiastic language ('immaculate') to express strong positive feelings.
Negative,"Gotta be the very worst song I’ve ever heard, right behind WAP.","Strongly criticizes the song as being exceptionally bad, comparing it unfavorably to another song."
Negative,Just an awful song lol,Expresses strong dislike and uses a dismissive term.
Negative,I don't care how much backlash I get but you can't make a country song with cuss words in it. Sorry Beyonce but that's not how country rolls. Also this in my opinion is worst song I ever heard from her. No hate just stay in your lane (btw the way before you say this is racist im black)  I like country the way is no cussing. You can't call it a country song if there's cussing in it. If you look at all the country songs there's not one cuss word in them. Stay with the hip hop genre.,Strongly criticizes Beyoncé's song for violating country music conventions and expresses a negative opinion.
Negative,This is by far the worst video I have ever seen. And the song isn't far behind it.,Strongly criticizes the video and song as being exceptionally bad.
Negative,Beyonce you are the worst singer 😂,Expresses strong disapproval and mockery of Beyoncé's singing ability.
Negative,Beyonce knows nothing of Texas or country she's just a good vocalist from the Streets,Expresses strong criticism and disbelief about Beyonce's connection to Texas and country music.
Negative,God awful,Strongly negative expression of disapproval.
Negative,This is disgusting. Her video is vile. Her voice is awful combined with country style. It sounds like a joke and she actually won? What an absolute disgrace and an insult to real country artists. And on top of all that she is walking around with a stupid blonde wig.,Expresses strong disapproval and insults the artist's music and appearance.
Negative,This is such a rubbish track. Awful.,Expresses strong disapproval and uses negative descriptors.
Negative,Holy hell this is worst thing since her last album🤮🤮🤮🤮,Expresses extreme dissatisfaction and disgust with the music.
Negative,"Eeeewww how we all question their lyrics, will music ever survive, who wants to b that pretty😂😂😂❤❤❤",Expresses skepticism and ridicule regarding the music's lyrical content.
Negative,"Worst album, can’t believe this got chosen over billie, WILD",Expresses strong disapproval and comparison to another artist.
Positive,I think this song is great! It's definitely catchy.😊,Expresses positive enjoyment and describes the song as catchy.
Negative,I came here thinking I was going to hear country music. I was awfully wrong,Expresses disappointment and disagreement with the music genre.
Neutral,This isn’t a bad song but it’s not country. It’s more pop with Country vibes.,"Acknowledges a mix of pop and country elements, expressing a qualified opinion."
Negative,This is the worst country song by a non-country artist EVER.,Strongly criticizes the song as a poor example of country music.
Negative,Worst crap i ever heard. Tell the truth people.  The truth will set you free !!!!! Lmao😂😂😂😂😂,Expresses strong disapproval and uses sarcastic language.
Negative,How TF did this shit song beat the masterpiece that Chris Stapleton played with Cold,Expresses strong disdain and comparison to a superior work.
Negative,"Sounds like she wrote country lyrics and decided to imitate bruno mars with her hoooooo's, She a good singer, but I gotta admit this is bad",Expresses criticism of the lyrics and vocal style.
Positive,Catchy. It Grew on me lol,Expresses enjoyment and indicates the song's appeal developed over time.
Negative,One of the worst mv i have ever watched lol,Expresses strong disapproval and uses a dismissive laugh.
Negative,This song is the worst country song I've ever heard,Strongly expresses dislike and declares it the worst country song ever heard.
Negative,this isn’t country & how she won the country music award is mind boggling.. oh wait it’s hush money type of vibe lol she part of the diddy shiit,"Expresses disbelief and criticism regarding the award win, using derogatory language."
Negative,How bad were the other country songs that this garbage beat?,Expresses strong disapproval and criticism of the song.
Negative,Worst song in history.  I am happy the hype died down fast cause it was so annoying to constantly hear it at the radio.,Strongly criticizes the song as the 'worst in history' and expresses annoyance at its radio presence.
Positive,I am loving the inclusent of diverse genre,Expresses positive feelings about the inclusion of diverse genres.
Negative,"monotonous, boring",Describes the song as monotonous and boring.
Positive,This is soo different 😮❤🎉maintaining her soulfulness too still😢,Expresses delight and appreciation for the artist's continued authenticity.
Negative,Adding an acoustic guitar doesnt make it country. This is trash for sure,Strongly criticizes the song as 'trash'.
Negative,"This ain't Texas is nothing like that Franklin theme song, so you people who are claiming that must be tone deaf...see a doctor!",Expresses strong disapproval and insults listeners.
Negative,No melody....nothing,Expresses strong dissatisfaction due to the absence of a melody.
Negative,Oh my gawd your who made this song beoncay made this song no wonder why I hate her I hated this song it’s like the worst song on the radio,Expresses strong dislike and criticism of the song and artist.
Positive,"Great beat, singing & lyrics.",Expresses positive feelings about the song's various elements.
Negative,Literally the worst video and worst song ever from Beyoncé. She should’ve never won the award for best country music😅 the award should’ve gone to chris stapleton🎉,"Expresses strong disapproval of the video and song, and criticizes the award decision."
Negative,Hahaha  That's awful.,Expresses strong disapproval and criticism.
Negative,so annoying song,Expresses strong annoyance and dislike of the song.
Positive,"Listen guys there are real country singers who shoulda won not her. But don’t go lying saying this shit ISNT a bop lmao it’s a good song has a good vibe and IS a country song in reality, and honestly? This is one of her best songs… unlike her old music really",Expresses positive enjoyment and praises the song's quality.
Negative,Worst album ever wtf,Expresses extreme dissatisfaction with the album.
Negative,Seriously worst video ever.,Expresses strong disapproval and criticism of the music video.
Negative,this is one of the worst and cringiest songs ever,Strongly criticizes the song as 'worst' and 'cringiest'.
Negative,"Could possibly be the worst song ever written. Seriously, all hype and zero substance",Strongly criticizes the song as awful and lacking substance.
Negative,Worst album,Expresses strong disapproval and condemnation of the album.
Neutral,"I'm just listening to this song for the first time and I honestly don't see the fuss. I place it in the Country Pop category right along with Shania Twain music.  It's not that deep for the controversy.  Did she deserve a Grammys?  That's always debatable and possibly not but hey, we don't get a vote in it - I never pay attention to it anyway.  The video and outfit could have been better though.",Expresses a lack of enthusiasm and offers mild criticism without strong positive or negative feelings.
Negative,One of the worst songs I've ever listened in my whole life,Expresses extreme dissatisfaction with the song.
Negative,I haven’t liked country music since the early 2000’s and this video gives me all the more reason to continue my dislike. This is the worst video I’ve ever seen.  Disrespectful and disgusting!,Expresses strong disapproval and condemnation of the video.
Negative,Sounds awful. No dynamic range at all. Loudness war has hit another peak.,Expresses strong dissatisfaction with the song's production quality.
Negative,THIS won a Grammy? Awful.,Expresses strong disapproval and criticism of the Grammy win.
Negative,This is the worst shit I’ve ever heard Beyoncé’s a muppet,Strongly negative and insulting statement about Beyoncé.
Negative,Worst song ever ever ever,Expresses extreme dissatisfaction and condemnation of the song.
Negative,This is by far one of the worst songs ever created….,Strongly criticizes the song as one of the worst ever created.
Negative,Listen to lyrics carefully. Tornado in the basement. Whose basement? Diddy's?,Expresses critical and potentially accusatory sentiments regarding the song's lyrics and references.
Negative,One of the worst songs i have ever heard,Strongly expresses dislike and considers it a terrible song.
Negative,This so called song has no chorus. It feels like an unfinished demo.,Criticizes the song as an unfinished demo lacking a crucial element (chorus).
Negative,Those lyrics are not country at all. Its just the twangy stringed instruments.,Expresses dissatisfaction with the song's lack of genuine country elements.
Negative,"The song is okay (C-) but I would not  play it again, or pay for it.. This song and video feels trashy and angry, not vibrant and powerful. Her music used to be a lot better.",Expresses disappointment and criticism of the song and video's lack of quality and positive energy.
Negative,"nunca vi ni escuché alguien justificando a la compra premios beyonce vocalisima me decepcionas, sobre todo habiendo tantas artistas realmente buenas para apoyar",Expresses strong disappointment and criticism of Beyoncé's vocal abilities.
Negative,This is the worst song I have ever heard,Expresses extreme dissatisfaction and declares it the worst song ever.
Negative,This is pretty much the worst song ever,Strongly expresses dislike and labels the song as 'the worst'.
Neutral,Backyardigans vibes,"Evokes a nostalgic comparison, without expressing positive or negative feelings."
Negative,Great.   This is all we need.   Country with pop stars singing vibrato horse shit with 47 notes per second garbage music.   Perfect.  😂,Strongly criticizes the music as bad and inappropriate.
Neutral,The tune is catchy. Her costume is trashy.,Expresses a positive opinion about the music but a negative opinion about the costume.
Negative,Worst song I've ever heard!!!!!!,Expresses extreme dissatisfaction and condemnation of the song.
Positive,Really inventive video      Not repetitive,Highlights the innovative and original aspects of the music video.
Positive,the queen of universe,Expresses extreme admiration and worship for the artist.
Positive,Didn't like Cowboy Carter but this one is a catchy song. I dig it.,Expresses enjoyment of the song despite disliking the previous album.
Negative,Did an AI write these lyrics? They play this song all the time at my workpalce and everyone hates it. Many of them are fans of her too,Expresses dislike of the song and suggests it was AI-generated.
Positive,"I'm trying to come up with words. A decade ago I had a weed induced panic attack to ""get me bodied"" I have always liked that song because it has a good beat and I was high as balls. Every other song of hers makes me wish I were deaf. I keep hearing about this song and her country thing. I had to watch the video and listen to this song. They definitely put a lot of effort into the video and the song is so good.im scared for what generations ahead call music.","Despite some anxieties, the commenter expresses a strong positive reaction to the song and video."
Neutral,It is a very catchy song and her stocking and black undies remind me of dancer Caldina from Magic Knight Rayearth.,"The comment contains a comparison to a nostalgic anime character, without expressing strong positive or negative emotion about the song itself."
Negative,"How did this win a Grammy?🤣🤣this is terrible worst song I’ve heard in my life, no wonder she fell off so hard,she’s just rich that’s the only reason she’s still making songs and buying her listeners🤣no one actually even listens to her no more though,judging by this song I can see why that is","Strongly criticizes the song and artist, expressing disbelief in her continued success."
Negative,"I got to say this is crap. Just cookie cutter stuff. I guess when you serve the devil you'll get a temporary payday on planet Earth, but you end up losing your soul",Strongly condemns the music as 'crap' and implies it's spiritually damaging.
Negative,This is going down as one of the worst songs in human history,Strongly condemns the song as one of the worst ever created.
Negative,This is the worst music that's been released in 10 years.,Strongly expresses dissatisfaction with the music's quality.
Negative,Another tricking annoying song first was that stupid I.m Single Lady This one is even worse what next for her maybe opera next haha,Expresses strong disapproval and annoyance with the song.
Negative,"I don't think country people like the video.  They might find it insulting.  I am brutally honest,  sorry. That shit ain't pretty.  😮 😅 But if this video was well known when ""Yellowstone""  was still on it would have been better.",Expresses a negative opinion about the video's appeal to a specific demographic and finds it distasteful.
Negative,This has to be one of the worst songs of 2024,Expresses strong disapproval and ranks the song as one of the worst of the year.
Neutral,At 1:45 how come I can hear the lyrics being edited from Sugar to liquor? Listen closely. I know Beyonce says both during the song.,Points out a specific detail of the song and suggests a possible explanation without expressing a strong opinion.
Negative,Beyoncé fell off. Worst singer ever. Went from singing about her ass to singing country to stay relevant,Strongly criticizes Beyoncé's music and career trajectory.
Negative,This is literally the worst fucking song ever created. Yikes,"Uses strong, aggressive language to express extreme dislike."
Neutral,This is really annoying but also really catchy please help like I hate it but I keep on listening to it- 😭💀,Expresses conflicting feelings of annoyance and attraction simultaneously.
Negative,"Catchy, but the Grammy's is CRAZY for this garbage album being named best Country Album!?! Although not wholly unexpected in Hollyweird were a man gets nominated for Best Actress",Expresses strong disapproval of the album's award and criticizes Hollywood.
Negative,"Sorry, but way way too overproduced....  and it really doesn't blend the pop/country vibes... shaboozey is doing it right and sounds hungry...Beyonce just seems bored. I'm just not digging it...",Expresses strong dislike and criticism of the song's production and artist's engagement.
Negative,"I never judge without hearing. And this ain't country. This is a bunch of country clichés put into one musical effort. And for those out there that wanna play the race card, it doesn't have anything to do with the color of skin. Shania Twain used to be country and after a few years, her music wasn't worthy of being called country. Nothing wrong with you if you like this composition, but it isn't country music.",Expresses strong disapproval of the music as lacking authenticity and relying on clichés.
Negative,Annoying AF,Uses a highly negative and emotionally charged term.
Negative,"This video is not creative, repetitive, nude scenes, no awards, forgettable. Beyonce all the time",Expresses strong disapproval and criticism of the video's lack of originality and quality.
Negative,"Sad to say this Is in a country album and she won against Chris Stapleton, it’s not a country song, says the same two lines the whole song, shit stupid and if u listen to the lyrics she just throwing shit together nothing about this song makes sense",Expresses disappointment and criticizes the song's lack of coherence.
Negative,Boring song. Please don't change country music to this monotonous stuff too. 😢,Expresses dislike for the song and criticizes its effect on country music.
Positive,Beyois still fire and I love the old school vibe.,Expresses appreciation for the artist and the nostalgic style.
Neutral,Not a country fan music but this is a vibe,Expresses a personal preference without strong positive or negative emotion.
Negative,"That’s not a f country music, lyrics are so dumb",Expresses disapproval of the song's genre and lyrical content.
Negative,what a shit garbage of music😢😢trash+trash+trash😢60s 70s 80s best music of all time😊abba😊queen😊led zeppelin😊deep purple😊beatles😊elvis😊eagles😊blondie😊u2😊police😊gun roses😊bon jobi😊nirvana😊and so on...,Expresses strong dislike and uses derogatory terms to describe the music.
Negative,This is awful 😂,Expresses strong disapproval using the laughing emoji.
Negative,Anyone who calls this country is tone deaf,Uses insulting language to criticize the music.
Negative,Unbelievable 😂 this is awful chris Stapleton carrie underwood,Expresses strong disapproval and criticism of the artist and song.
Neutral,A pop song with some lyrics about Texas and banjo in the background. Is that what makes it a country music song?,Describes the song's elements without expressing a clear positive or negative opinion.
Negative,"It's a catchy song, but why has the video got to be so over sexualized!",Expresses disapproval of the video's excessive sexualization.
Negative,This is your worst album,Directly criticizes the album as the artist's 'worst'.
Negative,"Theres nothing country about this...real country is raw, authentic, imperfect, rooted in values and a lifestyle, her vocals are WAY too polished and produced to be remotely country...its an OK song but has no place in the country genre except as a lame attempt at a cheap imitation.....to put this song in the same category as Toby Keith, Alan Jackson, Miranda Lambert, Reba McEntire is insulting to what makes country unique",Strongly criticizes the song as an inauthentic and insulting imitation of country music.
Negative,I wonder why shes been called the queen? Like wheres the queen vibes,Expresses skepticism and disbelief regarding the artist's title.
Negative,Truly one of the worst songs of all time.,Directly labels the song as 'one of the worst of all time'.
Negative,She a perv. Worst song and worst video EVER ! Yuk!,Expresses strong disgust and condemnation of the song and video.
Positive,"Beyoncé the only one Star listed VOCALIST OF 21 century by VOCALS Experts, great performer, the singer in history Who sing more diferent rithmys, A living Legend ❤",Expresses strong admiration and celebrates Beyoncé's talent and legacy.
Negative,Yall are slow she stole the melody from a children’s tv show and put different words in it.,Accuses the artist of plagiarism by using a familiar melody.
Negative,this is awful wth,Expresses strong disapproval and dissatisfaction.
Positive,"Love this, very catchy 🙂",Expresses enjoyment and appreciation for the song.
Negative,"Worst video EVER, never get any awards for this thats for sure, lol.  Wow the ending of the song  sucked big time..",Expresses strong disapproval and criticism of the video and its ending.
Negative,"If country is crap this is a whole other level, it's like the turd lay a turd over another turd and water it down with the most vanilla guitar chords",Strongly criticizes the music as being bland and of poor quality.
Negative,"they were right, country fans have to be the most conservative, retrogade, annoying, insufferable people to ever exist",Expresses strong negative sentiment and judgment towards a group of people.
Negative,OMG that's awful,Expresses strong disapproval and identifies the music as 'awful'.
Negative,"Awful, terrible song. @Shaunjohnson885 don't reply.",Strongly criticizes the song as awful.
Negative,"Worst video ever. It would be great if there was a video around a countryside, travelling around with a kids and a dog in the car.",Expresses strong dissatisfaction with the video.
Positive,"So I've listened to this song now forcefully. I will say it is a catchy song. It's like the chicken dance song , a fun song. You could put it in your play list with those fun dance songs like the zorba, nutbush, the hustle, line dance. I bet people secretly dance to it at home hahaha","Expresses enjoyment and suggests a lively, danceable quality."
Negative,Ask yourself is her lyrics country be truthful and if it's not country please give me a example of what country is The first you have to put your hate and your evil spirit aside now let's get your honest opinion,"Expresses frustration and demands a sincere, unbiased opinion."
Negative,Absolutely fucking God awful.  She's a decent singer but this is fucking stupid,Strongly condemns the song as 'God awful'.
Positive,Amo você des do tempo da Distney Child ❤❤❤❤😂😂🎉😂🎉😂😂😂😂 1998,Expresses enthusiastic love and appreciation with celebratory emojis.
Negative,This shit is so ass. How does someone who made this trash song beat any country singer this is just dissapointing,Expresses strong disapproval and contempt for the song.
Neutral,At first I thought it was 'Prodigal Son' by the Rolling Stones.  🤷,Identifies a similarity to another song without expressing a strong positive or negative opinion.
Negative,"As a proud Texan this is the one of the worst happen to us apart Apart From Waco, TX And Uvalde",Expresses strong dissatisfaction and grief associated with tragic events.
Negative,This song is crap the worst song ever,Strongly declares the song to be terrible and the worst ever.
Negative,This is the worst song in history ..... .. i would die before hearing this ever again,Expresses extreme dislike and disbelief about the song.
Negative,This is awful,Expresses strong disapproval and deems the song 'awful'.
Negative,Gotta be the worst song ever in the past 10/20 years what an absolute piece of trash 🗑️ 🤢🤢🤢,Strongly criticizes the song as 'trash' and one of the worst in recent history.
Negative,This may be the worst video I've ever seen. WTF!,Expresses extreme dissatisfaction and disgust with the video.
Negative,My God what a POS song on every level except the decent vocal performance.,Expresses strong disapproval and criticism of the song.
Negative,Worst country song ever wtf is this,Expresses strong disapproval and contempt for the song.
Neutral,Early 2024 vibes,Expresses a feeling associated with a time period without strong positive or negative emotion.
Negative,"Gosh this has to be the worse song I’ve heard, like it’s just a regular trash Beyoncé song with a generic country beat and lyric so it’s so called “country” da freak this crap ain’t country it’s wanna be, dress up country, no wonder why I’ve been seeing this all over on TikTok about how bad this country song is 😹 I only made it to 36 seconds of listing to this horrible video and I couldn’t go any longer. And the way she dress is just ₩h0-.r1,$.-H, demonic and inappropriate especially for YouTube, this is why I only listen to Christian music straight for 7 years L0L ✝️",Strongly criticizes the song and artist's style as poorly executed and inappropriate.
Negative,"This is the worst song I have ever heard. It does something to my brain. You could torture me for days, pull my nails, cut of my limbs. Put this song on and I would fold before the intro was done playing.",Expresses extreme and graphic dislike of the song.
Negative,"An catchy song could very well be worthy of a cool vid, what you being naked got to do with it? women exposing themselves to men is not ""empowering"" throw liberal misogyny in the dumpster.",Expresses strong disapproval and accusations of misogyny.
Negative,THIS IS EFFING TERRIBLE HORRIBLE AWFUL STUFF!,Expresses extreme dissatisfaction and negativity.
Negative,Awful… complete garbage …,Expresses strong disapproval and describes the song as 'garbage'.
Negative,Probably the worst video and song ever. Real trash.,Strongly condemns the video and song as 'trash'.
Negative,"Sounds generic and bland , the Grammy show is fake",Expresses dissatisfaction with the song's lack of originality and criticizes the Grammy Awards.
Neutral,Chris brown lyrics residuals,The comment expresses a simple observation without strong positive or negative sentiment.
Negative,Dumbest video of all time. Not counting the phoned in lyrics.,Expresses strong disapproval and criticism of the video.
Negative,"Oh yes Black Americans did in fact invent Traditional and Contemporary Western and Country Music. The very first singing and yodeling Cowboys were in fact Black Americans. Black Americans taught our White American Brothers and Sisters how to play, sing and yoldel Traditional and Contemporary Western and Country Music.",Denies historical contributions and promotes a false narrative.
Neutral,Worst Music Video goes to...,A simple statement of opinion without emotional coloring.
Negative,That is the stupidest video ever.  That’s so annoying seeing her do the same thing over and over and over again.  I expected more from Beyoncé.  😡,Expresses strong disapproval and frustration with the music video.
Negative,Now we know why her sister beat him up in the lift he rated a 13 year old 😮,Expresses shock and disapproval regarding a violent incident.
Negative,"This video is boring, though, and has nothing to do with the lyrics",Expresses dissatisfaction with the video's content.
Negative,This is not country and is terrible.  Her barotone voice.  Geezus.,Expresses strong disapproval and criticism of the music and vocal performance.
Negative,This may be the worst music video ever made. Kanye would even agree with this statement. But better country song than any Swift song,Strongly criticizes the music video as the 'worst ever' and compares unfavourably to Taylor Swift.
Negative,"I do not listen to country that much but this is not country.. The country is about the singer, not the instruments. Beyonce sings like a pop artist, even in this and her lyrics are dull because she can not sing country.. She did not put much effort in to adding the quirks that country singers are doing to make their songs sound like country. Beyonce won because she is famous and are in a good position with the once who decide who will win or not. It is dumb how famous artists just ride the wave once they get famous and get praised for mediocre stuff. Songs like these are a humiliation towards those who live and breathe country when they are robbed out of awards that should be theirs.","Expresses strong criticism of the song and Beyoncé's performance, claiming it's not genuine country music."
Negative,This is the worst video I've ever seen and the song isn't very good ether she is way better at rnb,Expresses strong disapproval of the video and song.
Negative,Worst song ever heard,Expresses extreme dissatisfaction with the song.
Positive,e uma diva de todos tempos. simplesmente a melhor,Expresses strong admiration and superlative praise for the artist.
Negative,👎👎👎 Using body for view is dirty and the song is bad and vocal too,Expresses strong disapproval of the song and the act of viewing it.
Negative,Terrible terrible video.  Worst ever.,Expresses strong disapproval and labels the video as the worst ever.
Negative,"Music, lyrics 🎉, video 💩.","Expresses dissatisfaction with the music, lyrics, and video."
Negative,This is awful... and what's with the nakedness,Expresses strong disapproval and criticism regarding the video's content.
Neutral,"Good song., but video awful",Expresses a neutral opinion about the song while criticizing the video.
Neutral,best song worst vid,Expresses conflicting opinions – praise for the song but criticism of the video.
Negative,The worst song i ever heard,Expresses strong dissatisfaction and declares it the worst song heard.
Negative,How bout come up with your own lyrics infringement is illegal,Expresses a legal complaint and disapproval.
Neutral,"Sorry, a super song, but a monotonous video!",Expresses appreciation for the music while criticizing the video.
Negative,"Like she ever went to a Cowboy dive bar. Worst video I've ever seen. The only ""good"" thing is the banjo.",Strongly criticizes the video and expresses dissatisfaction.
Negative,"Beatiful,talented, but you ain’t country",Expresses a critical opinion about the artist's genre.
Negative,Worst video I’ve ever seen. Bizarre,Expresses strong disapproval and finds the video bizarre.
Negative,worst song ever created,Expresses extreme disapproval and declares it the 'worst song ever'.
Neutral,And she beat Taylor how not that I really like Taylor but Taylor is way better,Expresses a preference for Taylor Swift without strong negative sentiment.
Negative,Sad that she feels the need to oversexualize herself to sell records.,Expresses disapproval and criticism of the artist's approach.
Negative,Me remixing the song with Arabic beats to start a moral war in the Middle East,Expresses potentially inflammatory and divisive intent related to music and geopolitical conflict.
Negative,Most annoying song of 2024…,Expresses strong dissatisfaction and annoyance with the song.
Negative,This is awful. Both the song and this stupid “visual”.🤢🤢🤢,Expresses strong disgust and criticism of the song and music video.
Negative,"Idk what the hype is about this song, it's annoying",Expresses dislike and annoyance with the song.
Negative,The video is repetitive.,Expresses dissatisfaction with the video's repetitive nature.
Negative,The worst song ever,Expresses strong disapproval and labels the song as the 'worst ever'.
Negative,The worst song shes ever made in her career,Strongly criticizes the song as the worst of her career.
Negative,This has to be ai generated lyrics .,Expresses suspicion that the lyrics were created by artificial intelligence.
Neutral,"Not that anyone asked me, or would ever ask me, or cares that nobody asked me... But there was so much talk around Beyoncé doing this that I expected way, way more. (That beat is sweet, but too soft, it needs to drop harder... and Cowgirl Beyoncé I have yet to see, for in this video she is not.)",Expresses disappointment and critique without strong positive or negative emotion.
Positive,Love the deep sexy voice,Expresses appreciation for the singer's vocal quality.
Negative,Worst Beyonce song yet,Expresses strong disapproval and labels it the 'worst' song.
Negative,"THIS THE WORST ""country"" song EVER!!! 😂😂😂😂 DONT MAKE NO ALBUM this shit disrespectful to real country,",Expresses strong disapproval and insults the song's genre.
Negative,Came here to say i dont understand the hype it sounds awful,Expresses strong dislike and disbelief about the song's quality.
Positive,Lady Gaga vibe 🎉,Expresses enthusiastic appreciation for Lady Gaga's style.
Negative,This is truly one of the worst videos I've watched. Totally tasteless and NOT country.,Expresses strong disapproval and criticizes the video as tasteless and unsuitable for the country genre.
Negative,"The lyrics on this album are ridiculously bad, lol. I bet she had people write these songs for her and she just smacked her name on them.😂",Expresses strong criticism of the album's lyrics and suggests a lack of artistic involvement.
Neutral,No lyrics + no music = no clothes,A nonsensical statement expressing a lack of artistic merit.
Negative,You can't sing country to save your life! 😂 stick to your awful generic pop music!!,Expresses strong dislike and criticism of the artist's musical style.
Neutral,Weird video. Good song. I don't feel the country vibe.,Expresses a mixed opinion - acknowledging a good song but disagreeing with the video's style.
Negative,This is awful.,Directly states the song is 'awful'.
Negative,This is awful🤢💩,Expresses strong disgust and negativity.
Neutral,Is This song available to set as caller ringtone??,"Asks a question about availability, lacking explicit positive or negative sentiment."
