classificacao,comentario,justificativa
Positive,Im obsessed how she’s walking in on beat at the beginning,Expresses strong enjoyment and fascination with the music video's visuals.
Neutral,this song is like weird and catchy at the same time,Describes the song as having contradictory qualities – ‘weird’ and ‘catchy’.
Positive,0:38 WHY IS IT SO CATCHY😭✋,Expresses strong positive emotion and enjoyment of the song's catchiness.
Positive,I feel like everyones talking about Billie BUT CHARLI'S VERSE WAS AS GOOD!!! I MIGHT EVEN LIKE IT BETTER,Expresses a strong preference for Charli's verse over Billie's.
Positive,0:59 the beat drop when billie comes in is soo catchy omg,Expresses strong enthusiasm and enjoyment of the beat drop.
Negative,possibly the worst song ever?,Expresses strong disapproval and labels the song as exceptionally bad.
Positive,"The mixing work is impressive, with the spatialization of voices through panning (best experienced with headphones: the panning makes Charlie and Billie talk in each ear and move from one to the other) and the evolution of basses that play with the tension.","Praises the mixing work, spatialization, and bass evolution."
Negative,Absolutely awful,Expresses strong disapproval and negativity about the song.
Positive,Honestly if ima be fr it’s really not that bad I feel like people are kinda overreacting about it like yea the lyrics are talking about sex stuff but like a LOT of music artists talk about it to and it’s really not that bad😭😂,Expresses a generally positive opinion despite acknowledging some potentially controversial lyrical content.
Positive,"The visuals on her music videos are so tough, completely different vibe to just listening to it",Expresses admiration for the strong and distinct visual style.
Negative,"One of the worst songs I've ever listened to, who ever wrote these lyrics needs to be made to listen to this song over and over again until they are forced to delete it from history. (And congratulations on Charlie xcx getting the world record for worst singing ever before heard in a music video!)","Strongly condemns the song and its lyrics as awful, and makes a sarcastic comparison."
Negative,Why do i feel billie is laughing to death from inside but tries not to show it from the lyrics 😂😂😂,Expresses a cynical and humorous interpretation of the song's lyrics.
Negative,"If this is music and ""lyrics"", sign me out.  B.S.",Expresses strong disapproval and dismisses the song as blatant nonsense.
Positive,"BIG VIBES of Daft Punk - Technologic, very similar",Expresses admiration and similarity to Daft Punk's music.
Neutral,Looked this up to see who beat out the Cure from 40yrs ago on the recent Brit Awards. 😲 how disappointing. Oh well. The box has  been checked. Life goes on.,Expresses mild disappointment without strong emotion.
Positive,"cool music, has a cyberpunk vibe.",Expresses appreciation for the music's style and vibe.
Neutral,Im so glad Charli xcx is still making music! This might be a constraversial opinion but she shouldve blown up first before Iggy....As far as i know Charli is a lot less problematic than Iggy but Iggy did put out some good beats tho!,"Expresses mixed feelings about Charli and Iggy, acknowledging both strengths and potential criticisms."
Negative,1:00 the way Billie sings it’s kind of creepy lol especially with those lyrics,Expresses a feeling of creepiness due to the lyrics and Billie's singing style.
Negative,Sorry but this is crap. Both the music and the lyrics are crap. 👎👎,Expresses strong disapproval and criticism of both the music and lyrics.
Positive,BRO WHEN BILLIE COMES IN ITS SO GOOD WITH THE SOUND AND BEAT OH MY GOSHH IAM DYINGGGGG❤❤😍😍,Expresses intense excitement and enjoyment of the music.
Negative,worst song ive ever heard in an add,Expresses strong dissatisfaction with the song.
Positive,Idk why but the way she dances to the beat itches my brain just right,Expresses a unique and positive sensory experience with the music and dance.
Positive,Technologic (Daft Punk) vibes 🔥,Expresses enthusiasm and references a highly praised Daft Punk track.
Positive,That really had a great 2010's vibe. Great stuff!,Expresses enjoyment and positive association with the music's style.
Positive,Obsessed with the silly playful sexy vibes in this video. We need more!!,Expresses strong positive feelings and a desire for more of the same.
Negative,This is awful 😆,Expresses strong disapproval and uses an emoji to convey negativity.
Neutral,I wonder what the pitch was like for this song,Asks a technical question about the song’s audio.
Neutral,Not my vibe but ok,Expresses a lack of personal connection without strong positive or negative emotion.
Negative,HELP I'M SORRY BUT THE LYRICS AREN'T IT 😭,Expresses strong disappointment and distress regarding the lyrics.
Negative,Absolutely crap song and lyrics a joke surely.,Strongly criticizes the song and lyrics as being terrible and a joke.
Positive,Best beat and melody so perfect,Expresses strong positive feelings about the song's beat and melody.
Neutral,Unpopular opinion-but the only good part of this song is the sampled preview of Billie’s verse 😶,"Expresses a specific, potentially divisive opinion without strong positive or negative sentiment."
Negative,i cant believe it only goes for 2 minutes 40. This is the WORST break up ive ever had,Expresses strong dissatisfaction and frustration with the song's length.
Negative,Billie giving that slim shady going to the emmies vibes,"Compares Billie's behavior to the controversial Slim Shady, implying negativity."
Positive,"for those, 1:37 is the partto vibe to 😍",Expresses enthusiastic enjoyment of a specific part of the song.
Positive,Deliciously trashy but classy and humourous. The track is positively a catchy bass grinder. A totally bitchin' duo.,Expresses enthusiastic enjoyment of the song's qualities.
Neutral,I CANT EXPLAIN IT BUT BILLE HERE GIVES ME HUGE CARL GALLAGHER VIBES,"Uses a comparison (Huge Carl Gallagher) to describe the music, indicating a specific feeling without strong positive or negative judgment."
Positive,Essa música tem muito a vibe de 2012~2014,Evokes a nostalgic and positive association with a specific era.
Negative,"This is quite possibly the worst song I’ve ever heard in my life. Not only is the music terrible, the lyrics are completely lacking any substance whatsoever. 🤢",Expresses extreme dissatisfaction and condemnation of the song.
Negative,This is the best lyrics they could come up with???!!!! 😂,Expresses disbelief and ridicule regarding the quality of the lyrics.
Negative,This might be the worst thing I've ever seen or heard.,Strongly expresses extreme dissatisfaction and disappointment.
Positive,Billie's verse is sexy af. 🥵,Expresses strong positive attraction and appreciation for Billie's performance.
Negative,The worst song of the year could have been better if the lyrics weren't so vulgar and bad.,Expresses strong disapproval due to vulgar and poor lyrics.
Negative,These are literally the worst lyrics I have ever heard for a song... And people love it...,Strongly criticizes the lyrics as exceptionally bad and expresses disbelief at the audience's reaction.
Negative,You wanna guess the color of my underwear (finish the lyrics),Contains inappropriate and suggestive content.
Neutral,Who’s dropping the lyrics,"Asks a question about lyrics, lacking sentiment."
Negative,"No soul, no melody, no real instruments, nothing good about this. It's just bad and trashy.",Strongly criticizes the song as lacking substance and quality.
Negative,"As a longtime fan (since 2014) I was extremely excited seeing Charli finally getting her flowers after decade+ of hard (and exceptional) work... the very day this song came out on the deluxe I was sending it to my friends, all elated that we got such a gem as an additional gift to already flawless body of music. I liked all of the remixes and was overall fascinated about how good of a rollout this era had. Unfortunately, this particular remix along with all of the excessive draining the brat trends in social made me stop listening to the album completely. Unnecessary, distasteful lesbian references from Billie along with her exceedingly forced what-is-supposed-to-be-sexy tone made the song unlistenable to me. It is such a shame that promotion of explicit, unnatural behavior in song widely used for shorts/tik tok dances mainly consumed by young teenagers is met with reception totally devoid of any criticism. To be clear - I very much like both of the ladies' music and I have no problem with people's sexual preferences, I just stand in opposition to widespread promotion of these ideas to kids. Also, sometimes less is more and this is the proof.",Expresses disappointment with the remix and criticizes its promotional context.
Neutral,"Me gusta, Pero siento que a sus canciones les hace falta más contraste entre la tonalidad de las estrofas y los coros, y un mejor gancho. Que haga más fácil de recordar la canción. I like it, but I feel like their songs need more contrast between the tonality of the verses and choruses, and a better hook that would make the song easier to remember.",Offers constructive criticism about the song's structure and catchiness.
Negative,Vocal fry gone mad. One you recognize it you realize this isn’t singing.,Critiques the vocal performance as poor and non-singing.
Positive,Daft punk inspired chorus,Expresses admiration for Daft Punk's influence.
Positive,This song is such a vibe,Expresses enjoyment and positive feeling about the song.
Negative,It sounds good but it's worst then lunch,Expresses a strong negative opinion about the song's quality.
Positive,1:37 I dance to this beat until dawn,Expresses enjoyment and association with a positive activity.
Negative,this is without a doubt one of the worst songs ever made.  actually makes womens underwear seem cringy.,Strongly condemns the song as exceptionally bad and evokes a negative comparison.
Negative,Todays music is pretty bad it this is a hit. Wheres the melody? The good singing voice? Anyone can sing this,Expresses disappointment and criticism of the song's musical qualities.
Negative,"This is not ORIGINAL 🤮, this is Daft Punk and Busta rhythm",Expresses strong disapproval and accuses the song of lacking originality.
Negative,Why the beat sound like main theme of the sims 2 Nightlife,Expresses dissatisfaction with the song's musical similarity to a dated and often criticized soundtrack.
Negative,All the people loving this beat I guess never heard of Daft Punk 🤷,Expresses dismissive skepticism towards the song's popularity.
Negative,and no offense but the english are the mostgod awful rapacious national there is,Expresses strong negative sentiment and prejudice against a nationality.
Positive,These lyrics just make sense for Billie,Expresses a positive assessment of the lyrics.
Negative,"The lyrics is inspired by the women who say ""kis colour ke chaddi phene ho""....😂😂",Contains vulgar and offensive lyrics.
Positive,This video gives such I’m A Slave 4 U vibes. I feel this’ll go down as this generation version of that. I love it,"Compares the video favorably to a beloved classic song, indicating enjoyment."
Negative,"HORRIBLE!!! Computer Not music, and stupid lyrics",Expresses strong disapproval and criticizes the music's quality and lyrics.
Positive,This banger is catchy AF 👍,Expresses strong positive sentiment with the term 'banger' and a thumbs-up emoji.
Positive,"no one mentioning how nostalgic this song is because of the ""technologic"" catchy sample??",Expresses fondness for the nostalgic use of the
Positive,The rythm gives me vibes of Daft Punk Technologic,Expresses a positive association with Daft Punk's music.
Negative,Billie laughing before her verse has me in a headlock,The comment expresses annoyance and discomfort with Billie’s pre-verse laughter.
Positive,Billie's whole verse is living in my head rent free!!,Expresses strong fondness and indicates the song is memorable.
Neutral,"Billie eilish' vocals are really perfect for this, sheesh, best feature since R.Kelly did what he wanted with Lady Gaga's song, there",Contains both praise and a controversial comparison.
Negative,Very underwhelming generic rehash,Expresses disappointment and criticizes the song as unoriginal.
Negative,"Lmaooo it took five people to write this? This is so bad it’s not even funny anymore. I’m deeply concerned for people who fall for this. I think people are confusing this for music because it reminds them of music. This is very depressing, societal collapse seems imminent when I hear noises like these.",Expresses strong disapproval and fear about the music's quality and potential societal impact.
Positive,GIVING VIBES💋😳☺️,Expresses positive feelings with emojis.
Neutral,Skins vibes,"References a song by The Neighbourhood, suggesting a nostalgic or familiar association."
Positive,"My mom is in the car with me and she’s listening this song😢😢😅 she’s ukrainian so she doesn’t know the translation,she put this song only for the hard beat in the car 😅😅",Expresses positive sentiment due to the listener's enjoyment of the song's beat.
Negative,"The awful lyrics ruined this song's chance to even be remotely good, its literally unlistenable.",Expresses strong disapproval and declares the song unlistenable due to poor lyrics.
Positive,"The lyrics/beat during certain parts give me Daft Punk ""Technologic"" vibes!",Compares the song favorably to a well-regarded track by Daft Punk.
Negative,"La rolita esta chida pero de un tempo para acá los videos musicales ya no entretienen ni poquito, les falta creatividad",Expresses disappointment with the lack of creativity in music videos.
Positive,I honestly missed the 2010s music  vibe it’s fire idc,Expresses enjoyment and appreciation for the music's vibe.
Negative,Jesus this is just awful,Expresses strong disapproval and deems the song 'awful'.
Negative,Not a Charli fan (or even a billie one) but this lowkey ate even drowned in autotune,Expresses dislike for the artist and criticizes the song's reliance on autotune.
Positive,Billie's voice on this beat is freaking  awesome❤ such a hit 🔥 and I turned fan of Charli xcx bcs of Billie when I saw this music video with the 2 of them❤,"Expresses strong positive feelings and admiration for Billie, and introduces a connection to Charli xcx."
Neutral,Don't agree with the lyrics but- I do it with the music.,Expresses disagreement with lyrics while still appreciating the music.
Positive,Geiler Beat 😁👍,Expresses enthusiasm with a positive emoji.
Positive,That beat drop thou,Expresses enthusiastic appreciation for a specific musical element.
Negative,This is fucking awful. Big yikes,"Expresses strong, explicit disapproval and disgust."
Negative,Dumbest song I've ever listened to.  The beat sounds like shit.,Strongly criticizes the song's quality and beat.
Positive,Get kid Cudi to do your beats on the whole album it should work! Superbowl halftime,Expresses enthusiasm and a specific suggestion for improvement.
Neutral,It need a 3rd verse with Melanie Martinez,Expresses a desire for additional content without explicitly stating a positive or negative opinion.
Positive,This song gives the vibe🤘🤟🔥🔥🔥🔥🔥,Expresses strong enthusiasm and enjoyment with emojis.
Positive,"0:33 love heer, totally waiter vibes",Expresses positive feelings and describes a desirable aesthetic.
Positive,This song is the reason I'm following omg I've never been sooooo intrigued with a video and the lyrics. Amazing!!!!! This is the song I'll have on repeat ❤,Expresses strong enthusiasm and affection for the song.
Positive,This is a fucking vibe and a half,Expresses enthusiastic positive feelings.
Neutral,Vibe,"Short, ambiguous expression indicating a general feeling without specific positivity or negativity."
Positive,"OMGGGGGGGGG I CANT HEAR IT EVERYDAY, cause the beat make me overheat my heart📈📈",Expresses intense excitement and enjoyment of the music's rhythm.
Negative,Never thought I’d hear such a dirty song with such a dirty beat with GOOGLE DRIVE in the lyrics 😂😂😂😂😂😂😂,Expresses disgust and amusement at the song's content.
Positive,Love that Billie hit that technologic beat in there,Expresses enjoyment of a specific musical element.
Positive,This song give me victoria secrets vibe 🎉,Associates the song with a positive and celebratory feeling linked to Victoria’s Secret.
Negative,"This is awful, I miss when sophie was making her music. This entire genre died with Sophie",Expresses strong dislike and suggests a decline in the artist's quality.
Negative,Possibly the worst song ever made. My ears are bleeding,Expresses extreme dissatisfaction and pain related to the song.
Neutral,"Pop has certainly moved on from The Beatles' ""I wanna hold your hand""...😮",Expresses a nostalgic observation without strong positive or negative sentiment.
Positive,What a beat😼💥,Expresses enthusiastic enjoyment of the song's beat.
Neutral,"Definitely inspired by ""i broke my arm"" by SNL ft. Emma Stone",Acknowledges influence without expressing a positive or negative opinion.
Positive,I’ve liked Charli ever since her song Fancy with Iggy. That collab with Iggy on Fancy really put Charli XCX on the map for a lot of people — catchy and full of attitude.,Expresses fondness and acknowledges a key moment in Charli XCX's career.
Positive,why the fuck am i blushing hard when billie's verse came,"Expresses a strong, positive emotional response to the song."
Negative,Ashnikko would have been a beater feature,Uses a derogatory term to express dislike of the artist's feature.
Positive,"Wow have not heard Charlie Xcx's voice in a decade. Only know her from her hook in Iggy Azalea's ""Fancy"". She looks like a completely different person in this video. Would have never guessed that was the same girl in the hook from Iggy's Fancy video .Never bothered to listen to any of her music throughout all these years. Hell, I've heard Bart Baker's parody of Fancy with a dude impersonating Charlie in the hook more than I heard Charlie sing the actual hook lol So it's fitting how Fancy made me discover Iggy Azalea, Charlie Xcx, and Bart Baker all at the same time. Learned of this track by seeing a pretty female dancing in a video short, and she was dancing to this song. Than I just kept seeing girl after girl dancing to this song in video shorts without me even having to manually search for them. The interesting part of it is that they are all dancing to Billie Eilish's verse, and cut it off where you never hear Charlie whatsoever. I'm guessing Billie Eilish is far more popular than Charlie. This actually is the first time I heard Billie Eilish in a song. Been living under a rock I suppose. I just don't listen to music nearly as much as I did in the past. I really dig this song though. I could so picture this song playing in a cinematic scene of people doing ecstasy, and being extremely sexual with each other. It's a very sexualized type of song, but I'm so digging the vibe of it all. The vibe makes me think of Demi Lovato's 'Cool For The Summer'. I so loved that song when it came out. For some reason I get the vibe that this is the type of song Billie Eilish doesn't typically make. This song keeps sticking in my head along with Billie Eilish's provactive facial expressions. They both look like their under the influence of some drug that enhances sexual libido. The song subject manner makes it seem like their both on ecstasy, and so sexually open for any type of sexual stimulation. I don't know, that's just how I perceived this song and music video. Nonetheless, it's hot and sexy, and seems so hypnotic and addictive. I highly doubt many even blink an eye to the 11 age difference between Charlie and Billie. Charlie is 32 and Billie is 21. As long as one is of legal age, age becomes more and more of a non-factor when it comes to being prejudice towards a big age difference. A romantic/sexual relationship between a 33 year old and a 44 year old would not be very controversial at all. If this came out when Charlie was 21 and Billie was 10, it would disgusting, revolting, and have Charlie imprisoned if she had even the slightest sexual relationship with a 10 year old Charlie Xcx. Age is so controversial when one is underaged with one who is at least 18.","Expresses enjoyment of the song and its aesthetic, despite acknowledging the age difference."
Negative,DIE ANTWOORD Beat-tracks Re-hash....  Inspired maybe?  Hmmm.......,Expresses disappointment and suggests a lack of originality.
Positive,Daft punk technologic vibes,Evokes a nostalgic and positive association with Daft Punk's music.
Negative,"Gaga, you wrote „aaaah” in lyrics and not „ohoohooohohohoooooooo” 🥸 I came not prepared",Expresses disappointment and ridicule regarding the lyrics.
Positive,"When Billie arrived, my heart fucking dropped. LIke girl, she made quite the entrance. Also, her verse was the best.",Expresses strong excitement and praise for Billie's performance.
Negative,Good music. Completely lame lyrics and video.,Expresses dissatisfaction with both the music and the accompanying video.
Positive,I love the beat❤,Expresses strong positive emotion towards the music's beat.
Neutral,"Love the 2000's vibe, bugs me that half the clips aren't in time to the beat of the song 💀 we got people making videos for free with CapCut in better time than this one",Expresses a mixed opinion – appreciating the style but criticizing the video editing timing.
Positive,gosh the 2nd verse hit really hard 🔥🔥🔥🔥🔥🔥🔥🔥,Expresses strong enthusiasm and excitement.
Positive,Billie Eillish just crashed in with that sick deep bass,Expresses enthusiasm for Billie Eilish's music.
Positive,SPAIN IS SUCH A VIBE,Expresses a positive sentiment about Spain.
Negative,Im sorry. This is the worst song ever.,Expresses strong disapproval and labels the song as 'the worst ever'.
Positive,A 40 something here and I love this collaboration! Fantastic edm vibes!,Expresses enjoyment of the EDM style and collaboration.
Positive,Daft Punk vibes,Expresses a positive association with the music of Daft Punk.
Negative,I’m scared to see if stone throws stuff on the stage when they perform this at a concert,Expresses anxiety and fear about a potential chaotic concert performance.
Neutral,Lot of rehashed syntho sounds and stop check rhythm lyricism from the past 30 years are in this song. But DAMN! Gots me groovin! Not bad ladies. Not... bad... at... all.,Mixed praise and mild criticism with a somewhat hesitant tone.
Positive,This is the first time i ever focused on the lyrics,Expresses a new and positive engagement with the song's lyrical content.
Positive,"this music lyrics is so well made, omg, it has links everywhere",Expresses strong positive sentiment about the song's lyrics.
Neutral,i recommend watching the video in 360p to feel the vibes that u traveled to the early 2010's where MTV played this song after midnight,Describes a nostalgic viewing experience without expressing strong emotion.
Negative,"Killer tune, shame the lyrics are so intensely lame.",Criticizes the lyrics as being poorly written and uninspired.
Positive,Ima feel nostalgic after 13 years ahhhh💅😭,Expresses strong feelings of nostalgia and excitement.
Positive,"The vid gives me such She Looks So Perfect vibes from 5sos 😂 just me? Okay, bye 😂",Expresses a positive association with the music video and a shared enjoyment.
Positive,"What a great piece of art-work! The drive, surprise and down-to-earth vibes which re arriving at me :)",Expresses positive feelings and appreciation for the song's qualities.
Positive,Billie Eilish is my best contemporary!,Expresses strong positive sentiment and preference for Billie Eilish.
Negative,Why we don't talk about that fucking lyrics?,Expresses strong disapproval and frustration with the lyrics.
Negative,Stop stealing from underground American producers/artists.  It's shameful.  At least credit the people you steal rhyme schemes and beat from.,Expresses outrage and accuses the artist of plagiarism.
Negative,Fuckin annoying song very stupid not a fan at all,Uses offensive language and expresses strong dislike.
Neutral,I love the beat but the lyrics are idiotic,Expresses a preference for the beat while criticizing the lyrics.
Positive,"Perfect for aspiring ambitious women, first I thought it was generic but great beat without vulgar language or behavior and classy women being a little wild sexy. In my opinion🎉",Expresses admiration and describes the song positively.
Negative,The lyrics are so sad that a tear rolled down my leg 😢,Expresses sadness and distress due to the song's lyrics.
Negative,SLAVE4U vibes 🥵 #britney,Uses a highly offensive and historically charged term to criticize the music video.
Positive,"I love how completely out of context the chorus was taken, and appealed to the masses on TikTok 🌈",Expresses enjoyment of the song's viral appeal on TikTok.
Negative,Reminds me of Kesha's song. Same horny vibe.,Uses a derogatory term ('horny vibe') to express dislike.
Positive,Relax tempo,Expresses enjoyment of the song's relaxed pace.
Positive,Nice beat,Expresses a positive opinion about the music's rhythm.
Neutral,"Ngl, 2009 vibes",Expresses a nostalgic reference without strong positive or negative emotion.
Negative,yall are beating a dead horse..................................,Expresses frustration and disagreement with others.
Neutral,It's the same beat as the song Wasapi,Identifies a similarity without expressing a positive or negative opinion.
Negative,One of the worst of 2024.  Devolution of talent & ideas.,Strongly criticizes the song as a decline in talent and creativity.
Negative,Anyone else getting the Dirty from Christina vibes in this?,"Compares the song to Christina Aguilera's 'Dirty', implying a negative association."
Neutral,"Guess?  I will only guess if I get my rules.  Because I'll be wrong.  Agree or disagree.  5.  4. That was quick.  God.  Did we even make it to the salad?  Okay, I'll guess but it won't work.  It'll be wrong.  I'm not throwing Diplo's underwear on there.  He has to throw it himself.  Oh, and Johnny Blue Skies.  I'm KEEPING Dove Cameron's underwear for myself and who would want what's his name's underwear?  Umm.  I say ""Use Me (Brutal Hearts).""  I know.  Wrong.  But it was a good guess.  AGAIN?  Fine.  Try...I found this one yesterday.  ""Driver's License"" By Olivia Rodrigo & ""Disease"" By Lady Gaga.  Last week, I think, there's ""Make You Mine"" By Madison Beer & ""STUPID feat. Yung Baby Tate"" By Ashnikko.  AS best I CAn teLl, ""15 Minutes"" By Madison Beer is also rolling with ""Pressure"" By Billy Joel.  It's a start.  My preamble is a wreck. I'm improving.  Oh, I had Serrano's with the moms today.  She got the kidney stones last week and I didn't hear about it until after the fact but she needed some help today and I'm off today so helped set up the new wifi and put things in the vehicle.  The grams died back in December so she's going back and forth dealing with stuff.  Yeah.  Woke up and...noticed Guess.  I don't know.  Day off.  Going back to day off.","A stream of consciousness, largely conversational and lacking clear positive or negative sentiment."
Negative,"tja een Bromance met Zelensky is toch helemaal zo gek nog niet eigenlijk.. lekker potje ijshockeyen af en toe en ach zn engels wordt vast wel wat aantrekkelijker in de loop der tijd... daar moet je niet moeilijk over doen natuurlijk op mijn leeftijd is t ook wel een keertje mooi geweest zou je wijselijk denken en dan laat je meisjss voor w🎩 ze zijn en houd je op de koop toe je rug heel wie doet je w🎩 en kan ie meteen uit de doeken doen of ie nou een toneelstukje deed of niet... want man dan ja had ie trump stevig te pakken natuurlijk die ging er met boter en suiker in hopend op een ""miracle""...",Contains sarcastic and dismissive remarks about Zelensky and Trump.
Neutral,"Technologic by daft punk, same beat 🤯🤯🥵",Expresses fascination and a slightly overwhelmed reaction to the familiar beat.
Positive,"It’s bringing back vibes of old skool video clips, what a clip and track",Expresses enjoyment and nostalgia for the music video's style.
Negative,is that what passes for singing these days? talking in a monotonous single tone?,Expresses strong disapproval of the singer's vocal style.
Neutral,Lê Serafim vibes,"A simple reference to another artist, lacking explicit positive or negative sentiment."
Positive,God this is such a melody😊,Expresses simple and positive enjoyment of the melody.
Positive,fuuuuuck such a dope entrance... and verse,Expresses enthusiastic enjoyment of the music video's introduction.
Positive,"I think Rosé will earn a nomination for best new artist, and probably for Best pop vocal album with Rosie",Expresses optimism and support for Rosé's potential recognition.
Negative,Song lyrics really have gone to rubbish,Expresses strong disapproval of the song's lyrics.
Positive,RAVE VIBESSSSS 🎚,Expresses enthusiastic enjoyment and excitement.
Positive,Luciana vibes back in 2010 ❤,Expresses fondness and nostalgia for the artist's previous style.
Positive,Awesome beat and Colab ❤,Expresses enthusiasm for the music and a specific collaborator.
Positive,Charli looks so beatiful😮😮😮😮WAOOOOO,Expresses strong admiration and excitement.
Negative,Im getting old - im 50 and id rather hear Oasis/ Stone Roses any day over this ' music ' .....( watching Charli at Glastonbury and im not impressed  - simply being honest....,Expresses strong dislike for the music and criticizes Charli's performance.
Neutral,Skins promo videos vibes,"Refers to promotional videos, lacking strong positive or negative sentiment."
Negative,Death becomes her vibes!!!,Uses 'Death becomes her' which is a mocking and negative phrase.
Positive,i missed this rebel kesha vibe in pop music.,"Expresses a desire for a specific, appreciated musical style."
Neutral,Hmmm .wow .... I mean I like the beat a lot when Billy comes in the beginning and crashes into the wall tho hmm get girl,"Expresses a lukewarm, slightly confused reaction with a specific positive observation."
Neutral,What the hell did I just watch? I do like the beat.,Expresses confusion and a slight positive observation about the beat.
Positive,i dont wanna guess because you can't be serious about this song ( jk i like the daft punk vibe ),Acknowledges initial skepticism but reveals a positive appreciation for the Daft Punk influence.
Positive,I love charlie xcx and her overall vibe,Expresses strong positive feelings about the artist.
Positive,The MTV Music vibes are STRONG 😩☝🏽 AND I’M HERE FOR IT,Expresses enthusiastic support and enjoyment of the music video's aesthetic.
Positive,THE WAY MY JAW DROPPED ABOUT THE LYRICS ESPECIALLY BILLIE’S PART OMG💀💀💀,Expresses strong excitement and delight regarding the lyrics.
Neutral,technologic vibes,References a specific musical style without expressing positive or negative emotion.
Positive,this party vibes is everything haha ❤,Expresses enthusiastic enjoyment with a heart emoji.
Neutral,Skins vibes,"References a previous song, indicating familiarity but without strong positive or negative emotion."
Positive,"lots of ""technologic"" by Daft punk vibes",Evokes a positive association with a well-regarded song.
Negative,whelp...music used to have good lyrics,Expresses disappointment and criticism about the quality of music lyrics.
Neutral,Stone butch and femme les vibes,Describes a stylistic aesthetic without expressing positive or negative emotion.
Negative,Electroclash revival is not needed. Cue dozens of minimal synth lines with hypersexual lyrics.,Expresses disapproval of electroclash revival and criticizes its style and lyrical content.
Negative,The song without notes😅😅😅,Expresses frustration and disappointment with the lack of musical elements.
Positive,"Daft Punk Technologic vibes! (In a really, reallt good way....)",Expresses enjoyment of the song referencing Daft Punk's 'Technologic'.
Positive,The beat 🥳🥳,Expresses enthusiastic enjoyment of the music.
Positive,😅j'aime trop  set chanson 🎉🎉🎉🎉bonne anniverser🎉🎉🎉😊,Expresses strong enjoyment of the song with celebratory emojis.
Positive,it’s giving Death Becomes Her vibes i love it,"Compares the music video to the movie 'Death Becomes Her', indicating enjoyment and appreciation."
Positive,Love the beat,Expresses clear enjoyment of the song's rhythm.
Positive,I just realised that The Dare is in the background at the beginning and then she mentions “send it to The Dare I think he’s with it”. Lol. Honestly great marketing from her side with the whole “brat girl summer” vibe going on and with The Dare’s new song coming out.,Acknowledges and praises clever marketing referencing a collaborator.
Positive,Giving me Gaga Just Dance and Miley Party USA vibes,"Compares the song to positive, energetic pop tracks."
Neutral,The chorus sounds like Technologic 💀🤖,"References another song, but doesn't express a strong positive or negative opinion."
Positive,"this is absolute artistry .. music, lyrics, video.  i want to hear it a thousand times",Expresses strong admiration and desire to repeatedly listen to the song.
Negative,"Cringe dirty talk, music can be good without vulgar concepts and lyrics",Expresses strong disapproval of vulgar lyrics and concepts.
Negative,"ngecek doang...... the lyrics lmao whats wrong with ma girls, did she get h or  just caus of the beat 😂. funy.",Expresses amusement and criticism of the song's lyrics.
Neutral,The lyrics are deadly but the song n collab is slay,Mixed reaction – acknowledges negative lyrics but praises the song and collaboration.
Positive,It’s giving 2000s vibes and I’m here for it,Expresses enthusiasm and enjoyment of nostalgic music.
Positive,This beats and duo❤❤,Expresses positive sentiment through heart emojis.
Neutral,"Music is good, not artists and lyrics 😐",Expresses a neutral opinion about the music itself.
Neutral,PitchBlack,A single word with no discernible sentiment.
