classificacao,comentario,justificativa
Negative,the lyrics are so insanely tone deaf and shameless considering she's a serial boyfriend stealer donut licker home wrecker. you're tired of people's assumptions? imagine how the ex wife feels lmao,Uses harsh and insulting language to criticize the artist's character and lyrics.
Positive,Actually a real good tune. 90s vibes 😎,Expresses positive enjoyment and references a nostalgic '90s vibe.
Positive,"Ariana, I don't know if you are going to read this comment, but did you know that this is my favorite song right now? Yes, And?... it makes me happy and gives me optimism because of the lyrics, I can't stop thinking about this song and I want you to know that I love you very much for making me happy with this beautiful song.  It's been a long time since I've heard such a special song.",Expresses strong admiration and appreciation for the song and the artist.
Positive,"This is a fucking hit you guys what’s wrong with you? It’s an ANTHEM, love the beat and the message damn",Expresses enthusiastic approval and describes the song as an anthem.
Negative,CAN EVERYONE STOP COMMENTING “WHOS HERE IN *insert month here* 2024” LIKE ITS ACTUALLY ANNOYING,Expresses annoyance and frustration with repetitive comments.
Neutral,This song is already nostalgic and it hasnt even been a year,Expresses a feeling of nostalgia without strong positive or negative emotion.
Positive,This song has such a 80's Janet Jackson vibe on it.... really love it,Expresses enjoyment and identifies a positive stylistic influence.
Positive,Giving Madonna vibes,Compares the artist to the acclaimed Madonna.
Positive,"i don't know how i missed it when it came out, the very important detail: she's a stone figure, a sculpture, not her true live self when the covers are down, when the world sees her, but when the covers are up and no one can see her she's moving, dancing, singing and being unapologetically herself. i love you so much Ari",Expresses deep admiration and appreciation for Ari's authentic self.
Positive,'Vogue' vibes. Love it!,Expresses enjoyment of the song's style and influence.
Positive,I love the 90s dance music type vibe this has,Expresses clear enjoyment of the song's style.
Negative,You should be ashamed of yourself girl I truly wish you the worst,Expresses strong disapproval and wishes harm upon the artist.
Negative,"It’s pretty gross to me how many people aren’t paying attention to the lyrics and/or caring that she’s saying she stole a married man with an infant, so what? We don’t hold celebrities accountable for shit anymore unless we’re canceling them for “woke” offenses.",Expresses strong disapproval and criticism of the artist's actions and the lack of accountability.
Positive,"Madonna's ""Vogue"" vibe. But it reminds me of Paula Abdul's ""Cold Hearted"" Video. Love It....",Expresses enjoyment and a connection to another artist's work.
Positive,Gives madonna vouge vibes,"Compares the music video to Madonna’s Vogue era, indicating a positive association."
Positive,Madonna vibes,Expresses admiration and comparison to Madonna.
Positive,"this is giving me ""george michaels too funky"" vibes <3",Expresses enjoyment and comparison to a positive musical influence.
Positive,It has Madonna Vogue vibes. So cool!,Expresses enthusiastic enjoyment and comparison to a classic song.
Positive,"People are hating now but just wait in a couple of years people will look back, feel nostalgic and realise how iconic this comeback was.",Expresses confidence in the song's future iconic status.
Positive,so 90's disco! Loved it! The vibes reminds me of the 90's Whitney Houston - I'm Every Woman❤,Expresses strong enjoyment and nostalgic feelings associated with the music.
Neutral,I love how this is a literal diss to a family but DAMN it’s catchy😗,Acknowledges a potentially offensive theme while also noting a positive aspect (catchiness).
Positive,2:45 the way she put mac miller's lyrics is so heart touching she really love him so much😢💕,Expresses deep affection and sorrow regarding the artist's tribute to Mac Miller.
Positive,"I have been looking for top, current music stars to follow since my girlfriend went off with her cousin to see Girls Aloud a few days ago. I was fuming. I was not going to be left out. Ignored. I was going to have my performers that I love who appeal to me. And today (June 4, 2004) I have found it. Ariana won a new fan today. Me. I have listened to the first few lines of the lyrics to songs from stars like Shawn Mendes and I switched off. Ariana's song's just make me want to keep on listening. Nothing to do with the fact that two very young victims of the tragedy in Manchester are from my hometown. There is something about her voice that just keeps me hooked. I intend to listen to more in the very near future. This is my first ever song. But there is going to me more. Much more.",Expresses strong positive feelings and intent to continue listening to the artist.
Neutral,I dont know what kind of vibe but it’s definitely a vibe,Expresses a subjective feeling without strong positive or negative indicators.
Positive,It's basically Vogue but with better🎉 lyrics!!!!,Expresses enthusiasm and compares favorably to another song.
Positive,her class is unbeaten,Expresses admiration and claims superiority.
Neutral,Who's here after abracadabra? Felt like same vibes,Expresses a general observation without strong positive or negative emotion.
Positive,Madonna vibes 🎉,Expresses enjoyment referencing Madonna's style.
Positive,"Honestly I'm skiddish when it comes to pop music but this hits different, bc imo it got great house drums, drum patterns and mixing + synths remind me the type that are sampled into Futute Funk/French Touch",Expresses enjoyment and appreciation for the song's musical elements.
Positive,all of her music videos always are so entertaining and her songs r such a vibeeeee,Expresses strong enjoyment and finds the music 'vibey'.
Positive,"oh god, I love the vibe so much",Expresses strong positive feelings about the song's atmosphere.
Positive,She s gorgeous and small but powerfull ❤ grande dame ❤❤,Expresses admiration and affection for the artist.
Positive,Madonna vibes,Expresses admiration and comparison to Madonna.
Negative,i used to love ari but her life decisions are so questionable and she doesn’t seem authentic to me just deeply insecure and tries so hard to convince the world the opposite. not only does she have a reputation of homewrecking but she is so obviously self destructive. and she tries so hard to convince people she’s healthy when she looks extremely underweight and sick. i hope she is still going to therapy cause this is not ok,Expresses strong criticism and negative judgments about Ariana Grande's behavior and appearance.
Positive,😮wow great  melody and the choreography is f*****g Amazing!,Expresses strong enthusiasm for the melody and choreography.
Negative,The single worst song ever. Literally just came here to say that. I hope Ariana and Ethan make each other as miserable as they made his family in this situation. The lack of conscience is completely psychotic.,Expresses extreme negativity and blames the artists for a perceived injustice.
Positive,"Anyone else noticed how the MV has subtle references from previous LG’s masterpieces? That lady in red gives a vibe of alejandro and marry the night, her in white feels like bad romance and dancers in unison like born this way, that scene with canes like in paparazzi, that smoke puffs like in applause, people cheering while she’s in the middle like in stupid love, screaming scene like in 911 ❤❤",Acknowledges and appreciates the numerous artistic references and comparisons to Lady Gaga's previous works.
Positive,"Let's take our place for a great masterpiece, I love this song and Ariana's vocals ✨️",Expresses strong positive sentiment and appreciation for the song and Ariana's vocals.
Positive,Passa o tempo e eu continuo adorando essa,Expresses continued enjoyment of the song.
Positive,Sounds like Madonna Vogue. Love this song! Great vibe,Compares favorably to Madonna's 'Vogue' and expresses enjoyment.
Positive,Good catchy tune with retro elements.,Expresses appreciation for the song's catchiness and retro style.
Positive,what a beatiful song,Expresses strong positive feelings about the song.
Positive,Loving the 80’s references in her videos right now. Totally cold hearted snake vibes here 🔥🔥🔥,Expresses enjoyment and admiration with enthusiastic emojis.
Positive,"Love the 90’s vibes of this one and how all the statues crumble, and then Ariana’s classy grand entrance. Love her outfit, shoes and hat. And the end when the dancers and her become the statues again. 🖤🤍🩶 👠 😍🥰😘🤩🌟✨🎶🎵🎤🎙️🏆 👑 💎 ⚜️",Expresses strong enjoyment and admiration for the video's aesthetic and elements.
Negative,She looks strange because she bleached her hair and eyebrows it's just not right for her skin tone,Expresses a critical opinion about the artist's appearance.
Positive,"The beat sounds like a sonic level mixed with final fantasy 13, love it",Expresses enjoyment of the song’s musical elements.
Positive,Madonna vibeessss! 🎶🫶🏽,Expresses admiration and enjoyment referencing Madonna's style.
Positive,"Madonna, Vogue vibes",Expresses appreciation for Madonna's iconic 'Vogue' style.
Positive,Ariana brought back the 90s eurohouse beat 🥲🥲,Expresses positive sentiment towards the song's nostalgic sound.
Positive,Such a catchy song,Expresses enthusiastic enjoyment of the song's catchiness.
Positive,the vibe this gives is crazy,"Expresses a strong, positive feeling about the song's atmosphere."
Neutral,this is giving a very boutique store vibe,Uses a trendy phrase to describe a feeling without strong positive or negative emotion.
Positive,Good vibes!!!,Expresses positive feelings and enthusiasm.
Positive,This has an early Madonna vibe to it! Love it! 😁,"Compares the music to the iconic Madonna, expressing enjoyment."
Positive,she doesnt make mainstream music the sammmeee!! so deep,Expresses admiration for the artist's non-mainstream approach.
Positive,"I love the emotion it gives, it's really motivating",Expresses love and finds the song motivating.
Neutral,I like it but.....the beat doesn't really go with the song in some  parts though,Expresses a slight positive sentiment mixed with a critical observation.
Negative,I just realized what the lyrics are about and I just wanna say you go Ari like when I read the lyrics I just realized it's about you people talking trash about hir body like just mind your own business have you guys have nothing better to do 😅,Expresses annoyance and criticism of online negativity directed at the artist.
Positive,This song is really catchy .I love you ari,Expresses strong enjoyment and affection for the song.
Negative,The worst song in the album.,Directly states the song is the 'worst' on the album.
Positive,Love this. Giving Paula Abdul Cold Hearted Snake vibes. I'm here for it❤,Expresses enjoyment and association with a positive reference.
Positive,The beat and aesthetics have a 90's vibe.,Expresses appreciation for the song's nostalgic 90s style.
Negative,"When i heard it for 1st time i thought the lyrics was ""In case you haven't noticed, I'm everybody's type"" 🤦🏻‍♀️",Expresses a critical and dismissive reaction to the song's lyrics.
Positive,sono andato tipo 10 volte ad h&m da gennaio e tutte e 10 le volte l’ho sentita e sono rimasto là tempo extra per finirla. i love this song sm BEST COMEBACK EVER.,Expresses strong enthusiasm and declares it the best comeback ever.
Neutral,anyone else geting MADONA'S VOUGE vibes,"References a specific song, indicating a similarity without strong positive or negative emotion."
Positive,Love a ariana grande beatiful,Expresses strong positive feelings towards Ariana Grande's music.
Neutral,Can you sense my vibes?,A playful question lacking clear positive or negative sentiment.
Neutral,Has the vibes of Madonna's Vogue from 1990...,Compares the song to a specific song from the past without expressing a clear positive or negative opinion.
Negative,Yes and shes annoying,Expresses dislike and annoyance.
Negative,tf y'all sleeping on Ari now and prefer some generic KPOP by not giving this banger 100m views?,Expresses frustration and criticism towards those who haven't appreciated the song.
Neutral,"The eternal sunshine official music videos, lyrics videos and visualizers combined have 203.3 million views","States a number of views, offering no explicit opinion."
Positive,This has Vogue by Madonna vibes. Absolutely love it.,Compares the song favorably to a well-regarded classic.
Neutral,I FOLLOWED THE VID YOU ARE VERY DEEP AND CREATIONEE,A simple expression of admiration without strong emotional content.
Positive,I know she's a mess but this song is soooooo very catchy.,Acknowledges a negative aspect but primarily focuses on the song's catchiness.
Positive,Totally getting Late 80's Vibe and hope this continues!,Expresses enjoyment of the song's nostalgic 80s style.
Neutral,This song sounds like I'm in the strip club in gta5. I'm catchin those vibes 😅,"Describes the song's sound in a specific, somewhat humorous context without clear positive or negative sentiment."
Positive,"Loving EVERYTHING about THIS. Not only - it's actually the first time I watch this video-, that when I heard this tune some months back, that I paid attention to Ariana's music.. probably just really only knowing the collaboration with The Weekend, before. However, watching the video now & paying attention to the song's composition elements, it's so beautiful to see how she pays tribute to Paula Abdul's ""Cold Hearted"" in terms of choreography set up & execution - which back then, was actually a choreography tribute to Bob Fosse. 🥰. You will know, it's a definite tribute to Paula Abdul's video, when you see the window blinds go up to darken the dance studio at 2:25, when in Paula's video, the blinds get pulled down to darken the dance studio from 02:17-02:24. But also, the song actually seems to incredibly cleverly sample George Michael's beginning intro from ""Freedom 90'"" - just sped up & masterly cut into a fraction. So. But then also, culminating into beats resembling Madonna's ""Vogue"" just changed. Which would state the case, when the clay figures from 0:47-049 show Vogueing poses.. . So, And Yes.. is a lil masterpiece in its whole contribution & homage to other artists. Well done. 🥰",Expresses strong appreciation and detailed recognition of the song's artistic influences and execution.
Negative,It’s me or the base beat it’s exactly the same as Vogue !!!!,Claims the song’s beat is a copy of a previous hit.
Neutral,Kind of gives me Paula Abdul's Cold hearted Snake  vibes,"Compares the song to another, without expressing a clear positive or negative opinion."
Neutral,This is basically a Madonna song. Total Madonna vibes.,"Compares the song to Madonna, indicating similarity without strong positive or negative judgment."
Positive,"this song has so much meaning, and i love the theme of finally telling the critics how annoying they are.",Expresses strong positive feelings about the song's theme and message.
Positive,I’m getting Madonna express yourself vibes,Evokes a positive association with a well-regarded Madonna song.
Positive,She's so cute and sexy ! And so powerfull! Shinning example of femininity. Love you Ari!❤,Expresses adoration and admiration for Ariana Grande.
Neutral,The beat is AMAZING but ariana's voice doesn't match with THE beat,Expresses appreciation for the beat while noting a mismatch with Ariana's vocals.
Positive,"she's talking to the homophones and the people who constantly talk smack about her, talk about killing two birds with one stone. oh Ari the bad b*tch you are 💗",Expresses affection and admiration with a playful tone.
Positive,"Esto tiene las mismas vibes que Vogue de Maddonna, amo",Expresses enjoyment and comparison to a well-known positive song.
Positive,I get major Madonna  vibes . I like it .,Expresses enjoyment and identifies similarities to Madonna's style.
Neutral,Quien esta acá para comparar el Beat con Abracadabra de Lady Gaga?,"Asks a question comparing the beat to another song, lacking strong positive or negative sentiment."
Positive,I like the rhythm of this song,Expresses enjoyment of the song's rhythmic element.
Positive,happy 100 million milestone,Expresses joy and celebration of a significant achievement.
Positive,Paula Abdul vibes.  Check out cold hearted snake,Evokes a nostalgic and complimentary comparison to Paula Abdul.
Negative,I missing the old ari take seriously not funny that missin the vibesera when thank you next and sweetner,Expresses disappointment and nostalgia for a previous era.
Positive,I like it. Very catchy tune. Been listening to it on loop today. Girl please go and eat some food.,Expresses enjoyment and repeated listening.
Positive,"To be honest, I didn't like this song the first time I listened to it. But now I love it. Starting 2024 with it was a vibe.",Expresses a change in opinion from dislike to love.
Negative,Total degradation of music.Apart from the beat there is ABSOLUTELY nothing interesting in this clip as well as all her (her producer's) videos in the last 5 years.,Strongly criticizes the artist's music and videos as lacking substance and quality.
Positive,Its giving Janet vibes 🥰,Expresses enjoyment and comparison to Janet Jackson.
Positive,"Madonna  Vogue vibes,  I LIKE IT!",Expresses clear enjoyment of the song's style.
Positive,I like Ari's new music vibe. Yes it doesnt sound like her past songs. Love it still.,Expresses enjoyment despite a change in musical style.
Neutral,It has a Madonna vibe to it,"Compares the song to Madonna, indicating a similarity without expressing a strong positive or negative opinion."
Negative,This video give Cold Hearted Snake vibes.,Compares the video to a song considered unpleasant.
Positive,idc abt the music the intro is fire aswell as the beat love it!!,Expresses strong positive feelings about the intro and beat.
Neutral,"Her dancing is ahead of the beat, which is fascinating because as a singer surely she has rhythm",Expresses a neutral observation about the artist's dancing.
Neutral,the sound of the beats are very similiar to the track vogue from madonna...nice track,Compares the sound to a well-known track without expressing strong positive or negative feelings.
Positive,Fosse vibes ❤,Expresses appreciation for the style reminiscent of Bob Fosse.
Positive,"As a survivor from violence and emotional abuse, this song is so therapeutic and empowering thank you ❤",Expresses gratitude and positive impact of the song.
Positive,It gives Paula Abdul vibes,Compares the song favorably to Paula Abdul's music.
Positive,"I love the lyrics and the thinking behind it. She must be a very strong lady! thank you for your artistry, you are beautiful.","Expresses admiration for the artist's lyrics, strength, and artistry."
Neutral,Been in this vibe allll day 🤷🏾‍♀️ cause who strangers think they are to tell ppl who they are 🤦🏾‍♀️😘,"Expresses a casual, slightly annoyed feeling without strong positive or negative sentiment."
Positive,The ‘Paula Abdul Cold Hearted’ vibe is undeniable! 🔥,Uses a positive descriptor ('Paula Abdul Cold Hearted' vibe') expressing enjoyment.
Positive,"This video immediately evokes for me a throwback to Paula Abdul cold Hearted Snake video in the styling /choreography (the setting, the hat, the moves of the background dancers) and musically it’s giving Madonna Vogue vibes.","Compares favorably to classic music videos and artists, indicating appreciation."
Positive,"This is giving ""Thank U, Next"" vibes. 🤩 Catchy song, by the way!","Compares the song to a well-regarded track, expressing positive sentiment."
Neutral,People mentioning the similarities to Madonna (Vogue) with the beat. But the visuals are most similar to the Cold Hearted video by Paula Abdul,Acknowledges similarities to two different music videos without expressing a clear positive or negative opinion.
Negative,"Generic, boring, and annoying.",Expresses strong dissatisfaction and finds the song unpleasant.
Positive,Love this song gives Madonna vibes,Expresses fondness and comparison to a respected artist.
Positive,Why is this kinda nostalgic already?😭😂,Expresses a bittersweet fondness and amusement related to the song's nostalgic qualities.
Positive,"ARIANA I AM PROUD OF YOU GIRL …. You ate the visuals the lyrics and choreo, yea I had to put on subtitles and actually understand the song more and I felt every word . SAY THAT SHI WITH YO CHEST. It’s funny because a lot of y’all she was talking about and all y’all can say is “the malls this and stores that” like can y’all not give her the well deserved flowers . She ate y’all up and y’all really quiet . 😂😂",Expresses strong admiration and support for Ariana Grande.
Positive,The beat of the intro is like  Madonna's VOGUE song.,"Compares favorably to a well-regarded Madonna song, indicating appreciation."
Positive,Loved it so much I made it my ringtone ❤,Expresses strong affection and designates the song as a ringtone.
Neutral,Feeling that this should be Janet Jackson song.  Has that vibe,Expresses a subjective opinion comparing the song to Janet Jackson's music without strong positive or negative sentiment.
Positive,Madonna could have released this song in the 80s. The rhythm comes from this time. Brilliant!🥰,Expresses enthusiastic praise for the song's resemblance to 80s music.
Neutral,I fine eat sometimes yes more time i sit on telephone and back to melody come toilet comeback bed morning wake and  cake eat share time with my dog because is young dog Like meat i eat beat,A stream of disjointed thoughts and observations with no clear positive or negative leaning.
Positive,"You can in there but forever Like better Vibe Like sweet , drink milk music must listen and have good Vibe dont take pen allways use voice and give energy with this good smile allways good vibe",Expresses enthusiastic enjoyment and a desire for a positive experience.
Positive,chill vibe,Expresses a feeling of relaxation and calmness.
Negative,i can't be the only one who think the build up is cool but the chorus absolutely sucks ass,Strongly criticizes the chorus as 'sucking ass'.
Positive,This song has same vibes with Vogue (madonna),"Compares the song to a highly successful and celebrated track, indicating appreciation."
Negative,This song is generic fluff. The only reason why it was so popular and successful is because so many people love Ariana Grande for no real reason. It has already been forgotten by mainstream radio.,Criticizes the song as generic and attributes success to fan preference for Ariana Grande.
Positive,I like it.Its giving some Madonna - Vogue vibes.Idk but i like it.For u who say its like H&M u clearly are born after Queens reign in 80's and 90's.Tottaly getting this vibe and im loving it.,"Expresses enjoyment and associates the music with a positive, nostalgic reference."
Neutral,Ngl i think i heard this beat bf?,Expresses a vague recollection without strong positive or negative emotion.
Positive,Madonna  vibes,Evokes a positive association with the artist Madonna.
Positive,The vibes tho ! ✨,Expresses enthusiastic appreciation for the music's atmosphere.
Positive,Getting major Ceeelebration times come one with the intro and verse,Compares the song's intro and verse to Doja Cat's 'Celebration'.
Positive,"I really like this song, it has a ""Vogue"" by Madonna vibe and beat; the music video feels like it drew a lot of inspiration from Paula Abdul's music video for ""Cold Hearted"", give it a watch and you'll notice many similarities. Overall nice!",Expresses enjoyment and identifies stylistic similarities to other artists.
Positive,Madonna Vogue vibes,"References a classic Madonna song, indicating appreciation."
Positive,Heard this song for the first time recently...very catchy!,Expresses enjoyment and finds the song catchy.
Neutral,"This gives me Cold Hearted, Paula vibes from the choice of location of music video",Compares the video to another song’s aesthetic without expressing strong positive or negative feelings.
Negative,here to wash my eyes after drag race ruined this song with worst lipsync of the century,Expresses strong dissatisfaction and criticism of the song due to a perceived poor performance.
Negative,I’m sorry that your video got ranked fourth place in who has the worst music video on YouTube but I think the best music video I’ve ever seen,Expresses disappointment and criticism of the video's ranking.
Positive,I feel Madonna vibes,Expresses admiration and comparison to Madonna.
Positive,Ariana please do a collab with dua lipa :D. Would be a really powerful duo.,Expresses a desire for a collaboration and considers it a potentially strong pairing.
Negative,bad melody rip off from madonna sound from the 90s,Expresses strong criticism of the song’s melody and accuses it of being a rip-off.
Negative,She looks awfully thin.. eeek,Expresses concern about the artist's appearance.
Neutral,"I mean, I can agree with this being totally made for an H&M, but this song is catchy as hell at the same time. It was fun to play in Fortnite Festival as well.","Expresses a mixed opinion, acknowledging both positive and functional aspects."
Neutral,"Comments, we get it, it sounds like you're trying on clothes at a store. It's called a VIBE. Yes, it has a retro beat. VIBE. Just... ask a queen. She gets it.",Expresses mild annoyance and dismisses criticism with a somewhat sarcastic tone.
Positive,How did I miss this? Such a vibe music,Expresses enthusiasm and appreciation for the music's atmosphere.
Positive,"""Vogue"" vibes!  🔥",Expresses enthusiasm and admiration referencing the iconic song
Positive,I like it. The chorus is very interesting and ear catching just by the songs own phrasing. It has the “Vogue” -ish beat and accompaniment. Very clever. Great catchy pop song!,Expresses enjoyment and praises the song's cleverness and catchiness.
Negative,Ariana please don't have any choreography in your music videos!.. absolutely terrible LOL wow (catchy song though!!!),Expresses strong disapproval of the music video choreography and uses sarcastic language.
Positive,This beat goes hard asf 💪🏻♀️ love Ariana,Expresses enthusiastic enjoyment of the song.
Neutral,"FYI this song is made in a reverse way in terms of climax, meaning the first and second verse show how Ariana's voice can range up to virtuosity while the chorus is very low maintenance, generic. Interesting choice.",Offers a detailed observation about the song's structure and vocal delivery.
Positive,Did somebody finally call Ariana out for being a narcissist? I was wondering what motivated the lyrics. This is her best work.,Expresses admiration and considers it her best work.
Neutral,"To this day, I’ll never understand the H&M joke that seems to permeate the release of every upbeat song. Like how is “Popular store plays popular song” a read? House music and empowerment anthems are great. If it puts people in a good enough mood to treat themselves to a new outfit, then it’s a **good** song…not a bad song, lol",Expresses amusement and a pragmatic view of the song's value.
Positive,Who get's also Madonna Vibes? 😁,Expresses enjoyment and comparison to a well-regarded artist.
Positive,This is pure Madonna+Kylie Minogue in the 90's vibes,Expresses a nostalgic and appreciative comparison to iconic artists.
Negative,"Ihm Ahhriyaha Grahhhhnde, ahhhnd Ihhhhh sihhhhng so airy — Most annoying miget.",Expresses annoyance and criticism of the singer's style.
Positive,"Love Ariiii... The music, lyrics also music video.. ""Yes, and"" so complete!!!!!",Expresses strong enthusiasm and enjoyment of the song and visuals.
Positive,am I the only one who got emotional?,"Expresses a strong, positive emotional response."
Positive,Love these lyrics!,Expresses strong positive sentiment about the lyrics.
Positive,Vogue vibes,Evokes a positive association with the iconic song 'Vogue'.
Negative,She got Cancer lookin vibes. I really hope she’s ok,Expresses concern and worry about the artist's well-being.
Positive,I love this video it's kinda giving Palua Abdul Cold Hearted Snake vibes and I'm loving it,Expresses enjoyment and a positive association with the song.
Positive,This sure gives me Madonna Vogue vibes and that is quite alright,Compares the song favorably to a well-regarded Madonna song.
Positive,Ooh I like this. Been doing a deep dive on Katy’s music just in time for the new album.,Expresses enjoyment and anticipation for the new album.
Positive,Madona vibes,Evokes a positive association with the iconic Madonna.
Positive,Paula Abdul vibes ❤,Expresses fondness reminiscent of Paula Abdul.
Positive,"idk why people say Ari has changed. I can see the same Ari, her lyrics are still being sassy and this time is more mature",Expresses continued appreciation for Ariana's style and maturity.
Neutral,Basically shes saying you Dont know what somebodys going through in life and that could something could be alot of things and that could affect alot mentality  visically emotionally so were all human we all deal with things in our own way and i dont need your nasty comments,"Expresses a defensive and empathetic response, lacking strong positive or negative sentiment."
Positive,Happy vibes ✨,Expresses positive feelings with the use of 'happy vibes'.
Neutral,"i hate most elements of this song, but the chorus is a fucking banger. the blokes dancing and feeling it is A star as well lol",Expresses a mixed opinion – criticism of the song but appreciation for the chorus and the dancing.
Negative,"This is not good music. There's no catch to it at all, and the lyrics are sophomoric at best.",Expresses strong disapproval of the music and lyrics.
Positive,Beat sound like bangers from the early 1990s,Expresses enjoyment of the song’s nostalgic sound.
Negative,"Was a good song maybe first few days it came out then it got played 6 times a day for 2 months like every other bloody song on radio, why do radio stations ruin songs it's damn annoying",Expresses frustration with overexposure of a song on radio.
Positive,"Absolute perfection.  Great chorey, costumes, set. Ahweet lyrics and a nice up yours to the haters 😂",Expresses strong approval and includes a celebratory emoji.
Neutral,anybody else getting paula abdul cold hearted vibes?,"References Paula Abdul's music, expressing a subjective feeling without strong positive or negative judgement."
Positive,The Madonna vibe is awesome!,Expresses appreciation for Madonna's style.
Neutral,meu passatempo preferido é fuçar as músicas da Ari e comentar '❤️',Expresses a personal hobby with no strong positive or negative emotion.
Positive,This song is like vogue vibes.,Compares the song to the iconic music video
Neutral,Noticed I heard the beat of this song some years ago than it struck my mind it's the same beat of Michael Jacksons ghost mousee t mix,Comparison to another artist's song without clear positive or negative judgment.
Negative,TOUCH HER AGAIN AND THIS  UNIVERSE WILL NOT MATTER AND FUKKK THE HOLY BIBLE YOU HEARD I PORTALS OPEN….,Contains highly offensive and sexually explicit language.
Positive,"i literally watched this 7 minutes after it came out, in US History class. Still such a catchy and amazing song omggg",Expresses enthusiastic enjoyment and excitement about the song.
Positive,"Im here after seeing sly stone aka Sylvester Stallone viral dance vid, way before my time but I wanted to channel his nastalgia moment, understand what he wad feeling, smokeys smooth voice , I can see where sly had a moment",Expresses appreciation for the nostalgic experience and admiration for Sly Stone's music.
Positive,The devil Wears Prada vibe and I love the style. It lightens up my mood 😊,Expresses enjoyment and a positive emotional response.
Positive,Madonna vibe all the way :),Expresses admiration and comparison to Madonna.
Positive,Gives me ff13 vibes,Evokes a positive association with a well-regarded video game series.
Positive,Paula Abdul Vibes!! 👏🏽👏🏽👏🏽,Expresses enthusiastic appreciation for Paula Abdul's style.
Positive,Kylie Minogue vibes ❤,Expresses fondness and admiration for Kylie Minogue.
Negative,Jhene is a witch a high priestess in reverse and stole her man,Uses derogatory language ('witch') and expresses jealousy/disapproval.
Positive,"Uh, anyone getting the Paula Abdul - Cold-Hearted Snake vibes?",Evokes a nostalgic and positive association with a well-regarded song.
Positive,This is giving me strong Madonna vibes,"Compares the music to a highly respected artist, indicating admiration."
Positive,"Yes, she’s a homewrecker, and? It’s such a catchy song regardless, a literal banger.",Acknowledges criticism but ultimately praises the song's catchiness and quality.
Neutral,So her turning to stone has something to do with trolls? Is she a troll? Internet trolls? Or her just trolling about something she’s not apologetic for?,Asks questions and expresses confusion about the artist's behavior.
Neutral,Uma vibe anjos lamentadores de doctor who.,"Expresses a specific, potentially niche, appreciation for the music's style."
Neutral,the lyrics said dont commnet on my body do not reply hit me hardddddd ithernal sunshine to the wolrd best comeback ever,Contains a somewhat aggressive message alongside an expression of positive feeling.
Positive,Great song! I love the vibe! It doesn’t sound like annoying and pointless noise like most songs of today.,Expresses strong enjoyment and contrasts with negative sentiments about modern music.
Negative,That rising drum progression into the chorus is straight from I’m Too Sexy by Right Said Fred.,Criticizes the song for using a recognizable sample inappropriately.
Positive,Ariana is beatiful ❤,Expresses affection for Ariana Grande.
Positive,Definitely Madonna vibes,"Compares the music to Madonna, indicating a positive association."
Neutral,Is it just me or does the music actually looks disconnected from the vocals of the song??,"Expresses a specific observation about the relationship between the music and vocals, without strong positive or negative judgment."
Negative,These lyrics are not the slay she thought they would be and it honestly just comes off as disrespectful. Nobody is mad about her ponytail.....that's literally not the problem and she knows it.,Criticizes the lyrics as disrespectful and dismisses a perceived issue.
Neutral,Madonna's Vogue kinda vibe,References Madonna's song 'Vogue' without expressing a clear positive or negative opinion.
Negative,generic voice... and what happened to Grande's hair???,Criticizes the singer's voice and appearance.
