classificacao,comentario,justificativa
Negative,why are all the new artist all whispering garbage. can we have some class and vocal talent please.,Expresses dissatisfaction with current artist vocal styles and demands for better quality.
Neutral,"""totally waiter vibes"" i cant 😂",Humorous remark expressing amusement without strong positive or negative sentiment.
Neutral,I never realised fatima was in the brativerse OMG,Expresses surprise and excitement without strong positive or negative emotion.
Negative,OMG! This is awfull!,Expresses strong disapproval and uses a negative descriptor.
Neutral,Totally waiter vibes ✨,Uses a slang term suggesting a somewhat awkward or underwhelming experience.
Positive,I'm just SO SO SO in love with the beats!!!!,Expresses intense love and enthusiasm for the song's beat.
Positive,totally waiter vibes 😍,Expresses strong positive feelings using an enthusiastic emoji.
Negative,"Shit is trash can’t believe they gave it album of the year. Shows you how shit rolling stone, and the state of music. America choice in music is liberal as Kamala , rock is still better",Expresses strong disapproval of the album and criticizes Rolling Stone and American music taste.
Neutral,It's so odd people like this lol. Hey if you can't beat em join em. I'm on board now lol,Expresses amused skepticism without strong positive or negative emotion.
Positive,2:05 vibes : YES 😂,Expresses enthusiastic enjoyment referencing a specific time within the song.
Negative,This is the worst.,Expresses strong dissatisfaction with the song.
Negative,LMAO just discovered this channel/artist/if-you-can-even-call-it-that and I think it’s wild that there’s literally only 3 notes in the entire song and there are 6M views. This new generation must be zombies to waste 4 and a half minutes of their lives listening to a “song” where entire verses are just 1 note repeated over and over again.,Expresses disbelief and criticism of the song's simplicity and listener engagement.
Neutral,Waiter vibezzz,A playful reference with no clear positive or negative sentiment.
Positive,The beat is what makes the songs fire no joke its deadass awesome,Expresses strong enthusiasm and positive judgment of the song's beat.
Positive,I just heard this in a radio station. And it is so catchy.,Expresses enjoyment and finds the song catchy.
Positive,TOTALLY WAITER VIBES 😭✋,Expresses strong enthusiasm and excitement.
Positive,This is already iconic and nostalgic,Expresses strong admiration and association with a cherished feeling.
Negative,"this whole thing seems like its less about making good music and more about trying to milk clout and publicity as far as possible. like everything about it has been constructed to appeal to twitter Stans - the lyrics sound like vapid twitter soundbites, the beat sounds like music from the offensive tea YouTube channel",Criticizes the music as manufactured for publicity and filled with vapid lyrics.
Positive,Totally waiter vibes sends me every time,Expresses a positive feeling associated with the song.
Negative,Wow. So generic...,Expresses disappointment and criticism due to perceived lack of originality.
Negative,So much autotune 🥴,Expresses disapproval of excessive use of autotune.
Positive,Chromatica vibes,References a highly praised album (Chromatica).
Negative,This 2 minute autotuned elevator music is even more bland than Taylor Swift.,Criticizes the song as bland and compares it unfavorably to Taylor Swift.
Negative,"monotone - check, autotune- check, trash lyrics- check, What is this absolute garbage.",Expresses strong disapproval and labels the song as 'absolute garbage'.
Neutral,She’s definitely waitervibes,The comment uses slang ('waitervibes') without expressing a clear positive or negative opinion about the music.
Negative,It sucks. Definitely a Camel Head Harris vibe. She sucked her way into prominence and power so I can see why the song sucks as hard as it does. Music is dead. It’s not brat… it’s shat!!!,"Strongly criticizes the song and artist, using harsh and offensive language."
Positive,Great song! I miss hearing Charli's real voice though. She has such a cool voice! I'm sick of the robot vocal effect on every song now. It was cool for the hyperpop period but now I miss the real voice. My favourite bit of this song is the whispering bit where we hear a bit of the real Charli!,Expresses enjoyment of the song while longing for Charli’s natural voice.
Negative,"😂 Omg that vocal fry on the ""totally a je ne sais quoi"".",Expresses disapproval and mockery of the vocal fry.
Positive,I actually love the beat on this! I make electronic music and I love the instruments used.,Expresses appreciation for the beat and instrumentation.
Positive,It's giving Mean Girls but bigger; more diverse and evolved.,Expresses enthusiasm and positive comparison to the movie.
Neutral,"This chord progression is exactly the same as N.E.R.D.'s from the song ""Move"" 20+ years ago. Neptunes music isn't just timeless it will always sound like it's from the future.",Points out a similarity in chord progression without expressing a strong positive or negative opinion.
Neutral,totally waiter vibes xDDDDDDD,Uses slang ('waiter vibes') which expresses amusement but doesn’t convey strong positive or negative sentiment.
Negative,talentless autotuned zoomers - ZERO talent — all fluff,Strongly criticizes the artist's vocal abilities and attributes them to a younger generation.
Negative,"Just looked up who wo. The awards at the grammes.  Knew the name - didn't really know the music.  This music is RUBBISH.  It sounds like every other piece of rubbish music being made at the moment.  Not unique, not insightful, not even decent beats and sounds in the background. Real crap.",Strongly criticizes the music as 'rubbish' and lacking originality.
Positive,love the vocal fry,Expresses enjoyment of a specific vocal technique.
Positive,Am I the only one who gets 2009 vibes or something like that haha but this is a very nice song don't get me wrong,"Expresses enjoyment of the song with a positive, lighthearted tone."
Negative,"""totally waiter vibes""",The phrase 'waiter vibes' suggests a lack of quality or excitement.
Negative,So we appraise ppl for making AI music now? That's the vibe i get..,Expresses skepticism and disapproval of AI music creation.
Negative,Does this give anyone else Rebecca Black - Friday vibes???????,"Compares the song to a notoriously bad pop song, implying poor quality."
Neutral,""" Totally waiter vibes "" i cannot","Expresses a vague, slightly negative observation without strong emotion."
Negative,god this song is awful,Strongly expresses dislike for the song.
Positive,The beat is  🔥 charliii sexy too 😍 head bopping all thro it,Expresses enthusiastic enjoyment with emojis.
Negative,this is the worst music video ive ever seen,Strongly expresses negative opinion about the music video.
Positive,cool beatz,Expresses positive appreciation for the music's rhythm.
Positive,"Love the vibe, totally giving strip that down for me",Expresses enjoyment of the song's atmosphere.
Positive,I heard this beat ona roblox game😭 i finally found it,Expresses excitement and enjoyment of finding the song.
Negative,"""Waiter vibes"" dying",Expresses disapproval and dissatisfaction with a perceived trend or style.
Negative,What is wrong with you people. It’s an awful video. I am really traumatized,Expresses strong distress and condemnation of the video.
Neutral,"""Waiter vibes"" Delta Work has entered the chat","A playful and somewhat ambiguous comment referencing a meme, lacking strong positive or negative emotion."
Negative,Autotune mediocre music.,Criticizes the use of autotune and deems the music mediocre.
Negative,"half the length - dumb storyline at the table, the rest of it - few sec of beat with ah-ha-a-a... Yours truly modern music! #wtfisthatshit",Expresses strong disapproval and ridicule of the song and its production.
Positive,Why is this beat So catchy 😩,Expresses enjoyment and attraction to the song's beat.
Neutral,Kinda very catchy gay wise ☺️,Contains a playful and slightly ambiguous compliment without strong positive or negative sentiment.
Negative,Why is the waiter giving GTA vibes?,The comment expresses disapproval and criticism using a sarcastic comparison.
Negative,When the MV has an intro longer than the fcking song it self.. holy fck this generation of songs is going down as the worst videos ever.,Expresses extreme frustration and criticism of the music video's length.
Positive,I get goosebumps when the beat picks up,Expresses a strong positive emotional response to the music.
Neutral,"as a non native speaker I've always heard in the chorus: ""I'm socially a-a-a-awkward""",Expresses a simple observation about the lyrics without strong positive or negative emotion.
Negative,generic death phase,Expresses a critical and dismissive attitude towards the song's content.
Positive,“Totally waiter vibesssss” 🤣😍🤣😍,Expresses enthusiastic enjoyment with emojis.
Positive,"Here, after listening her mention the best EDM artists on earth (like daft punk) and realizing this song has the same harmonic progression as Music sounds better with you by stardust.... it makes sense now lol",Expresses appreciation for the song's harmonic similarities to a well-regarded artist.
Neutral,Definitely catchy lol but it’s everytime she shaking on that machine 😂😂,"Acknowledges catchiness while offering a lighthearted, slightly critical observation."
Negative,"i don’t give a shit how stupid i might look to y’all for saying this, religious or not, the nonchalant satanic shit is ruining our fucking music and generation - singing about the literal incarnation of evil and ornamenting it in some catchy audio engineering is *goofy as fuck* y’all are blind to it too because “good ear feeling”.",Expresses strong disapproval and insults the music's themes and quality.
Negative,The amount of vocal fry in the conversation...,Expresses dislike and criticism regarding vocal fry.
Neutral,totally waiter vibes,The comment uses a slang term ('waiter vibes') that doesn’t express a clear positive or negative emotion.
Positive,"nah but the synths are sooo addictive. wine spill on the white wife beater, hot!",Expresses strong positive feelings about the use of synths and a suggestive reference.
Positive,"I have NO idea what's going on, but the vibes are immaculate",Uses positive descriptor 'immaculate' to describe the song's atmosphere.
Positive,And If The Beat Live You Know A.G Made It !!!!!!!,Expresses enthusiastic approval of A.G.'s production.
Negative,i like how her boobs go the the beat on the exercise thingy,Sexualized comment objectifying the artist.
Neutral,Normal day in the Euphoria Universe Be Like:,"Expresses a typical, unremarkable situation."
Neutral,This is my mulriverse of madness,"Unique and slightly nonsensical comment, lacking clear sentiment."
Negative,"""We're kangols""? Like the hat? Are you serious? I mean, Charli, you've got every right to be a kangol if that's your vibe, but don't drag me into your kangol-being endeavors. Didn’t sign up for this at all. U do u, but leave me out of this kangol cult, I'm just trynna to survive the week without a fashion crisis, thanks.",Expresses confusion and dismissal regarding a bizarre trend.
Positive,Totally The Vibes,Expresses enthusiastic enjoyment and positive feelings.
Negative,"""totally waiter vibes""",The phrase ‘waiter vibes’ implies a lack of quality and excitement.
Positive,The beat is so Music Sounds Better with You from Stardust,Expresses a positive opinion about the song's beat.
Positive,that bad bitchery is insane ❤❤❤❤  CharliXcX is queen of hyperpop . This song is total in your room with your besties putting on makeup and doiny fashion shows in your closet like what a vibe 🧚‍♀️🧜‍♀️💃💕🥳,"Expresses enthusiastic appreciation and describes a fun, joyful experience."
Negative,Just realized the lyrics is ‘work angles’ not ‘we’re kangals’ MY GOD 😂😂😂,Expresses amusement and slight criticism of a lyrical error.
Neutral,my homework is to learn the lyrics to this song,A statement of task with no expressed opinion.
Negative,40 seconds in and this is annoying as he11.,Expresses strong annoyance and dissatisfaction with the song.
Positive,This is so nostalgic😭,Expresses a feeling of fondness and longing associated with the music.
Negative,"This song is absolutely shit, I would rather butt chugg taco bell hot sauce and pound vodka. Then shit myself and puke on my neighbors lawn. Holy shit I hate this annoying song, it's blatantly paid airplay. I don't want to do any of the above.... But I would if I could rid the world of this song.",Expresses extreme disgust and hatred for the song.
Negative,"This music is so basic it sounds like it was made in 20 minutes. 80% generic 'bad girl' attitude, 18% tits, 2% talent.",Strongly criticizes the song as generic and lacking talent.
Positive,the motherverse,Expresses enthusiastic appreciation for the album/music.
Neutral,1:49 when lyrics actually start,A simple observation about the timing of the lyrics.
Negative,Does she sing any songs without heavy autotune ?  I could only pick out about 3 words from that.,Expresses disappointment and criticism regarding the use of autotune.
Positive,I just love the hot girl doing hot girl shit vibes charli has,Expresses enjoyment of the song's style and feeling.
Positive,"i love this whole unique internet girl clique vibe, this music video is actually so fun 😭",Expresses enjoyment and finds the video 'fun'.
Negative,what a fucking shitty annoying song,Expresses strong disgust and annoyance with the song.
Positive,Nostalgia.. A vibe from 2009 songs,Expresses fondness and positive association with music from 2009.
Positive,"Good opener, catchy beat ❤",Expresses enjoyment with positive emojis.
Positive,"I like this song, total banger. Cool beats and Charli cool af.",Expresses enthusiastic enjoyment and admiration for the song and artist.
Negative,Just your generic modern pop shit,Expresses disapproval of the music as 'generic'.
Positive,The IDGAF vibes are on point,Expresses appreciation for the song’s ‘IDGAF’ theme.
Positive,I get so much Dua Lipa vibes from Chari in this mv,Expresses a positive comparison to Dua Lipa.
Positive,SOPHIE vibes,Expresses a positive association with the artist SOPHIE.
Positive,Catchy song.,Expresses positive enjoyment of the song's catchiness.
Positive,"i used to think she was saying ""with cankles"" and that's what initially made me like the song because i thought she was being funny and self-deprecating. but when i found it was ""work angles"" my mind was blown! i realized she literally worked the angles of those words to make it sound like a different phrase. it's so cool and i wonder if she had the intent to do that. either way i love the song no matter what, just thought it was funny how what drew me to it was mishearing the lyrics.",Expresses amusement and appreciation for a lyrical discovery.
Neutral,"""totally waitet vibes"" 🤣🤣🤣🤣","Expresses a common, somewhat ambiguous sentiment without strong positive or negative emotion."
Negative,this is awful.,Clearly expresses strong dissatisfaction with the music.
Neutral,Are my beats fire? Drop a comment below?,"Asks a question seeking engagement, lacking inherent sentiment."
Positive,The video came on at the worst time lol🎉 love it,Expresses excitement and enjoyment with celebratory emojis.
Positive,WTF THIS IS ALREADY SO NOSTALGIC😭,Expresses strong positive emotion and fondness for the song's nostalgic qualities.
Negative,I would love this if not for the random TikTokers/influencers pandering to gen z/a.  Give me actual party girls please. Give me 2000s fashion and vibes.,Expresses dissatisfaction with current trends and desires a different aesthetic.
Negative,Dis shit is mad annoying,Expresses strong annoyance and frustration.
Positive,LOving the references to TV icon chief Julia Child through the lyrics. slay queen,Expresses enthusiasm and admiration for a specific lyrical reference.
Positive,TOTALLY WAITER VIBES,Expresses a positive association with a desirable aesthetic/vibe.
Neutral,Who or what the hell is this crap? The beat is nice tho.,Expresses dislike but acknowledges a positive aspect of the song.
Positive,Totally waiter vibes 😍,Expresses enthusiastic enjoyment with a playful reference.
Neutral,The beat sounds like the chainsmokers “tennis court “.,"Compares the song's beat to another popular song, without expressing a strong positive or negative opinion."
Positive,this beat is automatic supersonic hypnotic funky-fresh,Uses enthusiastic and positive adjectives to describe the beat.
Positive,Lady Gaga Vibes. ❤,Expresses fondness for Lady Gaga's style.
Positive,Beat goes hard🔥🔥,Expresses enthusiastic enjoyment of the song's beat.
Neutral,They put the beat in untitled tag Roblox game the emote called brat 1700 coins I think,Describes a Roblox game feature without expressing positive or negative emotion.
Positive,"this is also iconic, also giving bad blood vibes with all the celebs",Expresses admiration and comparison to a successful song.
Negative,“i’m everywhere i’m so julia.” is a bible verse btw,"Implies the song is overly simplistic and lacks depth, comparing it unfavorably to religious texts."
Positive,this is the universe of the baddest bitches and i’m here for it,Expresses enthusiastic support and admiration for a bold aesthetic.
Negative,Thank you for making me realize I am not a chronically online person because I have no idea who any of these people are and this is actually the first Charlie xcx song I’ve ever listened to on YouTube. I will not be returning for me. This is giving 2010 vibes in a bad way.,Expresses dislike and identifies a negative comparison to a previous era.
Positive,"I can feel the vibe from the song ""Pop the glock"" by Uffie, good memories.",Expresses a positive association with the song and evokes nostalgic memories.
Positive,“piece of me” vibes,Evokes a nostalgic and positive association with Doja Cat’s “Say So”.
Negative,Litteraly chronically online vibes,Uses slang to express a negative opinion about the video's style.
Negative,"Generic trash, best of british now i guess",Expresses strong disapproval and labels the music as 'generic trash'.
Negative,Awful garbage. So much autotune it makes me want to throw up 🤢🤮,Expresses strong disgust and criticism of the excessive use of autotune.
Negative,"Track is catchy but its too short. 2 mins? Come on. This album is also WAY overrated. Fun and some catchy stuff but too many tracks are, as mentioned, not even 3 min.",Expresses dissatisfaction with the song's length and criticizes the album's overhyped status.
Positive,Beat 🔥🔥🔥,Expresses enthusiastic enjoyment of the song's beat.
Positive,Her voice is magical. Ever since Boom Clap I've just felt that her voice carries this energy. It's almost like even when she's belting out lyrics she's taking a bracing breath in as if she were about to jump off a high dive or something. That doesn't really make sense but it's the best way I can describe her voice. I'd venture to say that I'm not really her target demographic but I f*cking love this album and especially this song.,Expresses strong admiration and enjoyment of the song and artist's voice.
Negative,No universe's tonight where do all the broken hearts 💔 go 💔 😅,Expresses sadness and disappointment.
Negative,Awful,Expresses strong disapproval of the song.
Negative,This is awful,Expresses strong disapproval and deems the song 'awful'.
Negative,"I wondered who Charli xcx was, apart from the jiggly bits was not impressed fake as autotune singing and completely uninteresting.",Expresses disappointment and criticism regarding the song's quality and Charli's vocals.
Negative,BEAT Diddy and threw FERGIE off the table! That's FERGIE¡!!!!!!!!!,Expresses strong disapproval and disbelief about a comparison.
Positive,All day repeat this song 🎶 so much good vibes,Expresses enthusiastic enjoyment and positive feelings.
Positive,I love that the server is writing down notes lol.,Expresses amusement and appreciation for the video's content.
Negative,"Ummm, isn’t this melody a total rip of Ke$ha’s “TikTok” ?",Suggests the song’s melody is a direct copy of Ke$ha’s song.
Neutral,actually the waiter girly gives Guardians of the Galaxy secondary character vibes,A descriptive observation without a strong positive or negative judgment.
Negative,Every time I thought the lyrics or the video were about to have some redeeming value I was let down.,Repeated disappointment expressed regarding lyrics and video.
Positive,Totally 💦 vibes was what I got me,The use of '💦' emoji indicates a positive and enthusiastic reaction.
Neutral,"Somehow gave a but of Friday -Rebecca Black vibes here and there😆, but nice song thoughh",Compares the song to a disliked track while also acknowledging a positive aspect.
Negative,meaningless shallow pop @ 32 years old. Sad. Julia was nothing more than Kanye’s temporary rebound chick.,Expresses disdain and criticism of the artist and her music.
Neutral,The flow Sounds like miley cyrus verse in the will I am song 'feeling myself',"Comparison to another song, without expressing a clear positive or negative opinion."
Negative,Ok this beat sounds copied from somewhere,Expresses suspicion of plagiarism and criticism of the song's production.
Positive,Love the death becomes her vibes,Expresses enjoyment of the song's 'death becomes her' aesthetic.
Positive,I could literally do a 360 at the same beat,Expresses enthusiastic enjoyment and connection to the music's rhythm.
Neutral,Totally waiter vibes😂,"Humorous comment referencing a meme, without expressing strong positive or negative emotion."
Neutral,For my reference when the beat go off 1:50,Provides a specific time reference without expressing an opinion.
Neutral,DROP THE BEATTT,"Simple, repetitive expression with no discernible sentiment."
Positive,Who dose not like the beat song,Expresses general enjoyment of the song's beat.
Neutral,Clothes vibes Balenciaga with Mugler 👀,Expresses admiration for fashion references without strong emotional sentiment.
Neutral,I really thought no one could beat ariana eternal sunshine album but im afraid she did..,"Expresses a hesitant admiration, acknowledging a potential improvement."
Positive,Beautiful song and vibe,Expresses appreciation for the song's beauty and atmosphere.
Negative,4/10 good rythem bad lyrics,Expresses dissatisfaction with both the rhythm and lyrics.
Positive,Im a real nigga I dont fuck with new pop music but I fucks with this song heavy. Im not sure if its because of the beat. The fact shes kinda hot or the fact she is singing about drugs but I cant stop listening. I want they not like us to win but this song is definitely the second best song Ive heard all year. I like it,Expresses strong enjoyment and preference for the song despite acknowledging criticisms.
Negative,ended that annoying odetari,Expresses annoyance and disapproval of the song.
Negative,CHARLI PLEASE SAVE US FROM BEYONCE... (she knows chorus plays...) - there was a beyonce ad before this,Expresses frustration and dismisses the music as similar to Beyoncé.
Negative,This song is so generic.,Expresses dissatisfaction with the song's lack of originality.
Negative,"Waiter vibes , what’s this rubbish 🤣🤣",Expresses strong disapproval and mockery of the song.
Negative,Generic.,The word 'generic' expresses a critical assessment of the song's lack of originality.
Negative,Please someone explain to me how this song has the views it does? What about this song is good? The generic beat? The terrible lyrics? The “woke” vibe to it? This song couldnt be anywhere further from reality and from real music. This is just selling s** to young children and nothing else. You cannot sing darling. Whoever produced this song needs a change of career. The photographers and videographers need serious counselling. From the ads of this song i just knew it was gonna be some wasteful nonesense. I wish you no success in the future,Expresses strong criticism and condemnation of the song's quality and impact.
Positive,This is  so  beautiful  and  2YK vibes 💗.,Expresses appreciation with a positive emoji.
Negative,Bland momotone garbage. Where's the singing.,Strongly criticizes the music as boring and lacking vocals.
Neutral,I hope she can collab with the Deep one day,Expresses a desire for a collaboration without strong positive or negative sentiment.
Positive,I want ariana to sing this vibe of song,Expresses a desire for Ariana to perform a similar song.
Neutral,"i'm ALMOST sure this waiter is the same waiter as in the movie Dream Scenario, hence ""totally waiter vibes""... can someone confirm?",Expresses a humorous observation and asks for confirmation.
Neutral,I'm stuck in an area where this song is catchy and a guilty pleasure to me but also the video with Charli's body on that shake machine is so hot,Combines appreciation for the song with a sexually suggestive comment.
Negative,All looking their worst for some reason,Expresses a negative judgment about the appearance of the artists.
Positive,I feel like people who call this songwriting bad don't actually look over how deep and wild it actually is.,"Defends the songwriting as deep and complex, arguing against negative opinions."
Positive,i love this songggg....its giving girly vibes at night...feeling yourself in the mirror,"Expresses strong enjoyment and associates the song with a positive, self-affirming feeling."
Positive,Charlie XCX is the most most most most most underrated star in whole universe,Expresses strong admiration and claims she's an underrated star.
Negative,"It's a good thing lyrics sites exist because I totally thought it went, ""Looking like an icon, with cankles, ah ahh ahhhh!""",Expresses strong disapproval and ridicule of the lyrics.
Positive,crazy beat❤,Expresses enthusiastic enjoyment of the song's beat.
Positive,i'm LIVING for this vibe w emma,Expresses strong enthusiasm and enjoyment of the song's vibe.
Positive,That beat is flirting with me,Implies attraction and enjoyment of the music's rhythm.
Positive,SO POWERFUL IM IN LOVE WITH TOVE LO AND THIS TRACK! I FEEL IT IN MY SOUL!,Expresses intense love and connection with the music.
Positive,very iconic…. very pussy girl power Charlies angels popgirl version 2024 vibes brat and vegetarian,Expresses enthusiastic praise and association with a positive cultural trend.
Negative,This has made me much less excited for the album. The back beats are pretty boring,Expresses disappointment and criticism of the song's rhythm.
Negative,OMG I thought charli xcx was some niche artist but this is so bad and generic lmaaoooooo,Expresses strong disapproval and finds the song generic.
Neutral,This really give the uffie vibe,References another artist (Uffie) without expressing a clear positive or negative opinion.
Positive,For whatever reason I am fucking with the vibe...,Expresses enjoyment and a positive connection to the song's atmosphere.
Neutral,This beat is like when Mordacai was talking trash about basketball.,"Describes a specific, potentially humorous, comparison without expressing a clear positive or negative opinion."
Positive,beat is actually great,Expresses positive feedback about the song's beat.
Positive,CHLOË SEVIGNY WITH BEATUIFUL PLAGUE GIRL VIBES,Expresses admiration for the artist's aesthetic.
Positive,this was a great mv. what a great party beat tho,Expresses positive feelings about the music video and beat.
Negative,very Fembot by Robyn vibes,Compares the music to a perceived negative association (Fembot).
Negative,joanne the scammer vibes,Expresses suspicion and distrust related to the artist and their work.
Negative,“She’s giving waiter vibes” 😭,The comment uses a derogatory comparison implying poor service or presentation.
Positive,"This has to be one of the greateat music videos of all time. Her flow is so iconic and this entire music video was very well made. The walk on the table, the guy breaking the wall for Charli, all her walks in general, and the girl throwing her cigarette at the end was just awesome. The songwriting is just perfect and this chorus is insanely catchy. Btw you are looking like an icon, Charli. 💚",Expresses strong admiration and enjoyment of the music video.
Neutral,NO IDEA what the song is about but love the singing and bass/melody,Expresses appreciation for the singing and instrumentation without assessing the lyrical content.
Negative,Not the vocal fry😭😭😭😭,Expresses distress and negative emotion regarding vocal fry.
Negative,"This has same beat and flow as old Will I am and Nicki Minaj song, ""check it out"".","Compares the song unfavorably to a previous hit, suggesting a lack of originality."
Positive,this will be so nostalgic for us in the future lmao,Expresses a hopeful and positive feeling about the song's future impact.
Neutral,Lost vibes back in..,Expresses a feeling of returning to a previous state without strong positive or negative connotations.
Neutral,I hate pop music but got this song on Repeat it has so nostalgic flow,Expresses a conflicted preference – dislike of pop music alongside enjoyment of the song.
Positive,THE VIBES ARE ASTROLOGICALLY GOOD,Uses evocative language to express strong positive feelings.
Negative,Why does the front part sound like an iPhone ringtone 📞,Expresses a dislike for the song's opening resembling an intrusive sound.
Neutral,It’s giving 02 vibes,Reference to '02' (likely a song or artist) without explicit positive or negative judgment.
Negative,"""Totally waiter vibes",Uses a derogatory term ('waiter vibes') implying poor quality.
Neutral,✨totally waiter vibesss ✨,"Expresses a playful, somewhat vague observation without strong positive or negative emotion."
Negative,Very disappointed... Brats most generic music ive heard in a long time.. easy money,Expresses strong disappointment and criticizes the music as generic.
Positive,This beat goes hard af,Uses slang (‘af’) to express strong positive enjoyment of the beat.
Positive,ngl this was my ringtone,Expresses personal enjoyment and identifies the song as a favored ringtone.
Negative,More god awful “Gen z pop.” And brat summer is just a polite way of saying you got absolutely ran through for an entire season…. 🤮🤮🤮,Strongly criticizes the music as 'god awful' and accuses it of being poorly conceived.
Positive,Totally waiter vibes is sending me.,Expresses enthusiastic enjoyment of a specific musical style.
Negative,"totally,,,,, glitched vibes",The word 'glitched' suggests a technical malfunction or unpleasant experience.
Negative,What is this autotune crap,Expresses strong disapproval of the use of autotune.
Neutral,"W/o a doubt, they included the word 'vibes' into the intro dialogue.",Points out a specific detail without expressing a positive or negative opinion.
Positive,Omg i find this today because of the new fortnite emote and i love this music soo much❤🤩🤩it has this 2013 summer vibes in it😁⛱️🏝️,Expresses strong enjoyment and positive associations with the song.
Positive,This song is *really* catchy!,Expresses enthusiastic enjoyment of the song's catchiness.
Positive,This gives me dti Xcx event vibes❤❤ nostalgia❤😂,Evokes memories and positive feelings associated with the 'dti Xcx' event.
Negative,grown as3 man in a dress wit the deepest voice. we have eyes and ears dude. wtf?,Expresses disbelief and ridicule regarding the artist's appearance and music.
Neutral,i only recognized julia fox and emma but i like the vibes,Expresses a mild appreciation for the song's atmosphere without strong positive or negative feelings.
Neutral,so waiter vibes shes kinda serving,Uses slang ('serving') which is a somewhat ambiguous comment with no strong positive or negative emotion.
Neutral,totally waiter vibes amen,"References a specific, potentially humorous, comparison without expressing strong positive or negative feelings."
Negative,Is this really the worst thing you can ask for because htg istf you can never delete anything ever again then,Expresses frustration and disappointment with the song's concept.
Positive,ENAK BANGET MELODI LAGUNYA. VIDEO KLIP NYA KEREN. SUARA VOCALNYA LUAR BIASA.,"Expresses strong positive feelings about the melody, music video, and vocals."
