classificacao,comentario,justificativa
Positive,I really love the ending how the music slows down but entire song gives such nostalgic vibes its great,Expresses strong enjoyment and positive feelings about the song's nostalgic quality.
Positive,Kate bush vibes,Expresses a positive association with Kate Bush's music.
Neutral,2024 is already nostalgic 😢,Expresses a wistful feeling without strong positive or negative emotion.
Negative,Kidz Bop made a cover and changed the chorus to “You can show a hundred boys you’re smart”😭😭,Expresses disapproval of the altered lyrics.
Positive,"Chappell Roan's ""Good Luck, Babe!"" is such an empowering track! The lyrics hit hard, and the vibe is perfectly bold. Definitely a song that sticks with you. 🔥🎤",Expresses strong enjoyment and describes the song's impact.
Negative,I ugly girl cried when the bridge dropped. I wonder how many gay guys in the same situation with “straight” men behind closed doors can also relate to the lyrics.,Expresses sadness and implies a negative interpretation of the song's themes.
Positive,This how the weekend thinks he sounds. This girl has the 80’s vibe sound down to a T,Expresses admiration for the artist's emulation of 80s music.
Negative,"Waking up one morning to my mom humming this song with 0 knowledge of English and asking ""mom, who's the girl who hurt you?"" And not giving context on why do I ask is truly powerful",Expresses confusion and a sense of distress due to the song's content.
Negative,This song is fucking awful lmao,"Uses strong, offensive language expressing extreme dislike."
Neutral,"Ever noticed the lyrics sound like ""Shutterstock""? 😂 Genius! 0:42",A humorous observation with no strong positive or negative emotion.
Positive,the lyric video giving vibes of 2007 computers HAHAHAHA love it,Expresses amusement and enjoyment of the lyric video’s nostalgic aesthetic.
Positive,I absolutely love the style of the MV it’s so nostalgic,Expresses strong positive feelings about the music video’s style.
Negative,Thank goodness my homophobic countrys radios don't see the sapphic meaning so I can vibe,Expresses frustration and negativity regarding censorship and homophobia.
Positive,"As a gay man, I can relate to these lyrics so much.",Expresses personal connection and appreciation for the lyrics.
Positive,"I will never tire of this song. Lyrics, production, song, singer….ten out of ten!",Expresses overwhelming enthusiasm and high praise for the song.
Positive,"She’s got like 80s,90s,00s vibes all rolled into 1 somehow",Expresses appreciation for the music's nostalgic and diverse influences.
Positive,"the tone, the lyrics, the video gives me nostalgic vibes. it's like I've been returning to the past where the world still good, but I had to stop these feelings because I don't live in the past :(",Expresses fondness and wistful nostalgia.
Positive,No Doubt vibes,Evokes a positive association with the successful band No Doubt.
Positive,2:37 and 3:23 IS THE BEST PART OF THIS SONG. OMGGGG THE SONG IS GOOD ALREADY BUT THOSE TWO PARTS TOUCH ME EMOTIONALLY AND I GET CHILLS LOL.,Expresses strong positive emotions and chills due to specific parts of the song.
Positive,"This woman has single handedly mastered 80's, 90's, and 00's vibes. How.",Expresses strong admiration and amazement at the artist’s ability to capture diverse musical styles.
Neutral,She gives Marina Diamond vibes,Comparison to another artist without strong positive or negative judgment.
Positive,Gwen Stefani vibe ❤,Expresses liking the song due to its similarity to Gwen Stefani's music.
Positive,I love the vintage youtube lyric video vibes it's so nostalgic,Expresses fondness for the nostalgic YouTube lyric video style.
Positive,"imagine just. releasing one of the most influential songs of a generation. because of how good and nice and fun and catchy your vocalizations and wordplay are. like, oops! i did poetry and music and self expression so good that this song will become a cultural touchstone!! that's what it means to be queer btw",Expresses enthusiastic praise and describes the song's potential impact.
Positive,"""The energy, the melody, the vibe—everything is just chef’s kiss.""",Expresses overwhelming enjoyment and appreciation for the song.
Negative,It gives the old Microsoft computers vibe,Evokes a negative association with outdated and undesirable technology.
Positive,"As a man I always love a song that speaks unapologetically to the silent struggles of being a woman in society. The emotion in the vocals and simplicity of the hook said it all before I read the lyrics. Too many ladies that need love and respect. I had to choose one. Keep searching, don't settle for these braggadocious bozos, true empathy and kindness exists for you if seek it and forsake the nonsense.",Expresses strong support and admiration for the song's message of empathy and respect.
Neutral,HELPPP IM LITERALLY AROACE(?) AND DONT RELATE TO THE LYRICS AT ALL BUT IM STILL CRYING OVER THIS WTF ITS LIKE 2 PM ON A WEDNESDAY AND IM CRYING OVER A SONG WITH A POWERPOINT PRESENTATION VIDEO 😭,Expresses a strong emotional response without clear positive or negative sentiment regarding the song itself.
Positive,Why this song feels like Nostalgic. 80's vibes,Expresses a positive feeling associated with the song's style.
Negative,Why does the lyrics video feels like created on PowerPoint 😂😂,Expresses a negative opinion about the quality of the music video lyrics video.
Neutral,It was driving me crazy to figure out what this song reminded me of until I finally found it! The first notes are definitely very similar to french song J'en ai marre by Alizee,Identifies a similarity to another song without expressing a strong positive or negative opinion.
Positive,she is so amazing and love her vocals. I have just bought the album and would love to see her perform at victorious music festival Portsmouth UK,Expresses strong admiration and excitement about the artist and their music.
Neutral,"How many of you just realized that the whole chorus gets slower each time, and not only in the last one?",Observes a specific detail about the song’s structure without expressing a strong positive or negative opinion.
Neutral,the lyrics in comic sans are getting me lol,"Humorous comment referencing a font, without expressing a clear positive or negative opinion."
Negative,"As a heterosexual man, the passion and raw display of emotional love makes me wish I was gayer to experience such love.","Expresses a longing for a different sexual orientation, implying dissatisfaction with one's own."
Negative,Am aroace but relate sooo much to how she describes comphet 💔 I come back everytime I tell myself I need to love a man. These lyrics are so painful,Expresses pain and difficulty relating to the song's themes.
Neutral,"I'm only now realizing that this is the actual video, not just a temporary video until the official video is made",Expresses a simple observation without strong positive or negative emotion.
Positive,This was a great vibe song this year and a great song to represent 2024.,Expresses positive feelings about the song and its representation of the year.
Positive,Oh I really love the lyrics man. Coming back here and thinking about story ideas,Expresses strong positive feelings about the song's lyrics.
Negative,My wife use to say something a lot similar to these lyrics to me for such a long time. She always say she hope we die together so we're always together. Until she suddenly passed in '21 leaving me with our two boys. I feel forever heartbroken because she left alone but our kids need me. I miss her so fucking much. This is a great song if it could bring up so much deep emotions.,Expresses profound sadness and loss with strong emotional intensity.
Positive,Very catchy song,Expresses enjoyment and appreciation for the song's catchiness.
Positive,"It's amazing that she perfectly captured the vibe of a past relationship between a straight man and straight woman from the perspective of a straight man, as a straight woman. W for all the straight fellas out there like me ❤",Expresses enthusiastic appreciation for the song's theme and connection.
Negative,"It's a good song, but looking at the lyrics as a story, it's possible the lover really is a closeted lesbian. But it's more likely that, the character Chappell is portraying is lacking self-awareness. The _contempt_ with which she says 'nothing but a wife' shows how she doesn't respect heterosexual relationships and that they can be loving too. So I think she's using her own lack of understanding/empathy towards straight couples to turn this into an 'us vs them' thing. Maybe her ex left her simply because of Chappell's personality, and she doesn't want to face that. So she blames straightness instead. 'You didn't leave me because I'm shallow; it's because you're in denial.' Seems implausible.",Critiques the lyrics' interpretation and suggests a negative characterization of the narrator.
Positive,I love this song. She sings well. Yes! Thank you universe for bringing a great new pop artist that sings beautiful 😍,Expresses strong positive feelings and appreciation for the artist.
Positive,Nerissa Ravencroft introduced me to this song! Such an old school 80/90's vibe to it...,Expresses enjoyment of the song's nostalgic 80s/90s style.
Positive,Its giving Kate Bush vibes a bit,Comparing the music to Kate Bush is generally a compliment.
Negative,"The last thing anyone needs is two old, heterosexual men mansplaining the hidden meanings in the lyrics to this song. ... so hop aboard your pink pony (does that mean what I think?), slap on some drag, and click our profile to listen to the last thing that anyone needs 🍀💋 ... featuring a reading of the best comments from below this video, in case you don't want to scroll through all 22,548",Expresses annoyance and criticism of the video's commentary.
Positive,this is so nostalgic.. kids of the 90s and teens of 00s represent 😂💖,Expresses fondness and connection to a specific era.
Positive,Loving the 80s vibes retro modern,Expresses enjoyment of the song's nostalgic aesthetic.
Neutral,"Lol I thought that the chorus was ""I could stop the world just to start the feeling"" and had no idea it was about lesbians until I read the lyrics 😂😂😂",Expresses amused confusion about the song's meaning.
Positive,"I heard it for the first time on the radio at work, and I think that despite the weak lyrics and the tragic slowdown at the end - the performance is amazing-fantastic!!! That's why I'm shocked, I thought there would be half a billion view here, at least!!! I just hope she doesn't get discouraged and she will do her thing... I'll be waiting for more Kayleigh, you'll be grand❤❤❤",Expresses enthusiastic enjoyment of the performance despite lyrical criticisms.
Neutral,Rolling Stone called this the best song of the year. It's just okay. Nothing melodically or lyrically ground breaking. Music really isn't what it used to be.,"Expresses a lukewarm opinion, acknowledging praise while criticizing lack of innovation."
Negative,she said this song is difficult to sing. Its sad  because its a quite simple melody.,Expresses disappointment that a simple melody is deemed difficult to sing.
Positive,Super 2000 vibes,Evokes nostalgia and positive feelings associated with the 2000s.
Positive,"Chappell, I had a beautiful time with your song, 'good luck babe'. As I showered I though: how can anyone leave a woman with just that hit alone and that heartfelt melody of vocals. Than I saw you were gay and I cried with you. Feeling your pain. Although I can't relate to the gay part, it made me think how united we all are and can share your pain. With that song along you've touched so many people. I thank God for your disappointments in all your relationships. Because you've helped others through your experience. I want you to know that my vibes and blessings are being send your way. I send you love and appreciation and we are all one with God! May God bless your way ❤ you are not alone girl! Always put yourself first, no one else will: to find true love, you find yourself❤",Expresses deep admiration and support for the artist's song and experiences.
Neutral,"0:33 Chappell's own lyric video gets the lyric wrong (although it's correct to the performance here). The 'official' lyrics are included in the video description and are different. She changed it to be a flip of the next pre-chorus, like she's saying ""You're breaking up with me? Oh yeah, well then I'm breaking up with you for the same reason!""","Notes a factual correction about the lyrics, without expressing a strong opinion."
Negative,I hear the chorus lyrics and it makes me think of all the masking I dun with substances >_< Chappell 2 gud. Truly would have to stop the world to escape them feels.,Expresses negative feelings associated with the song’s lyrics and a desire to escape them.
Positive,1st anniversary vibes 🎉❤,Expresses excitement and affection associated with an anniversary.
Positive,"I heard this song on tiktok and I thought it was a vintage song that suddenly became popular, and I'm surprised to know it's a recent song! She really made a good job on give this a vintage vibe!",Expresses positive surprise and appreciation for the song's vintage feel.
Negative,2:16 as a teen girl living in a homophobic country and struggling with bisexuality this is literally my worst nightmare 😭😭,Expresses intense personal distress and identifies with a difficult situation.
Positive,"I finally heard the song on the radio that i recalled sounding similar but forgot the name, So Hot by Caroline Polachek. It was annoying me that I couldn't remember.",Expresses relief and enjoyment after remembering the song.
Negative,If someone beat me it wouldn't hurt this much.,"Expresses pain and distress, indicating a negative emotional response."
Negative,Why did she steal the drum beat from last Christmas by Wham!? Can’t you do anything original? We’ve all seen drag queens beach blanket Babylon. We’ve heard all of your songs because you steal from others. do better.,Expresses strong criticism and accusation of plagiarism.
Negative,Really getting the pearlina vibes from this one,Uses 'pearlina vibes' which is a derogatory term referencing a perceived overly precious or overly-critical demeanor.
Neutral,"Sometimes I wonder if my favorite artists like each others art, like I was just listening to Kendrick Lamar before this & I wonder if he would vibe to this too…that’d be cool af ngl",Expresses a curious thought without strong positive or negative emotion.
Positive,The vibes of the retro powerpoint geocities gif images mixed with her Kate Bush & Cyndi Lauper vocals is *Chef's Kiss*,Expresses enthusiastic appreciation for the musical style.
Positive,"Great lyrics, great music, great singer ... that's all we need to appreciate !",Expresses enthusiastic appreciation for the song's various aspects.
Negative,"sound awesome, lyrics suck",Expresses a positive opinion of the sound but criticizes the lyrics.
Positive,Marina and the Diamonds vibes reign here!,"Compares the music to a well-regarded artist, indicating a positive assessment."
Neutral,I like it with the acoustic guitar the way Kelly Clarkson and Miranda Lambert did it. This music steals too much from epic lyrics.,"Offers a mixed assessment, praising the acoustic guitar while criticizing lyrical similarities."
Neutral,I love playing this for my homophobic brother and watching him vibe to it ….,"The comment expresses enjoyment without explicitly stating a positive sentiment, and contains a potentially controversial element."
Positive,"Music nerd here: they actually slow down a little right after “stop the feeling” in the chorus, and then speed back up. It’s subtle but it’s there. Not talking about the end where it OBVIOUSLY slows.",Appreciates a nuanced and technical detail about the song's structure.
Positive,This lyrics video is kind of nostalgic like I'm in the 2010s......... 😅,Expresses a fondness and nostalgic feeling associated with the 2010s.
Positive,"A friend of mine showed me this yesterday and what I love most about it,is the GeoCities vibe this video has.",Expresses fondness for the nostalgic 'GeoCities' aesthetic.
Negative,"every single time i hear this song i think about the time She said ""shame you arent a boy, id marry you in a heartbeat""",Expresses discomfort and criticism related to a potentially offensive lyric.
Positive,"So love this song. No real agenda, some Kate Bush vibes maybe? Just a good song (that’s me as a 48yo Radiohead fan)",Expresses strong enjoyment and identifies a positive influence.
Positive,one of the best Singers we have in this beatiful World. What an banger Song 🥳🤯,Expresses enthusiastic enjoyment and admiration for the song and singer.
Neutral,lowkey why does this make me kinda emotional,"Expresses a subtle, somewhat confusing emotional reaction."
Positive,"Music is a vibe, and the video is a vibe.",Expresses enjoyment and appreciation for both the music and the video.
Negative,Does she have hiccups while recording the song? The most annoying song of 2024....maybe the most annoying song ever made,Expresses strong disapproval and annoyance with the song.
Positive,gives me stardew valley vibes,Evokes a nostalgic and positive association with the popular video game.
Positive,"If anyone needs a follow up song, Melt With You by modern English keeps the vibe for me 💋",Expresses enjoyment and connection to the song's vibe.
Negative,The vibe is break up like frida affair is crazy,Expresses a critical and somewhat unsettling observation about the music video's atmosphere.
Neutral,"as nana fan those lyrics just hit , its so semilaire to the story plot really.","Expresses a similarity in lyrics, but without strong positive or negative emotion."
Positive,"The lyrics are simple yet complex, and sung in away a very unique way. Absolute banger, Fiona who?",Expresses strong enjoyment and admiration for the song.
Positive,"i went to a bowling alley for my fathers birthday, and this very song played, i liked the beat, lyrics, and sound, i looked up the song when i got home, and i fell in love with chappell roan's music.",Expresses a positive experience and newfound appreciation for the artist's music.
Positive,Kind of a mix of Cindy Lauper and Kate Pearson of the B52 vibe. So unique...not like other boring pop artists.,Expresses appreciation for the song's unique and distinctive style.
Positive,I really love the 90's-00's vibes in this video..,Expresses enjoyment of the nostalgic 90s/00s musical style.
Positive,I'm getting strong Kate Bush vibes from this song,Expresses a positive comparison to the artist Kate Bush.
Neutral,myringtonenow🙄,Expresses a dismissive opinion without strong positive or negative sentiment.
Negative,"it give a very old vibe, i hope the world are healing",Expresses a negative sentiment about the song's outdated feel and a plea for global healing.
Neutral,I thought this lyrics video wasn't  the official video. 😂,Expresses a simple observation with a touch of amusement.
Neutral,Vibes 90’,Simple expression of liking the music's style.
Negative,Sloppy melody from start to finish.,Describes the song's melody as 'sloppy'.
Positive,Love the lyrics,Expresses strong positive sentiment about the lyrics.
Negative,I am literally listening to this song in the car 24/7 and i started singing it and my sister just looked at me like... ummmmm..... you are off beat  and i said... wow so nice.. and she just looked at me then my dad started to sing,Expresses disapproval through sarcasm and a critical observation of the commenter's singing.
Positive,"her voice is so beautiful, the range, the tone, the everythingggg",Expresses overwhelming admiration for the artist's vocal abilities.
Positive,I love this song! I heard it at work and I finally googled some lyrics and Wow. Chappelll  Roan  is awesome,Expresses strong enjoyment and appreciation for the artist.
Positive,This is some catchy as hell tune. And this comes from someone who you won't find to support LGBTQ or feminist causes anytime soon.,Expresses strong positive sentiment about the music while acknowledging a potential ideological difference.
Positive,"This gave me 80's vibes and not without good reason. 2:40 - Finally figured out what this part sounds like, a scene kept flashing in my head, and the image finally cleared up to reveal that female robot scene in Austin Powers with the song, ""I touch myself."" And at 0:12 - it reminds me of Pet Shop Boys, I'm with Stupid (the part where he sings, ""You grin...I pose. It's not about sincerity, everybody knows."" It spent over 30 minutes racking my brains why parts of this song sounded so familiar.",Expresses a nostalgic and appreciative response to the song's familiar elements.
Neutral,i swear to god this could be a 90s song.  its new but it sounds nostalgic,Expresses a mixed feeling of familiarity and novelty.
Positive,She's got a gorgeous voice. I like the chorus best . For her i could be a lesbian transgender woman with a masculine look.,"Expresses admiration for the singer's voice and a positive, albeit unusual, comparison."
Positive,"She's great, i'm 37 and can't belive how much I like her work. I mean there's somenthing about her that makes me feel like she's a cool older genx cousin 😅, and she's so young, what is it about her that is so nostalgic?",Expresses fondness and nostalgic feelings about the artist.
Positive,I felt an 80s vibe and i love it!,Expresses enjoyment of an 80s-inspired sound.
Neutral,"As someone who dislikes the majority of modern music, this song is alright. When I first heard this on the radio, I was writing my own lyrics to what I thought I was hearing. It sounded like “whenever I look up I see a falling star”.",Expresses a lukewarm positive opinion with a nostalgic comparison.
Positive,Kate Bush vocal vibes ❤,Expresses fondness for Kate Bush's vocals.
Negative,why are all the new artist all whispering degenerate garbage. can we have some class and vocal talent please.,Criticizes new artists' music as lacking class and vocal talent.
Negative,"Not sapphic but asexual, thinking might be in aromantic spectrum too. While I have never experienced the cishet romance neither queer romance. I am always gravitate to romantic songs and stories. Oh I actually feel sad for the girl in deep denial",Expresses sadness and a sense of denial.
Positive,"Idk why this song gave me chills..... it made me feel things I haven't felt in over 16yrs. I love it & idk this song made me love my boyfriend more.... it stirred up emotions I haven't felt or thought I would ever feel again. This is a 🖕🖕🖕🖕 to all the homophobes, transphobes, & misogynist who attack us for simply existing.  YOU WILL HAVE TO STOP THE WORLD FROM TURNING TO STOP OUR FEELINGS.... THANK YOU TO THE ARTIST WHO MADE THIS SONG, IDK YOU BUT I LOVE YOU❤❤❤ I USED TO HATE MYSELF FOR BEING GAY, BUT NOW I LOVE MYSELF.",Expresses profound emotional connection and celebrates self-acceptance.
Positive,Nothing beats me and my 13 year old jamming in the car or the kitchen jamming to shabozzy !,Expresses enthusiastic enjoyment and shared experience.
Neutral,I LOVE This song with its early 2000 and deep meaning but the ending with the sorta creepy revebers why is it like that??? ❤❤🤔,Expresses enjoyment mixed with a curious question about a specific element.
Neutral,The emotion i cannot i cry too,Expresses a feeling without a clear positive or negative judgement.
Positive,Kate bush vibes ❤,Expresses fondness for Kate Bush’s style.
Neutral,Gweni Stefani vibes,A simple reference to another artist without expressing a clear opinion.
Positive,"Dope, listened to this multiple times and read the lyrics then finally got the full meaning since I'm just a dense straight dude, be who you are and be happy people. 😁👍",Expresses enjoyment and appreciation for the song's message.
Positive,These lyrics are actually genius,Expresses high praise for the song's lyrics.
Negative,Worst Song ever created. I refuse to call it music. Its Torture.,Strongly condemns the song as terrible and painful to listen to.
Neutral,"Sounds like a Taylor Swift song,rythmn and beat are very familiar",Expresses similarity to Taylor Swift’s style without strong positive or negative feelings.
Neutral,~ Lyrics matter,Expresses a general value judgment without specific positive or negative emotion.
Positive,Truly an amazing song and also love the old nostalgic style!,Expresses strong positive feelings and appreciation for the song's style.
Positive,Reminds me of Stand Back by Stevie Nicks. Cant be the only one getting that vibe,"Compares the song favorably to a well-regarded track, indicating enjoyment."
Positive,80’s vibes ❤️,Expresses fondness and appreciation for the song's nostalgic style.
Positive,She kinda gives me Gwen Stefani vibe so nostalgic,"Compares the artist to Gwen Stefani, implying a positive nostalgic association."
Neutral,"I like the melody but not the lyrics, that's why I'm only listening to this, i can't play this on public. 😢",Expresses a preference for the melody while criticizing the lyrics.
Neutral,They play this joint non stop at my gym and now I can’t get the  chorus out my head. Hella annoying but so damn good lmao,Expresses annoyance mixed with enjoyment of the song.
Negative,How did this become the No. 1 song of 2024 by Rolling Stones???? Can someone enlighten me.,Expresses disbelief and criticism regarding the song's chart position.
Neutral,As a 80 and 90s kid I dig this generic elevator '80s music at the beginning,Expresses a neutral appreciation for the song's style.
Neutral,Am I the only one who can never understand what people in songs are saying? Unless I see the lyrics at the same time.,Expresses a common observation about song lyrics without strong positive or negative emotion.
Negative,"Uuummm... am I the only one that just hears ""well gooohoohoo""? I cant find any lyrics that actually say what shes singing.",Expresses confusion and criticism regarding unclear lyrics.
Positive,"One of my fav videos, it's so simple yet so cool :-) love the nostalgic feeling",Expresses fondness and enjoyment of the video.
Positive,Just heard it today in CEX shop and in an instant I knew it’s going to be a good vibe ❤❤❤,Expresses immediate positive feelings and excitement.
Positive,As a straight dude who just listened to this for the first time this week. I like the vibe and like the message. I see it and dig it. But I also see that it could be interpreted 2 ways. The way of a girl coming out as a lesbian. And the way of someone regardless of gender or orientation realizing that they love someone after so long and finally admitting it. Either way it’s a very good song.,Expresses appreciation for the song's message and overall quality.
Negative,"Awful song, so basic so common, nothing different. So blah. From the beginning is sucks. Bye can’t stand it anymore.",Expresses strong dislike and finds the song unoriginal and boring.
Neutral,"im here cos I had else to do and tho I'm not gay or anything like that, I liked the song lyrics but disliked the video",Expresses a preference for the lyrics while criticizing the video.
Negative,Be honest awful lyrics a bar song is a better song than this and it is a rap this song does not deserve a Brit but one day u might be able to make a song that has better meaning and win a deserved brit,Expresses strong disapproval of the song's lyrics and quality.
Positive,"This might be the best music video i've ever seen, I love the 2000's vibe, it brings me chindhood MSN memories",Expresses strong positive feelings and nostalgic memories.
Positive,"This brilliantly catchy melody has been in my head every day for a year now & I don't know what to do about it...might have to write a pop song or 10 ;) THANK YOU CHAPPELL, YOU RULE!!!",Expresses enthusiastic enjoyment and appreciation for the song.
Negative,"I put this alongside great songs like Dolly Parton's 'Jolene', Robyn's 'Dancing on my Own' and Kate Nash's 'Misery' that create a sense of intense emotional dread by having the beat go fast that the words go slow.",Describes a jarring and unpleasant auditory experience.
Positive,Love the vibe of the video,Expresses positive feelings towards the video's atmosphere.
Positive,Manchild by Sabrina ripped this beat,Expresses strong positive sentiment about the song.
Positive,"This song has 80's vibes written all over it, ❤",Expresses a positive association with the music's nostalgic 80s style.
Positive,I’ve never properly listened to the lyrics till now and my heart just fucking broke 😭👏👏👏,Expresses intense emotional connection and admiration.
Positive,This song is such 👏 a 👏 fckin 👏 vibe 👏😝,Uses emojis to convey enthusiastic enjoyment.
Negative,Man... it sounds upbeat but the meaning is so sad....,Expresses a contrast between a positive sound and a negative meaning.
Positive,I had to see the video (thus read the lyrics) to get the meaning of the song. What an elevation of an already great song.,Expresses a positive reaction to the song's deeper meaning.
Negative,I can confirm from the parallel universe of the straights where I’m at…this bop is repurposed as a dedication to an avoidant ex that got away when things got too serious 🔂💃🏻,Expresses disappointment and criticism of the song.
Positive,I Love How This Is Song Is Similar to Last Christmas Because of The Vibes 🥹❤️‍🩹,Expresses enjoyment and appreciation for the song's resemblance to 'Last Christmas'.
Negative,I wonder how confident and sarcastic i have to be to sing this song 😢 Like I don't think I am better than (any of) her bf. Nah. I could relate to lyrics before actually understanding this.,Expresses self-doubt and dismisses own abilities.
Negative,The worst thing is being the girl who wakes up next to him in the middle of the night. I MISS YOU R!,Expresses strong feelings of sadness and longing.
Positive,I love how the music's slows down as if to stop when she's singing.The world needs to stop or something like that.This song is giving me eighties vibes,Expresses enjoyment of the song’s dynamic and evokes nostalgic ‘eighties’ feelings.
Positive,I love how that song gives me 80s-90s vibes while the video gives me 2000-2010 vibes,Expresses enjoyment of both the song's and video's stylistic elements.
Neutral,"People who write lyrics in videos, you have to put the lyric before so I can start singing it not as she says it, otherwise if I don't remember the lyric, I'm late. Why don't people get this?",Expresses a request for better lyric presentation without strong positive or negative emotion.
Positive,"Great tune. Alanis Morissette vibes from the lyrics, but the vocals are so different genre like I'm at the opera or something. Bravo and thanks.",Expresses appreciation and positive comparison to Alanis Morissette.
Positive,🎉❤💃🏼love the vibes of the song 😊,Expresses enthusiastic enjoyment and positive feelings.
Neutral,"This is taking off because it's basically a synthwave song. People of my age and a little older love the beach cuz it literally reminds you of that time and those places I mean it's really good it's a really good song, but that's the big appeal in synthwave has been going hard for a long time now and this is like one of the first mainstream songs that's been pushed into the bigger audience. If you like this check out a band called The Midnight. Like I'm not taking away from this song but their song Los Angeles is much better than this lol.","Expresses mixed feelings, acknowledging positive aspects while also highlighting comparisons and suggesting alternative music."
Positive,December 2024 vibe🎉,Expresses excitement and positivity associated with the year 2024.
Neutral,Even though ive only had straight relationships i feel like i kinda relate to this song. Also i love the y2k internet vibes here,Expresses a personal connection without strong positive or negative feelings.
Neutral,maybe it's a generic comment since i imagine your audience is full of sad sapphics but i really needed this X>,Expresses a speculative observation about the audience and the song's appeal.
Positive,Her deep voice at the very end sends me Everytime,Expresses a strong positive emotional response to a specific vocal element.
Positive,I LOVE THIS VIBE FOR REAL,Expresses strong positive feelings about the music's atmosphere.
Neutral,I don't exactly know why I love the song. I guess it's the mid 80's and 90's vibes or I just love the tune when I'm driving at night 😅,Expresses a vague fondness with reasons based on personal experience.
Positive,Catchy as all get out.,Expresses enthusiastic enjoyment of the song's catchiness.
Positive,"the second ""I told you so"" in the final chorus is beautifully tragic. it just... it's so much. it definitely deserved record of the year at this year's Grammys.",Expresses strong approval and believes the song deserved an award.
Positive,cried when I read the lyrics???? this is gut wrenching??????,Expresses intense emotional response (crying) indicating a strong positive feeling.
Positive,2:38.  Powerful voice 😮😮😮👍👍👍,Expresses enthusiastic approval with emojis.
Positive,I LOVE the 80s vibe 🔥,Expresses strong enthusiasm for the song's nostalgic 80s influence.
Negative,"This song is an absolute banger, but also became a song that some people use for their straight situationship it absolutely ruins the song vibes 😭",Expresses disappointment and frustration about the song's misuse.
Positive,What a beautiful composition,Expresses admiration for the musical piece.
Neutral,"""You'd"" definitely doesn't sound like that. I was content until I found the actual lyrics.",Expresses doubt and then reveals a finding without strong positive or negative emotion.
Positive,This song has Christmas vibe,Expresses a positive association with the song's holiday atmosphere.
Positive,"It sounded a lot like Kate Bush to me... I don't know, but it has a certain vibe. I love it.",Expresses a positive opinion despite a comparison to another artist.
Positive,The MySpace glitter graphics and emojis on here ❤ 🔥 So nostalgic,Expresses fondness and nostalgia for the visual style.
Negative,This has to be The Most Annoying Song That Ever Recorded 🙉🙉🙉🙉,Expresses extreme annoyance and frustration with the song.
Positive,"""Good Luck, Babe!"" by Chappell Roan gives off very Nicky Nichols x Lorna Morello vibes","Compares the song favorably to established artists, indicating enjoyment."
Neutral,Maurice vibes,"Short, single word; lacks any discernible sentiment."
Positive,"It has an 80s vibes, love this, am hooked to the chorus❤❤❤",Expresses enthusiastic enjoyment and positive feelings.
Positive,aw this video brings me back to the days of decorating my neopets profile circa 2002 ❤ seeing the cartoon dolls makes me so nostalgic! i used to make bases and clothes and had my own websites where you could dress them up! what an amazing era of the internet!,Expresses fondness and nostalgia for a specific internet era.
