classificacao,comentario,justificativa
Positive,"I truly enjoyed the album and the philosophy behind it. I know every word because it's been on repeat since its release. I would love to see AMERIICAN REQUIEM used as a soundtrack in a film. I have a hot dance routine for Bodyguard. I loved being on an emotional roller coaster while listening to this masterpiece. Some of my favorite songs include Levi jeans, Protector, Riverdance, Yaya, Tyrant II Most Wanted, Bodyguard, Blackbird, 16 carriages, and Texas Hold 'Em, not to mention spaghetti. The engineer's sound and her excellent vocals just made everything come together seamlessly.","The commenter expresses strong positive feelings about the album, repeatedly stating enjoyment and highlighting specific aspects they appreciate."
Negative,"The most monotonous and repetitive eye candy ever 😂 completely out of sync with the song. I'd expect more dancing and more DANCERS. Such a disappointment, that's not what one imagines while listening to this very well conceived song","The comment expresses disappointment and criticism, describing the video as 'monotonous,' 'repetitive,' and a 'disappointment'."
Negative,Just awful and this is coming from a native Texan.,The use of 'just awful' clearly expresses a negative opinion about the music video.
Negative,Probably one of the worst songs I have ever heard in my whole life,The comment expresses strong dissatisfaction and uses explicitly negative language ('worst songs') indicating a negative sentiment.
Negative,Awful,The use of the word 'awful' indicates a strongly negative opinion of the music video.
Negative,Awful... 😢,The use of 'Awful...' and the crying emoji clearly indicate a negative sentiment towards the music video.
Negative,"So bad... (Not being sarcastic, or saying she's ""Bad"". It's just awful.)","The comment expresses outright disapproval and describes the music video as 'awful,' indicating a negative sentiment."
Positive,The vibe is immaculate ✨️,The use of 'immaculate' and the sparkle emoji clearly indicate a positive feeling towards the video's atmosphere.
Negative,"Gotta be the very worst song I’ve ever heard, right behind WAP.",The comment expresses strong dislike and a comparative negative judgment about the song's quality.
Negative,Just an awful song lol,The use of 'awful' and 'lol' indicates a strongly negative opinion of the song.
Negative,I don't care how much backlash I get but you can't make a country song with cuss words in it. Sorry Beyonce but that's not how country rolls. Also this in my opinion is worst song I ever heard from her. No hate just stay in your lane (btw the way before you say this is racist im black)  I like country the way is no cussing. You can't call it a country song if there's cussing in it. If you look at all the country songs there's not one cuss word in them. Stay with the hip hop genre.,"The comment expresses strong disapproval and criticism of the song's content and genre, using phrases like 'worst song' and 'stay in your lane'."
Negative,This is by far the worst video I have ever seen. And the song isn't far behind it.,The comment expresses strong dissatisfaction and criticism of both the video and the song.
Negative,Beyonce you are the worst singer 😂,The comment expresses a clear and overtly negative opinion about Beyoncé's singing ability using the emoji '😂' to indicate amusement at her perceived poor performance.
Negative,Beyonce knows nothing of Texas or country she's just a good vocalist from the Streets,"The comment expresses a dismissive and critical opinion of Beyoncé's connection to Texas and country music, indicating a negative sentiment."
Negative,God awful,The phrase 'God awful' expresses strong disapproval and negative sentiment regarding the music video.
Negative,This is disgusting. Her video is vile. Her voice is awful combined with country style. It sounds like a joke and she actually won? What an absolute disgrace and an insult to real country artists. And on top of all that she is walking around with a stupid blonde wig.,"The comment expresses strong disapproval and criticism of the artist's music and appearance, using words like 'disgusting,' 'vile,' and 'disgrace.'"
Negative,This is such a rubbish track. Awful.,The use of words like 'rubbish' and 'awful' clearly expresses a negative opinion of the music track.
Negative,Holy hell this is worst thing since her last album🤮🤮🤮🤮,"The comment uses strong, negative language (worst, 🤮) expressing a clearly unfavorable opinion of the music video."
Positive,"Eeeewww how we all question their lyrics, will music ever survive, who wants to b that pretty😂😂😂❤❤❤","The commenter uses emojis of laughter and love, indicating amusement and a positive reaction to the music video."
Negative,"Worst album, can’t believe this got chosen over billie, WILD","The comment expresses strong disapproval of the album and compares it unfavorably to Billie Eilish, indicating a negative sentiment."
Positive,I think this song is great! It's definitely catchy.😊,The commenter expresses a positive opinion using words like 'great' and 'catchy' with an emoji indicating enjoyment.
Negative,I came here thinking I was going to hear country music. I was awfully wrong,The use of 'awfully wrong' indicates disappointment and a negative reaction to the music genre.
Neutral,This isn’t a bad song but it’s not country. It’s more pop with Country vibes.,"The comment expresses a mixed opinion, acknowledging the song isn't strictly country but still possesses appealing country-inspired elements, leading to a neutral overall assessment."
Negative,This is the worst country song by a non-country artist EVER.,The comment uses strong negative language ('worst') expressing a clearly unfavorable opinion of the music video.
Negative,Worst crap i ever heard. Tell the truth people.  The truth will set you free !!!!! Lmao😂😂😂😂😂,"The comment expresses strong dissatisfaction with the music video, using phrases like 'worst crap' and a dismissive tone."
Negative,How TF did this shit song beat the masterpiece that Chris Stapleton played with Cold,"The comment expresses frustration and disparages the music video, using negative language like 'shit song' and 'beat'."
Negative,"Sounds like she wrote country lyrics and decided to imitate bruno mars with her hoooooo's, She a good singer, but I gotta admit this is bad","The comment expresses criticism regarding the artist's style and execution, using terms like 'imitate' and 'bad'."
Positive,Catchy. It Grew on me lol,The use of 'Catchy' and 'lol' indicates enjoyment and a positive reaction to the music video.
Negative,One of the worst mv i have ever watched lol,The use of 'worst' and the laughing emoji ('lol') clearly indicate a negative sentiment towards the music video.
Negative,This song is the worst country song I've ever heard,The comment expresses strong disapproval and uses negative language ('worst') indicating a negative sentiment.
Negative,this isn’t country & how she won the country music award is mind boggling.. oh wait it’s hush money type of vibe lol she part of the diddy shiit,"The comment expresses frustration and disbelief regarding the award and employs derogatory language, indicating a negative sentiment."
Negative,How bad were the other country songs that this garbage beat?,The comment expresses dissatisfaction with the music video and uses disparaging language ('garbage beat') indicating a negative sentiment.
Negative,Worst song in history.  I am happy the hype died down fast cause it was so annoying to constantly hear it at the radio.,The comment expresses strong dislike and annoyance with the song and its repeated radio play.
Positive,I am loving the inclusent of diverse genre,The commenter expresses positive feelings about the inclusion of various musical genres.
Negative,"monotonous, boring",The words 'monotonous' and 'boring' express a clearly unfavorable opinion of the music video.
Positive,This is soo different 😮❤🎉maintaining her soulfulness too still😢,The use of emojis like '❤' and '🎉' alongside the 'still' suggests a positive and appreciative reaction to the music video.
Negative,Adding an acoustic guitar doesnt make it country. This is trash for sure,"The comment uses the phrases 'trash' and 'doesnt make it country,' indicating a strongly negative opinion of the music video."
Negative,"This ain't Texas is nothing like that Franklin theme song, so you people who are claiming that must be tone deaf...see a doctor!","The comment uses dismissive and insulting language, expressing a negative opinion about the music video's similarity to another song and suggesting the listener is 'tone deaf'."
Negative,No melody....nothing,The comment expresses dissatisfaction with the lack of a melody in the music video.
Negative,Oh my gawd your who made this song beoncay made this song no wonder why I hate her I hated this song it’s like the worst song on the radio,"The comment expresses strong dislike and frustration with the song and artist, utilizing negative language like 'hate' and 'worst'"
Positive,"Great beat, singing & lyrics.",The commenter expresses clear enjoyment and appreciation for the music video's elements.
Negative,Literally the worst video and worst song ever from Beyoncé. She should’ve never won the award for best country music😅 the award should’ve gone to chris stapleton🎉,"The comment expresses strong criticism of the video and song, alongside a disparaging remark about the award winner, indicating a negative sentiment."
Negative,Hahaha  That's awful.,The use of 'awful' indicates a negative reaction to the music video.
Negative,so annoying song,"The comment expresses frustration and dislike with the song, using the word 'annoying'."
Positive,"Listen guys there are real country singers who shoulda won not her. But don’t go lying saying this shit ISNT a bop lmao it’s a good song has a good vibe and IS a country song in reality, and honestly? This is one of her best songs… unlike her old music really","The commenter expresses admiration for the song, calling it 'a good song,' 'a good vibe,' and stating it's one of the artist's best works."
Negative,Worst album ever wtf,The comment expresses strong disapproval and frustration with the album's quality.
Negative,Seriously worst video ever.,The comment uses strongly negative language ('worst') indicating a negative sentiment towards the video.
Negative,this is one of the worst and cringiest songs ever,"The comment uses strong negative descriptors like 'worst' and 'cringiest,' indicating a distinctly unfavorable opinion of the song."
Negative,"Could possibly be the worst song ever written. Seriously, all hype and zero substance","The comment expresses strong dissatisfaction and criticism of the song, using phrases like 'worst song ever' and 'zero substance'."
Negative,Worst album,"The comment expresses a strong disapproval of the album, indicating a negative sentiment."
Neutral,"I'm just listening to this song for the first time and I honestly don't see the fuss. I place it in the Country Pop category right along with Shania Twain music.  It's not that deep for the controversy.  Did she deserve a Grammys?  That's always debatable and possibly not but hey, we don't get a vote in it - I never pay attention to it anyway.  The video and outfit could have been better though.","The comment expresses a lukewarm opinion, acknowledging some criticism while primarily stating a lack of strong emotional reaction or belief in the controversy's significance."
Negative,One of the worst songs I've ever listened in my whole life,"The comment expresses strong disapproval and disappointment with the song, indicating a negative sentiment."
Negative,I haven’t liked country music since the early 2000’s and this video gives me all the more reason to continue my dislike. This is the worst video I’ve ever seen.  Disrespectful and disgusting!,"The comment expresses strong negative feelings about the video and country music in general, using words like 'worst' and 'disrespectful'."
Negative,Sounds awful. No dynamic range at all. Loudness war has hit another peak.,"The comment expresses dissatisfaction with the audio quality, describing it as 'awful' and criticizing its loudness and lack of dynamic range."
Negative,THIS won a Grammy? Awful.,The comment expresses explicit disapproval with the word 'Awful' indicating a negative sentiment towards the music video.
Negative,This is the worst shit I’ve ever heard Beyoncé’s a muppet,"The comment expresses strong disapproval and uses derogatory language, clearly indicating a negative sentiment towards the music video and the artist."
Negative,Worst song ever ever ever,"The comment expresses strong dissatisfaction and uses repeated negative terms, indicating a negative sentiment."
Negative,This is by far one of the worst songs ever created….,The comment expresses a strongly negative opinion using phrases like 'worst songs ever created'.
Negative,Listen to lyrics carefully. Tornado in the basement. Whose basement? Diddy's?,"The comment expresses a critical observation about the lyrics and questions about the artist's involvement, suggesting dissatisfaction."
Negative,One of the worst songs i have ever heard,The comment expresses strong dissatisfaction and uses negative language ('worst') indicating a negative sentiment.
Negative,This so called song has no chorus. It feels like an unfinished demo.,"The comment expresses dissatisfaction with the song's structure and quality, using terms like 'no chorus' and 'unfinished demo'."
Negative,Those lyrics are not country at all. Its just the twangy stringed instruments.,The comment expresses disappointment and criticism regarding the music's genre and instrumentation.
Negative,"The song is okay (C-) but I would not  play it again, or pay for it.. This song and video feels trashy and angry, not vibrant and powerful. Her music used to be a lot better.","The comment expresses disappointment and criticism regarding the music's quality and overall feel, using negative terms like 'trashy' and 'angry'."
Negative,"nunca vi ni escuché alguien justificando a la compra premios beyonce vocalisima me decepcionas, sobre todo habiendo tantas artistas realmente buenas para apoyar","The comment expresses disappointment and criticism of Beyoncé's vocals and decision to support her, indicating a negative sentiment."
Negative,This is the worst song I have ever heard,"The comment expresses strong disapproval and disappointment with the song, indicating a negative sentiment."
Negative,This is pretty much the worst song ever,The comment explicitly expresses a negative opinion about the song's quality.
Positive,Backyardigans vibes,"The comment expresses a positive association with the music video, referencing a well-regarded children's music franchise."
Neutral,Great.   This is all we need.   Country with pop stars singing vibrato horse shit with 47 notes per second garbage music.   Perfect.  😂,"The comment contains both positive ('This is all we need') and highly critical ( 'garbage music') statements, leading to an overall mixed and therefore neutral sentiment."
Neutral,The tune is catchy. Her costume is trashy.,"The comment contains both a positive observation about the music ('catchy') and a negative judgment of the costume, resulting in an overall mixed sentiment."
Negative,Worst song I've ever heard!!!!!!,The comment uses strong negative language ('Worst song I've ever heard') expressing a clearly unfavorable opinion.
Positive,Really inventive video      Not repetitive,"The comment expresses praise for the video's inventiveness and lack of repetition, indicating a positive experience."
Positive,the queen of universe,The comment expresses enthusiastic admiration and praise for the artist.
Positive,Didn't like Cowboy Carter but this one is a catchy song. I dig it.,"The commenter expresses enjoyment with phrases like 'catchy song' and 'I dig it', indicating a positive sentiment."
Negative,Did an AI write these lyrics? They play this song all the time at my workpalce and everyone hates it. Many of them are fans of her too,"The commenter expresses dislike for the song and suggests it's negatively perceived at their workplace, indicating a negative sentiment."
Positive,"I'm trying to come up with words. A decade ago I had a weed induced panic attack to ""get me bodied"" I have always liked that song because it has a good beat and I was high as balls. Every other song of hers makes me wish I were deaf. I keep hearing about this song and her country thing. I had to watch the video and listen to this song. They definitely put a lot of effort into the video and the song is so good.im scared for what generations ahead call music.","Despite initial negative experiences, the commenter ultimately expresses a strong positive opinion of the song and the music video's production."
Positive,It is a very catchy song and her stocking and black undies remind me of dancer Caldina from Magic Knight Rayearth.,The commenter expresses a positive opinion of the song by describing it as 'very catchy'.
Negative,"How did this win a Grammy?🤣🤣this is terrible worst song I’ve heard in my life, no wonder she fell off so hard,she’s just rich that’s the only reason she’s still making songs and buying her listeners🤣no one actually even listens to her no more though,judging by this song I can see why that is","The comment expresses strong disapproval and uses dismissive language, indicating a negative sentiment towards the music video and the artist."
Negative,"I got to say this is crap. Just cookie cutter stuff. I guess when you serve the devil you'll get a temporary payday on planet Earth, but you end up losing your soul",The comment expresses strong disapproval and uses negative language (
Negative,This is going down as one of the worst songs in human history,The comment expresses strong disapproval and uses negative language ('worst') indicating a negative sentiment.
Negative,This is the worst music that's been released in 10 years.,"The comment expresses strong dissatisfaction with the music video, clearly indicating a negative sentiment."
Negative,Another tricking annoying song first was that stupid I.m Single Lady This one is even worse what next for her maybe opera next haha,The comment expresses frustration and criticism of the song's quality and suggests it's worse than a previous track.
Negative,"I don't think country people like the video.  They might find it insulting.  I am brutally honest,  sorry. That shit ain't pretty.  😮 😅 But if this video was well known when ""Yellowstone""  was still on it would have been better.","Despite acknowledging some potential positive aspects, the comment expresses a negative opinion through statements about the video being 'insulting' and 'not pretty'."
Negative,This has to be one of the worst songs of 2024,The comment expresses strong disapproval and a negative opinion of the song's quality.
Positive,At 1:45 how come I can hear the lyrics being edited from Sugar to liquor? Listen closely. I know Beyonce says both during the song.,"The commenter is highlighting a detail they appreciate and find interesting about the music video, indicating a positive reaction."
Negative,Beyoncé fell off. Worst singer ever. Went from singing about her ass to singing country to stay relevant,"The comment expresses strong criticism and disparagement of Beyoncé's music and career, clearly indicating a negative sentiment."
Negative,This is literally the worst fucking song ever created. Yikes,"The comment uses strong, derogatory language ('worst', 'fucking') indicating a highly negative opinion of the song."
Neutral,This is really annoying but also really catchy please help like I hate it but I keep on listening to it- 😭💀,The comment expresses conflicting emotions – annoyance and enjoyment – making a definitive positive or negative classification difficult.
Negative,"Catchy, but the Grammy's is CRAZY for this garbage album being named best Country Album!?! Although not wholly unexpected in Hollyweird were a man gets nominated for Best Actress","The comment expresses strong disapproval of the album's award and criticizes the Hollywood environment, indicating a negative sentiment."
Negative,"Sorry, but way way too overproduced....  and it really doesn't blend the pop/country vibes... shaboozey is doing it right and sounds hungry...Beyonce just seems bored. I'm just not digging it...","The comment expresses disappointment and criticism of the music video, using terms like 'shaboozey' and 'bored' to convey a negative opinion."
Negative,"I never judge without hearing. And this ain't country. This is a bunch of country clichés put into one musical effort. And for those out there that wanna play the race card, it doesn't have anything to do with the color of skin. Shania Twain used to be country and after a few years, her music wasn't worthy of being called country. Nothing wrong with you if you like this composition, but it isn't country music.","The comment expresses criticism of the music video as 'clichés' and deems it 'not country music,' indicating a negative opinion."
Negative,Annoying AF,The use of 'Annoying AF' expresses strong dissatisfaction and a negative emotional response to the music video.
Negative,"This video is not creative, repetitive, nude scenes, no awards, forgettable. Beyonce all the time",The comment expresses disappointment and criticism regarding the video's lack of creativity and memorable qualities.
Negative,"Sad to say this Is in a country album and she won against Chris Stapleton, it’s not a country song, says the same two lines the whole song, shit stupid and if u listen to the lyrics she just throwing shit together nothing about this song makes sense","The comment expresses frustration and criticism of the song's musical choices and lyrical content, using negative language like 'shit stupid' and 'throwing shit together'."
Negative,Boring song. Please don't change country music to this monotonous stuff too. 😢,"The comment expresses dissatisfaction with the song's style and quality, using negative language like 'boring' and 'monotonous'."
Positive,Beyois still fire and I love the old school vibe.,The commenter expresses enthusiastic approval (
Positive,Not a country fan music but this is a vibe,"The comment expresses a positive feeling about the music video, describing it as having a 'vibe'."
Negative,"That’s not a f country music, lyrics are so dumb",The comment expresses dislike and criticism of the song's genre and lyrics.
Positive,what a shit garbage of music😢😢trash+trash+trash😢60s 70s 80s best music of all time😊abba😊queen😊led zeppelin😊deep purple😊beatles😊elvis😊eagles😊blondie😊u2😊police😊gun roses😊bon jobi😊nirvana😊and so on...,"Despite initial negative emojis, the comment expresses a broad appreciation for a wide range of classic music artists, indicating a positive overall feeling."
Negative,This is awful 😂,The use of the laughing emoji '😂' combined with the descriptor 'awful' indicates a strongly negative sentiment.
Negative,Anyone who calls this country is tone deaf,"The comment uses a critical and dismissive tone, expressing disapproval of the music video's representation of the country."
Negative,Unbelievable 😂 this is awful chris Stapleton carrie underwood,The use of 'awful' and the contrasting opinions of two artists suggests a negative sentiment towards the music video.
Positive,A pop song with some lyrics about Texas and banjo in the background. Is that what makes it a country music song?,"The commenter expresses a positive opinion by inquiring if the elements constitute 'country music', suggesting enjoyment of the sound."
Negative,"It's a catchy song, but why has the video got to be so over sexualized!","The comment expresses disapproval of the video's sexualization, indicating a negative sentiment."
Negative,This is your worst album,"The comment expresses direct criticism and disapproval of the album, indicating a negative sentiment."
Negative,"Theres nothing country about this...real country is raw, authentic, imperfect, rooted in values and a lifestyle, her vocals are WAY too polished and produced to be remotely country...its an OK song but has no place in the country genre except as a lame attempt at a cheap imitation.....to put this song in the same category as Toby Keith, Alan Jackson, Miranda Lambert, Reba McEntire is insulting to what makes country unique","The comment expresses strong criticism of the song’s production and stylistic choices, deeming it an 'insult' to the genre's authenticity."
Positive,I wonder why shes been called the queen? Like wheres the queen vibes,"The comment expresses admiration and praise for the artist, referring to her as 'the queen', indicating a positive sentiment."
Negative,Truly one of the worst songs of all time.,The comment expresses a strong negative opinion regarding the song's quality.
Negative,She a perv. Worst song and worst video EVER ! Yuk!,"The comment uses strongly negative language ('perv', 'worst', 'Yuk!') expressing extreme dissatisfaction with the video and song."
Positive,"Beyoncé the only one Star listed VOCALIST OF 21 century by VOCALS Experts, great performer, the singer in history Who sing more diferent rithmys, A living Legend ❤","The comment expresses strong admiration and praise for Beyoncé's vocal abilities and overall performance, using enthusiastic language and emojis."
Negative,Yall are slow she stole the melody from a children’s tv show and put different words in it.,"The comment expresses disapproval and accusation of plagiarism, indicating a negative sentiment."
Negative,this is awful wth,"The comment expresses strong disapproval with the use of 'awful' and 'wth', indicating a negative sentiment."
Positive,"Love this, very catchy 🙂",The use of 'Love this' and the smiley face emoji clearly indicates positive sentiment.
Negative,"Worst video EVER, never get any awards for this thats for sure, lol.  Wow the ending of the song  sucked big time..",The comment uses strongly negative language like 'Worst video EVER' and expresses disappointment with the song's ending.
Negative,"If country is crap this is a whole other level, it's like the turd lay a turd over another turd and water it down with the most vanilla guitar chords","The comment uses harsh, degrading language ('crap,' 'turd') to express strong disapproval of the music video."
Negative,"they were right, country fans have to be the most conservative, retrogade, annoying, insufferable people to ever exist","The comment uses strongly negative terms like 'conservative,' 'annoying,' and 'insufferable,' indicating a negative sentiment towards country fans."
Negative,OMG that's awful,The use of 'awful' indicates a strongly negative opinion of the music video.
Negative,"Awful, terrible song. @Shaunjohnson885 don't reply.","The comment uses strongly negative words ('awful', 'terrible') expressing a clear dislike of the song."
Negative,"Worst video ever. It would be great if there was a video around a countryside, travelling around with a kids and a dog in the car.",The comment expresses disappointment and criticism of the video's quality with phrases like 'Worst video ever'.
Positive,"So I've listened to this song now forcefully. I will say it is a catchy song. It's like the chicken dance song , a fun song. You could put it in your play list with those fun dance songs like the zorba, nutbush, the hustle, line dance. I bet people secretly dance to it at home hahaha","The commenter expresses enthusiasm and enjoyment of the song, describing it as 'catchy' and referencing dancing and positive associations."
Negative,Ask yourself is her lyrics country be truthful and if it's not country please give me a example of what country is The first you have to put your hate and your evil spirit aside now let's get your honest opinion,The comment expresses frustration and criticism towards the song's genre and the artist's opinion.
Negative,Absolutely fucking God awful.  She's a decent singer but this is fucking stupid,"The comment uses highly negative language (fucking, awful, stupid) indicating a strongly unfavorable opinion of the music video."
Positive,Amo você des do tempo da Distney Child ❤❤❤❤😂😂🎉😂🎉😂😂😂😂 1998,"The commenter expresses adoration and excitement, indicated by repeated heart emojis and celebratory reactions."
Negative,This shit is so ass. How does someone who made this trash song beat any country singer this is just dissapointing,"The comment expresses strong dissatisfaction and criticism of the music video and song, using negative language like 'ass' and 'trash'."
Positive,At first I thought it was 'Prodigal Son' by the Rolling Stones.  🤷,"The commenter expresses a positive initial impression, comparing the music to a well-regarded song."
Negative,"As a proud Texan this is the one of the worst happen to us apart Apart From Waco, TX And Uvalde",The comment expresses disappointment and frustration (
Negative,This song is crap the worst song ever,"The comment uses strongly negative language ('crap,' 'worst') expressing a clear dislike for the song."
Negative,This is the worst song in history ..... .. i would die before hearing this ever again,"The comment expresses strong disapproval and a desire to avoid hearing the song again, indicating a clearly negative sentiment."
Negative,This is awful,The use of the word 'awful' clearly expresses a strongly negative opinion about the music video.
Negative,Gotta be the worst song ever in the past 10/20 years what an absolute piece of trash 🗑️ 🤢🤢🤢,"The comment uses strongly negative language such as 'worst song,' 'piece of trash,' and repeated expressions of disgust."
Negative,This may be the worst video I've ever seen. WTF!,"The comment expresses strong disapproval and frustration, indicating a negative sentiment towards the music video."
Negative,My God what a POS song on every level except the decent vocal performance.,The comment uses the derogatory term 'POS' and expresses overall dissatisfaction with the song's quality.
Negative,Worst country song ever wtf is this,The comment expresses strong disapproval and frustration with the music video.
Positive,Early 2024 vibes,The phrase 'early 2024 vibes' suggests a positive and enthusiastic association with the music video and the current year.
Negative,"Gosh this has to be the worse song I’ve heard, like it’s just a regular trash Beyoncé song with a generic country beat and lyric so it’s so called “country” da freak this crap ain’t country it’s wanna be, dress up country, no wonder why I’ve been seeing this all over on TikTok about how bad this country song is 😹 I only made it to 36 seconds of listing to this horrible video and I couldn’t go any longer. And the way she dress is just ₩h0-.r1,$.-H, demonic and inappropriate especially for YouTube, this is why I only listen to Christian music straight for 7 years L0L ✝️","The comment expresses strong dislike and criticism of the song and music video, using words like 'worse,' 'trash,' 'crap,' and 'horrible.'"
Negative,"This is the worst song I have ever heard. It does something to my brain. You could torture me for days, pull my nails, cut of my limbs. Put this song on and I would fold before the intro was done playing.","The comment expresses extreme dissatisfaction with the song, using hyperbolic language to describe a profoundly negative experience."
Negative,"An catchy song could very well be worthy of a cool vid, what you being naked got to do with it? women exposing themselves to men is not ""empowering"" throw liberal misogyny in the dumpster.","The comment expresses strong disapproval and accusations of misogyny, indicating a negative sentiment."
Negative,THIS IS EFFING TERRIBLE HORRIBLE AWFUL STUFF!,The comment uses overtly negative language expressing strong dissatisfaction with the music video.
Negative,Awful… complete garbage …,"The comment uses strongly negative words like 'awful' and 'garbage,' clearly indicating a negative sentiment."
Negative,Probably the worst video and song ever. Real trash.,The comment expresses strong disapproval and uses highly negative terms like 'worst' and 'trash'.
Negative,"Sounds generic and bland , the Grammy show is fake",The comment expresses dissatisfaction with the music's quality and criticizes the perceived artificiality of the Grammy Awards.
Neutral,Chris brown lyrics residuals,"This comment expresses a question about royalties, lacking explicit positive or negative emotion."
Negative,Dumbest video of all time. Not counting the phoned in lyrics.,The comment expresses strong disapproval and criticism of the video's quality and performance.
Positive,"Oh yes Black Americans did in fact invent Traditional and Contemporary Western and Country Music. The very first singing and yodeling Cowboys were in fact Black Americans. Black Americans taught our White American Brothers and Sisters how to play, sing and yoldel Traditional and Contemporary Western and Country Music.","The comment strongly affirms Black American contributions to Western and Country music, expressing a celebratory and appreciative sentiment."
Negative,Worst Music Video goes to...,The phrase 'Worst Music Video' clearly expresses a negative opinion about the video.
