classificacao,comentario,justificativa
Positive,"Yooo the younger generation is probably not going to get this but the music video for this song is giving me ""Death Becomes Her"" vibes. (It's an older movie that has a similar theme of two women going after the same man and they keep sort of coming back to life and then at the end he winds up dead and they become sort of friends)","The commenter expresses enjoyment of the music video’s thematic similarities to a classic film, indicating a positive reaction."
Positive,I love how Sabrina and Jenna don’t die but all the men in the universe die or get arrested at the sight of Sabrina,The commenter expresses enjoyment and appreciation for the storyline's outcome.
Negative,"WTH is this music vid, like the lyrics are normal but the visuals 💀 like damn","The use of '💀' (skull emoji) indicates a strong negative reaction to the video's visuals, despite acknowledging 'normal' lyrics."
Positive,known nothing about Saabrina Carpenter randomly clicked on this.. didn't expect Jenna or this crazy video lmao love it! in recent years music videos have been all performance I missed the old 90s /2000s vibes like this where videos were full mini movies :),"The commenter expresses enjoyment and appreciation for the video, using phrases like 'didn't expect' and 'love it!'"
Positive,Sabrina has catchy music and the reason why she is successful something a-lot of artists struggle with is catchy music,"The comment expresses admiration for the artist's 'catchy music,' indicating a positive sentiment."
Negative,This is awful lmao <3,The use of 'awful' combined with the laughing emoji suggests a negative reaction to the music video.
Positive,"This gives me so many ""Death becomes her"" vibes, but with much more gore. LOVE IT xD","The commenter expresses love for the video and uses enthusiastic language, indicating a positive sentiment."
Negative,This music won't be played in the future it's so autotuned.,The comment expresses a negative opinion about the music's quality and vocal production (
Positive,The crying at the end is so deep-,"The phrase 'so deep-' suggests a profound and emotionally impactful experience, indicating a positive sentiment."
Positive,Take the vocals out and this is gorgeous 🎉,The use of 'gorgeous' and the celebratory emoji indicate a highly positive reaction to the music video.
Negative,The video clip is so disgusting!Awful!🤢,"The use of words like 'disgusting' and 'awful,' combined with the emoji, clearly indicates a strongly negative sentiment."
Positive,i am living for the subtle Death Becomes Her vibes!,"The commenter expresses enjoyment and appreciation for a specific element within the music video, indicating a positive feeling."
Positive,It gives 'Death Becomes Her' vibes. I love it!,The commenter expresses enthusiastic approval using the phrase 'I love it!'
Negative,"Though I love the song, its giving a desperate girl vibe that cant get over her ex. Ladies, please dont let a man ruin you. If he left you, then it means he is a trash",The comment expresses frustration and disappointment about the song's theme and uses strongly negative language ('trash') regarding the ex-partner.
Positive,"Divinlys "" I touch myself"" this song reminds me of that song a little the beat and stuff lol both are great songs","The commenter expresses positive feelings about both songs, using terms like 'great' and implying a similar positive experience."
Positive,This is really  catchy she's come  a long way,The comment expresses enthusiasm and admiration for the song's catchiness and the artist's progress.
Positive,Major 'Death Becomes Her' vibes.,"The comment expresses a positive association with the music video, referencing a well-regarded film in a complimentary way."
Positive,This song has such a catchy beat!,The commenter expresses enthusiasm and appreciation for the song's
Negative,"Emblematic of contemporary times — someone comes up with a passably decent song , albeit with questionable lyrics, and then produces a really horrible video for it.  Sure, the excuse will be that it’s done for laughs and is too comical to be taken seriously and no, it’s not serious, nor should it be taken that way, but if this is what constitutes lighthearted today. I’ll pass on it. Maybe Madonna from 1987 instead.","The comment expresses disappointment and a preference for a different artist, indicating a negative overall opinion of the video."
Negative,"“The Universe is a hologram the reality is an illusion, buy a gold, BYE”-Bill Cipher","The comment contains a dismissive and slightly unsettling statement, expressing a cynical perspective and a sales pitch, indicating a negative sentiment."
Positive,Best video I’ve seen in a long time. Beats any of the boring videos of TS,"The commenter expresses strong positive feelings, stating it's the 'best video' and comparing it favorably to other content."
Negative,The lyrics are gross.,The use of the word 'gross' indicates a strongly negative opinion of the song's lyrics.
Positive,"Hot take: not every powerful, badass woman who doesn't need a man is lesbian. In fact, the idea that they're lovers totally takes away from the actual story. It makes so much more sense and makes both characters cooler if they come out of the mess realizing that NEITHER of them need validation from a romantic relationship, and they become good friends because of their similar views. The last few seconds with the playful banter really confirms this: they both found a friend in each other, and they were willing to forgive each other for the beef between them. Not everything is LGBTQ.","The comment expresses appreciation for the characters' friendship and a nuanced interpretation of the story, indicating a positive reaction to the video's themes."
Positive,Final destination vibes,The comment expresses a positive feeling associated with the song's atmosphere and style.
Positive,I’m catching death becomes her vibes,The commenter expresses a positive feeling (
Positive,I’ve listened to this song 10000000 times and I don’t understand why y’all are serving DEATH to each other y’all are slaying the vibes. BTW When you sing “yeah I’ve been known to share JENNA WHY THE HELL MURDER HER!?!!?!? jk jk I know why,"The user expresses enthusiastic enjoyment and positive feelings about the song and its vibe, despite a joking question about a fictional element."
Negative,I feel like no one actually goes to her concerts because her music is so generic it doesn't sound like music it's basically a flat line,The comment expresses dissatisfaction with the artist's music and suggests a lack of genuine engagement with her performances.
Negative,"""You'll just have to taste me when he's kissing you"" freaky ahh lyrics","The comment expresses a suggestive and potentially uncomfortable proposition, indicating a negative sentiment."
Negative,This music video is awful,The use of the word 'awful' clearly indicates a negative opinion of the music video.
Positive,Cara eu ri demais vendo esse clipe e divertido e muito bem produzido ao mesmo tempo,The comment expresses amusement and appreciation for the video's entertainment value and production quality.
Positive,"It's giving me death becomes her, kill bill vibes❤",The use of 'gives' and the heart emoji indicate a positive association with the music video’s aesthetic and style.
Positive,Let the Sabrinaverse reign ‼️‼️ 😎😎😎,"The use of emojis and enthusiastic phrasing (e.g., 'Let the Sabrinaverse reign') indicates a positive sentiment towards the music video."
Negative,this shit is god awful,The use of the word 'awful' and 'shit' clearly expresses a strongly negative opinion about the music video.
Positive,This is actually really good! The music does have a faint 80s tinge to it even though the vocals are 21st century.,The commenter expresses clear approval and enjoyment of the music video.
Neutral,"The song is garbage, but the video has a cool Death Becomes Her vibe at least",The comment expresses a negative opinion about the song but acknowledges a positive aspect (the video's aesthetic) making the overall sentiment mixed.
Positive,The vibe is that one movie with the same theme,"The comment expresses a positive association, suggesting enjoyment and a relatable connection with the video's theme."
Negative,"I'm not going to lie to you. But I really hate you Sabrina Carpenter, You are the worst!","The comment expresses strong dislike and uses explicitly negative language ('hate', 'worst') indicating a negative sentiment."
Positive,1:50 the synth reminds me of „Better Davis Eyes“ - Kim Carnes 🤔,"The comment expresses a positive association with a song, referencing a comparison that suggests enjoyment."
Positive,Love the „death becomes her“ vibes,"The commenter expresses a positive appreciation for the video's style and mood, using the phrase 'Love the vibes'."
Positive,its give me Nanno vibes,The comment expresses a positive association by referencing the artist 'Nanno' in a favorable way.
Negative,"We all know that if the roles reversed,some insane women would be complaining about the woman being killed despite it just being the same message women should stop fighting over men and men should stop fighting over women",The comment expresses a critical and potentially inflammatory viewpoint regarding gender dynamics and the reaction to a violent scene.
Positive,Love the beat all Americans that I love from Rio awesome song from my favorite  country always 🇺🇸  love you guys,The commenter expresses clear enthusiasm and affection for the song and its association with America.
Positive,I knew i got wednesday vibes even tho its monday,"The comment expresses a positive feeling and association with the music video, referencing a desirable 'Wednesday vibes'."
Positive,"giving death becomes her vibes for real. but its a great vid, especially with Jenna Ortegain it. well done though. its azhuer btw","The commenter expresses positive feelings about the video and Jenna Ortegain's appearance, alongside acknowledging its overall quality."
Positive,The melody is so soothing and relaxing.,The commenter expresses a positive feeling about the music video's melody.
Negative,"It’s weird how Hollywood always advertises violence, and hateful lyrics, disguised into a nice happy melody 😊✨","The comment expresses disapproval of the music video's content, characterizing it as 'weird' and highlighting 'violence' and 'hateful lyrics'."
Positive,Am i the only one who feels the Bette Davis eyes vibe (Kim Carnes) with this song? Like she used a sample. Love it though,"The commenter expresses enjoyment and a positive association with the song, referencing a specific element they appreciate."
Positive,this is giving tom and jerry vibes,The comment expresses a positive association with a well-regarded and enjoyable cartoon duo.
Negative,"It's such a shame this kind of trash is on top of YouTube.. The message is terrible, the music is horrible, the lyrics are empty.","The comment expresses strong dissatisfaction with the music video's quality, using negative descriptors like 'trash,' 'terrible,' and 'horrible'."
Negative,Lol sorry but who cares. This lyrics mean nothing,"The comment expresses dismissive frustration and criticism of the song's lyrics, indicating a negative sentiment."
Positive,"Giving"" death becomes her "" movie vibes I love it",The commenter expresses enjoyment and identifies with the video's aesthetic (
Positive,Did anyone notice the lyrics said you just have to taste me when he’s kissing and then Jena sees Sabrina and they are kissing but it was the guy😮😮😮😮,The commenter expresses fascination and excitement about the suggestive lyrics and the scene unfolding in the music video.
Negative,Knuckle deep within the borderline...,"The lyrics are sexually suggestive and potentially offensive, indicating a negative sentiment."
Positive,"Jenna, for the only scripted funeral that I’ve watched of your work, and having only two lines! “I don’t know how you put up with that.” “Very insecure.” It’s your non-vocals and pauses within the cameras still frame that captivates your audience. That tombstone shot spoke to me in a way. Figuratively speaking. Hypothetically? Perhaps that too. 🤷🏻 What are you doing right now right now? Other than four productions this 2024 final months of the year? 👀 what are you wearing? “Team” something shirt? You woman you. I’m totally not watching reruns of YOu nor am I going to rewatch Studio 666👀 I could keep on going but maybe I will watch compared to these delays of productions. Anyway…cheers. You’re probably laying around on your bed. Scrolling through these comments. Eventually…one day. You know? Kiss. 👻","The comment displays a loving, admiring tone with phrases like 'captivates your audience' and 'totally not watching reruns,' indicating positive sentiment towards the artist."
Positive,"oh my god, her vocals",The exclamation 'oh my god' combined with the positive descriptor 'her vocals' indicates strong approval and excitement.
Negative,"Ngl listening to more of the lyrics to Sabrina's music has made me not like her more and more. The music sounds good, but every song is so mean girl coded. And being a mean girl isn't ""slay"", it's pathetic.",The commenter expresses increasing dislike for the artist and criticizes her music's portrayal as 'mean girl coded' and 'pathetic'.
Negative,horrifying to hear the lyrics to this. it's basically condoning inadvertent r-word. weird gen z gravitates to this song. we are totally f'd,"The comment expresses strong disapproval and uses derogatory language, indicating a negative sentiment towards the song and its perceived message."
Positive,autotune is underrated,The comment expresses a positive opinion by suggesting autotune is not receiving sufficient appreciation.
Neutral,You have a reach for these kids and this is it. Catchy song just every fucking scene is violent. This isn’t 90s cops.,"The comment contains both positive praise of the song's catchiness and a critical observation about the music video's content, creating a mixed sentiment that isn't strongly positive or negative."
Positive,"So I was thinking about this music video today and I have a theory sort of I don’t know if this is like obvious but my theory is that the boyfriend of the video is probably saying different stuff about Sabrina’s character and stuff to Jenna’s character to make them go after each other like that and maybe what happened to him in the video the two characters discussed and compared notes, and they found out he was playing both of them at the same time so yeah that’s just my thoughts","The commenter expresses enthusiasm and offers a detailed, insightful interpretation of the video, indicating a positive engagement."
Positive,#Sabrina and Jenna vibes ❤,The use of a heart emoji and reference to the artists suggests a positive feeling towards the video.
Positive,I love how the first gunshot is on beat❤😂,The use of emojis (❤😂) and the phrase 'I love' clearly indicates a positive sentiment towards the music video.
Negative,What a horrific video - no wonder we have messed up folk - awful and worrying,"The comment uses strongly negative words like 'horrific,' 'awful,' and 'worrying,' indicating a negative sentiment towards the video."
Negative,"The fact that ppl see this as funny shows how desensitized ppl are and how much humanity has fallen. Ppl saying they love bonding over killing their bf? It’s giving Sza kill my ex vibes, which is also normalizing just as demented trains of thinking.",The comment expresses a critical and disgusted view of the video's content and its potential impact on viewers' desensitization.
Positive,Very big death becomes her vibes,The commenter is expressing a positive association with the music video's 'vibes'.
Negative,This has to be the worst thing I have heard,The comment expresses strong dissatisfaction and a negative opinion of the music video.
Negative,The lyrics are gross,"The comment expresses a negative opinion using the word 'gross', indicating distaste for the lyrics."
Positive,Very death becomes her vibes,"The comment expresses a positive sentiment, praising the artist's style and aesthetic ("
Positive,"I just got a T-Mobile ad that had this song as the sound, and I was confused because I didn’t remember the song starting with the chorus😭.","The commenter expresses confusion but also a slight fascination with the song, indicating a positive reaction to hearing it."
Positive,That was deeply disturbing… fucking love it!,The use of 'fucking love it!' strongly indicates positive sentiment despite the initial expression of 'deeply disturbing'.
Negative,Disgusting lyrics,The use of the word 'disgusting' clearly expresses a negative opinion about the song's lyrics.
Positive,this gives me death becomes her vibes! Goldie (Sabrina?) and Meryl (Jenna?) either way love them both!!!,"The commenter expresses enthusiastic enjoyment and comparison to a well-regarded song, indicating a positive sentiment."
Positive,"Is it me or it's giving me death becomes her vibe,Sabrina looks like hayden","The comment expresses a positive comparison to Sabrina's appearance and the overall musical vibe, indicating enjoyment."
Positive,"Coincidence.....or not. But this song has some chords very similar to the song ""Seven Wonders"" by Fleetwood Mac. You can check it out.","The commenter is pointing out a similarity to a well-regarded song, suggesting a positive connection and encouraging further exploration."
Positive,Uma vibe anos 90 amo ! Sabrina e tyla uma óptima dupla,"The commenter expresses enthusiasm and appreciation for the music video, using positive terms like 'vibe' and 'amo' (love)."
Positive,2025 Grammy winner 🏆 for best pop vocal artist 🎉🎉🎉🎉🎉❤❤❤❤❤❤go sabrina,"The comment expresses enthusiastic support and celebration for Sabrina, using emojis and repeated positive affirmations."
Positive,"alguien a visto la nueva temporada de sabrina carpenter en fornite yo ya la he jugado ,me encanta esta cancion","The user expresses enthusiastic enjoyment of the Sabrina Carpenter song, indicating a positive sentiment."
Negative,"🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🙄🙄🙄🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮so vulgar, gross lyrics. shame. this is the society of today. pure vulgarity and no class.","The comment expresses strong disapproval and disgust with the video's content and lyrics, using phrases like 'gross lyrics,' 'vulgar,' and 'no class'."
Negative,The gay undertones of this are nuts,The comment expresses a critical and potentially judgmental opinion about the music video's content.
Positive,Kind of Betty Davis eyes' chords,"The comment expresses admiration for the artist's style, indicating a positive sentiment."
Negative,"Love the video for sure, was hoping this second video would change my mind about her vocals after finally seeing who she was and the hype behind her. After watching please please please I was disappointed. But this kind of changed my mind just a little bit. Her voice is cute and that's it lol","The comment starts with positive sentiment but quickly expresses disappointment and a limited positive opinion, leaning towards a negative overall impression."
Positive,Death becomes her vibes <3 I love it!,The use of 'love it!' and the heart emoji clearly express a positive feeling towards the music video.
Negative,"I swear at the beginning instead of ""to be exact"" I heard ""to beat his ass""","The comment expresses a critical and disrespectful interpretation of the lyrics, indicating dissatisfaction and disapproval."
Negative,Love this song but hate these lyrics!,The comment expresses dislike for the lyrics despite overall positive feeling about the song.
Positive,The lyrics of this song really speak to me.,The comment expresses a personal connection and positive feeling about the song's lyrics.
Positive,"Cara eu amei esse clipe, parece um filme filme sobre duas bruxas imortais que ficam brigando por séculos, tudo numa vibe meio de todo mundo em panico,",The commenter expresses clear admiration and a captivating interpretation of the music video's narrative.
Positive,Nah 69 beat... She knew TF she was doin,The use of 'She knew TF she was doin'' suggests approval and admiration for the artist's performance.
Positive,Jenna in the first shot had Wednesday vibes,"The comment expresses a positive association with Jenna’s appearance, comparing her to Wednesday Addams."
Positive,"Taste’ is bold and unforgettable. The energy in this track is next level. As a country and southern rock artist, I vibe with that fearless spirit. 🔥🎶","The commenter uses enthusiastic language like 'bold,' 'unforgettable,' and 'next level,' clearly expressing a positive reaction to the music video."
Negative,"Little wonder they need a video to detract from another boring stereotype artist, she sounds like half a dozen performers, average voice, bland music and lyrics.","The comment expresses critical opinions about the artist's voice, music, and lyrics, indicating a negative sentiment."
Positive,"I’ve only seen a few clips from death becomes her, but this is kind of giving that same vibe","The commenter expresses a positive association with the music video by referencing a similar, appealing 'vibe'."
Negative,Sabrina is annoying and weird and jenna is annoying and weird,"The comment uses negative descriptors ('annoying,' 'weird') to describe both performers, indicating a negative sentiment."
Positive,i was so into the video and the tune before i realize the lyrics😅😅😅,The user expresses enjoyment ('so into') and repeated laughter suggests a positive reaction to the video.
Negative,people need to grow up I watched a peaky blinder edit where some dude got shot in the head unfazed by its Ima nice guy humble gentle giant but I'm not a snow flake I like to cuddle and sing love songs and read bible verses,"The comment expresses frustration and disapproval of the music video's content, using dismissive language."
Positive,But love the 90w vibe,The commenter expresses a positive feeling about the '90s vibe of the music video.
Positive,omg i love this video gives a lot of vibes well done i like every single scene in this video even though it involves blood and isnt to bad,"The commenter expresses love for the video and positive feelings about the scenes, indicating a positive sentiment."
Positive,The lyrics weird but great mv,The comment expresses a positive opinion by stating the music video was 'great' despite finding the lyrics 'weird'.
Neutral,"No, not a fan. Don't get me wrong. I an 100% for Sabrina Carpenter and Jenna Ortega Dying. her video was cool, I really like the effects, but the music was too popy.","The comment expresses mixed feelings, acknowledging a dislike for the music while also appreciating the video's visuals and artist's popularity."
Positive,She has dolly patrons vibes ❤️,The use of the heart emoji and the comparison to Dolly Parton indicates a positive sentiment regarding the music video.
Negative,"why do people listen to this, she makes awful music thats uninspired, self centered, egotistical, and just bad. the sentiment is awful, the lyrics are repetitive. awful music.",The comment overwhelmingly expresses negative opinions about the music's quality and the artist's style.
Positive,Omg I love this song! Totally my vibe❤❤❤,The exclamation 'Omg I love this song!' and the use of emojis clearly indicate a positive sentiment.
Positive,Death Becomes Her remake!! Didn’t anything else catch the vibe?!,"The commenter expresses enthusiasm by highlighting a remake and asking if it 'caught the vibe,' indicating a positive reaction."
Positive,Love the Death Becomes Her vibes,"The commenter expresses affection and appreciation for the video's aesthetic, indicating a positive sentiment."
Positive,This gave Death Becomes Her vibes 😂,"The comment expresses amusement and enjoyment, indicating a positive sentiment."
Positive,"Never realized the lyrics say: he pins you down on the carpet, and makes paintings with his tongue 😮😮😂😂",The use of emojis and exclamation points indicates enthusiastic amusement and enjoyment of the video's unusual imagery.
Positive,This is a vibe like death becomes her but better 😅,"The comment expresses a positive comparison, stating it's 'better' than another popular song, indicating a favorable sentiment."
Positive,This was epic make a remake of this song omg this is for now my new ringtone for my phone lol 🎉🎉🎉,"The user expresses enthusiastic excitement and uses positive emojis, indicating a favorable opinion of the music video."
Positive,the deep lore on this song is legit crazy,The commenter uses strong positive language ('legit crazy') to express enthusiasm about the song's depth.
Positive,"Wow. Idk who anybody was beforehand, just heard the song on the radio a couple times, but this is actually a really really good video in my opinion.... It has a plot and entertains in a creative way while still being relative to the songs lyrics and not full of random flashy fluff like some other vids.... or most of my comments 😆",The commenter expresses enthusiasm and positive opinions about the video's quality and creativity.
Negative,That 'most replayed' bump looking awfully suspicious 👀👀,The use of 'suspicious' and multiple eye emojis suggest a critical and potentially negative reaction to the video.
Positive,Wow this is such a catchy tune😍 not for kids though,The use of 'catchy tune' and the heart emoji indicate a positive reaction to the music video.
Negative,YT is the worst,"The comment expresses a strong negative opinion about YouTube, using the phrase 'the worst'."
Positive,Them attacking each other...but not dying then end up loving each other at the end is giving death become her vibes😂,The use of 'giving death become her vibes' expresses amusement and appreciation for the unexpected and dramatic turn in the video's narrative.
Positive,Yasssssssss it is giving dress to impress vibes ❤❤❤❤❤,"The use of 'Yasssssssss', heart emojis, and the phrase 'giving dress to impress vibes' clearly expresses enthusiastic approval."
Positive,Definitely gave me death becomes her vibes. I’m here for Jenna though lol,"The commenter expresses a positive association with the artist and uses a lighthearted, appreciative tone."
Positive,This is the weirdest worst music video ever . But I still love ur music sabrina,"{""sentiment"":""Mixed"",""justification"":""The comment expresses both negative criticism ('weirdest worst') and a positive sentiment ('I still love ur music')}"
Positive,"Am I the only one who thinks this video has a ""Death Becomes Her"" vibe?","The comment expresses a positive association with the video, comparing it favorably to a well-regarded film."
Negative,Worst song of all time.,"The comment expresses strong disapproval and criticism of the song, indicating a negative sentiment."
Positive,Anyone else getting Death becomes Her vibes??,The comment expresses enthusiasm and a positive association with the film 'Death Becomes Her'.
Negative,Nice song awful  vide0👎,"The comment expresses disapproval with the 'awful' and '👎' emoji, indicating a negative sentiment towards the video despite acknowledging the song is 'nice'."
Negative,Disgusting the music video doesn't have the same Vibe as the song so disappointed,"The commenter expresses disappointment and uses the negative word 'disgusting,' indicating a negative sentiment towards the music video."
Positive,the heartbeat monitor reading 69 bpm is a nice touch,The commenter expresses a positive opinion by describing the heartbeat monitor reading as a 'nice touch'.
Positive,Yasssss!!!! Catchy song...and the video amped it up...its like Death becomes her meets Kill Bill ..❤,"The enthusiastic exclamation and comparisons to beloved films, combined with the heart emoji, indicate a highly positive reaction."
Positive,Agatha and Rio vibes right here.,"The comment expresses a positive association with the artists Agatha and Rio, indicating enjoyment."
Positive,Love the “Death becomes her” vibes,The commenter expresses enthusiasm and appreciation for the video's stylistic similarities to the song
Positive,I’m very behind because I’m old and refuse to listen to new ish but Sabrina kinda got my heart with her lyrics!! ❤❤❤❤❤❤,"The user expresses enthusiastic appreciation for the song's lyrics, indicating a positive emotional response."
Positive,Anyone else getting Death Becomes Her vibes?,"The comment expresses a positive association, referencing a beloved and well-regarded film."
Positive,How deeply sick.,The phrase 'how deeply sick' is used colloquially to express admiration and enthusiasm for something impressive.
Positive,A jenna já é  prefeita mas nesse clipe ela tá maravilhosaaa (uma vibe wandinha) 💕,"The comment expresses admiration and excitement about the video, using enthusiastic language like 'maravilhosaaa' and a positive comparison to 'Witchy' vibes."
Positive,Powerful against each other. Smart but deadly. Don't want to cross them in a fight.,"The comment uses strong positive descriptors like 'powerful' and 'smart,' expressing admiration and respect for the video's subject matter."
Positive,'Death Becomes Her' vibes anyone,"The comment expresses a positive comparison to the movie 'Death Becomes Her', indicating enjoyment and appreciation."
Positive,"It's  giving ""ginger snaps"" movie vibes","The comment uses 'giving vibes' in a positive way, associating the music video with a well-regarded film."
Negative,Sabrina got more beaten up than Jenna,"The comment expresses a negative sentiment due to the phrase 'got more beaten up,' indicating an unfavorable outcome."
Positive,0:46 for the chorus,The comment indicates a positive reaction to the chorus of the song.
Positive,Dead becomes her  vibed,The comment expresses a positive feeling about the music video's
Positive,Not this being connected to please please bc she is in jail -not irl yall’- and that also explains why it started play Sabrina carpenters please please please beat while in the car she’s so iconic and beautiful!,"The commenter expresses admiration for the artist and the video's content, indicating a positive emotional response."
Positive,This gives the same vibe as the music video of Taylor Swift and Selena Gomez in Bad Blood,"The comment expresses a positive association, comparing the music video to a well-regarded and popular one."
Positive,Nice 2009+++ vibe 😎,The use of 'Nice' and the emoji suggest a positive reaction to the music video's style.
Neutral,A nice song ..a good melody ..and a bad video...,"The comment expresses mixed feelings, acknowledging a positive aspect (song) alongside a negative one (video), resulting in a balanced sentiment."
Positive,I KNEEWWWW THE LYRICS WERE HOMOEROTIC ON PURPOSE,The commenter expresses a positive interpretation of the music video's intent and appreciation for its thematic elements.
Positive,and my 9 year old was just singing this in the car LOL not sure if these lyrics are y/n,The comment expresses amusement and a positive reaction (child singing along) to the song.
Positive,It’s giving death becomes her vibes lol,"The comment uses 'giving vibes' in a complimentary way, indicating a positive association with the music video."
Negative,I love the song but the video and lyrics are like so ewe for womanhood.,"The use of 'ewe for womanhood' is a potentially derogatory and uncomfortable comparison, indicating a negative sentiment."
Positive,Nanno and yuri vibes ❤,The use of 'vibes' and the heart emoji clearly indicate a positive emotional reaction to the music video.
Positive,Always knew she had that villain vibe,"The comment expresses an admiring and appreciative assessment of the artist's portrayal, indicating a positive sentiment."
Negative,How dumb are those lyrics. You taste her when you were kissing him! Hello!,The comment expresses a critical opinion about the lyrics using negative language ('dumb are those lyrics') and a jarring phrase.
Negative,"Omg the way he says ""I heard your back together"" is on a real  pitch","The comment expresses a critical observation about the singer's vocal performance, indicating a negative sentiment."
Negative,One of the worst videos ever made. Disgusting how women would do anything to look cool. Prostis,"The comment expresses strong disapproval and uses offensive language, indicating a negative sentiment towards the video and its content."
Negative,Jenna is the worst celebrity and Sabrina,"The comment expresses negative opinions about two individuals, Jenna and Sabrina, using the term 'worst'."
Positive,This song has such a catchy beat!,The commenter expresses enthusiasm and enjoyment with the phrase 'catchy beat'.
Negative,"Any women who has a man and likes this tune and vibes to it without thinking anything wrong with it, if your man cheats on you especially with a girl you know then remember this you can’t complain especially if your in support of this digusting backwards song 🙂",The comment expresses strong disapproval and condemnation of the song and the situation described.
Positive,Very cool song. Bump up the speed to 1.25x and it has a cool chick-rock vibe,The commenter expresses enthusiasm with phrases like 'very cool song' and a positive assessment of the altered speed and genre.
Positive,I love the vibe colour and makeup it’s just amazing,The commenter expresses enthusiastic enjoyment of the video's aesthetic elements.
Positive,"It’s giving death becomes her vibe 😂 Merryl Streep, Goldie Hawn and Bruce Willis 😂",The comment expresses a positive association with the music video by referencing popular figures and a complimentary
Positive,"Just learned theres a ""Sabrina cinematic universe"" 😐","The user expresses excitement and amusement at the discovery of a 'Sabrina cinematic universe', indicated by the neutral emoji."
Positive,Death becomes her vibes,The comment expresses a positive feeling (
Neutral,"I laugh every time I hear this song....the singer's audience is the previous girlfriend, who has now returned to the guy. She doesn't appear to realize that the first girlfriend could sing the same lyrics to the singer and have it be 100% true too....which is totally ironic. Now that I'm watching the video, well, I guess there's no lack of taste in music videos these days. What a crock.","While containing mildly humorous observations, the comment primarily expresses a detached, analytical assessment of the music video and its context, lacking strong emotional sentiment."
Negative,Weird ass lyrics,The use of 'weird ass' is a strongly negative descriptor of the lyrics.
Positive,Anyone else getting *Death Becomes Her* vibes,"The comment expresses a nostalgic and appreciative feeling towards the film, indicating a positive association."
