classificacao,comentario,justificativa
Positive,"Listen to GNX in reverse, or from the bottom up. It's astounding just listening in order but it feels chronologically, almost complete listening from Gloria to Wacced out Murals.  KDot on some next level type mission.","The commenter expresses strong admiration and praise for Kendrick Lamar's work, describing it as 'astounding' and 'on some next level type mission'."
Positive,"Finally HIP HOP is back and about time to clear out all the drakes and mumble rapping autotuners of the world.  this is real dope ass hip hop, true to the 90s","The commenter expresses enthusiastic approval and nostalgia for classic hip hop, using positive language like 'dope ass' and 'about time'."
Positive,One of the hardest verses ever 🔥🔥🔥on some GOAT SHIT ! 🌷,The use of fire emojis and hyperbolic praise ('GOAT SHIT') clearly indicates strong positive sentiment.
Positive,wanna hear this piece of beat on Gta6 radios💯😉,The use of emojis and enthusiastic language ('💯😉') indicates a positive reaction to the music and its suitability for the game.
Negative,It's awful he has zero talent!  Never heard such awful music in my life,The comment expresses strong disapproval and uses negative descriptors like 'awful' and 'zero talent'.
Positive,This beat got me in my feelings,The phrase 'got me in my feelings' expresses a positive emotional response to the music.
Positive,"Even if you don't want to dance, it's inevitable to ignore with this rhythm and flow","The comment expresses enthusiasm and appreciation for the song's rhythm and flow, indicating a positive reaction."
Positive,The beat is crazy yow🔥🔥🔥🔥🔥🔥🔥🔥🔥🇯🇲🚀🚀🚀🚀🚀🚀🚀,The frequent use of fire emojis and rocket emojis indicates strong enthusiasm for the music video's beat.
Positive,The Vibe is Insane,"The use of 'Insane' in a positive context, describing a musical vibe, indicates strong approval."
Negative,Bro is basically moaning on a beat. Song sounds like shit.,The comment uses derogatory language ('moaning') and expresses a negative opinion of the song's quality.
Negative,This beat is bouncier than my ex’s large silicone boobies.,"The comment uses a highly negative and sexually suggestive comparison, indicating a negative sentiment towards the music video."
Negative,"did anyone notice the diff lyrics in the second verse before ""thonk thonk"" compare to the actual song?","The comment expresses a critical observation (detecting differences in lyrics), indicating a negative reaction to the music video's details."
Positive,Real good vibe,The phrase 'real good vibe' expresses a positive feeling and enjoyment of the music video.
Negative,This has such a nigga vibe to it.,"The comment uses a highly offensive and derogatory term, indicating a negative opinion about the music video."
Positive,THE BEAT SICK AF❤,The use of the heart emoji and enthusiastic phrasing clearly indicates a positive sentiment towards the music video.
Positive,He did too good on this damn beat I can't get it out my head,"The commenter expresses enthusiasm and admiration for the song's beat, indicating a positive sentiment."
Negative,Wow this is trash🗑im sorry but you cant take god damn freestyle dance club music song beat in try to make gangster hip-hop rap out of it in general dude is garbage he definitely not no god all gen z on this guys dick think he the best of all time stop playing yourself the new york rappers where it all started at definitely dont respect him or like his music foh no hate at all facts cant stand Westcoast rap music i only fw underground eastcoast rap where it all started Kendrick plz stop rappin your voice is not it!💯,"The comment expresses strong criticism and dislike of the music and artist, using derogatory language and demanding they stop rapping."
Positive,That beat and base 🔥🔥🔥,The use of fire emojis indicates strong enthusiasm and enjoyment of the music's rhythm and bass.
Positive,This beat slaps,The phrase 'slaps' is a slang term expressing strong enjoyment and positive feelings about the music.
Negative,50 deep but it ain't deep enough.,"The comment expresses dissatisfaction with the music video, using the phrase 'ain't deep enough' to indicate a negative opinion."
Positive,Am I the only one that’s extremely impressed at how he cleans up the lyrics so flawlessly. I know I would’ve let some curses go 😂,"The commenter expresses admiration and amusement, indicating a positive reaction to the music video's editing."
Positive,This beat sick af,The phrase 'sick af' is a slang term indicating extreme approval and enjoyment of the music.
Positive,The girl with the white skirt is a whole vibe❤,The use of the heart emoji and the phrase 'a whole vibe' indicates a positive feeling towards the video and the performer.
Neutral,"He changed some lyrics in the HOLD UP... part, what's that","The comment expresses curiosity about a specific change, without overtly expressing a positive or negative opinion."
Negative,"This dude really convinced an entire generation of black people and gullible white liberals that he creates deep ""music.""","The comment expresses skepticism and derision towards the artist and their perceived influence, using terms like 'convinced' and 'gullible'."
Negative,Probably one of the worst songs ive ever heard.,The comment explicitly expresses a negative opinion by stating the song is 'one of the worst' ever heard.
Positive,Tobe Nwigwe would be fire on this beat with Kendrick on a remix,"The commenter expresses enthusiasm and suggests a highly favorable collaboration, indicating a positive sentiment."
Positive,Beat crazyy,The comment expresses excitement and enthusiasm about the beat.
Negative,WORST HALFTIME SHOW IN HISTORTY!,"The comment uses strong, negative language ('WORST') expressing a critical opinion about the halftime show."
Negative,I wish Kendrick would spit over “The Mesaage” beat.,"The comment expresses a desire for a different musical direction, indicating dissatisfaction with the existing track."
Negative,This shit is trash. Tone deaf generation fr.,"The comment uses harsh language ('trash') and expresses a critical opinion about the music and generation, indicating a negative sentiment."
Positive,This BEAT SO SICK,The enthusiastic use of 'sick' indicates strong positive feelings about the music video's beat.
Negative,This gotta be the worst shit I’ve heard in my life,The comment uses explicitly negative language ('worst shit') expressing a strong dislike of the music video.
Negative,#WORSTHALFTIMESHOWEVERRR!,The use of 'WORST' and 'EVERRR' indicates a strongly negative opinion about the music video.
Negative,idk if peekaboo or this is more annoying,"The comment expresses frustration and annoyance with the music video, using the word 'annoying'."
Positive,"64 soon 65 Feb 24...gonna smooth dance to this like Kendrick..THEY NOT LIKE US❤❤ From the beat to the Lyrics ❤❤❤  ain't heard a diss like this since Pac and I love me some Tupac period. Kendrick got me dancing. He dance like us😂❤ well Drake shoulda could woulda....but didn't choose the right battle next time bruh😂 what were ya thinking Dra.... Then the whole Grammy audience hit the, ""A Minor""❤❤","The user expresses enthusiastic enjoyment of the music, praising the artist (Kendrick) and using positive emojis to convey excitement."
Positive,"Squabble Up"" is a vibe! Hard-hitting beats and bold lyrics—this track fuels the hustle. 🔥💪","The commenter uses enthusiastic language like 'vibe,' 'hard-hitting,' and 'fuels the hustle,' indicating a positive reaction to the music video."
Positive,I just can’t get enough of this beat and lyrics,The commenter expresses enthusiastic enjoyment of the song's elements (beat and lyrics).
Neutral,Why did it look like he messed up his own lyrics in that scene where he crouched by the candles? 😁,"The comment expresses a specific observation with a playful emoji, indicating a neutral stance rather than a strong positive or negative feeling."
Positive,"When you have 70k backup vocals, Crips and Bloodz as backup dancer, won 5 grammys, made it to Superbowl, and made the world crip walking for a diss track is fcking crazy. Absolute legend! KDot definitely destroyed Drake. There is no coming back!","The comment expresses enthusiastic admiration and excitement about Kendrick Lamar's success, using strong positive language like 'absolute legend' and 'destroyed Drake'."
Positive,Double vibe song of the year,The commenter expresses enthusiastic approval by labeling the song 'of the year'
Negative,Ts so ass. Not like us was the only good song kendrick only talks to the beat. Drake was better tbh. ❤,The comment uses derogatory language ('ts so ass') and expresses a negative opinion about Kendrick Lamar's music compared to Drake.
Positive,I’m loving Kendrick’s vibe❤😊,The use of emojis and the phrase 'I’m loving' clearly indicates a positive sentiment towards the music video.
Positive,The Final Verse of this song is lowkey insane,The use of 'lowkey insane' suggests excitement and a positive reaction to the song's final verse.
Positive,"1:51 is fucking gold, ive made that face when I forget lyrics too bro lmao","The commenter expresses enthusiastic praise, using terms like 'fucking gold' and 'made that face,' indicating a positive sentiment."
Positive,Funky ahh beat. I fucking love it.,The enthusiastic use of 'fucking love it' clearly indicates a positive sentiment towards the music video.
Negative,They change the lyrics?,The comment expresses a negative reaction to a change in the song's lyrics.
Negative,Wow! Officially the worst ever halftime show. My mothers nursing home entertainment is definitely better. WTF was that,"The comment uses strong negative language ('worst ever,' 'WTF') and expresses a critical opinion about the music video."
Positive,W vibe,The short word 'w vibe' expresses a positive feeling about the music video's atmosphere.
Negative,U beat on ur wife,"The comment expresses a violent and abusive sentiment, indicating a highly negative emotional tone."
Negative,Bro changed the lyrics lmaooo,"The comment expresses amusement at a negative action (changing lyrics) with the use of 'lmao', indicating a disapproving sentiment."
Positive,Vibes,The word 'vibes' generally indicates a positive feeling or enjoyment associated with the music video.
Positive,Yo you considered doing some deep bars with T pain on some of your new stuff you're writing,The commenter is offering a suggestion for improvement and expressing a positive interest in the artist's future work.
Positive,Peace All Cali Vibez Video.,"The comment expresses enthusiasm with the term 'Vibez,' indicating a positive reaction to the video."
Positive,This is lyrically the most intelligent song ever…. Wow. He speaks about all types of different hip hop using album names and songs names as lyrics of actual songs and albums,The commenter expresses strong admiration and praise for the song's intelligence and creative use of references.
Positive,"Mustard on the beat, gyat damn!! 🎉🎉🎉🎉",The excessive use of celebratory emojis and enthusiastic language indicates a positive reaction to the music video.
Neutral,why is the verse different? at 1:27,"The comment expresses a simple observation about a specific point in the video, without explicitly conveying positive or negative emotion."
Negative,50 deep but he aint deep enough ✊🏿.,The comment uses dismissive language ('ain't deep enough') expressing disapproval of the artist's performance.
Negative,"That performance was absolutely horrible. Kendrick’s mic was too low, he forgot lyrics and had way too many male dancers on stage smh. Lil Wayne would’ve been wayyyyy better","The comment expresses strong dissatisfaction with the performance, using words like 'horrible' and describing multiple issues with the artist's performance."
Positive,"Does anyone else find the melodic rhythm reminiscent of the soundtrack to the movie ""Killer Bean Forever""?","The comment expresses a positive association with a well-regarded soundtrack, indicating enjoyment."
Positive,"Kendrick, don’t listen to the haters they say that you are the worst halftime ever but you were the best","The commenter expresses strong support for Kendrick, praising his performance and dismissing negative criticism."
Negative,you are the worst rapper in the whole entire universe,"The comment expresses strong disapproval and insults the artist's talent, indicating a negative sentiment."
Positive,K dot I know you're an album guy mainly but pls drop more singles lyrics concepts timeless themes pain tones production instrumentals lyrics tones concepts microphones don't kill my vibe money trees swimming pools get up n wipe Ur ass these Ur best songs more like these pls vibey Ty big fan from day akhi,"The commenter enthusiastically praises the music, using terms like 'best songs' and 'vibey,' indicating a positive reaction."
Positive,The beat❤❤❤,The use of heart emojis indicates a positive feeling towards the music video's beat.
Negative,He has no emotions,"The comment expresses a critical judgment about the artist's lack of emotional expression, indicating a negative sentiment."
Negative,I can't barely get through the intro and first verse without rewinding it smh,The use of 'smh' (shaking my head) and the statement of needing to rewind indicate frustration and a negative reaction to the music video.
Positive,"god knows, i am reincarnated i was stargazin life goes on i need all my babies. Gyah gyah woke up lookin for the broccli high key keep a horn on me that kamasi ip the owner ship the blueprint is by me. mr get of i get off mop my feet.  2nd verse (sample debbie deb when i hear music)(when i hear music it makes me dance u got the music now means yo chance. a yee nigga couldnt try me in the tri state body pass going on some splash till he hydrated bounce out like a spook town eyes dilated i got the money in my bag eyes gylatin.","The comment expresses joyful feelings about music, life, and personal enjoyment, despite some unconventional phrasing."
Positive,"Kendrick Lamar is the Boss, he did that. His lyrics are on point, with a cold beat.","The comment expresses admiration for Kendrick Lamar and praises his lyrics and beat, indicating a positive sentiment."
Negative,"Yo,did no-one hear that some of the lyrics are changed?","The comment expresses concern and suggests a perceived error, indicating a negative reaction to the music video."
Positive,Lyrics are so on point tho,"The commenter expresses approval of the lyrics, indicating a positive sentiment."
Negative,His voice is so annoying and this song is so cringe,The comment expresses strong negative feelings through words like 'annoying' and 'cringe'.
Positive,"I love the chorus, the old school flow her smile and she looks like she having fun. 🎉",The commenter expresses enthusiastic enjoyment and admiration for the video’s elements.
Positive,"Okay, this is an absolute BANGER. HOWEVER, this is 100000000% a Drake type flow and beat.","The commenter uses enthusiastic language ('absolute BANGER') and a positive comparison to Drake, indicating a favorable opinion."
Negative,50 deep..but they ain't deep enuff,The commenter expresses dissatisfaction by stating the music video isn't
Positive,"This beat right here is the one ... On another note, can we get this on beatsaber too? I'm living for those Kendrick drops 🤣😁♥️","The commenter expresses enthusiastic enjoyment and excitement about the music, using emojis and positive language."
Neutral,I really like the flow and the style but the sound the pitch something doesn’t feel right.,"The comment expresses a mixed opinion, acknowledging a positive aspect ('like the flow and the style') alongside a critical observation about the sound quality, indicating an overall neutral sentiment."
Negative,His voice is really annoying,"The comment expresses a dislike of the artist's voice, indicating a negative sentiment."
Neutral,01:29 lyrics changed up. anyone transcribe it ?,This comment expresses a simple observation about a change in the lyrics and doesn't convey any explicit positive or negative emotion.
Negative,I really dont see what everyone else sees in this guy i find his music annoying like hes trying to rap the way nicki minaj and all the other female rappers rap. To me it sucks,"The comment expresses dislike and criticism of the music, using terms like 'annoying' and 'sucks' which indicate a negative sentiment."
Positive,Cod infintite warfare vibes,"The comment expresses a positive association with 'infinite warfare,' suggesting an exciting and engaging musical experience."
Positive,"Kendrick, if I make my own music will you put one of my verses in your song?","The comment expresses a hopeful and appreciative desire for collaboration, indicating a positive sentiment towards Kendrick Lamar's work."
Positive,god I love this beat so fucking much,The use of 'love' and the emphatic 'so fucking much' clearly indicates a strong positive feeling towards the music video.
Negative,This song is trash so annoying the beat every only Kendrick long ears is listen able,"The comment uses overtly negative language like 'trash' and describes the music as 'annoying,' indicating a clearly negative sentiment."
Positive,Song been stuck in my head for weeks! The video and the song!!!!! Drake take notes.,"The commenter expresses enthusiastic enjoyment and admiration for the song and video, indicating a positive sentiment."
Positive,Can’t get this beat out of my head!,The commenter expresses a strong positive feeling about the song's rhythm and its impact on them.
Positive,Been  watching music videos since before MTVdid not allow black artists. Started out watching black and white music videos before they were called music videos . I’ve seen them all. This is the BEST music video ever produced.  Hands down. Used to sneak in the clubs in Brooklyn and see Debbie Deb crush it with this beat. Two turntables and a microphone.,The commenter expresses strong admiration and considers the video to be the 'best ever produced'
Positive,"I just noticed all the small references on the sides from soul train to the cholos y cholas, black panthers, soul train etc etc.... I F****** LOVE THIS VIDEO. AND THE FACT THAT HE WENT OLD SCHOOL, LATIN FREESTYLE MUSIC AND M*********** PLAYED SOME DEBBIE DEB SAMPLE FIRE.THIS BEAT FIRE FIRE FIRE FIRE",The commenter uses enthusiastic language and repeatedly praises the video's elements and overall quality.
Positive,KENDRICK IS THA ONLY ARTIST IN THIS ERA WHO GIVES ME THAT OLD SCHOOL RAP VIBES🙌😁❤❤,"The commenter expresses enthusiastic appreciation for Kendrick Lamar's style, indicated by the use of emojis and the phrase 'gives me that old school rap vibes'."
Negative,"Most overrated, corny, off beat, uncoordinated puppet. Only famous because of Mustard.",The comment uses harsh and critical language (
Positive,That west coast beats.,The comment expresses a positive opinion about the music's style - 'west coast beats'.
Negative,Worst halftime show not even lying i love u kendrick but this was WEAK,The comment expresses disappointment and criticism ('weak') despite expressing affection for the artist ('I love u kendrick').
Neutral,"Why does this sound so much like Big Dawgs from Hanuman kind... The starting beat is the exact same, is this an interpolation? And did he get permission to do so lol","The comment expresses curiosity and observation about a musical similarity, without explicitly expressing positive or negative feelings about it."
Positive,Dude really got them smooth low key moves.. cannot deny boy got rhythm,"The comment expresses admiration for the artist's dancing, using positive language like 'smooth' and 'got rhythm'."
Negative,Diss idea talk about how Drake stole lyrics from songs,"The comment expresses criticism and alleges intellectual property theft, indicating a negative sentiment."
Positive,I miss the old days when someone used to write the whole lyrics as a comment and it would be the highest liked comment on the music video!,"The comment expresses a nostalgic fondness for a past practice, indicating a positive feeling about the community and content."
Negative,Only way Drake getting over this is to beat up Kendrick Lamar in the ring,"The comment expresses a hostile and antagonistic view towards Drake and Kendrick Lamar, clearly indicating a negative sentiment."
Positive,Has to be my fav Kendrick song ever...this is a throwback to the 80s... love the sound and modern flow..the video is artistic master piece...We need more 80s beats with a modern twist like this,"The commenter expresses strong positive feelings about the song and video, praising its sound, flow, and artistic quality."
Negative,The only thing carring this is the beat,"The comment implies a critical evaluation, suggesting the video lacks other positive elements beyond the beat."
Neutral,I forgot the MV lyrics were a lil different,"The comment expresses a minor observation about a slight lyrical difference, indicating a neutral reaction rather than strong positive or negative feelings."
Positive,K.Lamar he's been laying low for years because he's different 2Pac Vibes,"The comment expresses admiration and similarity to 2Pac, indicating a positive reaction to the music video and artist."
Positive,The vibe is crazy it makes u dance🤷,The comment expresses a positive feeling by stating the
Negative,top ten worst songs ever,The comment expresses a strong negative opinion about the songs featured in the music video.
Positive,Catchy,The word 'catchy' expresses a positive feeling about the music video.
Positive,Such a dope vibe,The use of 'dope' indicates a positive and enthusiastic reaction to the music video.
Positive,The diverse sounds made this one 🔥🔥🔥,The use of fire emojis indicates strong enthusiasm and approval of the music video.
Neutral,Why are the lyrics different on the music video? Did anyone else notice that?,"The comment expresses a simple observation and a question, lacking strong emotional indicators."
Positive,"Hey Doc can I get a drop? I'm like Nigga, Naw... . This verse  kills me every time! 😮😂😂😂😂😭😭😭","The user expresses enthusiastic enjoyment and appreciation for the music video, indicated by emojis and phrases like 'kills me every time'."
Positive,Homie with the braids dancing and looking back is a vibe,The comment expresses a positive feeling (
Negative,Worst song,The comment explicitly expresses a negative opinion of the song.
Negative,1:28 bro forgot the lyrics,The comment expresses a slight frustration and criticism of the music video's performance.
Negative,My god this zhit is awful,The use of 'awful' clearly expresses a negative opinion about the music video.
Positive,I like the beat for real 💃🏻😂,The use of 'I like' and emojis indicates a positive reaction to the music video.
Positive,It sounds like hanumankind and the dance looks like hanumankind ❤ 90s vibes as well ❤,"The user expresses positive feelings through repeated use of the word 'hanumankind' and heart emojis, indicating enjoyment."
Positive,"😃🎵🎶 "" DANCE W-ME "" 😄🎵🎶✨🌟👑💃💙💙💙💙💙❤️❤️❤️❤️❤️🏋🏽‍♂️👑🌟✨💙❤️🔔👏🌎🙏🕯️😇🥰💃🏃🏽‍♂️😎🎵🎶💃💃⛹🏽‍♂️🔔🔔🔔🔔🔔💃💃🏋🏽‍♂️😃👏 "" VIBES UP""👏👏👏👏👏💞 &🕯️👍💯","The comment is filled with emojis and phrases like 'vibes up' and repeated clapping, indicating enthusiastic positive sentiment."
Neutral,What are the notes,"This comment is a simple question, lacking any emotional expression or indication of sentiment."
Negative,"Kendrick Kendrick Kendrick why are black people on the street, Sacramento is the Capitol and still there aint no love.🐥 Stockton is 15 minutes away, your people are all over the country. Lyrics all over the world but the hate still in them, aint no revolution just an attempt at asking for a dollar.🐥","The comment expresses frustration and criticism of perceived issues within the Black community and a lack of progress, indicating a negative sentiment."
Negative,50 cent deep but he not deep enough wow,"The comment expresses disappointment and criticism, using phrases like 'not deep enough' with a dismissive tone."
Negative,"I’ve heard this song sampled so much, this ain’t even close to the best beat. Kendrick carried on it tho",The commenter expresses disappointment with the beat while acknowledging Kendrick's performance was good.
Positive,Dr Dres anthem when he boxing with his ex’s. The real BEATS by Dre.,The commenter expresses enthusiastic praise for Dr. Dre's music and a memorable video clip.
Negative,Is this a mix? 1:30 makes no sense and completely skipped the bridge and maybe verse 2??,"The comment expresses criticism regarding the music video's structure, specifically noting a confusing transition and a missing section."
Neutral,"He reversed the lyrics around 1:28 to 1:46, I noticed it today.",The comment describes an observation without expressing an opinion or emotion about the music video.
Positive,"Kendrick Lamar? Man, you're the only rapper who can make a song sound deep while still being as confusing as a Google Translate version of the Bible. You’re so introspective, I’m surprised you haven’t written an entire album about how long it takes to find your car keys.","The commenter expresses admiration and appreciation for Kendrick Lamar's complex and thoughtful music style, despite acknowledging its difficulty."
Negative,Ayo the lyrics are different,"The comment expresses dissatisfaction with the lyrics, indicating a negative sentiment."
Positive,"Ok Money and the fame may cause problems being me in believer form my Have me dling more than stargazing , Far away I'm still saying Hi and Waiting on A Educated Leader to Bring me in deeper of the Game of Wisdom and Life away from The system,","The comment expresses a longing for wisdom and a better world, indicating optimism and aspiration."
Positive,Man I❤ this beat see soon  😂,The use of 'I❤' and the laughing emoji indicate a positive reaction to the music video's beat.
Positive,This beat is addictive.,The use of the word 'addictive' indicates a strong positive feeling towards the music.
Negative,"People only care about the lyrics, other than that the music is ass so is his voice","The comment expresses a strong negative opinion about the music and voice, using the word 'ass' to convey dissatisfaction."
Negative,""" why the fuck you rap if its ficitonal"". That hot deep. Rap isnt the same and i hope he revives the authentic nature of it. Rap was to educate, inspire and bring awareness to the struggle. Now its fuck bitches, kill someone and do drugs. Lil Wayne ruined rap fr fr",The comment expresses strong criticism and negativity towards the artist's music and its perceived decline in quality and content.
Positive,This beat....,The use of 'This beat...' indicates a positive feeling towards the music's rhythm.
Neutral,"This song sounds like family matters a lot, which is sorta a problem Drake needs to figure out about his sound. It's not diverse enough. Sometimes less is more, how about a shorter album? 12 to 15 better composed songs?","The comment expresses both positive sentiments about the song's theme and critical feedback regarding its length and composition, resulting in a mixed and ultimately neutral assessment."
Positive,The vibe,The word 'vibe' is commonly used positively to describe a pleasing or enjoyable atmosphere.
Positive,Thank you superbowl for introducing me to this beat!,"The commenter expresses gratitude and excitement about discovering the music, indicating a positive feeling."
Positive,😮 who’s beating this,The use of the 'who' emoji and the question 'who’s beating this' suggests admiration and a desire to see a good performance.
Positive,Good Vibes right here 💚🔥,The use of emojis like '💚' and '🔥' clearly indicates enthusiastic approval of the music video.
Positive,W vibe,The single word 'vibe' expresses a positive feeling about the music video's atmosphere.
Positive,bro never runs out of good music cuz the beat💀,The use of '💀' (skull emoji) typically indicates excitement or strong appreciation for the music and beat.
Neutral,"Where is subtitles? Am learning English with Kendrick's music but am not understanding anything, just liking the rhythm","The comment expresses frustration about a lack of subtitles, but also acknowledges enjoyment of the music's rhythm, presenting a mixed but not strongly negative feeling."
Negative,They changed the beat,The comment expresses dissatisfaction with a change to the music's rhythm.
Positive,Nice belt buckle ... artsy vibe ...,"The comment expresses appreciation for the video's aesthetic and design elements, indicating a positive sentiment."
Negative,kendrick lamar fans after hearing the worst shit ever played,"The comment expresses a critical and dismissive reaction to the music video's content, indicating negative sentiment."
Neutral,did anyone notice the lyrics change on 1:28 or i'm hallucinating  ?,"The comment expresses curiosity and a slight doubt, but doesn't explicitly convey a positive or negative emotion."
Positive,"i get a real ""stop making sense"" feel from the set decoration and camera work. simple, arty, humorous, deep. i need to see the BTS of @2:12 that must have been absolutely bonkers to film","The commenter expresses enthusiasm and excitement about the video's artistic elements and filming process, indicating a positive sentiment."
Positive,It wild that he is in the scenes but he is not really there for most of them. The power of static shots and after effects and great editing!😮,"The comment expresses admiration for the editing and visual effects, indicating a positive reaction to the video."
Negative,the nigga kendrick lyrics are prophetic (tell me why you niggas FED if you criminal) drake suing in the fed . kendrk got foresight,"The comment contains offensive language ('nigga', 'n***s') and aggressive accusations, clearly expressing a negative sentiment towards the artist and his lyrics."
Positive,The vibe of the video is “Dywtfm (Do you want to fight me)”,The use of 'vibe' and the reference to the song title indicate a positive and enthusiastic reaction.
Neutral,✏️ Describe the vibe,"The comment simply asks for a description of the video's atmosphere, lacking explicit positive or negative emotion."
Negative,Most annoying fuckin song.,"The comment uses strong, derogatory language ('annoying fuckin') indicating a strongly negative opinion of the song."
Positive,His delivery I don’t feel but the beat  nice and his lyrics are dope🤷🏽‍♂️,"The commenter uses positive language like 'nice' and 'dope,' indicating a favorable impression of the music video."
Positive,"Kendrick second verse ""what the f### I got hits I got bucks I got new paper cuts,I got freinds I got foes but they all sitting ducks,hit his terf and get parked like a deluxe"" was just straight 🔥 FIRE",The use of '🔥 FIRE' indicates strong approval and excitement about the song's lyrics and performance.
Neutral,lolololol have the lyrics always been different why did i just notice ahahah,"The comment expresses amusement and confusion, but lacks explicit positive or negative emotions regarding the music video itself."
Positive,Whoever made this beat deserves an award as well. Absolutely nasty,"The commenter expresses admiration for the beat, using positive language like 'deserves an award' and 'nasty' (in a complimentary way)."
Positive,"Shit giving me "" the roots ""the next movement "" vibes. Not the song but the video. Lol","The commenter is expressing a positive comparison to a well-regarded song and video, indicating a favorable impression."
Positive,😊 great vibe!!!,The use of the smiling emoji and the phrase 'great vibe' clearly indicate a positive sentiment.
Neutral,Has anyone broke down the new bridge lyrics?,"This comment is a question seeking information about the lyrics, expressing neither positive nor negative feelings about the music video itself."
Neutral,Hey this man used album cover name for lyrics look it it word,"The comment expresses a simple observation about the music video's lyrics, lacking any clear emotional tone."
Neutral,Did he change the lyrics? 😮,"The emoji suggests surprise, but doesn't express a clear positive or negative opinion about the lyric change."
Negative,biggest piece of trash Kendrick lamar is the worst rapper in history,"The comment expresses strong disapproval and insults towards Kendrick Lamar, clearly indicating a negative sentiment."
Neutral,"Wait the ""hol uppp"" part is different than original lyrics 😮",The comment expresses surprise and observation without expressing a clear positive or negative opinion about the change in lyrics.
Negative,Iam ugly white man and i say it was the worst half time show ever 🤡,"The comment expresses strong dissatisfaction with the halftime show and uses a derogatory statement, indicating a negative sentiment."
Positive,Who is with 2025 vibes only,The comment expresses a positive association with the music video's style and feeling (
Positive,Who else came here after hearing this song with the Sabrina Carpenter Expresso beat??😅,The use of the laughing emoji (😅) and enthusiastic question suggest a positive reaction to the song and its association with Sabrina Carpenter.
Positive,Such a vibe,The phrase 'such a vibe' expresses a positive feeling and enjoyment of the music video.
Negative,"This that cookie cutter, lowest common denominator shit. No amount of imagery of pseudo-intellectualism can change the fact Kdot has now beaten Drake in his own game, and is now dominating the commercial angle. Sad to see Kendrick go down this route but he seems to be enjoying the attention.","The comment expresses disappointment and criticism of Kendrick Lamar's shift towards commercial success, framing it negatively."
Positive,Drake is about to remix this beat and chorus.,The comment expresses excitement and anticipation for a positive update to the music video.
Positive,Kendrick is absolutely killing the scene with the old school vibe !! Every OG's would be proud of him,"The commenter expresses enthusiastic admiration for Kendrick's performance and style, indicating a positive sentiment."
Neutral,Why did the lyrics change from original release?,"This comment expresses curiosity about a change in the music, without expressing a positive or negative opinion about it."
Positive,I love the beat,The commenter expresses clear enthusiasm and fondness for the music video's beat.
Negative,Had to ruin the beat with his rap,The comment expresses frustration and disapproval regarding the music video's rhythm.
Negative,This new stuff is just awful. I can’t… like what?,The comment expresses strong disapproval using words like 'awful' and 'can’t like what?'
Positive,All these lyrics are song titles! Crazy,"The comment expresses amusement and clever observation, indicating a positive reaction to the video's concept."
Positive,Vibe,The word 'vibe' generally expresses a positive feeling or enjoyment of the music video.
Neutral,I don’t think anyone notices but when he steps it usually on beat,"The comment expresses a simple observation about the music video, lacking any strong positive or negative emotion."
