comment,user_name,date,likes,compound,sentiment
Ironically  the song sounds like a whirlpool. Musically and visually everything begins to spin and then stops in the chorus. What makes you feel like VERTIGO.🌪🌀🌀🌀,@raymundogimenez2941,2024-02-18T03:49:38Z,3,0.5267,Positive
I’m sick of 14 yr old girl lyrics,@Rhinestonecowgirll,2024-02-28T23:17:57Z,2,-0.5106,Negative
"It's gonna be hard for this era to beat Future Nostalgia because FN is pure perfection, but I'm so ready for Radical Optimism!!",@BubuRulez,2024-03-27T14:46:44Z,2,0.916,Positive
Lyrics are on point ❤🇦🇷,@irenerbustos,2024-03-01T23:31:35Z,2,0.0,Neutral
"Her worst video /song. Hate her new basic look. No wonder she is in her flop era. Girl step it up, stop playing it safe!",@hlgrmdr9556,2024-04-15T13:44:04Z,2,-0.8805,Negative
The chorus EASILY could have been an ABBA song.,@justafidemyself,2024-02-17T21:05:25Z,2,0.4824,Positive
This is her worst single,@bradenkun,2024-06-26T02:46:19Z,2,-0.6249,Negative
..the chorus reminds me of Digital Farm Animal (Tokyo Night)...,@hekuz1066,2024-03-06T06:54:57Z,2,0.0,Neutral
Why does this lady have such catchy songs,@milky1234123,2024-03-27T23:31:46Z,2,0.0,Neutral
Ariana grande and dua lipa are carrying pop genre. Two amazing music artists. No other female music artist can beat them,@jasyillnel4402,2024-04-10T08:36:10Z,2,0.3818,Positive
Everyone song of her give different vibes ❤,@ankurdas4608,2024-02-18T04:57:05Z,2,0.6369,Positive
This song is really catchy,@yescool4030,2024-03-10T03:20:08Z,2,0.0,Neutral
Giving a Monica Bellucci from Malena vibes,@Gigixoxo123,2024-02-18T18:24:06Z,2,0.34,Positive
Why does her voice sound pitched up compared to her live performances,@highfidelity909,2024-03-09T07:07:15Z,2,0.0,Neutral
"THIS lyrics especially For WTF human YES THAT HUMAN 🎶Conversation overload, got me feeling vertigoooooooooooooooooooooooo🎶💯😎👍 Dua Lipaaaaaaaaaaaaaaaaaaaaaaaaaaaa is beautiful woman 💯😎👍",@bitterbetterlife3037,2024-03-02T13:03:08Z,2,0.7595,Positive
"Her lyrics are always kinda... the same? Like ""Oh, I need a rush of love, can you handle it, can you handle me, come on boy lalalala?"" Lol... yeah, it's a ""nice"" pop song... but is it really?",@felipeleal6177,2024-02-19T20:52:40Z,2,0.7997,Positive
Dua has the best melody's and beats i swear,@MelisaKara-fm7im,2024-02-22T23:47:58Z,2,0.6124,Positive
"The whole lyrics hit me hard, love you Dua for this beautiful song ❤",@lelyic6338,2024-04-03T02:49:55Z,2,0.9277,Positive
Love this song but the video is awful. How do you give everything in Houdini and then sit and drink tea for 3 mins,@reissy09,2024-05-07T23:51:42Z,2,-0.34,Negative
FINALLY getting out of that annoying disco music phase with the same annoying back track 🎉,@derek6362-v6j,2024-04-10T03:00:09Z,2,-0.4019,Negative
Cliche Pop song. Who here can name 5 pop songs literally...literally with this whole sound vibe feel and bpm? Nothing special. A Pop song from a white person vs a black country song just doesn't make sense. This song is so basic omg. If ur into music u couldn't think wow this is so new fresh Pop,@CraigNelson-lm9wy,2024-02-19T20:09:47Z,2,-0.4121,Negative
"The chorus is ok, the video is boring and derivative.",@erikjohnsen3978,2024-03-02T04:35:56Z,1,-0.3182,Negative
I hope the worst thing I could expect in 2025,@weglik102na2,2025-05-15T21:53:27Z,1,-0.296,Negative
"Love the vibe of your new songs sooooo much!! Going through same times, can relate to every word. Your new songs give me so much energy & support every time I listen to them! Thank you for your art, Dua! Can't wait for a new album!❤‍🔥",@leilaninrussia,2024-02-17T22:03:58Z,1,0.8897,Positive
The video could be more visualising and connected to the lyrics fantasy,@georgisvetoslavov7602,2024-05-13T19:25:33Z,1,0.0,Neutral
"This song gets better and better when you listen to it more. At first I didn’t really think much of it but now listening to the lyrics carefully and the melody, this song is very addicting now ❤I appreciate it more now",@Luxebeam,2024-12-16T02:47:03Z,1,0.802,Positive
Good vibes,@johnpaulistano,2024-02-19T21:52:04Z,1,0.4404,Positive
"Sorry for the disturbance in the song. Im the influence. Whats going on is temporal telepathy with effect before cause going on. I.e you reacting, effect, before me viewing it and yeah my brain just doing its thing. 1k and ill stfu instead of singing along. Its not malicious i just cant turn it off",@plightmoreton5220,2024-02-24T02:54:55Z,1,-0.5423,Negative
By The Way Dua my Potential is unlimited .Crazy Maybe but my Lyrics and Songs will suit U .Love Ya The Humble Poet Peter,@peterjohnptak-The-HumblePoet1,2024-04-23T08:00:43Z,1,0.7269,Positive
I love the song beat the lirycs everthing at all,@cremildolemos6919,2024-12-16T10:51:55Z,1,0.6369,Positive
Bridge and chorus stolen from somewhere else some other song 💀,@ren1710,2024-03-26T11:20:37Z,1,-0.4939,Negative
The bridge hits. Chorus is amazing yessss!!!!! You look amazing,@cenlina6868,2024-02-21T02:21:08Z,1,0.8679,Positive
"Her best son yet, the buid-up is truly amazing, the lyrics are terrific!",@manantial773,2024-02-18T19:35:16Z,1,0.9359,Positive
Pretty powerful voice,@sheikhmuhammadrafiq5114,2024-10-31T07:53:16Z,1,0.7184,Positive
giving Love again vibe. making totally nostalgic.,@prabhudattabhuyan7128,2024-03-02T20:37:37Z,1,0.765,Positive
Why have I heard this melody somewhere before?,@Miles-Morales-q3w,2024-06-17T03:18:06Z,1,0.0,Neutral
"I love this music, but is missing emotion!! On the chorus she could be standing up and dancing hahaha",@claracasa,2024-04-11T14:28:46Z,1,0.7418,Positive
"Loved it!!! ❤️‍🔥❤️‍🔥❤️‍🔥 I hear some Get, Get Down melody and it’s perfect!!!",@monicaxsydan,2024-02-18T19:55:31Z,1,0.5526,Positive
"Great song, but the lyrics are misguiding. It’s a must the couples be willing to show what each needs and are able to listen unfiltered.",@Share_Musician_Love,2025-07-14T11:03:51Z,1,0.3716,Positive
Vibes of weekend,@DandelionAcademy,2025-04-25T15:03:54Z,1,0.0,Neutral
The bridge hits. Chorus is amazing yessss!!!!! You look amazing,@KevinRooney-m6k,2024-02-18T05:24:10Z,1,0.8679,Positive
"the lyrics, every dua sound is the best!!  yess",@marielbeccagliaandrade2771,2024-02-20T04:07:55Z,1,0.6988,Positive
Need the lyrics,@sanvaritha7278,2024-02-18T09:19:47Z,1,0.0,Neutral
Great song by Tame Impala with featured vocals of Dua Lipa 👌🫡,@thisismk1,2024-02-17T21:43:59Z,1,0.7925,Positive
"is this the album that was supposed to ""revolutionize pop music"" said TEXTUALLY by someone on his team whoever tf it was?? cause this is LITERALLY the most generic a** pop sh*t I've ever heard in my life, not even bad, just radically GENERIC, medicore, vacuous 🤷‍♂🤷‍♂🤷‍♂🤷‍♂🤷‍♂ all of these singles are literally the absolute polar OPPOSITE of radical or revolutionary, absolutely f*cking ridiculous marketing they've got going on, if I'd listened to it blindly I just would've kinda shrugged but because of it I just actively dislike it",@burnacco,2024-05-05T01:10:41Z,1,-0.196,Negative
"if Emma Stone was the last person on earth I'd rather talk to a branch,hey Dua ❤ for you love that song it sounds so familiar to something but what the hey I like ❤ it",@kermetmehefrog9605,2024-03-01T17:28:20Z,1,0.9354,Positive
lyrics and music disgust and clothes disaster,@AmadeusGarcia-e1l,2024-09-11T12:39:03Z,1,-0.8402,Negative
Worst song of dua lipa,@dunkindonutssss936,2024-02-20T05:10:49Z,1,-0.6249,Negative
ESSA MÚSICA ME LEMBRA MUITO NO INÍCIO A MÚSICA TEMPO DA PRISCILLA. 😮,@0.Maelzin,2024-08-11T22:09:11Z,1,-0.4466,Negative
The video clip is sooooo weirdo ahaha it smells 2013 and not in a nostalgic way,@nur1739,2024-12-13T14:15:48Z,1,-0.4215,Negative
"Has a bit of ABBA song vibe, just not sure which one 😂",@garavo1,2024-03-02T05:04:24Z,1,0.2354,Positive
I feel I want to be with her when she’s creating the lyrics. Such a powerful song,@mohammadarif6404,2024-02-17T08:48:02Z,1,0.6486,Positive
"Dua lost her mojo. Dance the night, Houdini and now Training Session are the same. So generic and boring.",@Venkman990,2024-02-17T09:02:25Z,1,-0.5945,Negative
Really like Dua but this is mediocre at best - 17th at Eurovision vibes. Very forgettable.,@kieranstewart78,2024-02-18T11:57:04Z,1,0.827,Positive
One of the worst songs,@Robbie-s1b,2024-11-26T19:59:38Z,1,-0.6249,Negative
"Even Dua has  experienced this horrible horrible  actual dating scene, it’s just horrible out there, I always believed in soulmates and a forever love story, now I have turned completely 4b cause dating right now ain’t it, market is just AWFUL",@nenataluv.7791,2024-11-17T02:26:36Z,1,-0.8924,Negative
"New lyrics : They come from Polk City, York, HannahJerrik, Plymouth, and Boston. ¿Estás en forma, listo para luchar como un baile, listo para correr?",@MidwestSouthernwriter08241,2024-10-18T23:21:43Z,1,0.0,Neutral
"Yes, I am. But final word and decision is on Ladies side always. Her heart is going to flow in the ocean of emotions and new frontiers.",@slobodanstamenkovic6017,2024-06-09T15:34:28Z,1,0.8248,Positive
2020 Vibe 🎶,@tomdavidmusic,2024-03-02T09:55:12Z,1,0.0,Neutral
What a sexy and catchy Pop I cannot 😮❤❤❤,@AbdZallo-te5tv,2024-05-17T19:00:20Z,1,0.9517,Positive
"What a Vibe.Pop Queen Dua, You have rocking taste in music🎉⭐🤭🤘🏻",@ifirulledtheworld,2024-03-10T13:21:10Z,1,0.7096,Positive
"I love the song, but the video feels awfully intimidating. I was scared the whole time that they'd grab her.",@suvijii841,2024-02-18T22:16:12Z,1,-0.7607,Negative
"The chorus is the best and vibe is like that popular girl in high school, who has all the boys hooked up on her that's the vibe it's given me",@amanbamrah514,2025-03-27T22:40:44Z,1,0.8591,Positive
Different vibes 😃,@shyamabha4510,2024-02-21T16:20:48Z,1,0.3612,Positive
2000's Vibe 🎉❤,@trisadhono,2024-02-27T13:34:13Z,1,0.7845,Positive
Has ABBA vibes ?? 😅,@maheshduki5525,2025-07-11T05:07:05Z,1,0.4329,Positive
Thursday February 29th is LEAP Day LEAP LEAP DUA LIPA LIPA DUA LIPA LEAP DAY Muse Dua Vibe Rising Lipa Day Every Day Omm...02/29/2024=LIPA DAY,@j.a.-freed_2024,2024-02-29T02:33:38Z,1,0.0,Neutral
So Fantastic Lyrics 👍❤️👍❤️. Amazing Music 🎵🎶🎵🎶. Rocking Voice Friend 😍🥰😍🥰.,@omparcha7068,2024-03-06T09:46:31Z,1,0.9855,Positive
ego asf i'm sorry but i dont like the music video as well as the lyrics,@otmanotelma4320,2024-02-18T13:25:05Z,1,-0.0426,Neutral
The chorus is good,@AshleysGuzman,2024-02-28T19:54:04Z,1,0.4404,Positive
I STILL WONDER....WHY DO THEY SAY EVERY DETAIL OF THE VIDEO CLIP IN THE COMMENTS BELOW EVEN THE NAIL ARTIST AND IT DOES NOT SAY WHO WROTE THE MUSIC AND THE LYRICS OF THE SONG?  WHY THIS DISDAIN TO THE ARTISTS?,@Iliasmakridis,2024-02-17T10:43:11Z,1,-0.6105,Negative
Where's the lyrics guy,@saifmahmoud8860,2024-02-21T18:23:01Z,1,0.0,Neutral
The Beat 92.5,@SamuelAttias-ru8fw,2024-02-21T00:42:25Z,1,0.0,Neutral
"She is out of this world. Beat, groove, style.....amazing 🥰🥰🥰",@silvo_celhar,2024-03-14T06:49:23Z,1,0.9716,Positive
Dua always brought us to classic pop and discotic..i feel like just booster..when i walk or driving..just turn on this song..guys..the vibe so fucking crazy..u will happy and positive vibe from morning until midnight..hahaha,@p.g.t9775,2024-03-05T09:46:28Z,1,0.8768,Positive
"The part with her deep voice, remind me of 'Dua Lipa' album, those good old days!! ICONIC",@chillvibesmix,2024-03-30T04:41:38Z,1,0.5399,Positive
"Reminds me ""Malena vibes""",@carlosc9837,2024-03-02T01:37:28Z,1,0.0,Neutral
FORGETTABLE,@eddieteabagify,2024-02-18T13:10:29Z,1,0.0,Neutral
"Great evolution and development for Dua Lipa in terms of music style, dance choreography, vocals, attitude and bravery from her first hit ""be the one"" she went hiatus and astonishing with her latest number 1 masterpiece jam hit ""training season"" that will gonna blast and dominates the charts aroud the world in this year of 2024 and I'm living for it❤",@marco_supernova2704,2024-02-21T15:06:28Z,1,0.9524,Positive
"❤️ THIS lyrics 🎶Conversation overload, got me feeling Verti gOOoOOOOOO🎶💯😎👍Dua Lipaaaaaaaaaaaaaaaaaaaaaaaaaaaa is beautiful woman 💯😎👍",@bitterbetterlife3037,2024-03-03T21:22:34Z,1,0.836,Positive
The rhythm in this song is so good,@namikozuki3135,2024-06-22T06:28:47Z,1,0.5777,Positive
Song gives me summer vibes 🥂🤩,@Itsama_O,2024-04-23T19:07:58Z,1,0.0,Neutral
The bridge hits. Chorus is amazing yessss!!!!! You look amazing,@BaladasDelRecuerdo2023,2024-02-22T12:54:07Z,0,0.8679,Positive
"THANKS, GURL❤ THIS HIATUS OF POVERTY AND DEPRAVITY CAUSING ADMINISTRATIVE HALT CALLED BUREAUCRACY WHERE THE GOVERNMENT SPENDS ITS TIME SLEEPING IN A SLUMBER PARTY FAILED INVITATION AND FAILED TO AVOID MONOPOLIY OF AUTHORITY AND POLITICAL EDICT OF THE SAME OL' NEO FASCISM ROBBER BARONS OF ATTENTION AND MONEY PIT MANAGEMENT FEIGNING CONTROL BECAUSE THE ZEALOTRY IN DESPOTISM IS DEADLY COMPETITIVENESS IN INCIVILIZATION OF ABSENTEEISM OF THE PHILANTHROPIC GOOD SAMARITAN, ABSENTEEISM OF RESPECTING ROYALT & ROYALTY AT THE FAILURE OF SEEING RESPECT OF BASIC HUMAN CONSIDERATIONS SUSTAINING MORE VIOLENCE BEGETTING VIOLENCE, AKA., RAPE CULTURE PLAYING OUT THE MONKEY BUSINESS OF THEFT FRAUD AND GRAND THEFT LARSENY MISDEMEANOR NUISANCE COMPOUNDED CHARGES OF HATE CRIME CRIMINAL GROSS NEGLIGENCE IN THE PERSECUTION OF MY LIFE AND ANY OTHER LIFE OF GOOD PEOPLE POISED IN THE STANCE FRONTING OFF WAR AND DISMISSING CONFLICTS LANDING THE STOIC CIVIL DISOBEDIENCE MOVING THE INDEPENDENT INDIVIDUAL FIGHT OFFER FROM CONFORMITY TO ASSIMILATION AND RESISTING TO OPPRESSION TAUNTS VEILED THREATS COLD WAR TACTICS AND FEAR MONGERING AS THE TOOLS OF THE CONSORTIUM OF TYRANNY BY THE RENEGADE PATHOLOGIZATION CAUSED BY HYPER CRITICAL OUTSOURCING TO KABALIST PRACTICE IN COMMITTEE OVERSIGHT DOMINATION WITH MANCHURIAN CANDIDACY FOR USURPING OPPORTUNITIES OF SINGLETARY AWAY FROM GOD'S MOST GRACIOUS GIFT IN ME. THE BUCK STOPS HERE. NO MORE EMPTY BOBBLEHEADED DASHBOARD CHOTCHKIES IN THE DISTRACTION DISTORTION AND DISGUSTING REALITY OF CONSUMERISM IN SYSTEMIC FAILURE TO IDEALIZE THROUGH OPTIMIZATION OPTION CHOICE SELECT OF PERSONAL BESTING NEVER GIVING WAY TO FANTASY BECAUSE THE TRUE LEADER HAS REACH, DEPTH, AND FRIENDS..FAMILIARS..HAPPY DESTINY TO TRUDGE.",@God4EverKingJAM,2024-05-22T04:40:52Z,0,-0.9949,Negative
Tame impala on the beat is crazy!!,@michaelcarranza6112,2024-05-08T20:20:18Z,0,-0.4559,Negative
"Dua Lipa is a supporter of genocide and apartheid. And this is just incredibly mediocre, over produced, autotune filled garbage.",@ZenAndPsychedelicHealingCenter,2024-05-05T03:12:54Z,0,0.2732,Positive
This feels nostalgic already,@MIckeybnoise,2024-04-16T06:08:47Z,0,0.0,Neutral
What a beat and no dance,@nicoleduffin1489,2024-06-01T12:55:21Z,0,-0.296,Negative
Synth audio and Electronic voice augmentation anyone can do this with the right connections and know-how. How many would be able to make it without it ?  Very few I think.,@ericswain4177,2024-04-10T18:38:59Z,0,0.0,Neutral
"At first I thought the chorus was like ""meet someone at omeagle"" and I was so confused because it made sense 😂",@gsantos2708,2024-02-22T20:51:05Z,0,0.3418,Positive
"Ela canta aos 04 cantos do planeta e todas os planetas não terrestres, ela é foda, canta pra caramba, está amadurecida vocalmente e pessoalmente e com uma bagagem grande de experiências, só mostrando o nível da artista que é hoje, uma cantora cheias de camadas!!",@mayborges853,2024-03-03T18:28:40Z,0,0.0,Neutral
sorry but this video is giving me 'white couch' vibes 🤢,@cullinanel2,2024-03-04T12:19:09Z,0,0.4497,Positive
there's such an interesting vibe to this video.. something that is different...,@qubyyyy,2024-02-19T23:08:19Z,0,0.4019,Positive
"I don't know about the rest of ya'll, but i get Transgender Vibes from Dua Lipa!!!",@peteepablo3035,2024-02-29T18:21:00Z,0,0.0,Neutral
This beat feets my heart beat❤ U dua,@lastfairycoffee2000,2024-02-23T17:20:47Z,0,0.8555,Positive
"Video is unimaginative. But that beat, dear god.",@EstarmirHernandez,2024-02-23T19:38:17Z,0,0.7227,Positive
"🤔😐Do you know what the most important thing in the world is🌎🌍 to do? It's not making money,💰💰 it's not eating,🎂🍰 or drinking,🍷🍾 much less playing games.♠♣♟ We came into this world with nothing, and we will leave it with nothing. Here everything is temporary, but on the other side everything is eternal. So the most important thing is to follow God, read the Bible, attend an evangelical church and prepare yourself for that day that you don't know when it will come; otherwise, you will descend with the other👺 into a suffering that will never end.😰😭😫",,2025-02-28T23:50:07Z,0,-0.6863,Negative
"Crazy how nowdays we less watch music video. I remember back in the day, Fifth harmony break a record for the music video of ""That's my girl"" with 5 million of view in 24 hours. And now, it's been 5 days since the release of ""Training season"" and it got ""only"" 5 million view.",@caroline634,2024-02-21T07:42:43Z,0,0.0772,Positive
Ojete Calor - Viejoven vibes,@bela8443,2024-03-14T02:45:26Z,0,0.0,Neutral
"Yes, she is Pop Music, like this music artist Duo Lipa, love listening to her music over a huge system in my home st. barths in the clubs outdoors, and i hope you all reading this will subscribe to me on my channel and listen to my “new vibe music” which is Future-Soul-Hiphop. Top life to all reading this and coming throug this great artist page.",@skinhitters,2024-03-20T00:22:30Z,0,0.9651,Positive
Essa música e o clip é perfeito. Deveria ter mais de 100 milhões  a muito tempo.,@patrickagel8863,2024-06-16T02:02:10Z,0,0.0,Neutral
"This music gives me a russian music vibe, I don't know why, but it's good",@gabrielsumimoto623,2024-02-24T00:40:06Z,0,0.5927,Positive
Beautiful music and melody. Visit the page and don't forget to subscribe😊,@manop_,2024-02-26T22:06:51Z,0,0.8902,Positive
"Look at all the future absentee, deadbeat dads in this video...",@johnbergstrom2931,2024-05-27T15:07:14Z,0,-0.2732,Negative
the chorus kinda ate tf,@AbdulMuqeett,2024-04-13T22:40:11Z,0,0.0,Neutral
The piano version is epic and very emotional. I like it more.,@nsazensaze7070,2024-03-12T18:18:47Z,0,0.5657,Positive
This pop music beat feels sooo good. Love u Dua ❤,@matheuscorrea5447,2024-02-25T18:06:26Z,0,0.9062,Positive
i wanted to like this but it just sounds the generic regurgitated popular music :( with no depth,@mirageangelica5495,2024-03-23T16:00:15Z,0,-0.296,Negative
"Cool tune. Got here courtesy of that short that that said this is another *stolen* melody from a much older song, the usual music producers stealing other's works.",@reichen609,2024-03-20T04:54:29Z,0,-0.4767,Negative
"The song is catchy and an instant hit,but the video is degrading to males of all kind.Either i dont get it or she's represented as a goddess and men are fighting over her...right?",@MrZaRaKi82,2024-03-05T12:07:21Z,0,-0.743,Negative
"great  video!  made me laugh at the guys , too funny! love the lyrics and beat, another big hit, love you Dua Lipa ♥",@flameztahr,2024-02-29T01:54:46Z,0,0.9771,Positive
"She´s superpretty , makes awesome music & seems awful nice too !😍",@ultrastellar,2024-03-04T18:06:58Z,0,0.8016,Positive
I like her a lot but I realize that she never pushes her voice when she sings. Her music is good but without emotion if i may say so.,@Rise-UP1969,2024-03-31T19:01:54Z,0,0.6808,Positive
Dua Lipa impeccably portrays the deep disappointment of masculinity and male chauvinist. i loved it,@joseantonio9190,2024-03-08T20:37:09Z,0,0.1531,Positive
"Great song, great lyrics but why so much vocal post production, she sounds like a robot, or is everyone just getting used to that sound now?",@baudad,2024-05-04T15:05:31Z,0,0.81,Positive
catchy af,@cristianacevedo178,2024-03-01T00:08:19Z,0,0.0,Neutral
"Nosé pero mucho critican a dua lipa pero si es meter el pellejo por dua lipa lo hago xq lo que la gente sabe es criticar y no valorar es esfuerzo que cuesta hacer una buen sensillo solo para que te lo critiquen, pues para el que habla mal de dua lipa debería tomarse un tiempo y verse que es si mismo nadie llegará a sus niveles si es de haré que van hacer pues sus verdaderos fans daría. Lo que sea por poner en su lugar a esa gente venenosa no valora el trabajo que si cuenta solo tienen la vida fácil será xq no les costó es una advertencia el que se critica a dua lipa crítica sus fans, y porfavor antes de criticarla a ella mirece usted primero👍👍💯",@HanielVcrz-ri6iy,2024-06-29T13:39:56Z,0,-0.5267,Negative
The bridge hits. Chorus is amazing yessss!!!!! You look amazing,@melodiamashermosa_222,2024-02-22T13:15:03Z,0,0.8679,Positive
"Great POP, SPEED, FLOW and nice lyrics, keep On Going 😍",@ev6944,2024-04-19T18:49:38Z,0,0.872,Positive
Excellent vocals and rhythm!,@nordagonce5595,2024-07-01T17:15:03Z,0,0.6114,Positive
hate to say it but u r giving 90s vibes u should make more songs beated on 20s,@JohnHofstader,2024-02-27T07:05:19Z,0,0.1901,Positive
DUA IS AMAZING!!!  HE DOESN'T MISS A BEAT. PURE TALENT🥰,@AndrewDesogus,2024-03-23T20:27:30Z,0,0.9597,Positive
Tbh I wish it was a dance heavy or different take of the music video for such a powerful and meaningful upbeat song.,@vincentmamaril1023,2024-09-02T19:17:20Z,0,0.7783,Positive
