comment,user_name,date,likes,compound,sentiment
"i don’t give a shit how stupid i might look to y’all for saying this, religious or not, the nonchalant satanic shit is ruining our fucking music and generation - singing about the literal incarnation of evil and ornamenting it in some catchy audio engineering is *goofy as fuck* y’all are blind to it too because “good ear feeling”.",@IAMLLIAM,2024-07-08T10:37:39Z,1,-0.9726,Negative
The amount of vocal fry in the conversation...,@MathiasIvanB,2024-09-02T14:16:23Z,1,0.0,Neutral
totally waiter vibes,@jessamyn54,2024-06-06T22:54:07Z,1,0.0,Neutral
"nah but the synths are sooo addictive. wine spill on the white wife beater, hot!",@SCORPIUS.98,2024-05-18T02:52:02Z,1,-0.126,Negative
"I have NO idea what's going on, but the vibes are immaculate",@mafer3127,2024-07-12T12:14:28Z,1,-0.2421,Negative
And If The Beat Live You Know A.G Made It !!!!!!!,@arawls7066,2024-06-22T15:38:47Z,1,0.0,Neutral
i like how her boobs go the the beat on the exercise thingy,@daverain1967,2024-11-27T12:05:34Z,1,0.3612,Positive
Normal day in the Euphoria Universe Be Like:,@wwg2005,2025-05-13T19:56:00Z,1,0.7783,Positive
This is my mulriverse of madness,@curlykeys8261,2024-05-29T09:19:58Z,1,-0.4404,Negative
"""We're kangols""? Like the hat? Are you serious? I mean, Charli, you've got every right to be a kangol if that's your vibe, but don't drag me into your kangol-being endeavors. Didn’t sign up for this at all. U do u, but leave me out of this kangol cult, I'm just trynna to survive the week without a fashion crisis, thanks.",@gxbrxxl9626,2024-08-14T15:26:42Z,1,0.9028,Positive
Totally The Vibes,@NathalyVergara-s8f,2024-09-18T04:11:29Z,1,0.0,Neutral
"""totally waiter vibes""",@edzo5719,2024-06-09T04:22:49Z,1,0.0,Neutral
The beat is so Music Sounds Better with You from Stardust,@rodrigoter20,2024-06-06T23:50:47Z,1,0.4877,Positive
that bad bitchery is insane ❤❤❤❤  CharliXcX is queen of hyperpop . This song is total in your room with your besties putting on makeup and doiny fashion shows in your closet like what a vibe 🧚‍♀️🧜‍♀️💃💕🥳,@DreamyPorceline,2024-05-22T16:28:30Z,1,0.9538,Positive
Just realized the lyrics is ‘work angles’ not ‘we’re kangals’ MY GOD 😂😂😂,@petiszabo9187,2024-11-19T07:43:17Z,1,0.8893,Positive
my homework is to learn the lyrics to this song,@EssyDreamland,2024-11-24T10:26:46Z,1,0.0,Neutral
40 seconds in and this is annoying as he11.,@Scar-jg4bn,2024-07-20T04:55:49Z,1,-0.4019,Negative
This is so nostalgic😭,@LessaCainsly,2025-08-01T03:52:07Z,1,-0.5209,Negative
"This song is absolutely shit, I would rather butt chugg taco bell hot sauce and pound vodka. Then shit myself and puke on my neighbors lawn. Holy shit I hate this annoying song, it's blatantly paid airplay. I don't want to do any of the above.... But I would if I could rid the world of this song.",@braapinthecommies,2024-09-22T09:48:52Z,1,-0.895,Negative
"This music is so basic it sounds like it was made in 20 minutes. 80% generic 'bad girl' attitude, 18% tits, 2% talent.",@regress-c3t,2024-07-25T22:55:54Z,1,-0.0258,Neutral
the motherverse,@HexZero,2025-05-15T19:42:51Z,1,0.0,Neutral
1:49 when lyrics actually start,@AyeshaArchivess,2024-09-10T07:14:33Z,1,0.0,Neutral
Does she sing any songs without heavy autotune ?  I could only pick out about 3 words from that.,@jonmac3995,2024-12-27T13:22:50Z,1,0.0,Neutral
I just love the hot girl doing hot girl shit vibes charli has,@noevalenzuela7044,2024-06-10T02:39:35Z,1,0.1531,Positive
"i love this whole unique internet girl clique vibe, this music video is actually so fun 😭",@trieop,2024-06-06T13:35:47Z,1,0.7251,Positive
what a fucking shitty annoying song,@NiewidzialnyTemplariusz,2025-02-11T14:18:07Z,1,-0.7828,Negative
Nostalgia.. A vibe from 2009 songs,@jailsonbritoo,2024-06-19T23:27:28Z,1,0.0,Neutral
"Good opener, catchy beat ❤",@martinjusuf,2024-07-28T06:39:21Z,1,0.7964,Positive
"I like this song, total banger. Cool beats and Charli cool af.",@Oscar.AnangeloftheLord.Perez.1,2024-06-04T01:01:56Z,1,0.749,Positive
Just your generic modern pop shit,@simondavies109,2025-03-07T10:50:46Z,1,-0.5574,Negative
The IDGAF vibes are on point,@notnotElijah,2025-01-21T05:25:02Z,1,0.0,Neutral
I get so much Dua Lipa vibes from Chari in this mv,@Anowniemouse,2025-05-30T01:36:27Z,1,0.0,Neutral
SOPHIE vibes,@MohamedBENABDELKADER,2024-05-15T22:58:28Z,1,0.0,Neutral
Catchy song.,@GenF91,2024-12-30T22:19:32Z,1,0.0,Neutral
"i used to think she was saying ""with cankles"" and that's what initially made me like the song because i thought she was being funny and self-deprecating. but when i found it was ""work angles"" my mind was blown! i realized she literally worked the angles of those words to make it sound like a different phrase. it's so cool and i wonder if she had the intent to do that. either way i love the song no matter what, just thought it was funny how what drew me to it was mishearing the lyrics.",@justforjacob,2025-02-25T19:16:12Z,1,0.9673,Positive
"""totally waitet vibes"" 🤣🤣🤣🤣",@gjowany,2024-10-26T00:17:15Z,1,0.9153,Positive
this is awful.,@Uknational12,2024-11-29T17:30:18Z,1,-0.4588,Negative
Are my beats fire? Drop a comment below?,@AikiraBeats,2024-05-25T15:17:31Z,1,-0.594,Negative
The video came on at the worst time lol🎉 love it,@SolisPietro-t4m,2025-07-09T05:00:10Z,1,0.6808,Positive
WTF THIS IS ALREADY SO NOSTALGIC😭,@certifiedumbass,2024-12-12T06:13:31Z,1,-0.861,Negative
I would love this if not for the random TikTokers/influencers pandering to gen z/a.  Give me actual party girls please. Give me 2000s fashion and vibes.,@shamaamamamamaah6928,2025-02-09T08:23:50Z,1,0.8481,Positive
Dis shit is mad annoying,@AnthonyBstar,2024-08-21T06:48:11Z,1,-0.8591,Negative
LOving the references to TV icon chief Julia Child through the lyrics. slay queen,@MadameCorgi,2024-07-22T10:55:45Z,1,0.5994,Positive
TOTALLY WAITER VIBES,@mystique8134,2024-08-21T12:40:22Z,1,0.0,Neutral
Who or what the hell is this crap? The beat is nice tho.,@cocoabuttaflyy,2024-08-10T18:56:25Z,1,-0.6597,Negative
Totally waiter vibes 😍,@Tobyyy_709,2024-07-16T00:15:28Z,1,0.5046,Positive
The beat sounds like the chainsmokers “tennis court “.,@emraanali1518,2024-07-26T09:38:49Z,1,0.3612,Positive
this beat is automatic supersonic hypnotic funky-fresh,@cameronmccroskey8736,2024-08-01T23:35:05Z,1,0.0,Neutral
Lady Gaga Vibes. ❤,@QLF_Edition,2024-06-10T23:17:13Z,1,0.6369,Positive
Beat goes hard🔥🔥,@arishanamandara1360,2024-05-19T14:33:44Z,1,-0.6369,Negative
They put the beat in untitled tag Roblox game the emote called brat 1700 coins I think,@Malachisieasesay,2025-01-31T15:43:26Z,1,0.0,Neutral
"this is also iconic, also giving bad blood vibes with all the celebs",@carlaramirezmilan,2024-05-16T19:53:28Z,1,-0.2732,Negative
“i’m everywhere i’m so julia.” is a bible verse btw,@dylan3483,2024-05-16T14:41:35Z,1,0.0,Neutral
this is the universe of the baddest bitches and i’m here for it,@uzinoemi03,2024-05-14T10:09:46Z,1,-0.5994,Negative
Thank you for making me realize I am not a chronically online person because I have no idea who any of these people are and this is actually the first Charlie xcx song I’ve ever listened to on YouTube. I will not be returning for me. This is giving 2010 vibes in a bad way.,@Plushy-capybara,2024-05-14T17:54:31Z,1,-0.2023,Negative
"I can feel the vibe from the song ""Pop the glock"" by Uffie, good memories.",@mowfasa9397,2025-07-09T15:08:18Z,1,0.4404,Positive
“piece of me” vibes,@aiiiiiiiiii,2025-04-22T04:49:31Z,0,0.0,Neutral
Litteraly chronically online vibes,@LexLAB_09,2025-01-05T17:18:00Z,0,0.0,Neutral
"Generic trash, best of british now i guess",@yianpap6093,2025-06-29T14:29:38Z,0,0.6369,Positive
Awful garbage. So much autotune it makes me want to throw up 🤢🤮,@UncleT-wo2ny,2025-02-14T19:21:27Z,0,-0.4019,Negative
"Track is catchy but its too short. 2 mins? Come on. This album is also WAY overrated. Fun and some catchy stuff but too many tracks are, as mentioned, not even 3 min.",@pittan86,2024-08-03T21:16:01Z,0,0.6652,Positive
Beat 🔥🔥🔥,@rayraygraphics,2025-03-04T03:23:46Z,0,-0.7351,Negative
Her voice is magical. Ever since Boom Clap I've just felt that her voice carries this energy. It's almost like even when she's belting out lyrics she's taking a bracing breath in as if she were about to jump off a high dive or something. That doesn't really make sense but it's the best way I can describe her voice. I'd venture to say that I'm not really her target demographic but I f*cking love this album and especially this song.,@royjones8312,2025-01-03T01:20:51Z,0,0.9422,Positive
No universe's tonight where do all the broken hearts 💔 go 💔 😅,@brooke3724,2024-12-27T15:39:29Z,0,0.6908,Positive
Awful,@Velouria2024,2024-11-17T11:05:10Z,0,-0.4588,Negative
This is awful,@angelamarie8501,2025-04-21T17:04:28Z,0,-0.4588,Negative
"I wondered who Charli xcx was, apart from the jiggly bits was not impressed fake as autotune singing and completely uninteresting.",@chapmansbg,2024-07-28T14:11:31Z,0,0.0,Neutral
BEAT Diddy and threw FERGIE off the table! That's FERGIE¡!!!!!!!!!,@Pampamabby,2024-11-08T19:01:38Z,0,0.0,Neutral
All day repeat this song 🎶 so much good vibes,@Astral_Wealth,2024-10-01T08:51:52Z,0,0.4902,Positive
I love that the server is writing down notes lol.,@DumbCreative,2025-07-26T01:17:28Z,0,0.7906,Positive
"Ummm, isn’t this melody a total rip of Ke$ha’s “TikTok” ?",@Gekko0325,2024-08-03T21:23:06Z,0,0.0,Neutral
actually the waiter girly gives Guardians of the Galaxy secondary character vibes,@ayeyagomez,2024-06-18T01:18:08Z,0,0.0,Neutral
Every time I thought the lyrics or the video were about to have some redeeming value I was let down.,@areyousickofit9833,2024-07-31T01:27:49Z,0,0.34,Positive
Totally 💦 vibes was what I got me,@Toparol,2024-08-25T12:33:13Z,0,0.0,Neutral
"Somehow gave a but of Friday -Rebecca Black vibes here and there😆, but nice song thoughh",@peaceandawesomeness777,2025-06-29T12:10:55Z,0,0.7876,Positive
meaningless shallow pop @ 32 years old. Sad. Julia was nothing more than Kanye’s temporary rebound chick.,@HawtSauwce,2024-10-16T06:39:25Z,0,-0.7184,Negative
The flow Sounds like miley cyrus verse in the will I am song 'feeling myself',@pablomulvihill,2024-07-12T13:43:04Z,0,0.4588,Positive
Ok this beat sounds copied from somewhere,@Lisaderruck55,2024-10-06T07:57:07Z,0,0.296,Positive
Love the death becomes her vibes,@Yue4Prezz,2024-08-28T14:34:53Z,0,0.0772,Positive
I could literally do a 360 at the same beat,@Mrluxurious-official,2025-04-17T15:07:44Z,0,0.0,Neutral
Totally waiter vibes😂,@chiblackjesus,2024-12-03T14:35:48Z,0,0.4404,Positive
For my reference when the beat go off 1:50,@MattVGEXP,2024-07-07T04:31:11Z,0,0.0,Neutral
DROP THE BEATTT,@eeyoreformatt,2024-06-12T10:47:03Z,0,-0.2732,Negative
Who dose not like the beat song,@bridgetblack8943,2025-03-15T10:05:38Z,0,-0.2755,Negative
Clothes vibes Balenciaga with Mugler 👀,@barbiehandler865,2024-06-03T06:43:50Z,0,0.0,Neutral
I really thought no one could beat ariana eternal sunshine album but im afraid she did..,@oppaaaitzme,2024-07-28T17:20:49Z,0,0.0928,Positive
Beautiful song and vibe,@Antonio-t6n2v,2024-10-27T21:12:27Z,0,0.5994,Positive
4/10 good rythem bad lyrics,@tallotube6801,2024-10-03T05:33:01Z,0,-0.1531,Negative
Im a real nigga I dont fuck with new pop music but I fucks with this song heavy. Im not sure if its because of the beat. The fact shes kinda hot or the fact she is singing about drugs but I cant stop listening. I want they not like us to win but this song is definitely the second best song Ive heard all year. I like it,@ThomasBrown-uw6vf,2024-11-18T21:37:27Z,0,0.9354,Positive
ended that annoying odetari,@Arxivory,2024-07-10T07:19:46Z,0,-0.4019,Negative
CHARLI PLEASE SAVE US FROM BEYONCE... (she knows chorus plays...) - there was a beyonce ad before this,@mangomuncher310,2024-10-06T15:49:46Z,0,0.8388,Positive
This song is so generic.,@UKisBest,2024-07-28T17:48:23Z,0,0.0,Neutral
"Waiter vibes , what’s this rubbish 🤣🤣",@THEREALBITTERKOLA,2024-06-24T21:17:43Z,0,0.7506,Positive
Generic.,@daleyoung87,2024-06-25T20:59:37Z,0,0.0,Neutral
Please someone explain to me how this song has the views it does? What about this song is good? The generic beat? The terrible lyrics? The “woke” vibe to it? This song couldnt be anywhere further from reality and from real music. This is just selling s** to young children and nothing else. You cannot sing darling. Whoever produced this song needs a change of career. The photographers and videographers need serious counselling. From the ads of this song i just knew it was gonna be some wasteful nonesense. I wish you no success in the future,@Fartbeatsensor,2024-05-29T12:40:25Z,0,-0.5469,Negative
This is  so  beautiful  and  2YK vibes 💗.,@BenjaminKamanga-ni8ke,2025-07-10T14:50:15Z,0,0.8977,Positive
Bland momotone garbage. Where's the singing.,@paulcollins5586,2025-02-26T12:34:53Z,0,0.0,Neutral
I hope she can collab with the Deep one day,@ChloeBx,2024-07-23T21:02:31Z,0,0.4404,Positive
I want ariana to sing this vibe of song,@austinbeyy2811,2024-05-24T10:51:25Z,0,0.0772,Positive
"i'm ALMOST sure this waiter is the same waiter as in the movie Dream Scenario, hence ""totally waiter vibes""... can someone confirm?",@zeee01,2024-05-23T23:42:01Z,0,0.5775,Positive
I'm stuck in an area where this song is catchy and a guilty pleasure to me but also the video with Charli's body on that shake machine is so hot,@benjrivera21,2024-08-02T23:42:27Z,0,-0.2732,Negative
All looking their worst for some reason,@PraiseTheFSMonster,2024-09-05T18:47:45Z,0,-0.6249,Negative
I feel like people who call this songwriting bad don't actually look over how deep and wild it actually is.,@boosay1146,2025-03-25T03:41:44Z,0,-0.25,Negative
i love this songggg....its giving girly vibes at night...feeling yourself in the mirror,@ShaironSanDiego,2024-05-19T09:19:06Z,0,0.765,Positive
Charlie XCX is the most most most most most underrated star in whole universe,@aquiosb3849,2024-06-08T01:25:56Z,0,0.0,Neutral
"It's a good thing lyrics sites exist because I totally thought it went, ""Looking like an icon, with cankles, ah ahh ahhhh!""",@nothazzz,2024-08-25T01:09:10Z,0,0.69,Positive
crazy beat❤,@cocomagz00,2024-09-19T10:09:41Z,0,0.4215,Positive
i'm LIVING for this vibe w emma,@kiana9866,2024-06-28T01:25:44Z,0,0.0,Neutral
That beat is flirting with me,@Duçeval,2024-08-02T21:48:36Z,0,0.2023,Positive
SO POWERFUL IM IN LOVE WITH TOVE LO AND THIS TRACK! I FEEL IT IN MY SOUL!,@naomicanales5041,2024-08-02T20:02:51Z,0,0.835,Positive
very iconic…. very pussy girl power Charlies angels popgirl version 2024 vibes brat and vegetarian,@tzygarde,2024-05-14T00:17:10Z,0,0.0,Neutral
This has made me much less excited for the album. The back beats are pretty boring,@pb_pb_pb_pb,2024-05-13T13:05:41Z,0,0.4601,Positive
OMG I thought charli xcx was some niche artist but this is so bad and generic lmaaoooooo,@alexandermills2291,2024-08-08T19:58:13Z,0,-0.804,Negative
This really give the uffie vibe,@DAPH1918,2024-06-18T08:42:17Z,0,0.0,Neutral
For whatever reason I am fucking with the vibe...,@heebieejeebieeeez,2024-10-08T22:57:13Z,0,0.0,Neutral
This beat is like when Mordacai was talking trash about basketball.,@nathanieldavalos4397,2024-09-12T14:21:14Z,0,0.3612,Positive
beat is actually great,@duduzerantj4768,2025-04-04T17:57:30Z,0,0.6249,Positive
CHLOË SEVIGNY WITH BEATUIFUL PLAGUE GIRL VIBES,@vivisects-and-regicide,2024-08-31T05:44:08Z,0,0.0,Neutral
this was a great mv. what a great party beat tho,@ichi_san,2025-04-12T13:10:58Z,0,0.8979,Positive
very Fembot by Robyn vibes,@shannons2620,2024-07-06T04:30:09Z,0,0.0,Neutral
joanne the scammer vibes,@AaronANZ,2024-08-02T13:11:16Z,0,0.0,Neutral
“She’s giving waiter vibes” 😭,@Melllllyy,2024-10-08T19:39:29Z,0,-0.1779,Negative
