comment,user_name,date,likes,compound,sentiment
This song takes me to another world. So powerful!,@OceanLyrics-l3v,2024-08-27T01:10:50Z,5,0.6005,Positive
"I like this song because the mood and overall vibe feels sad and mundane, and sometimes life IS sad and mundane. I especially really like the ""all my mornings are monday's stuck in an endless february"" line. This song is great when you feel stuck in a rut but your yearning for something more.",@LegoMaster421,2024-08-14T03:21:02Z,5,0.2466,Positive
"""I love you. Its ruining my life."" Damn....that cuts deep.",@pamelaibarra790,2024-09-10T03:12:18Z,5,0.25,Positive
"Worst music video ever, Taylor overrated",@danielvargas1852,2024-09-12T03:58:59Z,5,-0.6249,Negative
"I've just discovered her music. Maybe it was the Universe that bought me here but her voice is something that speaks how I feel. Thank you, my voice is defeated but there you are. 😢",@patriciasalazar3712,2024-07-21T03:10:40Z,4,-0.7227,Negative
I love Travis but Taylor and Post are such a vibe together.,@cdrecovery1662,2024-08-09T13:45:53Z,4,0.3818,Positive
Post malones verse absolutly slaps 🔥🔥🔥,@Tonesplanes,2024-08-14T19:38:21Z,4,-0.7351,Negative
Wonderful lyrics great job on the video,@Alfonso-s3t,2024-10-23T02:43:32Z,4,0.8316,Positive
She is easily the worst singer in the industry. Just sounds monotone in almost every song. I can't believe people enjoy her music.,@westernmassbass6655,2024-09-12T16:57:21Z,4,-0.6517,Negative
This is so vibes for November/ December gothic theme.,@sophialejtman5504,2024-11-12T04:34:25Z,3,0.0,Neutral
Written and DIRECTED by Taylor Swift. Incredible direction & videography. (Plus the song composition).,@LinguaGlobalEFS,2024-09-10T16:42:27Z,3,0.2023,Positive
My mum loves this song it's her ring tone 😂,@jadehowlett4586,2024-12-03T05:55:20Z,3,0.765,Positive
"This has 80s Voices Carry vibes to it, and I'm here for it!",@CBaller2020,2024-07-25T16:35:46Z,3,0.0,Neutral
This beat we can’t be friends?💀,@jembearcubs,2024-09-12T03:39:55Z,3,0.4767,Positive
worst video of the year to ever win. WCBF WAS SNUBBED.,@butexab,2024-09-12T03:30:33Z,3,-0.6166,Negative
"Taylor Swift, your artistry and storytelling are truly unmatched! The way you craft songs that resonate so deeply with listeners is nothing short of magical. Your ability to evolve and experiment with different genres while maintaining your unique voice is incredibly inspiring. Each album you release feels like a new chapter, filled with raw emotion, honesty, and brilliance. Thank you for sharing your incredible talent and for creating music that touches hearts and souls. Your dedication and passion are evident in every note and lyric. Keep shining and making beautiful music!",@muzloft,2024-08-08T12:38:37Z,3,0.9904,Positive
"I like most of her songs, but I have to say, I really don't like this one. I don't like the lyrics.",@markoproduction,2024-09-16T00:57:20Z,3,-0.6121,Negative
Am I the only one who thinks Taylor swift has such a bland voice. It just sounds like she talks through her songs. They’re so monotone.,@Kameronvanslyke,2025-02-02T02:24:48Z,3,0.5106,Positive
so deeply obsessed with this mv,@hanbnantheman,2025-06-24T21:46:36Z,3,-0.3119,Negative
"Love the lyrics and melody of this song so much, love Taylor❤",@MonicaVideanu,2024-07-26T03:53:32Z,2,0.931,Positive
"I feel like there's a vibe the same as the song ""About You"" by The 1975",@TheLightBehindYourEyes..,2024-10-21T07:57:27Z,2,0.3612,Positive
This is like the most generic song,@a.pedestrian,2024-08-15T15:34:25Z,2,0.3612,Positive
I come here anytime I want to listen to Chappell. You can’t beat this performance!!,@skp6613,2024-08-05T10:32:16Z,2,0.2225,Positive
Taylor creates music with such a deep message,@KaitoShionVEVO,2024-10-18T18:58:40Z,2,0.2732,Positive
You are the worst in the whole entire world,@MayaLise,2024-08-29T12:36:46Z,2,-0.6249,Negative
Beautiful song and lyrics  🕊,@nancychandler367,2024-10-29T20:52:47Z,2,0.5994,Positive
Taylor's synthwave songs are favorite,@PanLamda,2024-07-10T23:12:15Z,2,0.4588,Positive
"This is so beautiful, lovely lyrics and wonderful sounds & voices. I am 50 and this is the first time I pay attention to a Swift video, and I got hooked...",@theOsitoProject,2024-12-20T16:45:58Z,2,0.9345,Positive
The lyrics in this song are poetic; they paint such a vivid picture.,@FeelingLive-nw7hs,2024-08-05T00:46:50Z,2,0.0,Neutral
Swifty Vibes 💘,@ChristopherWilliams-b6r,2024-08-08T04:44:17Z,2,0.6369,Positive
"OMG I JUST REALIZED THE SYMBOLISM OF THE PHONEBOOTH IN THE LAST SCENE. I read this theory that the Post with no tattoos represents Joe, the Scientist Post represents Matty and the Phonebooth one represents Travis. The Phonebooth represents the way Travis tried to ""call"" her (sorta) by making a friendship bracelet with his number on it. And the way she was sitting on the Phonebooth when he was calling her, it's like she was at her worst but didn't realise that the one who will save her is right beside her, ""calling"" her.",@bhaktiagarwal5859,2024-12-03T16:11:32Z,2,0.6124,Positive
Perfect harmony betweenTaylor and Post Malone,@ham8830,2024-12-29T00:07:45Z,2,0.7506,Positive
this song is so great!! cant wait to listen to it in vibe winter 🥰,@DannyNguyen-cc1re,2024-09-16T14:38:27Z,2,0.934,Positive
"awful,your taste in music is bad",@ssnadera6498,2024-11-14T13:13:00Z,2,-0.5423,Negative
"Taylor swift songs are not great or musical value compared to say Cold play or Bruno Mars. She has a huge fan following especially among young women bcoz she tell their story or relates to them about their struggles and emotions in both love, relationship, lifestyles, this materialistic world. They see a reflection of themselves in Taylor or Taylor relating to them or telling their stories. Taylor swift song are so flat and unmusical. @taylorswift",@kartiks932,2024-08-13T02:11:35Z,2,0.8558,Positive
Worst song ever,@danedao,2024-09-16T00:11:41Z,2,-0.6249,Negative
Came after vma short and I am not impressed. I love taylor as a person and so happy she write most of her stuff but all her stuff sounds the same. I have not liked a song since the redemption album. She needs to get more creative. It's so monotone and put me to sleep sorry taylor fans,@hannahsosa9413,2024-09-13T23:56:22Z,2,0.1904,Positive
I'm sorry but Eminem deserved to win artist of the year and best performance and most of the awards. Taylor swift is super annoying and I lost brain cells with this song.,@MomoDe-pc7st,2024-09-16T02:23:23Z,2,0.9601,Positive
mediocre vocals.,@bipolaryx,2024-10-04T05:54:17Z,1,0.0,Neutral
There been getting me with the headphones after I use them when I walk out side I can hear a high pitched frequency coming from the drones,@ThomasDryden,2024-09-13T15:31:37Z,1,0.0,Neutral
Why do her songs always do monotone? Like it tried to get there but couldn’t. I thought I would like it but nope. Taylor Swift will always be Taylor Swift.,@JMK719,2024-10-14T18:28:52Z,1,0.6499,Positive
"This song sounds like another song, the beat.",@sandraarias598,2024-12-19T20:28:03Z,1,0.3612,Positive
The attempts are temporary ❤❤❤.,@barbaratompkins108,2024-10-24T16:17:44Z,1,0.9274,Positive
Childless cat beatch,@Grandmasterkiller,2024-09-14T10:15:48Z,1,0.0,Neutral
I finally gave in and had a listen to this Taylor Swift that everyone is talking about....my verdict is that she's lame. Back in my generation the female vocalists would have destroyed her.,@Anthony-zo3dk,2024-09-11T17:25:30Z,1,-0.5574,Negative
❤True rolemodel and I enjoy the vibes everywhere❤.   ❤,@HandlehopecombS,2025-01-14T01:31:52Z,1,0.9118,Positive
why are all the new artist all whispering garbage. can we have some class and vocal talent please.,@hovtrd9944,2024-11-26T07:28:02Z,1,0.6249,Positive
What a vibe ❤,@Atulkarotiya950,2024-08-01T19:27:33Z,1,0.6369,Positive
WOW..this whole album is incredible and the fact that is was produced during the eras tour just proves how incerdble and amazing tay is❣❣❣❣. YOU ARE INCREDIBLE. I love how this is the first song of the album and never fails to make me want to sream the lyrics where ever i am.  THANK YOU.......,@moggy-j1f,2024-12-07T17:39:54Z,1,0.9868,Positive
"No wonder this is my most played song, it's lyrically appealing to hear yet the lyrics is so sad",@benniecute,2024-12-05T01:49:16Z,1,-0.5421,Negative
Musical collaboration is awesome. I would never be accused of being sensitive but the lyrics touch me deep.,@oenophilered6351,2025-02-03T00:38:30Z,1,0.4577,Positive
I feel like an old widow who's been divorced 10 times everytime I hear this song...So peaceful yet powerful,@NickBeller-l6z,2024-10-27T12:42:45Z,1,0.8176,Positive
Thank You YouTube for allowing me to enjoy music that i find appealing that i enjoy the lyrics to without bending my knee too as if they themselves are something greater than those who pay their bills..Thank You YouTube for allowing me to enjoy a song that is sung without me actually embracing the creator because at the end of the  day is simply a song that is sung by those who had great vocals,@tarahewett240,2025-03-07T02:05:49Z,1,0.9538,Positive
"So beautiful video and so boring song, absolutely 0 emotions",@freezeiceice,2024-09-21T17:02:43Z,1,0.2964,Positive
"trying to understand her popularity. mediocre voice, banal lyrics, predictability. sort of interesting video though...",@jaspermeow7329,2024-07-22T09:32:41Z,1,0.6712,Positive
"I think this song is ok... I also think that ""Telephone Pole"" by Punchline is better, considering it's almost the same tempo, same concept, same baseline and came out years earlier, sound wider, fuller and with better lyrics, I would suggest everyone who reads this takes a look, Taylor and post are game changers but when you consider this has 1.9m likes and punchline got 175. This music world needs to change a little.",@5jd1,2024-09-26T18:05:11Z,1,0.765,Positive
😢 I would like to feel the first time I hear Fortnight and it's something magical and nostalgic for 2024,@MariaAtencio-oz2lo,2025-04-20T14:58:37Z,1,-0.1531,Negative
This is perfect emotional 😭 n just right I totally love 💕,@bigbadbaby7640,2024-10-14T03:06:41Z,1,0.9053,Positive
"Wow, this track is absolutely amazing! Taylor's voice and style are just unmatched. The lyrics, the melody, everything is pure magic. It really captures that special feeling she brings to every song. I actually created a song inspired by her style too, and I'd love for you to give it a listen. Here's the link: https://www.youtube.com/watch?v=dzHxodaQ5h8. Hope you enjoy it!",@All-in-One-BTS,2025-02-22T20:23:28Z,1,0.9801,Positive
Disturbing lyrics. I hope teenagers don't listen. Anyone who thinks its Art needs a psychologist.,@Michal-ke6lu,2024-07-10T12:34:54Z,1,-0.1027,Negative
Worst song,@raysatriawijaya17,2024-07-11T04:15:47Z,1,-0.6249,Negative
I grew up in the 70s and 80s I would definitely go back in a heartbeat!! The memories consume me the music and freedom❤,@tammys9801,2025-01-30T03:02:00Z,1,0.9133,Positive
"I really hate when a song sounds like lovely song and read the lyrics and see, is about sad story and cant use to my GF😅💔",@joe-laloncho5880,2024-07-16T05:59:49Z,1,0.4228,Positive
awful song painful listen,@imnotchosingahandledude,2024-07-23T06:06:01Z,1,-0.7096,Negative
My friend doesnt belive one of the lyrics is your wife water flowers but if she sees this here 1:01 or anyone ealse lol,@sunnyxsidexup-q6h,2024-09-03T15:57:05Z,1,0.7003,Positive
And long live to Aggressive Music! like Linkin Park Korn Deftones Tool Chevelle Marilyn Manson Nine Inch Nails and others Aggressive Bands and long live Rock Punk and Metal music🤘🏻🤟🏻,@joaquinvaleri7022,2024-09-19T21:33:44Z,1,0.1511,Positive
I love you Tay but Post… omg your voice is just electric!  The telephone booth vocals… ❤️🔥❤️🔥,@CaliJen,2024-09-21T19:04:40Z,1,-0.5983,Negative
"My love for Post Malone went through the roof after I heard this song. This is something special, it gives off folksy vibes. 💛☮️💛",@MelanieWeed77,2024-08-14T19:28:57Z,1,0.9628,Positive
Damonic song and also crazy lyrics,@eka4300,2024-08-23T17:55:42Z,1,-0.34,Negative
It has that Kavinsky - Nightcall vibe,@konradg9258,2024-08-20T21:20:21Z,1,0.0,Neutral
WHY POST MALONE VERSE IS TOO SHORT🥲,@jamesreelsmith9292,2025-07-03T07:14:44Z,1,0.0,Neutral
Catchy !,@keithleeuwen877,2025-01-26T11:34:24Z,1,0.0,Neutral
"This song and Chappell Roan's song, to me, are a perfect pair of songs that could have been done by Stevie Nicks or Heart. Throwback 80s style production/writing - just great songwriting - melody/lyrics, beautiful sounds, synthesizers pads, wonderful harmonies and backing vocals. I got a little bit of a U2 ""With or without you"" vibe as well. Top notch.",@ArcaTubism,2024-11-09T15:10:12Z,1,0.9774,Positive
BEATIFUL CINEMATIC VIDEO🎥,@meowtwo01,2024-07-10T04:59:21Z,1,0.0,Neutral
Just gos to show u. Any one can make it. This person cannot sing a note .have alook at her on ellen show she a studio version of kylie Montague all fake effects,@DanielDavis730,2024-08-20T09:44:32Z,1,-0.4767,Negative
"Post Malone gives of that cool reliable friend, just chilling vibe.",@ANNA-g7z,2024-11-24T03:39:06Z,1,0.6597,Positive
"The way their voice blend together, sounds like heaven. vocals have me running in circles for this song post malone's voice lowkey compliments taylor's voice so well, so beautiful Their voices melted together like butter 🩶🤍 I love this song so much already. There voices blend so well together. I love Postys background vocals. She's not just a singer-songwriter, she's also a very effective storyteller. The fact that Post and Taylor visuals is wild and we all are here for it. The last midnights track hits different ending with her saying Post Malone's voice with Taylor's is the best combo/duo",@muhammadnurzakaria591,2024-11-09T12:18:24Z,1,0.9897,Positive
Post is giving me Daddy Vibes 💋😭😭✌️,@Guites.lyrics.123,2025-04-21T04:31:45Z,1,-0.25,Negative
This chick makes the worst music in the history of humanity,@MatthewBrodericksBeret,2024-10-18T14:55:33Z,1,-0.6249,Negative
"Sorry but its awful song to me. Because i love korean attractive men, your partner is always 별로",@서지희-n1l,2024-08-13T13:09:44Z,1,0.7579,Positive
"what a beautifully done video! i really loved the visuals and the chemistry between Taylor Swift and Post Malone. but honestly, i have to say that personally, i think their musical styles don't blend as well as some might expect. it's interesting, but i prefer when both artists stick to their own vibes.",@naingthet9468,2025-01-21T13:08:44Z,1,0.8994,Positive
Worst thing I ever. Gay af,@memoramos4833,2024-09-15T15:22:10Z,1,-0.6249,Negative
She is the worst ever,@sarahnix4587,2024-08-27T23:26:35Z,1,-0.6249,Negative
"Música linda, mas passa uma vibe tão fúnebre",@jorge.blackpink,2025-04-12T08:20:00Z,1,0.0,Neutral
This is Powerful with Post Malone!! ❤️❤️ Love it!!,@jilltaylor6093,2024-07-19T01:05:21Z,1,0.8469,Positive
She got perfect vocal talent her voice making me fall in love every time when  i hear 💜,@kswanbangtan119,2024-08-01T05:56:40Z,1,0.9423,Positive
Poor things vibes for me 😍,@dslesingerova,2024-11-10T20:54:55Z,1,-0.0258,Neutral
"Magic lyrics, production set, Post and Taylor. New fan 🪭 👏👏👏 Art 💯+",@Shanslifeandthoughts,2024-07-24T08:22:52Z,1,0.3182,Positive
30 years old still writing lyrics like a 14 year old 🤣🤣🤣🤣,@Chinese_Water,2024-07-31T22:41:47Z,1,0.936,Positive
"I'm very surprised by the fact that no one is mentioning Sylvia Plath, the whole lyrics and mv screams her story. and it's such a  beautiful symbolism 👏🏻",@LileMerkviladze,2024-08-22T11:18:21Z,1,0.4005,Positive
"Love it , it’s giving  I’m only me when I’m with you vibes",@Noname30255,2024-08-20T22:06:20Z,1,0.765,Positive
This is banger of a song so 80s vibe,@StoicStud,2024-12-06T13:46:12Z,1,0.0,Neutral
Taylor swift is so annoying,@lucky_duck323,2024-12-17T16:31:44Z,1,-0.2944,Negative
Your music is beatifull,@valeriadelrealcastillo4310,2024-11-16T14:57:07Z,1,0.0,Neutral
The lyrics are disgusting.,@northstar1318,2024-07-28T11:23:20Z,1,-0.5267,Negative
1st song that hit me. you are brilliant i hope you realiase that? who ever made these lyrics is smart as F. keep your ground.,@kimmolaitinen8188,2024-09-27T15:01:14Z,1,0.8555,Positive
"I love Taylor's songs! A lot of the lyrics she writes are about her emotions,  and her insecurities, it's genius!",@SaraSegal-g1o,2025-01-24T06:14:46Z,1,0.4559,Positive
She is so annoying.,@lavender9825,2025-03-06T14:40:52Z,1,-0.541,Negative
Pov My Mom Telling Me This Song Came Out A Couple Of Months Ago And I Already Know All The Lyrics But I Still Don't Know My 12 Times Table 💀💀,@Gabriela_Cambranes,2024-09-15T18:39:57Z,1,0.0,Neutral
These lyrics….. 😭🫶🏽,@brettskisayz,2024-07-28T01:01:14Z,1,-0.4767,Negative
That was a truthfull emotion. Back in the old days. I'm a bit more forgiving these days.,@mrwilfredmyers7566,2025-02-19T21:01:11Z,1,0.4927,Positive
"This is July 2025 & FORTNIGHT by TAYLOR SWIFT (ft. POST MALONE) continues to be exceedingly intriguing with story of science fiction experiment. The singing is soulful, spellbinding and simply spectacular. ❤❤❤❤❤❤",@kesharisuthar3268,2025-02-27T08:00:58Z,1,0.983,Positive
the lyrics are so poor........what a world......,@cjm4921,2024-09-16T09:57:58Z,1,0.0,Neutral
and this shit has beaten we can't be friends,@isabelriosclemente4515,2024-09-12T18:18:35Z,1,-0.8383,Negative
We got Taylor X Post before GTA 6. Trying to makes some vibes like this though.,@Iismrgreen,2024-08-04T04:52:45Z,1,0.3612,Positive
Your the worst singer. My grandma sings better than you 😂😂😂😂😂😂😂😂,@YourSaid-u5h,2025-03-21T12:34:09Z,1,0.9638,Positive
Taylor always has the best lyrics 🤍,@Nikolsprouse,2024-08-21T07:38:26Z,1,0.6369,Positive
Disco elysium vibes,@TheDavid22,2024-08-21T13:38:19Z,1,0.0,Neutral
"No wonder this is my most played song in Spotify, it's lyrically appeasing to hear yet the lyrics is so  depressing, it's literally so tortured.",@benniecute,2024-12-05T01:53:08Z,1,-0.7572,Negative
"Devo ancora capire dove' l'estensione vocale di questa pseudo cantante, paragonabile a tante nullita', che pensano di saper cantare.",@carloparrini3494,2024-07-14T18:18:19Z,1,0.0,Neutral
This song sounds pretty bland until you really listen to the lyrics then it fits in perfectly with the imagery of the lyrics.,@georgesiew6203,2024-07-15T03:31:27Z,1,0.8126,Positive
Sorry I found this very monotonous and boring.,@Elinappdpl,2024-09-13T19:50:46Z,1,-0.4336,Negative
Just a heart beat away❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉,@VuVu-pz1gs,2024-11-13T01:34:08Z,0,0.9996,Positive
Muito minha vibe,@marfilangel,2024-09-03T03:35:14Z,0,0.0,Neutral
The attempt is temporary.,@barbaratompkins108,2024-10-25T16:06:45Z,0,0.0,Neutral
"Wait, is the little instrument after first chorus only be found in this mv or what? Somene confirm please",@narinsakpromwongsanon8138,2024-10-30T04:56:22Z,0,0.3182,Positive
Great B&W. New lyrics for your review: https://youtube.com/shorts/_iH8BPX84qI?si=_0FDNQgu-VZDUrXC,@scottbailey.fingin,2025-01-09T12:18:13Z,0,0.6249,Positive
"Taylor taking notes from Madonna, madame x stan",@antoniomarruecos9429,2025-08-09T10:30:26Z,0,0.0,Neutral
Kate Bush vibes. Huge compliment,@jaycee2687,2024-10-23T13:32:50Z,0,0.6597,Positive
This is deep,@taryn-shay,2024-08-11T00:08:40Z,0,0.0,Neutral
Gives me the vibe of Sinead Oconnor. A very light Sinead,@ipilane12frog16,2024-09-14T16:14:14Z,0,0.0,Neutral
"3:14 this part is everything. His voice blends so well, it hits so hard with the lyrics. I scream this in the car ✨",@stingray1740,2024-09-24T04:44:04Z,0,0.1217,Positive
"This is a masterpiece but for the Grammys I think icdiwabh needs song if the year it’s just blasting something so magical,fun,relatable.I have no doubt about this song being one of the best single in the history of music,but icdiwabh has a vibe",@so.long.london.13,2024-10-28T12:06:36Z,0,0.9083,Positive
Heck yeah great slow dancer not on beat you TS PM Rule! Jelly chief lol🎉😮🎉,@ryanmartin924,2024-09-23T14:23:04Z,0,0.9299,Positive
It became nostalgic so fastly,@MineYeah,2025-07-18T02:43:09Z,0,0.0,Neutral
I dont like how post Malone is on this song and not Kendrick Lamar. I have been holding off listening to this song but Taylor swift is fantastic. The production is excellent on this song. Her vocals are a nice touch,@ThomasBrown-uw6vf,2024-11-18T21:44:54Z,0,0.9459,Positive
We need a new synth for taylor,@ianchan2624,2024-07-20T09:43:50Z,0,0.0,Neutral
This video is so deep smh,@MichaelLadd-c5s,2024-07-26T03:01:58Z,0,-0.3774,Negative
"03:13 till the end, best part, love the melody there!",@eliocorreia5550,2025-02-10T18:45:28Z,0,0.8655,Positive
Lana del Rey vibes...,@dianaaguilera7808,2024-09-29T03:45:46Z,0,0.0,Neutral
OMG WHY IS THIS GIVING ME 'Severance' VIBE?,@ruchisharma7886,2025-03-11T16:05:55Z,0,0.567,Positive
Don’t think I went away after five months I will for ever hate u u are the worst ever juice wrld is better 999,@Kpd-z4i,2024-09-29T21:22:48Z,0,-0.7096,Negative
I find that Taylor is overrated. I don’t like the rhythm at all; I think it’s boring. I don't see why everyone wants to go to her concert. There are only 2 songs that I like from all her albums.,@OphélieCarlier-k1c,2024-12-09T09:45:04Z,0,0.4019,Positive
Water boy and forking to much is aquaman deep diving on what love is,@richardfoley-kk3oi,2025-04-26T08:36:10Z,0,0.6705,Positive
"I will make it one way or another. I got some dept ill take care of it. Dude, people dont know, alot goes into those sermon. Ugh, its all week thing, it is put together last minute ALL the time, sometimes, i had the notes, I couldn't put it together, i didn't have it. Had to tell people in comments.""sorry i dont have it."" Lol yeah, well, in sermon, it takes all week.....your gather info all week.🎉 anyways, its nerve wracking! ❤love",@JefferyPolston,2024-07-31T22:43:09Z,0,0.3736,Positive
"I love Taylor Swift and how she uses her popularity and influence to get by with putting out the most monotone, non emotional, low effort music on the radio today",@charleskimbrough2315,2024-10-11T21:14:47Z,0,0.8344,Positive
Its giving me slight Vanilla Sky vibes,@jasonfralick4748,2024-08-24T04:12:13Z,0,0.34,Positive
I love you taylor swift you are so beatiful we're im your big big fan❤❤❤😢Please like for my com😢😢,@Nelaheree,2024-08-12T10:57:57Z,0,0.9337,Positive
This gives me Crimson Tide with Tom Hiddleson vibes and how I would feel after a break up with someone who was ready for a family and I wasnt,@LudivinaEscobar-x6y,2024-10-29T22:29:48Z,0,0.3612,Positive
The 1975 vibes,@JPThz,2024-08-01T22:08:59Z,0,0.0,Neutral
"Its Zion baby.......here to saronate' you with some music tonight......sit back grab your favorite drink, some chocolates, and let my body do all work, no problems, just love, and a 💋 on that pretty head of yours.......we going to get freaky with some Bible verses........ talking that Jesus talk baby......you know me. Followed up with some 50 shades of j. Dont say no.......only yes. 🎉😂❤😮😅😊",@JefferyPolston,2024-09-27T00:14:08Z,0,0.9818,Positive
More post malone collab! Please more verse for post malone,@johndarwintorreja7121,2024-08-03T16:19:24Z,0,0.3802,Positive
Giving Red vibes <3 her music doesn't disappoint!,@shahjmir,2025-03-31T10:19:55Z,0,0.7814,Positive
"For best vibe, speed up x1,10 and thank me later.",@kemalugurel,2024-09-25T11:00:25Z,0,0.7717,Positive
"The ""effects were"" temporary = a pun / reference on Effexor?",@incorruptiblebodies,2024-10-24T09:00:12Z,0,0.0,Neutral
"In the Midnights album, Taylor Swift tells a deep inner journey inspired by 13 sleepless nights. In The Tortured Poets Department album, the word “Fortnight” stands for fourteen nights, meaning 14 nights. This represents Taylor Swift’s 14th sleepless night.",@Mehmet_uck,2025-02-08T12:16:26Z,0,0.1027,Positive
"I don't listen to Pop quite often, this one is catchy tho.",@tiagombg,2024-10-04T14:31:11Z,0,0.0,Neutral
i love the aesthetic  and the concept of this song! i feel like this song captures the darkness within oneself that arises on having to face one's treason from someone you loved deeply and seeing your future shattered by that very same person to choose it to pursue with someone else that it kind of drives one towards the edge of insanity.,@ayanoyamada2051,2024-12-17T18:26:32Z,0,-0.1007,Negative
So now she's trying to steal new retro synthwave too lol.,@chipchippahson,2024-12-09T11:28:25Z,0,-0.1027,Negative
I rlly love how this music video has such a Tim Burton vibe to it!,@ellamilan.,2024-09-27T12:33:55Z,0,0.6696,Positive
