comment,user_name,date,likes,compound,sentiment
I don’t know what emotion I’m feeling right now but I love it-,@VX1RUZZ,2024-09-14T14:21:31Z,1,0.7935,Positive
Imo 4:22 is the worst part,@Juleczka_ta_slay,2025-05-11T19:37:38Z,1,-0.6249,Negative
"I cannot believe that this song is made by billie, this song is completely different from her another song, this song feels so fresh and relaxable even tho the lyrics is actually sad. But anyway I love this song so much 😍",@SLIPYOGS,2024-09-02T14:28:30Z,1,0.9035,Positive
I would sing this to let all my emotions go away😀,@azarimio,2024-10-21T01:57:09Z,1,0.3612,Positive
This song vibe just like back to 90’s love songs.. love it,@iszs4497,2024-09-07T05:15:56Z,1,0.8979,Positive
oliver dragojević typa beat,@samuellblasko448,2024-09-07T16:21:33Z,1,0.0,Neutral
hey Miss Big T-Shirt - I can not believe u didnt like that song at all ;D - i got to say its really good - not only the Voice and the text - but the beat is allmost breakdance likeish - could make a  synthesizer version of it and it would fitt perfect with a little - e-bass line ;) - actually it is the counterpart of Fortnite ^^ - also it is the best song at this point - not sure if there was god telling u something about urself - i hope ur doing well in ur life - much love!,@Rogmash,2024-10-24T12:34:16Z,1,0.9834,Positive
"a song where you can vibing while crying or smiling, what a mix of so much emotions",@cezarblack13,2024-12-19T15:32:32Z,1,-0.0258,Neutral
Omg y'all my bf got me a shirt with these lyrics on it I love it so much love  bille and this song and him .,@I.think.i.like.this.litlelife,2024-10-28T22:19:19Z,1,0.8651,Positive
0:14 0:34 1:47 2:06 2:16 2:30 Catchy😄,@NotAlexisAus,2024-11-01T11:14:44Z,1,0.6705,Positive
Song of the year 2024-2025 so catchy,@KaiBrown-iw8wj,2024-09-10T23:07:15Z,1,0.0,Neutral
If someone doesn’t read the lyrics to these songs they’ll never hear it from listening to the song itself.,@jadegreen1554,2025-06-30T15:44:29Z,1,0.0,Neutral
It sounds good from the get go unlike  most songs which only sound good at chorus phase,@allanwico6314,2024-09-26T04:32:28Z,1,0.7003,Positive
"headphones or helmet aren't enough for me  (us) I  (we) NEED TO MARRY THIS SONG ! THATS A MIXTURE OF EMOTION! Billie is a true artist, an icon, an inspiration, and a goddess. LOVE THIS SONG FR !",@LilyaSlaoui,2025-01-07T21:07:18Z,1,0.9187,Positive
"Crying or smiling vibes , your choice 💫✨",@marilyncampos9493,2024-11-01T07:33:04Z,1,0.0772,Positive
"2024 brings Bruno Mars, Gaga and Billie and just one teaser: the world is ending and we are litterally dying but it still so good and nostalgic like we have lived all that before",@tatysalles007,2024-09-27T11:50:45Z,1,0.8343,Positive
I am addicted to this song. I am 47. Her lyrics match my in er feelings en emotiions....,@sofiejansegers6159,2024-10-08T05:00:41Z,1,0.0,Neutral
SOMEONE PUT THE LYRICS,@immortalsheeeeeeee,2025-05-03T15:47:45Z,1,0.0,Neutral
"Two years ago, I had to distance myself from the girl I wanted to share my life with forever. Sometimes I still remember her in the little things she left behind in my life — especially in the music we used to listen to. She used to play “I Don’t Wanna Be You Anymore” every time we were together. This is the first time I’ve listened to the song all the way through; I’m sure it would’ve been one of our favorites. Hearing the opening melody always brings her to my mind, and for a long time, it used to make me tremble. Today, I missed her a lot — but something was different. I hope she’s okay.",@luisdanielpinagarcia5334,2025-07-30T10:37:58Z,1,0.7906,Positive
I get very  emotional listening to this song!,@ernestosanchez9438,2025-05-12T23:40:42Z,1,0.2926,Positive
"Billie Eilish wrote the song as an homage to her brother, Finneas. The lyrics are not that romantic, more like friendly banter with a sibling. The song 'birds of a feather' is about the speaker's brother, who is not just a sibling but a best friend.",@p.u.r.p.l.e.a.r.m.y.g.i.r.4572,2024-09-18T11:31:29Z,1,0.9275,Positive
This is definitely a headphones/earphones on song. I've heard this on work/mall radios so much but never really appreciated it because i couldn't really parse the lyrics. This is beautiful,@EfymirTheTransient23,2025-02-01T08:05:07Z,1,0.5142,Positive
Amazing ..even on a rough day I hear this song in my head and makes my body warm with the whole rhythm!!Best Eva🥰💯,@lexajames5269,2024-11-03T21:38:42Z,1,0.9272,Positive
chords sound like mirrors by justin timberlake,@allenwb797,2024-09-21T12:47:42Z,1,0.3612,Positive
Late lyrics,@Een140,2024-10-24T00:35:46Z,1,0.0,Neutral
the song looks like happy song but the lyrics 🥲😭😭😭,@dlsong1254,2024-11-13T06:27:34Z,1,-0.8847,Negative
This song reminds me of the vibe of Tame Impala song,@taslimahmed4996,2025-05-08T11:06:06Z,1,0.0,Neutral
1:01 - 1:05 there’s a song that has this same little chorus but I can’t remember what it’s called. Can anyone help maybe?? 😭,@Baezng,2024-09-21T17:38:34Z,1,-0.2406,Negative
The worst singer 😂,@Safygamal-t8s,2024-09-27T19:53:58Z,1,-0.296,Negative
2:52 Those vocals in the background are so... Wow!,@sinvalxavier8903,2024-11-02T21:09:21Z,1,0.6239,Positive
"WHY IS IT cozy, cute, romantic, warm and catchy at the same time?????",@cezarblack13,2024-12-19T15:31:02Z,1,0.8205,Positive
"if mixed emotions is a song, this would be it",@heyyJericho,2024-09-11T12:50:33Z,1,0.0,Neutral
Vibes be vibeing,@ViolaHill-z3i,2024-12-11T18:04:23Z,1,0.0,Neutral
"Can we talk about how far Billie has come. People used to make fun of her for ‘whisper singing’ in her first album. Then came out with ‘Happier than ever’ AND LOOK AT HER NOWWWW. THE VOCALSSS, THE BELTINGGG, THE EMOTIONNN. Billie is a true artist, an icon, an inspiration, and a goddess.",@cezarblack13,2024-12-19T15:34:03Z,1,0.8591,Positive
Vibe maravilhosa dessa música 🎧🎵🎶,@karinearaujo8059,2024-10-18T14:27:07Z,1,0.0,Neutral
Powerful song,@BobbySanders-bf2fr,2025-05-16T01:59:47Z,1,0.4215,Positive
Que vibe maravilhosa......,@mariasuely2153,2025-01-14T18:10:47Z,1,0.0,Neutral
i wanna cry when i think about my brother while listening to this. he’s not the one to talk much or show his emotions to others but we have different ways to show each other we care. but last year my mum told me he had cried to her because he was worried and hurt by my health issues… that hit me extremely hard. I love him so much and I hope he knows it,@fieldofhills,2024-09-21T08:14:16Z,1,0.3519,Positive
GTA: Liberty City Stories vibes,@jarjarbinks6643,2024-09-04T06:34:56Z,1,0.5267,Positive
"This song will the perfect ost for the book Cry, Or Better yet, Beg! Uggggh! I'm having so much mixed emotions. Omgggg. 🩷🥹",@GogoSashaaa,2024-10-08T03:02:18Z,1,0.6229,Positive
"I mean is it not keep bleeding love? I dont know the song name or artist, but you can sing keep bleeding love off the chorus.",@e10sandy,2024-09-11T10:20:54Z,1,0.6824,Positive
"This beat sounded so familiar, I kept trying to listen carefully and if not mistaken it’s from Gwen Stefani song “I know we’re cool” ?",@victormolina8457,2025-01-15T10:55:01Z,1,0.3839,Positive
That first verse gets me in my feels ❤,@aw4371,2025-02-02T03:40:38Z,1,0.6369,Positive
h.urtful song full of emotions,@YoussefLamborghiniJCB,2024-11-07T16:25:43Z,1,0.0,Neutral
"This song is making me bawl my eyes out. I’m in an interracial relationship and we’re about to be married but my dad has been so hateful and mean to my fiancé. I am devastated and heartbroken by how cruel he has been to my sweetheart but I love my sweetheart so much. I’m not giving up on us and the lyrics “I’ll love you till the day that I die” hits so hard. I’m madly in love with him. I can’t wait to be married, I pray to god my dad won’t stand in our way.",@rufiredup90,2024-09-06T17:17:04Z,1,0.6982,Positive
Can someone like dis ..so that i can come again ..and have some cozy and calm vibes 💗✨🙂,@jenidude3469,2025-01-13T18:14:17Z,1,0.9288,Positive
"This is morbid, if it wasn't for the catchy tune and her amazing voice I'd be like what the heck??",@lpg8518,2024-09-18T16:12:07Z,1,0.7691,Positive
I don't know why but it's giving Cranberries vibes. Am I alone?,@thatexcalifornian6124,2024-09-18T16:31:15Z,1,0.1531,Positive
This song gives me 80’s Vibes!!  Tiffany Vibes!!  Love it!!  🎵🎶🎼😊💙🩷❤,@christianmercado3056,2024-10-15T21:32:09Z,1,0.9483,Positive
Just had my first child a few weeks ago…and I’m pretty sure she knows all the lyrics already from me singing this to her so much ❤❤❤❤,@MckeeZiEMedia,2024-10-22T21:31:00Z,1,0.9737,Positive
"Someone said: When you’re happy you enjoy music, but when you’re sad you understand the lyrics.",@missmindy327,2024-09-03T09:36:44Z,1,-0.1779,Negative
That high notes makes me sad 🥹♥️,@IreshHalam,2024-09-08T07:58:14Z,1,0.2732,Positive
My absent minded self forgot to say how moving it is those high notes she delivers especially nearing the end of the song. ❤❤❤,@TheCsgsmd,2025-01-28T01:47:34Z,0,0.9274,Positive
"One of the most beautiful melodies, lyrics, voice, clip, singer ..all of it ! ❤❤❤",@cat123-c,2025-01-05T00:56:21Z,0,0.9589,Positive
No matter the vibe this song slaps,@EdithTheunis,2024-09-19T13:31:50Z,0,-0.0191,Neutral
"Billie, I want to thank you from the deepest of my heart for making this song, it has helped me get through all incidents in my life whether good or bad. 🥰",@pornananpuangnak5527,2025-01-17T17:07:52Z,0,0.9287,Positive
This song can vibe in Paramore's After Laughter album! Hope hailey will cover this.🎉,@gstakku5192,2024-09-23T16:39:20Z,0,0.8597,Positive
This is probably one of her best songs... This song hits in so many ways!!! I can listen to it over and over and over and over and over again 😂... She couldn't of picked better lyrics ❤❤,@crystalsampson1681,2024-10-23T01:27:09Z,0,0.943,Positive
"my mom and i didnt really have a good relationship, but we had beautiful moments together. singing the lyrics to this song reminds me of her, of what we had together. next month will the fifth year since she died. i miss you mom. i still think about you, sometimes, if not oftentimes. :)",@strinqs,2024-12-15T14:51:45Z,0,-0.3794,Negative
"It's like hearing the chords from Last Christmas with the picking from Everybody's talkin' mixed with the Billie/Finneas-soundscape. Great song, great vocal lines.",@tammanaq,2024-09-22T21:20:38Z,0,0.8934,Positive
Beautiful song.🥰 I'm not a fan but do I love the lyrics and the melody.❤,@soniapacheco490,2024-09-22T21:55:54Z,0,0.9597,Positive
This song has the drop everything and text my ex vibe,@jessejacob505,2024-12-31T08:54:53Z,0,-0.2732,Negative
"This hit me so hard, my feeling through my ex just be like these lyrics lines",@K.R_Mony,2024-11-16T00:23:51Z,0,0.3394,Positive
When she called her mom to say how she was so proud to hit that note during Die in the last verse...like girl cares and sounds so real.  Fck my heart she's got it.,@fallon7422,2024-12-28T04:05:50Z,0,0.8069,Positive
As someone that likes 2020 I can confirm this song sounds to nostalgic to me very much,@That_crazykid2011,2025-07-06T19:35:28Z,0,0.4215,Positive
"Iv just experienced love, it is so powerful these stupid soppy love songs actually mean so much and is the perfect remedy for broken hearts or distance hearts just makes me love him even more when I hear this and also cry more 🤣",@WhotheViewer-r6i,2024-10-10T02:18:04Z,0,0.9746,Positive
Whoever edited this the lyrics and the bubbles and the water waving had good effort on this ngl,@KKeiko,2025-02-08T04:35:57Z,0,0.4404,Positive
A well put together song with a great vibe👌👌👌,@romancarmona4117,2024-12-21T07:17:23Z,0,0.9738,Positive
"Well, I'm glad this wasn't scrapped.  Something in the main melody of the track that instantly gets to me (then I can't see for most of the song. xD ), and hits something similar to nostalgia for me.  It's a really beautiful tune! ^_^   More in this softer feel would be nice.",@Dust_Bin_Gaming,2025-01-02T18:05:49Z,0,0.945,Positive
Had never pay attention to this lyrics they go deep just felt in love with this song 🫣🫣😍😍,@Goodmorningshorts07,2025-02-18T07:19:24Z,0,0.8884,Positive
"Despite the massive popularity and impressive view count of Billie Eilish's 'BIRDS OF A FEATHER,' this track doesn't resonate deeply with me. To me, it feels like a one-time listen, lacking the spark or uniqueness that makes a song unforgettable. Honestly, I wouldn’t have given it a chance if not for the overwhelming advertising.",@corpsebreath1029,2025-01-04T15:24:50Z,0,0.846,Positive
Great harmony! Keep these back up singers!!😊,@Bobbie_Marie,2024-10-15T20:15:59Z,0,0.9284,Positive
"this album came out when i was dating someone last year, and even if we were both treating the situation in a more serious light, sadly it didn't work out. this album came out at the same time we were seeing each other. i used to listen to it a lot and subsequently it reminds me of him... this is still one of my favourite songs. it's still hard to listen to it right now. seeing 11 months ago is really making me think of the parallels, of how life changes in a year, how we change. sometimes it still hurts, sometimes i miss the feeling and sometimes i miss him. it just all feels so nostalgic cause it was all so beautiful.",@RATHYMIA,2025-04-20T09:55:16Z,0,-0.4339,Negative
She’s stole this beat off destiny’s child ‘with me’ not very original,@WhotheViewer-r6i,2024-09-21T23:35:26Z,0,-0.2912,Negative
"Her voice is the key, the beat and other details made this song successful.",@reynaramos5204,2024-10-21T10:22:47Z,0,0.5859,Positive
finneas stole these lyrics from an indie artist called sister,@ILoveUnicorns1969,2024-12-07T17:36:12Z,0,0.0,Neutral
this is what i wanted from her. this has a The Cardigans vibe and i love it. such a voice.,@MuchasDistracciones,2024-10-22T06:43:21Z,0,0.6369,Positive
"i love this song, very nostalgic",@kimchi3545,2025-04-06T15:58:09Z,0,0.6369,Positive
"The saturated drum beat seems like a new trend in current songs, the influence of sound in music, it is also a great song, one day it will be re-released as it should be. little kisses with light eyes. ;)",@cxradio1023,2025-01-07T18:38:29Z,0,0.8887,Positive
SONG WITH GREAT LYRICS!,@readerviewer9177,2025-01-05T10:21:16Z,0,0.6588,Positive
This is the best song I ever heard it made so mutch memories from it honestly mada my summer unforgettable thank you for everyone perticpated in making this masterpiece of a song thank you,@gsgsguh38,2024-11-21T22:04:36Z,0,0.9522,Positive
Lesgo I just memorized the lyrics,@keer07067,2025-06-26T08:05:46Z,0,0.0,Neutral
"Love the symbolization in this song. The lyrics rock, keep up the grind BE ",@SickByBirthGaming,2025-05-23T03:36:38Z,0,0.6369,Positive
"Why the backing beat kinda sound like ""heavens night"" by elita???? Idk tho its giving that vibe tho",@skrybspryt,2024-12-01T23:54:28Z,0,0.7729,Positive
Absolutely beautiful! Brings so many emotions. And her high pitch just drives me good crazy! Love her voice.,@5811usmc,2024-10-12T13:29:29Z,0,0.8879,Positive
Im here for the rhythm and beat,@RedClawDynasty,2024-10-12T18:39:43Z,0,0.0,Neutral
Love the vocal delay she use in the middle of track 💜,@tinaka1605,2025-01-30T13:16:46Z,0,0.7964,Positive
Only good thing about this song is the melody she copied from Oliver.,@emirhadzic5689,2024-09-19T17:31:11Z,0,0.4404,Positive
This song has many emotions at the same time,@Jennx_IN,2025-08-20T16:53:43Z,0,0.0,Neutral
I´m alone but this song makes feel deeply falled in love <3,@yc5047,2024-12-22T20:55:11Z,0,0.8897,Positive
"I had an emergency c section after my baby couldn't handle labour anymore.... they asked me if I wanted music for the surgery. I said Billie Eilish. When he was finally out and they showed him to me, this is the song that played. 😢 makes me so emotional.",@TinaRayMusic,2024-12-13T14:05:05Z,0,-0.2923,Negative
