comment,user_name,date,likes,compound,sentiment
"The fact that this song is copy right free, is a bop AND a drake diss!.. No wonder everyone learnt the lyrics fast lol",@Just_a_dott,2025-04-19T08:05:31Z,10,0.636,Positive
"The beat is insane, simple but effective, as always Mustard on the Beat never dissapoint, not to mention Kendrick Lamar. Kind regards.",@LaVerdaderaEscencia,2025-03-26T05:46:24Z,6,0.836,Positive
My ex used to talk so much crap about Kendrick lol and on days when we would drive he would sing his lyrics and I would said “I thought you hated the man” it just shows how men hate men who are successful lol😮 I died😂,@Spanishkandy,2025-04-14T07:25:02Z,5,-0.4728,Negative
thinking back of all the times I said Kendrick was the greatest alive without skipping a beat and I was right,@itsMalma,2025-05-14T14:21:31Z,4,0.7783,Positive
"Drake is dead meat ,his comeback will never be powerful like this song",@EdithMangena,2025-03-24T10:44:08Z,4,-0.829,Negative
"Too busy trying to learn the lyrics, I didn't even notice Demar Derozan, twice, smh...",@AnjanetteDukes,2025-06-06T22:08:04Z,3,-0.3182,Negative
I have dementia and i still memorized the lyrics to this song,@VicioustheWise,2025-06-17T23:52:40Z,3,0.0,Neutral
"At school, I guess this song by the first beat",@Zone-BOT,2025-06-23T19:32:11Z,3,0.0,Neutral
"This is not music, nor is it singing .The guy is just talking  against the background of the shitty annoying beat.  Why would anybody listen to this crap 😂",@davitdavit87,2025-03-27T11:50:55Z,3,-0.7506,Negative
The vibe is so good,@Bryson-xi4tc,2025-06-14T03:08:55Z,3,0.5777,Positive
Drake took THE WORST L in hip hop hop history 😂😂,@TirsitGezahegn-k9l,2025-08-04T15:01:48Z,3,0.5719,Positive
"Does anyone wanna talk that in God’s Plan, There is a chorus with fans and there is a chorus with fans in this😮😮😮😮",@Odenhitsdingers,2025-04-17T03:26:52Z,3,0.0,Neutral
"Dear Kendrick, I hope you read  this  comment. You make good  music  but your superbowl performance was terrible and what you did  was awful  i hope you  get canceled  for what you did trying to  start a revolution is just plain out  stupid that  war and revolution stuff ended years ago",@TammyPowell-x5o,2025-06-12T22:33:13Z,3,-0.9109,Negative
Say OV-Hoe 😂😂 that’s an emotional damage,@joeyyahya,2025-04-07T23:47:24Z,3,0.4939,Positive
This song is trash. The cadence and voice he is using is fucking annoying.  Wack shit.,@justice5088,2025-04-07T23:13:38Z,3,-0.7818,Negative
Kendrick gave a Master Class on a lyrical beatdown. He's the Lex Luther of Hip Hop!,@RAM6165,2025-03-21T19:21:53Z,3,0.0,Neutral
This is such a vibe,@Viper.afk9,2025-03-26T17:12:38Z,3,0.0,Neutral
Kendrick is a Temporary club hitta Drakes music will always play at the Club 🔉🔉🔉,@edwardrivera206,2025-04-02T17:20:57Z,2,0.34,Positive
Kendrick is one of the worst artists i ever heard,@00pium_HXGCartiKenLoneVAMPMAN,2025-07-01T16:43:19Z,2,-0.6249,Negative
Mustard on the beat hoe 🎉,@yourfavoriteaudience7460,2025-06-22T05:03:32Z,2,0.4019,Positive
"Beat that halftime show...... anywhere..... He didn't even rap my favorite of his..... But Serena, I had to stop and rewind 🥰 who won the game?",@Mr.Wade-i8l,2025-07-12T17:41:16Z,2,0.9451,Positive
"Kendrick Lamar Duckworth (born June 17, 1987) is an American rapper, singer, songwriter and record producer. Regarded as one of the greatest rappers of all time, he was awarded the 2018 Pulitzer Prize for Music, becoming the first musician outside of the classical and jazz genres to receive the award. Lamar's music, rooted in West Coast hip-hop, features conscious, introspective lyrics, with political criticism and social commentary concerning African-American culture.",@KendrickLamarwebsite,2025-08-08T12:57:46Z,2,0.8957,Positive
🎉❤I like this vibe 🚬☠️🔥,@DuliepreMarkens,2025-03-28T02:56:58Z,2,0.4215,Positive
Something catchy about this B 😂,@IGlowIFlow,2025-04-06T00:52:45Z,2,0.4404,Positive
Mustard on the beat hoe 😂,@PACKGODJr12,2025-03-22T03:16:18Z,2,0.4404,Positive
Killer lyrics!!,@ludovisian5063,2025-04-08T23:08:33Z,2,-0.7081,Negative
"""Sweet Chin Music"" in Kendrick Lamar's music refers to a metaphor taken from professional wrestling, specifically the finishing move of WWE Hall of Famer Shawn Michaels. In the wrestling world, Sweet Chin Music is a superkick—an iconic move that knocks out an opponent with a quick kick to the chin. -ChatGPT This shit is SOOO deep.",@brendolbreadwar2671,2025-04-02T01:33:34Z,2,0.1901,Positive
One of the worst songs I have ever heard. He sounds like a hillbilly 😂😂😂 you call this trash music ? Lol,@YogsG007,2025-05-23T12:37:56Z,2,0.836,Positive
I luv the beat I luv when he said   since 09 he had it. Jumping,@MMkk-h3x,2025-06-28T16:14:34Z,2,0.0,Neutral
"Not Like Us is not a future and you know why because it's not changing the negativity of Hip Hop Music and it's also suppoting the negativity because it mocks God,and I can prove it to by this line in the song ''Beat your a** and hide the bible if Gods watching.",@Rosariotejada-bd4up,2025-06-06T01:36:52Z,2,-0.7512,Negative
Bro is rapping like he ain't breathing like not even a deep breath 🎉😂,@OagengKhoarane,2025-04-10T03:56:41Z,2,0.7176,Positive
Boring Beats get a guitar and learn some R'n'r,@canislupus2146,2025-04-07T15:39:19Z,2,-0.3182,Negative
mustard on the beat,@Nhânquảluânhồi-b2c,2025-05-12T11:27:13Z,2,0.0,Neutral
"Dr6ke: ""if you can beat 'em, just copy 'em""",@spvc4696,2025-04-03T14:31:26Z,2,0.0,Neutral
Drake worst nightmare,@KaidenHaygood-i7b,2025-04-23T02:20:59Z,2,-0.6249,Negative
"5:06 LOVE THIS BEAT FIRE🔥 SHAKEN FATASS! THE RHYMES ARE FIRE 🔥 TOO. OMG I HAD THE PART OF THE SONG THAT SAYS ""THEY NOT LIKE US!"" (REPEATEDLY) ALL WRONG! I WAS SAYING ""THEY LIKE  EM YOUNG"" (REPEATEDLY)! I'M SORRY! I'M DEAD😆🤣",@DesireeMYoung,2025-03-30T18:26:39Z,2,-0.9178,Negative
Damn the chorus is catchy,@spvc4696,2025-07-03T01:37:14Z,2,-0.4019,Negative
I’m bout to pass on this beat like John Stockton,@RealSunSean,2025-05-06T18:39:59Z,2,0.3612,Positive
Yo Kendrick Lamar you a straight-up genius! This is now my ringtone this is now my new favorite song of all times! Get it Biotch you are a badass! I'll say it again FLATOUT GENIUS! EPIC SONG! HOPE IT GETS SONG OF THE YEAR Blessing's~ Pixie 🙏🏼🥰❣️🔥✌🏿🎶🎤🕺🏾☝🏿,@ThePrivers241fan,2025-05-19T02:35:19Z,2,0.9735,Positive
Mustard on The Beat,@jefethugn6348,2025-05-27T21:51:33Z,2,0.0,Neutral
"I grew up in Compton/L.A and Tommy tha Clown used to ride through the city beating and would jump out his car, and we'd all dance with him in the street. That was back in the 90s, and he's still going strong after all these years.",@mrsnlewis82,2025-03-24T08:04:27Z,2,0.0772,Positive
This is boring annoying and complete garbage,@army3585,2025-05-15T20:34:40Z,2,-0.6124,Negative
The Vibe? Ghetto trash sreggin.,@jimwilliams14,2025-07-13T08:39:54Z,2,0.0,Neutral
Give it 6 months before Maga uses the beat.,@stevenholmes5099,2025-04-04T07:24:46Z,2,0.0,Neutral
"I personally think this song is awful and you can barely understand what the so-called rapper is saying. I miss ""real"" music.",@terence4427,2025-03-21T15:32:13Z,2,-0.5574,Negative
"I'm not Black, but my skin tone is dark. after this song. i don't feel the difference anymore.",@arjunislive7909,2025-05-02T13:08:58Z,2,0.0,Neutral
I don't know why they played with that man he been showed niggas can't nobody fwh when he dropped that Control verse years ago I think only wayne in his prime & eminem can give him a run for his money & possibly jcole but Cole backed out so that says alot,@BigMeechoBands,2025-04-27T22:14:39Z,2,0.0387,Neutral
Maki from andteam post in weverse got me here😂 👍🏼🔥,@xcviaa,2025-03-22T15:15:28Z,2,0.128,Positive
It never was more clear who won a battle. True definition of beating someone.,@Temen-RL,2025-06-13T15:13:47Z,1,-0.0611,Negative
other vaginal option one of the worst bars in the battle,@gregh_777,2025-05-05T22:32:33Z,1,-0.7717,Negative
GIVES SNOOP DOG VIBE,@Dank_varshiya,2025-04-19T20:07:13Z,1,0.0,Neutral
Mess with the wrong guy with Mustard on the beat Ho !!!!😂❤,@Handleitornot,2025-05-09T21:10:34Z,1,0.5673,Positive
I love this vibe,@JackNoel-g2m,2025-04-29T22:04:41Z,1,0.6369,Positive
"Never heard this song. Not a bad song, but how did this win Grammys? There is no way for the average person to understand even 20% of the song's lyrics",@yellybeam2869,2025-06-02T18:47:55Z,1,0.7488,Positive
Stupid ass song. Stupid ass beat.,@King-IbnDragon,2025-04-08T05:46:57Z,1,-0.93,Negative
❝ Mustard on the beat ho- ❞,@Zæhîň,2025-03-25T23:58:15Z,1,0.0,Neutral
This has a much deeper meaning than Drake and I'm here for it 😂😂😂😂 I'm dyin laughing about it,@samanthanicole2993,2025-04-21T22:47:24Z,1,0.93,Positive
"stop doin that goofy shit, go back to doing untiteld 05 ahh beats",@danico6377,2025-04-12T22:09:56Z,1,-0.7003,Negative
2000s vibe,@arponborah1944,2025-03-25T07:39:08Z,1,0.0,Neutral
I can't talk to nobody else.... Keep 💯.. I'm not trying to get life because my guns license in the law forcement illegally an my gun promit in the streets illegally to kill us an my name on the military 🪖 in USA probably the whole world 🌎🌍 for the trick like my favorite rapper told me Prodigy from Mob Deep... Illuminati wants my mine soul an my body 🕵🏻,@CurtisBland-t8v,2025-04-04T02:13:53Z,1,-0.4215,Negative
The tempo of this song is the same as gas stove trying to light.,@rememberthefuture944,2025-06-13T12:47:14Z,1,0.0,Neutral
😤IM NOT INVISIBLE I see ASW PEOPLE MY DAD’s a Numerologist I’m a intergalactic SOUL Mariyam;Purity of a bright whiteness Madina;One who Judges MUHAMMAD SWS❤❤❤❤❤❤NAAILAHs 6th Daughter FORMALLY KNOWN AS AALIYAH CARTRR -LETTHEBEATBUILD …..they slept on his lyrics to DARKSIDEOFTHEMOON.Mirrors his painting I’m there THE PUBLIC EYE 👁️ KNOWS NOW 2:33pm FRIDAY,@Kxummer,2025-06-13T18:33:55Z,1,0.9774,Positive
Quanto mais o tempo passa mais dá pra ter noção do quanto foi um esculacho do caralho kkkkkkkkkkkkkk,@luizfernandocard9535,2025-07-21T00:00:41Z,1,0.0,Neutral
1:10 fun fact this shot doesn't use special effects kendrick just used his powers,@CoolGuyMcgeez,2025-05-23T00:30:11Z,1,0.2598,Positive
Probably my favorite kendrick verse ever 😂 I spilt blood on my apron cooking this shii up…. I FEEL LIKE SOME OF YALL IS HATING,@JZC00KIE5,2025-06-26T19:00:34Z,1,0.6249,Positive
<3 love this vibe <3 so true 100%,@cherannthompson,2025-06-05T21:38:28Z,1,0.9276,Positive
"This song is thrash! No flow , nothing , no rhyming ! Wow ! This piece of shit is a hit song. Horrible voice lyrics and all !",@Osiris619yahoo,2025-07-25T19:29:50Z,1,-0.6985,Negative
Mandem we can use this as the new cpr beat let’s use this sick beat to good use research online if u need,@user-q19tz8lw5c,2025-08-02T08:03:00Z,1,-0.2441,Negative
Why’s he beating up a fucking owl ???? What did the owl do to you Kendrick. I bet it ate your cat. Meow,@JeremyYoung-x3p,2025-04-04T18:19:24Z,1,-0.6072,Negative
Should I use this beat  for a song,@Emoboy20-d2t,2025-04-24T22:29:47Z,1,0.0,Neutral
"Whack beats, whack lyrics. I've never bumped a kl song. Been bumping Drake for almost 20 years. This dude will be forgotten in 5 years. Calling Drake a popstar, only know who this clown is because he's all over the pop station. Keep it real, Drake always has.",@aaronschneider5041,2025-05-20T20:12:46Z,1,-0.2263,Negative
"I know musis , lyrics was on point but the message was the end THE OWL",@josephsonnier3594,2025-06-24T03:03:01Z,1,0.0,Neutral
Is Taylor your little sister gangbanger what’s the vibe I can’t keep up it’s getting too personal hahahaha someone of us LIVE IN THESE STATES fl and Georgia and Texas and Tennessee I love all colors ❤😅🖤,@tanvipatel77,2025-06-12T21:20:32Z,1,0.9442,Positive
"He dis'n more than drake .... Read the transcript, he talking about several. I didnt catch it until i saw lyrics, and he is pretty clever the way he weaves their names in the lyrics",@sheilahawkinsdavis9536,2025-07-09T19:43:49Z,1,0.7351,Positive
Kendrick has the smoothest vibe game......i stg.....moves so perfect......f Drake all day.....XXX Tentacion 4 lyfe,@stephaniewade,2025-04-30T14:40:17Z,1,0.0,Neutral
"Maybe it's just me, but this song isn't very good.  Pronouciation is horrible, timing and rhythm is bad and the rymes are like 3/10",@sabacone,2025-06-22T16:03:43Z,1,-0.893,Negative
your over 50 your making fun of my voice your voice has deep voicecrack in it can make sissisisi,@themonkeyboy202,2025-03-22T02:53:01Z,1,0.5106,Positive
"Bro drake is cooked, deep fried boiled, smoked, grilled, roasted, baked, sauted, steamed, broiled, seared, stir fried.",@OrionSromek,2025-07-02T02:44:54Z,1,0.0,Neutral
"Bro drake music carrer is cooked, deep fried and burned",@Fish01177,2025-03-31T11:16:16Z,1,0.0,Neutral
What is this shit ??? And voice is like beated by yr dad Drake 😂😂,@OmJadhev-m,2025-03-31T11:11:23Z,1,0.5559,Positive
This is what passes as art these days? The lyrics sound like  a middle school mean girl diary entry run through a ghetto/poor grammar filter,@snakebiteserenade9079,2025-04-10T02:38:01Z,1,0.3612,Positive
Really cool lyrics❤,@EmekaOkeke-n4o,2025-04-18T00:30:25Z,1,0.7778,Positive
His style of rap sucks really can’t stay with the beat at all,@davidbeauvais1364,2025-04-17T15:40:55Z,1,-0.3612,Negative
"Updated verse for 2025: We not like Trump, we not like Trump!",@KarlLind,2025-07-24T16:46:07Z,1,-0.5442,Negative
Bro I’m not gunna lie this might be the worst diss of all time… how do people like this?,@slipjones302,2025-05-19T20:26:47Z,1,-0.3818,Negative
0:20 if you knock at a mexicans door with that same rhythm it means go eff your mother lol i didnt realize that until I did it to my uncle 😂,@christianvazquez1979,2025-05-28T15:14:51Z,1,0.6908,Positive
His voice is so annoying ngl,@_MC529,2025-03-22T01:01:35Z,1,-0.541,Negative
Can't beat Antonio Tate I see dead people,@jaybulo202,2025-05-22T03:01:47Z,1,-0.6486,Negative
happy anniversery ,@BluesMinorSwing,2025-03-22T22:05:47Z,1,0.5719,Positive
Love the lyrics so real and genuine you are the goat ❤just had to give it to Kendrick ❤,@JasmineHartogh,2025-06-20T09:09:17Z,1,0.8555,Positive
"That verse ""with money coming out the anus"" starting to make scenes right about now playboi",@xxshheeeshhxx8559,2025-04-04T23:29:56Z,1,0.0,Neutral
"Some people be forgetting how deep this is “what is the owl, bird 🥷s and burnt bitches” real rap",@NeuroDot7,2025-05-11T02:30:53Z,1,0.0,Neutral
To be so deep into your feelings being hurt isn't a good look in hip hop smh that's probably what you missed,@jimmycollier3144,2025-07-07T15:10:57Z,1,-0.8521,Negative
What good music is very catchy,@AntonioLopez-kj5ou,2025-06-14T21:18:21Z,1,0.4404,Positive
1:17 Kendrick said Drake im going to beat you up like a little boy.,@jessicaesau9116,2025-04-23T19:21:08Z,1,0.3612,Positive
GOOFY VIBE!,@Rom-1045,2025-07-09T14:48:15Z,1,0.0,Neutral
Yo dis is da worst shit I've ever heard,@taenaedoe3566,2025-06-01T01:00:20Z,1,-0.8271,Negative
Quem aqui procurou a música por muito tempo ?,@NiwameFernando,2025-06-26T20:16:36Z,1,0.0,Neutral
That drake verse was funny as hell,@justingaddis4154,2025-04-05T03:01:50Z,1,-0.4019,Negative
This is soke of the worst hip hop I’ve ever heard,@JayFrancis-i1n,2025-05-07T05:43:12Z,1,-0.6249,Negative
beat your a** and hide bible if god watching... tf.. 😂,@osamathakur8544,2025-04-07T09:30:21Z,1,0.5106,Positive
"Can someone explain to me the chorus ""they not like us"" who is 'they'?",@ninabradshaw2267,2025-04-04T11:51:05Z,1,-0.2755,Negative
This beat is sick,@martalutostanska4470,2025-06-07T16:47:10Z,1,-0.5106,Negative
Dang nice beat and they not like us,@MasJul-h7l8h,2025-06-21T12:24:25Z,1,0.1754,Positive
😂😂😂beating a yada,@BobSmith-do4zp,2025-06-13T16:07:54Z,1,0.5994,Positive
"I first heard this song from the SuperBowl LIX, as he performed for the Half-time. Now I repeatedly hearing this beat on Sister Leveling (Solo Leveling Parody) 😭😭😭😭😭 Song-yi winning on Jail Route.",@emmanueldevera167,2025-04-24T15:23:36Z,1,-0.9022,Negative
Vibe only,@nompilomvusi2010,2025-03-23T12:48:14Z,1,0.0,Neutral
Nah I fuck with Drake but Kendrick absolutely shit on him.  Kendrick Lamar is the best rapper of era and of possibly all time. He won fair and square and beat Drake at his own game,@ARECO01,2025-07-19T02:41:24Z,1,0.7912,Positive
"Pure nas, 90's beat, message heard and sent",@jvsden4573,2025-05-10T02:27:50Z,1,0.0,Neutral
Mustard on the beat ho,@angi81dance,2025-04-13T17:54:42Z,1,0.0,Neutral
"Dr6ke: if you can beat 'em, just copy 'em",@spvc4696,2025-04-03T14:02:47Z,1,0.0,Neutral
0:40 the beat drops,@Noooo72,2025-04-13T13:53:29Z,1,0.0,Neutral
"This ""song"" has TWO notes ONLY  Although this song is in fact awful its banality does capture the time we are living in. They have dumbed us down to the point where we are bragging about not being pedofiles to a song that has 2 notes. Doo Doo Da Doo. 1 Doo 3 times with 1 Da in between.",@DavidSoria-n5i,2025-05-24T17:34:04Z,1,-0.6597,Negative
"I feel like Kendrick would not stand a chance if Eminem was on his beat, he would probably make that shit viral",@Nachopes03,2025-03-21T09:01:51Z,1,-0.4291,Negative
"Fast forward, and now this song could be about our elected officials- THEY NOT LIKE US, striking all them A-minor chords.",@MichaelBarrington-w8v,2025-07-28T00:36:57Z,1,-0.3924,Negative
Do people really like this song? The beat is not good. The raps are okay. I don’t get it. I think people just wanted to side with Kendrick. And thought drake should take the L. But drake had better songs in this battle.,@AllieRogers-mq1kf,2025-07-10T15:48:08Z,1,0.1264,Positive
"Dr6ke: ""if you can beat them, just copy them""",@spvc4696,2025-04-03T14:31:42Z,1,0.0,Neutral
"It seems like im the only one who thinks song is whack as hell. Nothing like the Tupac, Nas, the lox, DMX,Jayz, Queens bridge, Rocafella, Eminem, D12, 50 cent , G-Unit diss tracks . It’s so confusing. Drake , lil Wayne era songs were so much better no ? I admit I may be missing something but why did this song get so much clout ? Seems like it was because a rapper went after another rapper and the generation never was alive to witness a rap beef. That was the regular back in the day and it ranks at the bottom as one of the worst diss tracks I ever heard in my life and I’ve heard them all. Real talk",@emmanuelvelazquez3197,2025-05-02T06:37:09Z,1,-0.8667,Negative
This song blows dick. Seriously the worst rap i ever heard.,@WAHOOWA,2025-08-05T01:46:47Z,1,-0.8442,Negative
The sad thing is Kendrick Lamar doesn’t know that deep Down there’s a bunch of ten year olds of have a crush on him,@JohnsonFamily-c7k,2025-04-15T02:51:27Z,1,-0.5719,Negative
2:55 what if pac actually wrote this verse and gave it to him to rap... 🤔( yeah I wish he was alive),@miaubella,2025-05-20T08:12:02Z,1,0.7579,Positive
Worst black music. Dj Mustard!🖕Why you give your gold to this boy?,@Drockaddis,2025-04-03T00:51:01Z,1,-0.6588,Negative
Sounds like a generic Suga free rapper on this song,@rodneyw975,2025-03-25T10:59:22Z,1,0.7003,Positive
Bro . . . . The beat is mixed *SO* well.,@darkniit,2025-03-23T05:39:52Z,1,0.2732,Positive
Very Vibeeeeeeeeeeeeeeeeeeee🤩,@MureedhHabib,2025-06-24T13:31:48Z,1,0.0,Neutral
Dis song îs like synthetic weed 1st You dont like after You cant stop,@MriuOprita,2025-05-05T10:34:57Z,1,0.3134,Positive
so gotta get dance lessions from DA MAN Misure Ken MAn -secy deep er da berry CoCO!!!,@TheEstateOfHarriettWashington,2025-06-13T19:07:29Z,1,0.0,Neutral
Lot gonna lie i get 3rd verse.yay.,@stevencusworth7219,2025-07-07T11:20:55Z,1,0.0,Neutral
So good the music bruh i love this song i can't stop looking this bruh is so good and Drake is so fuck up bruh no one can beat Kendrick,@jocelynmontanez,2025-05-05T16:27:16Z,1,0.7454,Positive
"i cant believe this is hip hop and everybody is eating it up. so petty to “beef” with someone. thats not creative, its just talking bad about someone over a beat…stupid",@MeltTheGuns-g8p,2025-07-07T01:01:17Z,1,-0.8059,Negative
"Dr6ke: ""If you can beat them, just copy them""",@spvc4696,2025-04-03T14:31:55Z,1,0.0,Neutral
Not the best beat but Kendrick killed it,@kgbnksdbgkjd,2025-05-10T01:11:54Z,1,-0.8568,Negative
"1:36 ""no ovhoes were harmed during the making of this videos"" he harmed one. Emotionally.",@gianlucaportella2409,2025-04-30T01:56:54Z,1,-0.7351,Negative
Drake can't beat this i mean this song won grammys,@EverythingEva_wb,2025-03-21T22:48:33Z,1,0.5719,Positive
"i just noticed, the black and white owl dropping candy after kendrick beats it basically saying drake sweet as candy, or im just delusional 😭",@pianoprofitonal,2025-04-16T22:21:47Z,0,-0.0258,Neutral
Nostalgic 🎉🎉2025,@taylorstoneham7239,2025-04-27T23:10:13Z,0,0.6597,Positive
Jay Rock's verse is soo fireer,@vamp-z4b,2025-06-02T21:01:08Z,0,0.0,Neutral
Foarte penali off beat in mortii vostrii si vai de mortii ascultatorilor vostrii!🙄🙄🙄🙄🙄🙄,@nick-i-am1990,2025-07-31T20:45:57Z,0,0.0,Neutral
This song gives a dancing mood vibe😂,@GraB_Point,2025-04-14T15:03:14Z,0,0.4404,Positive
"Awful music, awful culture",@brycecharles3856,2025-07-14T01:25:33Z,0,-0.7184,Negative
0:43 MUSTARD ON THE BEAT YO 🗣️,@anjaliarsha,2025-06-07T12:32:06Z,0,0.0,Neutral
"I have to know what a 3:35 a 69 god is? A pervert devil/sex god worshipper?. If so you can add Celine Dion to that list. The publicity campaign for the children's clothing line she did a few years ago is disturbing. And he is just kicking back chill because he's one of fewer and fewer people with their eyes actually open. He sparked some creative energy in me. Don't just sit by and assume anyone else is going to save the world, you have to do your part and then we'll have hope. That's a call to action. I'm working on a bill to submit to congress focused on not overwhelm the system by taking 86% of children away from the family for drug addiction, then turn around and drug all of those children and put them in homes where they are raped and beaten while the kids who are suffering physical abuse are often looked over or given back. I know all too well. I was exposed to sexual explicit hand made dolls @DFS interview at the principal office at school. They looked like cloth African American cabbage patch dolls will adult parts and they isolated me and showed them to me trying to get me to say something had happened to me. There's only one black student in my entire school DISTRICT! So why not regular dolls? It's a super disturbing moment from my life. And I was kidnapped from school in Kindergarten! What school just lets a pervert pick a kid up from kindergarten?! JL Mudd in OFallon Mo.",@sinistersistercreative,2025-05-09T04:46:45Z,0,-0.6826,Negative
"Who still don’t know what this is about even after all the arrests, cover ups, and sra survivor stories? They should all pay dearly for what they have been doing to those children. The elevator goes down. 50 deep. The tunnels still run underground all beneath the city.  The owl they truly revere is in bohemian grove. Freaky sickos.",@SamanthaRich-w7e,2025-04-06T02:41:10Z,0,0.34,Positive
None of that sex sacrifice get out hand fast women be worst ones after all this men evil ones will stick together did this and hurt women fast,@LexiBond-y8q,2025-06-02T12:29:17Z,0,-0.8658,Negative
u know what? this is the WORST RAP/ SONGH ON EARTH.,@johnsonchan3284,2025-06-17T21:24:22Z,0,-0.7034,Negative
Whats funny is you wont get the lyrics when you watch it haha,@lonelyguy5799,2025-04-17T19:26:18Z,0,0.7096,Positive
Want to hear Lil Wayne @lil_wayne on this beats,@Hermitgreengh,2025-03-30T00:12:39Z,0,0.0772,Positive
Hub beat 0:20,@Nicolas-yg8jv,2025-04-02T23:36:19Z,0,0.0,Neutral
Nice beat,@Sonnym-1990,2025-04-17T06:56:01Z,0,0.4215,Positive
yup just  repeat half the lyrics over and over again wow so  good IM LYING TS IS SO UNBELIEVABLY ASS LMAO,@3zuza372,2025-04-02T19:28:21Z,0,0.5333,Positive
"Music and lyrics good, vocals, eh so so. He really aint got a singing voice 😅",@allysonwonderland1992,2025-06-05T09:05:05Z,0,0.6597,Positive
