classificacao,sentimento_manual,comentario,justificativa
1,1,I listen to this and zone out 😵‍💫this a vibe 4 sure,"Expresses enjoyment and describes a pleasant, immersive experience."
1,1,0:03 is my favorite part of the song ❤ (the vocal),Expresses strong positive sentiment towards a specific part of the song.
1,1,she flows in this beat,Expresses enjoyment of the song's rhythm and flow.
1,1,"This song is so smooth, gives me old school vibes 😌",Expresses enjoyment and nostalgic feelings about the song's sound.
1,1,2:27 those background vocals😮‍💨🔥,Expresses excitement and enthusiasm with emojis.
1,1,As a male i can say this song gimme me the good vibes,Expresses positive feelings and enjoyment of the song.
1,1,I ❤ this song can't lie. It's a different type of a vibe..... SZA keep making this type of 🎵🎵!,Expresses strong affection and appreciation for the song.
1,1,"This video reached 100 million views on August 21st, 2023! 🥳 Keep up with me for more music milestones like this and more 😁✌️",Expresses excitement and celebration of a significant achievement.
1,1,"I heard this tune for the first time a few days ago.This is hot,I’m digging the vibe 👍🏽👍🏽",Expresses enthusiastic enjoyment and approval of the song.
1,1,This song is such a vibe to listen to when you're taking a long drive ❤❤❤,Expresses enjoyment and positive association with the song.
0,0,"Ooh, im hearing a lil background melody from Southside by Lloyd",Acknowledges a similarity to another song while expressing a reaction (likely appreciation or recognition).
1,1,Definitely putting me back in the feels of Beyonce's me myself and i when it dropped... Just a straight up vibe!!!🙌🏾🙌🏾🙌🏾💚💚💚💚,Expresses strong nostalgic enjoyment and positive feelings about the song.
1,1,"This song will always remind me of my best friend, hubby & father of our son...every lyric....the vibe,chorus...ALL OF IT...❤❤❤",Expresses deep emotional connection and fondness for the song.
1,1,This is the Lloyd Southside beat stripped and slowed down.,Appreciation for a specific remix or alteration of a song.
1,1,I have to play this song nonstop on the car everyday the lyrics her voice her everything it’s so perfect and pretty,Expresses intense and obsessive enjoyment of the song.
1,1,Wait hold up this is 🔥🔥🔥💯❤️❤️ that beat hitting too 💯,Expresses enthusiastic praise and excitement.
1,1,Yes lovely vocals ❤God bless her,Expresses strong positive sentiment through the use of ‘lovely’ and ‘God bless her’.
1,1,The languid vocals are wonderful and somehow nostalgic. Love it!,"Describes the vocals as wonderful and nostalgic, expressing enjoyment."
1,1,"BIGGGGGGGGG TUNE...The voice, lyrics, melody...🎉",Expresses enthusiastic enjoyment of the song's various elements.
1,1,"I can put on a nice Netflix movie in the dark ,turn sum LED lights on and get sum nice snacks and just vibe listening to dis🖤",Expresses enjoyment and relaxation associated with the music and activity.
1,1,Still give me positive vibes,Expresses continued positive feelings about the song.
1,1,OMG  This beautiful song just moves one's soul in the right direction 😘🥰 The lyrics and that beat just janked ur heartstrings for decades ❤❤Do u agree?? This song makes u float and takes u to another  dimension💯😘🥰❤️🫶💋Still listening how about May 20 2023,Expresses overwhelming love and emotional connection with the song.
1,1,A real artist nobody does it like this she’s a whole nother vibe,Expresses enthusiastic admiration for the artist's unique style.
1,1,Mental strength is a powerful thing.,Expresses admiration for mental fortitude.
1,1,"LOOK. This song is deeper than what we all recognize. I am going to put it out there like this: You cannot snooze on Jesus Christ OUR LORD. He Keep chasing us. We, all of us, need to be on point and dive deep into The WORD. I dun' messed up so many times and it is songs like this that help me keep it pushn'. Jes' Sayn'. Let's keep it pushn' FamBam of Christ.",Expresses strong faith and appreciation for the song's spiritual message.
1,1,"Never really cared about this song until my man sent me the words to the 1st verse. Love you, Courtney Carter. ❤❤",Expresses affection and appreciation due to a personal connection.
0,1,She might have saved RNB with this one 💪🏽 she the female RKelly this junt got 90s vibes and 2000s energy,Combines praise with a potentially controversial comparison.
1,1,This is  an emotion itself.,Expresses a profound and positive connection to the song.
1,1,Vibes 💙,Expresses a positive feeling through the use of the blue heart emoji.
1,1,💎 I JUST MADE A SLOWED & REVERB VERSION OF THIS ON MY CHANNEL! GO CHECK IT OUT :) 💎,Expresses enthusiasm and directs listeners to a new creation.
1,1,She is not just a singer she is my emotion 💗,Expresses deep affection and emotional connection to the artist.
1,1,Repeat everytime I listen to it ❤ this is a vibe for sure,Expresses strong affection and enjoyment repeatedly.
1,1,Soothing sound chill vibe❤,Expresses positive feelings and appreciation for the music's atmosphere.
1,0,This gives me Jennifer trinidad  cardona vibes❤,Expresses a positive association with Jennifer Trinidad Cardona.
0,0,This is the beat,Simple statement expressing appreciation for the song's rhythm.
1,1,the beat... and the way she flows...,Expresses admiration for the rhythm and flow of the music.
-1,-1,Ngl I cried listening to my song think abt my crush and how I would do literally anything for him and how he doesn’t even know and still talks to other girls then I thought what how is this even worth all these tear save them for when I Reject u bc I’m to leng for u but still love u sm deep down no boy or girl who breaks ur heart is worth ur tears babes ❤,"Expresses pain, heartbreak, and regret over a lost love."
1,1,SZA absolutely crushed it with 'Snooze'! The smooth vibe and her heartfelt lyrics are the perfect mix of vulnerability and strength. Can't stop playing it—definitely a mood! 💖✨,Expresses strong enjoyment and describes the song as ‘the perfect mix’ and ‘definitely a mood’.
1,1,How can I snooze is the vibe foreal,Expresses enjoyment and agreement with the song's vibe.
1,1,OMG Beautiful song is in its own class of its own 4SURE ❗️🥰😘 The lyrics and that beat just flows AMAZING 🎉💛❤️🎊🥵 Definitely speaks to my soul.😘🥰😊💋💯🦋Still listening how about May 20 2023,Expresses overwhelming positive feelings and connection to the song.
1,1,No comments about the lyrics ? Man she is awesome be young awesome she embraces at a certain angle with her voice is insane combination ❤️ love Sza,Expresses strong enthusiasm and admiration for Sza.
0,1,"Dope ass song 🔥🔥 is it just me or does the base in the beat kind of resemble Beyoncé’s “Me, Myself & I”","Compares the song’s base to Beyoncé’s “Me, Myself & I,” indicating a partial appreciation alongside a critique."
-1,-1,I was putting this on repeat but then....After I heard the lyrics.... it's a hard no. I'm not toxic like this and nobody about to subconsciously make me that way. Pretty voice or not. F that.,Strongly expresses dislike and rejection of the song's message.
1,1,"Millions thumbs up beats of this song instruments..billions thumbs up song..trillions thumbs up on Lyrics of this song Is a Loveable song.. JANUARY 26 ix, 2025",Overwhelmingly positive comments expressing adoration and appreciation.
1,1,Nobody I mean NOBODY could beat this song ❤,Expresses overwhelming admiration and affection for the song.
0,-1,i swear this sounds like a bone thugs beat.. and when shes like 'in the drop top ride wit you i feel like scarface'  that shit is straight bone thugs flow.. i hope she does a track with krazy bone or bizzy.. or the whole crew if they aint beefin lol,"Compares the song to Bone Thugs-N-Harmony, highlighting both positive (similarity) and negative (comparison) aspects."
1,1,I love sza music It’s so soulful and therapeutic amazing voice   Allah bless her,Expresses strong positive feelings and admiration for SZA's music and voice.
-1,-1,She's  SPEAKING  Realistic  Emotions !!! BUT the Guy's  Lyrics  tells  it  All...... THEY LYING ....While You Crying....🤷🏻‍♂️🤷🏾‍♀️🤷🏻‍♀️🤷🏾‍♂️Fax💯,Expresses distrust and criticism of the male artist's lyrics.
1,1,Her vocals are immaculate,Expresses high praise for the singer's vocal performance.
0,1,sza be sayin some wild ish...but be vibe'n at same time tho,Expresses both criticism and appreciation for the song simultaneously.
1,1,I'm learning this song to play on solo guitar. Much more challenging than most stuff that's out. Very sophisticated melody and phrasing. And sexxxxyyy,Expresses admiration for the song's complexity and musical skill.
1,1,beat so damn angelic it got its own verse😭🔥,Expresses overwhelming excitement and praise for the song's beat.
1,1,"The FACT THAT I LOVE THIS SONG, THE WORDS THE BEAT ALL OF IT!! SZA FOR THE WIN 🙌🏾",Expresses enthusiastic and unreserved love for the song.
0,0,Where's the guy that used to post the lyrics in the comments 🤣,"A lighthearted, humorous comment expressing a missed feature."
-1,-1,these lyrics are out of pocket lmao,Expresses strong disapproval and ridicule of the lyrics.
-1,-1,I wish a girl told me shit like this in these lyrics. Maybe a Nigga would feel more appreciated in the relationship…,Contains a highly offensive and racially charged comment.
1,1,Yes the 90s vibes❤ when music was music now days this is a beautiful song,Expresses fondness for the song's nostalgic 90s influence.
1,1,I love the beat,Expresses strong enjoyment of the song's rhythm.
1,1,0:00 fire beat,Expresses enthusiasm for the song's rhythm.
1,1,"LOVING WHEN SHE SINGS ""WITH Y💜U I CAN'T LOOSE,WHEN IM WITH. Y💜U...SZA RIDES & IS A WHOLE 🔥 💯 VIBE....",Expresses enthusiastic enjoyment of the song and artist.
1,1,I remember going through the worst heartbreak of my life listening to this song on repeat literally all day looking back on that time I’m glad I made it through that 🙏🏽,Expresses gratitude and resilience despite a difficult experience.
0,0,Too much autotune on her vocals but the music is true r&b,Acknowledges positive music but criticizes the excessive use of autotune.
1,1,"For me the chorus reminds me of god. “I can’t lose when I’m with you, how can I snooze and miss the moment , you’re just too important, nobody like you” God Bless 🫶🏾🙏🏾",Expresses profound appreciation and invokes religious imagery.
1,1,Love the vibe and the vocal,Expresses positive feelings about the music's atmosphere and vocals.
1,1,this song is just a vibe and all and all of the other chill songs ],Expresses enjoyment of the song's relaxed and pleasant atmosphere.
0,0,Los Angeles California Vibes...,Descriptive comment lacking strong emotional sentiment.
1,1,This brings back the dream vibes for me,Evokes a nostalgic and positive feeling associated with ‘dream vibes’.
1,0,Vibe 2025 🔥,Expresses enthusiastic enjoyment and excitement.
-1,-1,Anyone else getting emotional… or just me? 😔,Expresses vulnerability and sadness.
0,0,"As an insomniac, I feel like the length of the nights are as deep as the ocean she's sitting above 😮😅",Expresses a negative feeling (insomnia) alongside a slightly amused reaction.
1,1,"My ONE and ONLY FAVORITE BIBLE VERSE JOHN 3:16, Hallelujah, YES JESUS! LOVE MORE GOD and YOU TOO LOVE ❤️ ❤❤❤",Expresses fervent religious devotion and love for God and others.
1,1,Vibes like peaches 🍑,Expresses a positive and pleasant feeling associated with the music.
0,0,"idk but while i listen this music, it gives me 'kill bill' vibes","References a specific, potentially unsettling film, indicating a complex and possibly negative reaction."
1,1,The vibe is just amazing and still listening until 2025 😊,Expresses continued enjoyment and anticipates listening for a long time.
0,0,SZA and Doja Cat sound just a like. It's crazy how many sound alike. Is it autotune that makes them sounds so similar?,Expresses concern about similarity and potential use of autotune.
1,1,Me myself and I 💙 type beat,Expresses strong liking with the use of heart emojis.
-1,-1,The fact that the lyrics literally talking about hiding his bodies and testifying for him. I thought it was a love song💀 Sza makes music for side chicks 😂,Expresses disgust and insults the song's lyrics and the artist's intentions.
1,1,The vocals in the beginning 🔥🔥🔥🔥🔥,Expresses enthusiastic praise for the vocals.
1,1,this song a vibeeeee. makes me feel like i can sing lmaoo,Expresses enthusiastic enjoyment and a feeling of being able to sing.
1,1,"A lot of music ill listen to it for the bass, instruments and not so much the singer or lyrics. This would be one of them, the beat is composed very well.",Praises the song's well-composed beat and overall musical quality.
1,1,This is a whole vibe!,Expresses enthusiastic enjoyment of the song's atmosphere.
0,0,It's crazy how leons voice is the sample in the beat,Acknowledges a positive aspect (the vocal sample) alongside a critical observation.
0,1,She is soooo…..DEEP,"The use of 'soooo' suggests sarcasm, implying the artist is overly complex or pretentious."
-1,-1,Listen to the actual lyrics. Definitely not a love song.,Expresses disbelief and criticism of the song's lyrical content.
1,1,I absolutely 💯% love 💗 this song!!! Emotional 🥲.,Expresses intense love and emotional connection to the song.
-1,-1,this the worst song😂😂😂😂,Expresses strong dislike and uses a laughing emoji.
0,1,I use TO RAP ALONG WITH WHAT I THOUGHT THE SONG SAID!!! ONE DAY THE RAIDO SAY CHECK HER LYRICS WHEN I SEEN WHAT SHE REALLY WAS SAYING I WAS LIKE WTF LMAO SHE ON HER RIDE OR DIE SHIT 💯💯💯🔥,Expresses amusement and disbelief while acknowledging a misunderstanding of the lyrics.
1,1,I feel a vibe when I hear this song on 96.3 today I typed everything in YouTube search 🔎 box I got the title now ima vibe to this everyday,Expresses enjoyment and intention to listen to the song regularly.
1,1,Drake - Deep Pockets vibes,References a positive and well-regarded song by Drake.
1,1,Here @6am in the back seat of my car at the beach and haven’t slept vibes,Evokes a relaxed and positive feeling associated with a pleasant experience.
1,1,Good vibes ❤,Expresses positive feelings with a heart emoji.
1,1,Givin me 90s vibes baby❤,Expresses fondness and nostalgia for 90s music.
0,0,i was today years old when i realized that this beat is slightly sampled from Tyrese “What Am I Gonna do”!! 🔥,Highlights a positive observation (sampling) alongside a critical assessment of the source.
0,0,This song reminds me of the girl of my dreams and my worst breakup at the same time 😅😅,Contains both positive (reminds of 'dream girl') and negative (worst breakup) memories.
0,1,Damn this is  sooooo ..emotional,Expresses strong emotion but with a somewhat dismissive and slightly sarcastic tone.
1,1,HARMONY MACAYLA MACKEY❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️,Expresses enthusiastic support with repeated heart emojis.
-1,0,This is a serial killer song made into a romantic vibe 🤦‍♂️,Expresses shock and disgust at the juxtaposition of themes.
1,1,Hi! I'm a Korean listener. I really love your songs and lyrics. Your voice always makes me relaxed. I will always support you in Korea!😅 Please visit Korea whenever you want.... thanks!,Expresses strong appreciation and support for the artist.
1,1,I love the vocal run at 3:12 🔥,Expresses strong enthusiasm for a specific part of the song.
0,0,Is it me or does this melody  sound a little like Me Myself and I by Beyonce,"Compares the melody to another song, suggesting similarity but not necessarily a positive or negative judgment."
0,1,"Am i the only one who gets Aaliyah ""let me know"" vibes when you hear this song?",Acknowledges a similarity to Aaliyah’s music while expressing a subjective opinion.
0,0,I hear some Me myself and I ( Beyonce) and Southside Ashanti and Lloyd 🥴🤔🥰 along the melody,Acknowledges similarities to other artists while expressing positive feelings.
1,1,Having a bad day put that sza on and vibe away the pain.,Expresses relief and positive emotion from listening to the music.
0,1,Looking to sky and listening to this song 😢 deep thoughts,Expresses sadness and reflection alongside enjoyment of the music.
1,1,YALL ARE TO DUM TO KNOW HOW VIBEY THIS SONG IS  SUPPORT YA GIRL SZA,Expresses enthusiastic support and appreciation for the music.
1,1,Who is the dude on the track he kills rhis verse too ❤ makes rhe song even better to hear what hee dude thinks 🔥🎵🎶,Expresses enthusiastic enjoyment and appreciation for the addition.
-1,-1,"What is that sound that kind of sounds like a chair sliding over a floor at moments like 1:04 , 1:17 , 1:30 ? It doesn't seem to be on beat consistently or anything, kinda annoying.","Describes a specific, irritating auditory element of the song."
0,1,In the drop top ride w u i feel like scarface** my fav verse,"Combines enthusiastic praise with a reference to a violent film, creating a conflicting sentiment."
1,1,Dude on them vocals is crazy,Expresses enthusiastic praise for the vocals.
1,1,Straight heat  🥵  straight rider 🔥  just listen to the lyrics,Expresses enthusiastic enjoyment and excitement.
1,1,so vibe i cant bro,Expresses a positive feeling and enthusiasm.
1,1,This beat takes you to them good old dayz,Evokes nostalgic feelings and positive associations with the song's rhythm.
0,0,The song was good but my brother's being annoying,Expresses a positive opinion about the song while also criticizing a family member.
1,1,130.9 Million view wow this was the faster Sza music video/audio on YouTube to reach milestone,Expresses excitement and appreciation for the video's success.
0,0,"Anyone else hear the beat of this song and think of Beyonce's ""Me, Myself and I""? Beatiful track this is 🙌🏽",Acknowledges a similarity to another song while expressing overall positive sentiment.
1,1,this a whole vibe,Expresses enjoyment and appreciation for the song's atmosphere.
1,1,Im 41and this has a 90s RnB vibe,Expresses a nostalgic appreciation for the song's 90s R&B influence.
1,1,My new beat better than lil pink cheez-itz 😂 ❤❤,Expresses enthusiastic enjoyment with a playful emoji.
-1,-1,"Well, first of all we’re not big bags is that why your father is dead and second of all is is actually good if you actually listen to her way better you actually should lyrics and I’m pretty sure next her next album is gonna come out. Hey this girl is stupid. This boy is crazy, I’m bout to say your mom said ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha🎉",Contains insults and harsh criticism directed at the artist and her music.
1,1,The first verse is the embodiment of a ride or die,Expresses strong loyalty and admiration for the song.
-1,-1,"Her voice is not bad. It looks like she’s trying to look like Whitney Houston. I don’t know artist nowadays think they need to “rap lyrics” & sound like they are whining when they sing. With very few exceptions, & she’s not one, there are few artists now who will be remembered 40-50 years from now like artists of the 70’s & 80’s!",Criticizes the artist's imitation of Whitney Houston and expresses doubt about her long-term musical legacy.
1,1,So heavenly a melody 👍,Expresses strong positive feelings about the song's melody.
0,1,Deep,"The comment is a single word expressing depth, without positive or negative emotion."
1,1,this song deep make me want to get a girl on my own,Expresses a desire and positive emotion related to the music.
1,1,In Love w this melody…..,Expresses strong positive emotion towards the song's melody.
0,0,That's the vibe?,Simple question asking for confirmation of a feeling.
0,1,"I have no idea what this song is about,i love the melody,instrumental,when i first heard jt i hummed it for a month",Expresses confusion about the lyrics while appreciating the melody and instrumentation.
-1,-1,"She does a good job promoting violence, negative acts, killing & having low self esteem   by using it as a love song to fire up negative emotions that obsession emotion can  influence a mass of ppl to help them get locked up in the system to fill that jail cell the industry owns so the government will pay them for a filled cell.",Strongly condemns the artist's use of themes promoting violence and harmful behavior.
-1,-1,Song overrated asl.. This ain’t nothing but Beyoncé’s “me myself and I” reworded with a slightly slower tempo.👎🏾,"Directly compares the song unfavourably to Beyoncé's song, deeming it unoriginal and poor."
0,-1,So nice and beautiful until you hear the lyrics😂,Expresses appreciation for the music but anticipates problematic lyrics.
1,1,I love this song soo much that i know all of the lyrics without the sound,Expresses strong affection and knowledge of the lyrics.
0,0,Sounds a lot like Beyoncés me my self and I beat,Acknowledges similarity to Beyoncé while expressing a potentially critical opinion.
1,1,2025 and this is still a vibe,Expresses continued enjoyment of the song despite its age.
1,1,My boy Leon Thomas (Andre from Victorious) gave us a BANGER with this one 🔥🔥🔥 You can definitely hear his vocals in the background,Expresses enthusiastic praise and excitement about the song.
0,0,Who’s doing the male vocals?,Asks a question about a specific aspect of the song without expressing positive or negative sentiment.
1,1,This is some nice shit! Makes my Sunday vibe nice.💯,Expresses enjoyment and positive feelings about the music.
1,1,Vocals go hard tbh,Expresses strong approval of the vocals.
-1,1,Vocals are crazzie,Uses a slang term ('crazzie') to express dissatisfaction with the vocals.
1,1,"I hate that SZA makes songs that nobody can sing but HER. Her unique phrasing, voice, tone and approach make her songs untouchable by any singer. Or else, the song will lose that OOMPH, if you know what I mean.",Admits to a preference for SZA's unique style and vocal qualities.
0,0,Didnt ashanti do this beat and I'm sure someone did it before her too,"Expresses a question and a vague, uncertain opinion."
0,0,so no one gonna post some lyrics? :'<,Expresses disappointment and a request for commentary without a clear emotional tone.
0,1,YOU DESERVE THAT HIGHER SPOT*** #ckeybeats,Expresses support with an enthusiastic exclamation.
-1,-1,you had a love that would sent just for you all URS but your mind don't like that and your poor heart just beats but feels nothing the love or the danger I'm scared for what you just threw away the love you threw away can't be bought or measured your always in my mind and heart,Expresses sadness and disappointment about a lost love.
1,1,I just feel her vibe back when i was 12 now im 14,Expresses a positive connection and nostalgic feeling.
1,1,I love this so much and I'm happy that even Jk played and vibed with it ❤,Expresses strong enjoyment and positive emotion related to the music video.
0,0,Why does the background melody reminds me of Lloyd - Southside,Comparison to another artist’s work creates a Neutral reaction.
0,0,Damn even as a nigga I’m screamin these lyrics lol,"Contains both positive (screaming with enjoyment) and potentially offensive language, creating a Neutral sentiment."
0,1,"Babyface, Leon Thomas and Justin Bieber made magic with this song. Minus the toxic first verse 😂😂😂. I love it tho 😅",Acknowledges a positive aspect while pointing out a problematic element.
0,1,Listen to the lyrics  it's a crazy love song,"Expresses a request to listen, without expressing a clear positive or negative opinion."
-1,-1,Milk gave me kidney stones. They don't tell you that tho,Expresses a negative experience and potential health concern.
1,1,Destiny child’s old me myself and I beat. Dope pick,Expresses enthusiasm and appreciation for the song.
-1,-1,U cant play anyone emotions,Expresses frustration and dismissiveness.
1,1,It’s all the vibes in shit. It’s all good,Expresses enthusiastic enjoyment with playful language.
1,1,I love you La’starr you make feel like nothing else matter !!! You make me feel emotion I have hudden from others …you bring out the life in me,Expresses intense love and appreciation for the artist’s impact.
-1,-1,Its crazy that babies were conceived to these lyrics,Expresses disgust and disapproval of the song's content.
0,1,Trippin on beat.much luv an flow from V CItY $tandddd up!!!! 604,Expresses love and support while noting a potential issue with the beat.
1,1,Dam LOVE u make my heart skip a beat how u flowing like a overfilled cup 😩,Expresses intense affection and excitement for the music.
1,1,C'mon lyrics!❤❤🔥🔥,Expresses enthusiastic positive sentiment with emojis.
1,1,Here in August 2024 going to 2025 continuing with the rhythm❤❤❤❤,Expresses enthusiasm and continued enjoyment.
1,1,best song to vibe to on a night drive best song ever :),Expresses enthusiastic enjoyment and calls it the ‘best song ever’.
1,1,A vibe 🔥🔥🔥,Expresses enthusiastic approval with fire emojis.
1,1,You're sucha vibe ❤,Expresses affection and positive feeling.
0,0,What’s the original song to this beat ?,Asks a question about the source of the beat.
1,1,This is my alarm ringtone 😴😌,Expresses a feeling of peacefulness and contentment associated with the ringtone.
1,1,This whole song is a vibe but the guy at the end gets me !!!! ❤,Expresses enthusiastic enjoyment and appreciation.
0,1,Vibes but,"Short, ambiguous expression indicating a mild positive impression."
0,0,@ 2:02 I know is her singing but the lyrics hit what we men go through,Expresses a personal connection while also criticizing the song's lyrics.
1,1,Sza is so down for these lyrics. Just really listened to this track today for the first time.,Expresses positive initial reaction to the song.
-1,0,I Love This Song But It Hurts Me So Deeply Everytime I Hear This Song It Reminds Me Of My Babymother That Recently Passed Away On God That Was My Other Half This Life Shit Ain't Fair,Expresses profound sadness and grief associated with a personal loss.
-1,-1,This is not a good song... this can cause some trouble and unnecessary violence... some people take things like this seriously when it's not that deep,Expresses strong disapproval and warns of potential harm.
1,1,"The beat has Me, Myself, and I vibes from Beyonce’ first album, just slower and different pitch.","Compares favorably to a beloved Beyoncé song, indicating appreciation."
0,1,"Infelizmente permitir que meu coração se quebrasse mais uma vez,cada pedacinho que se espalhou só com o tempo vou poder juntalos por inteiro..",Expresses both pain and a potential for healing/recovery.
1,1,awesome song wit a sexy vibe,Expresses strong positive feelings and describes a desirable characteristic.
1,1,Wow girl what a beat❤,Expresses enthusiastic enjoyment of the song's beat.
1,1,She different her music crazy that 1st verse the best  verse I heard All year ❤,Expresses strong positive feelings and considers the verse the best of the year.
0,0,Snooze by SZA is in the key of Ab Major. It should be played at a tempo of 23 BPM. This track was released on 2024-01-01.,Provides factual information about the song without expressing an opinion.
0,0,Stone Meadows,"A simple statement of artist name, lacking sentiment."
0,0,951 Beatty Squares,A simple statement of location with no expressed opinion.
1,1,Your voice is so beautiful and soulful ❤️,Expresses admiration for the singer's voice and conveys affection.
-1,0,Cheryl Lynn wasn't available for a g̶r̶a̶t̶u̶i̶t̶o̶u̶s̶ nostalgic cameo?  Woulda been nice.,Expresses disappointment and frustration about the lack of a cameo.
-1,0,The song sounds beautiful the lyrics are absolutely a testimony of bondage... So very sad. Deliver your lost Lord... In Jesus name I pray amen.,Expresses sadness and condemnation regarding the song's content.
