classificacao,sentimento_manual,comentario,justificativa
0,0,"How many of you just realized that the whole chorus gets slower each time, and not only in the last one?",Observes a noticeable change in tempo and highlights a specific detail.
0,0,the lyrics in comic sans are getting me lol,Acknowledges a positive aspect (comic sans) alongside a critique of the lyrics.
-1,1,"As a heterosexual man, the passion and raw display of emotional love makes me wish I was gayer to experience such love.",Expresses a longing for a different sexual orientation in a somewhat uncomfortable and potentially fetishistic way.
-1,1,Am aroace but relate sooo much to how she describes comphet 💔 I come back everytime I tell myself I need to love a man. These lyrics are so painful,Expresses pain and difficulty relating to the song's themes.
0,0,"I'm only now realizing that this is the actual video, not just a temporary video until the official video is made",Expresses a simple observation without strong emotional tone.
1,1,This was a great vibe song this year and a great song to represent 2024.,Expresses enthusiasm and positive association with the song and the year.
1,1,Oh I really love the lyrics man. Coming back here and thinking about story ideas,Expresses a strong positive sentiment about the song's lyrics.
-1,-1,My wife use to say something a lot similar to these lyrics to me for such a long time. She always say she hope we die together so we're always together. Until she suddenly passed in '21 leaving me with our two boys. I feel forever heartbroken because she left alone but our kids need me. I miss her so fucking much. This is a great song if it could bring up so much deep emotions.,Expresses profound grief and heartbreak associated with loss.
1,1,Very catchy song,Expresses enjoyment of the song's catchiness.
1,1,"It's amazing that she perfectly captured the vibe of a past relationship between a straight man and straight woman from the perspective of a straight man, as a straight woman. W for all the straight fellas out there like me ❤",Expresses enthusiastic appreciation for the song's perspective.
0,1,"It's a good song, but looking at the lyrics as a story, it's possible the lover really is a closeted lesbian. But it's more likely that, the character Chappell is portraying is lacking self-awareness. The _contempt_ with which she says 'nothing but a wife' shows how she doesn't respect heterosexual relationships and that they can be loving too. So I think she's using her own lack of understanding/empathy towards straight couples to turn this into an 'us vs them' thing. Maybe her ex left her simply because of Chappell's personality, and she doesn't want to face that. So she blames straightness instead. 'You didn't leave me because I'm shallow; it's because you're in denial.' Seems implausible.",Expresses both positive feelings about the song and critical analysis of its narrative and potential underlying motives.
1,1,I love this song. She sings well. Yes! Thank you universe for bringing a great new pop artist that sings beautiful 😍,Expresses enthusiastic enjoyment and appreciation for the artist's vocals.
1,1,Nerissa Ravencroft introduced me to this song! Such an old school 80/90's vibe to it...,Expresses positive feelings about the song's nostalgic 80s/90s style.
1,1,Its giving Kate Bush vibes a bit,Expresses a positive comparison to a respected artist.
-1,-1,"The last thing anyone needs is two old, heterosexual men mansplaining the hidden meanings in the lyrics to this song. ... so hop aboard your pink pony (does that mean what I think?), slap on some drag, and click our profile to listen to the last thing that anyone needs 🍀💋 ... featuring a reading of the best comments from below this video, in case you don't want to scroll through all 22,548",Sarcastic and insulting commentary criticizing the video's content and audience.
1,1,this is so nostalgic.. kids of the 90s and teens of 00s represent 😂💖,Expresses fondness and nostalgia for a specific generation.
1,1,Loving the 80s vibes retro modern,Expresses enjoyment of the nostalgic 80s theme.
0,0,"Lol I thought that the chorus was ""I could stop the world just to start the feeling"" and had no idea it was about lesbians until I read the lyrics 😂😂😂",Expresses amusement and confusion regarding the song's meaning.
0,0,"I heard it for the first time on the radio at work, and I think that despite the weak lyrics and the tragic slowdown at the end - the performance is amazing-fantastic!!! That's why I'm shocked, I thought there would be half a billion view here, at least!!! I just hope she doesn't get discouraged and she will do her thing... I'll be waiting for more Kayleigh, you'll be grand❤❤❤",Expresses both praise for the performance and criticism of the lyrics.
0,0,Rolling Stone called this the best song of the year. It's just okay. Nothing melodically or lyrically ground breaking. Music really isn't what it used to be.,Acknowledges a positive external opinion while expressing personal disappointment.
0,-1,she said this song is difficult to sing. Its sad  because its a quite simple melody.,Expresses disappointment about the song's simplicity despite its vocal difficulty.
1,1,Super 2000 vibes,Evokes nostalgia and positive feelings associated with the early 2000s.
1,1,"Chappell, I had a beautiful time with your song, 'good luck babe'. As I showered I though: how can anyone leave a woman with just that hit alone and that heartfelt melody of vocals. Than I saw you were gay and I cried with you. Feeling your pain. Although I can't relate to the gay part, it made me think how united we all are and can share your pain. With that song along you've touched so many people. I thank God for your disappointments in all your relationships. Because you've helped others through your experience. I want you to know that my vibes and blessings are being send your way. I send you love and appreciation and we are all one with God! May God bless your way ❤ you are not alone girl! Always put yourself first, no one else will: to find true love, you find yourself❤",Expresses deep empathy and admiration for the artist's vulnerability and message.
0,0,"0:33 Chappell's own lyric video gets the lyric wrong (although it's correct to the performance here). The 'official' lyrics are included in the video description and are different. She changed it to be a flip of the next pre-chorus, like she's saying ""You're breaking up with me? Oh yeah, well then I'm breaking up with you for the same reason!""",Points out a factual error in a lyric video while also expressing a positive sentiment about the song.
-1,-1,I hear the chorus lyrics and it makes me think of all the masking I dun with substances >_< Chappell 2 gud. Truly would have to stop the world to escape them feels.,Expresses negative feelings associated with the song's lyrics and a desire to escape them.
1,1,1st anniversary vibes 🎉❤,Expresses joy and celebration for an anniversary.
1,1,"I heard this song on tiktok and I thought it was a vintage song that suddenly became popular, and I'm surprised to know it's a recent song! She really made a good job on give this a vintage vibe!",Expresses positive surprise and appreciation for the song's vintage aesthetic.
-1,-1,2:16 as a teen girl living in a homophobic country and struggling with bisexuality this is literally my worst nightmare 😭😭,Expresses intense personal distress and negativity related to personal struggles.
1,1,"I finally heard the song on the radio that i recalled sounding similar but forgot the name, So Hot by Caroline Polachek. It was annoying me that I couldn't remember.",Expresses relief and enjoyment after recognizing the song.
-1,-1,If someone beat me it wouldn't hurt this much.,Expresses violent thoughts and pain.
-1,-1,Why did she steal the drum beat from last Christmas by Wham!? Can’t you do anything original? We’ve all seen drag queens beach blanket Babylon. We’ve heard all of your songs because you steal from others. do better.,Expresses strong disapproval and accusations of plagiarism.
0,0,Really getting the pearlina vibes from this one,References a past song ('pearlina') implying both a positive and potentially negative comparison.
0,0,"Sometimes I wonder if my favorite artists like each others art, like I was just listening to Kendrick Lamar before this & I wonder if he would vibe to this too…that’d be cool af ngl","Expresses curiosity and a desire for connection between artists, reflecting both appreciation and a wish for broader appeal."
1,0,The vibes of the retro powerpoint geocities gif images Neutral with her Kate Bush & Cyndi Lauper vocals is *Chef's Kiss*,Expresses enthusiastic appreciation for a specific and complex musical style.
1,1,"Great lyrics, great music, great singer ... that's all we need to appreciate !",Expresses enthusiastic appreciation for all aspects of the song.
0,0,"sound awesome, lyrics suck",Praises the sound but criticizes the lyrics.
1,0,Marina and the Diamonds vibes reign here!,Compares favorably to a well-regarded artist.
0,0,I like it with the acoustic guitar the way Kelly Clarkson and Miranda Lambert did it. This music steals too much from epic lyrics.,Expresses appreciation for a specific element but criticizes lyrical similarities.
0,1,I love playing this for my homophobic brother and watching him vibe to it ….,Expresses affection for the song while acknowledging a potentially problematic use case.
1,1,"Music nerd here: they actually slow down a little right after “stop the feeling” in the chorus, and then speed back up. It’s subtle but it’s there. Not talking about the end where it OBVIOUSLY slows.",Observes and appreciates a subtle detail in the music production.
0,0,This lyrics video is kind of nostalgic like I'm in the 2010s......... 😅,Expresses a nostalgic feeling without strong positive or negative sentiment.
1,1,"A friend of mine showed me this yesterday and what I love most about it,is the GeoCities vibe this video has.",Expresses appreciation for the nostalgic 'GeoCities' aesthetic.
0,0,"every single time i hear this song i think about the time She said ""shame you arent a boy, id marry you in a heartbeat""",Expresses a positive memory alongside a potentially uncomfortable or provocative lyric.
1,1,"So love this song. No real agenda, some Kate Bush vibes maybe? Just a good song (that’s me as a 48yo Radiohead fan)",Expresses strong enjoyment and compares favorably to Kate Bush.
1,1,one of the best Singers we have in this beatiful World. What an banger Song 🥳🤯,Expresses enthusiastic praise for the singer and song.
0,1,lowkey why does this make me kinda emotional,"Expresses a somewhat conflicting emotional response – ‘lowkey’ suggests a subtle, private feeling."
1,1,"Music is a vibe, and the video is a vibe.",Expresses enthusiastic enjoyment of both the music and the video.
-1,-1,Does she have hiccups while recording the song? The most annoying song of 2024....maybe the most annoying song ever made,Expresses strong dislike and annoyance with the song.
1,0,gives me stardew valley vibes,Evokes a pleasant and nostalgic feeling associated with the popular video game.
1,0,"If anyone needs a follow up song, Melt With You by modern English keeps the vibe for me 💋",Expresses enjoyment and recommends a similar song.
0,0,The vibe is break up like frida affair is crazy,"Expresses a strong, evocative feeling ('break up like frida affair') alongside an assessment of the song’s quality."
0,1,"as nana fan those lyrics just hit , its so semilaire to the story plot really.",Acknowledges a similarity to the story plot while expressing a positive sentiment.
1,1,"The lyrics are simple yet complex, and sung in away a very unique way. Absolute banger, Fiona who?",Expresses strong approval and admiration for the song.
1,1,"i went to a bowling alley for my fathers birthday, and this very song played, i liked the beat, lyrics, and sound, i looked up the song when i got home, and i fell in love with chappell roan's music.",Expresses a positive reaction to the song after a personal experience.
1,1,Kind of a mix of Cindy Lauper and Kate Pearson of the B52 vibe. So unique...not like other boring pop artists.,Expresses appreciation for the song's unique and distinct style.
1,1,I really love the 90's-00's vibes in this video..,Expresses fondness for the nostalgic 90s and 2000s musical style.
1,1,I'm getting strong Kate Bush vibes from this song,Expresses appreciation for the song's similarity to Kate Bush's music.
-1,0,myringtonenow🙄,Expresses annoyance and dismissal.
-1,0,"it give a very old vibe, i hope the world are healing",Expresses a pessimistic outlook on the world's condition.
0,0,I thought this lyrics video wasn't  the official video. 😂,Expresses confusion and disbelief about the video's authenticity.
1,0,Vibes 90’,Expresses a nostalgic and positive association with 90s music vibes.
-1,-1,Sloppy melody from start to finish.,Criticizes the song's melody as being poor and sloppy.
1,1,Love the lyrics,Expresses strong affection for the song's lyrics.
0,1,I am literally listening to this song in the car 24/7 and i started singing it and my sister just looked at me like... ummmmm..... you are off beat  and i said... wow so nice.. and she just looked at me then my dad started to sing,Expresses enjoyment Neutral with criticism from family members.
1,1,"her voice is so beautiful, the range, the tone, the everythingggg",Expresses overwhelming admiration for the singer’s vocal abilities.
1,1,I love this song! I heard it at work and I finally googled some lyrics and Wow. Chappelll  Roan  is awesome,Expresses strong positive feelings and admiration for the artist.
1,1,This is some catchy as hell tune. And this comes from someone who you won't find to support LGBTQ or feminist causes anytime soon.,Expresses strong enjoyment of the song while acknowledging a potentially contrasting viewpoint.
0,0,"This gave me 80's vibes and not without good reason. 2:40 - Finally figured out what this part sounds like, a scene kept flashing in my head, and the image finally cleared up to reveal that female robot scene in Austin Powers with the song, ""I touch myself."" And at 0:12 - it reminds me of Pet Shop Boys, I'm with Stupid (the part where he sings, ""You grin...I pose. It's not about sincerity, everybody knows."" It spent over 30 minutes racking my brains why parts of this song sounded so familiar.",Combines nostalgic praise with a somewhat critical comparison to another song.
0,1,i swear to god this could be a 90s song.  its new but it sounds nostalgic,Expresses a nostalgic feeling while acknowledging it's a new song.
0,1,She's got a gorgeous voice. I like the chorus best . For her i could be a lesbian transgender woman with a masculine look.,Expresses appreciation for the vocals but includes a highly unusual and potentially offensive statement.
1,1,"She's great, i'm 37 and can't belive how much I like her work. I mean there's somenthing about her that makes me feel like she's a cool older genx cousin 😅, and she's so young, what is it about her that is so nostalgic?",Expresses fondness and nostalgia for the artist.
1,1,I felt an 80s vibe and i love it!,Expresses enjoyment of the song's 80s influence.
0,1,"As someone who dislikes the majority of modern music, this song is alright. When I first heard this on the radio, I was writing my own lyrics to what I thought I was hearing. It sounded like “whenever I look up I see a falling star”.",Expresses a lukewarm positive opinion with a comparison to another song.
1,1,Kate Bush vocal vibes ❤,Expresses fondness for Kate Bush's vocals.
-1,-1,why are all the new artist all whispering degenerate garbage. can we have some class and vocal talent please.,Expresses disdain for current music and a demand for better vocal quality.
0,0,"Not sapphic but asexual, thinking might be in aromantic spectrum too. While I have never experienced the cishet romance neither queer romance. I am always gravitate to romantic songs and stories. Oh I actually feel sad for the girl in deep denial",Expresses a personal perspective on attraction and romantic themes alongside a statement of sadness.
1,1,"Idk why this song gave me chills..... it made me feel things I haven't felt in over 16yrs. I love it & idk this song made me love my boyfriend more.... it stirred up emotions I haven't felt or thought I would ever feel again. This is a 🖕🖕🖕🖕 to all the homophobes, transphobes, & misogynist who attack us for simply existing.  YOU WILL HAVE TO STOP THE WORLD FROM TURNING TO STOP OUR FEELINGS.... THANK YOU TO THE ARTIST WHO MADE THIS SONG, IDK YOU BUT I LOVE YOU❤❤❤ I USED TO HATE MYSELF FOR BEING GAY, BUT NOW I LOVE MYSELF.",Expresses profound emotional connection and positive affirmation.
1,0,Nothing beats me and my 13 year old jamming in the car or the kitchen jamming to shabozzy !,Expresses joyful enjoyment and shared experience.
0,1,I LOVE This song with its early 2000 and deep meaning but the ending with the sorta creepy revebers why is it like that??? ❤❤🤔,"Expresses love for the song's style and meaning, but criticizes the unsettling ending."
-1,0,The emotion i cannot i cry too,Expresses overwhelming sadness and distress.
1,1,Kate bush vibes ❤,Expresses appreciation for Kate Bush's style.
0,0,Gweni Stefani vibes,"References Gwen Stefani, indicating a potential positive association but without explicit praise."
1,1,"Dope, listened to this multiple times and read the lyrics then finally got the full meaning since I'm just a dense straight dude, be who you are and be happy people. 😁👍",Expresses enjoyment and encourages self-acceptance.
1,1,These lyrics are actually genius,Expresses high praise for the song's lyrics.
-1,-1,Worst Song ever created. I refuse to call it music. Its Torture.,Strongly condemns the song as awful and painful to listen to.
0,0,"Sounds like a Taylor Swift song,rythmn and beat are very familiar","Compares the song to Taylor Swift, indicating a similarity but not necessarily a positive evaluation."
0,0,~ Lyrics matter,Simple statement expressing a preference for quality lyrics.
1,1,Truly an amazing song and also love the old nostalgic style!,Expresses strong enjoyment and appreciation for the song's style.
0,0,Reminds me of Stand Back by Stevie Nicks. Cant be the only one getting that vibe,Acknowledges a similar vibe to another song while expressing a subjective opinion.
1,1,80’s vibes ❤️,Expresses fondness for the 80s musical style.
1,1,She kinda gives me Gwen Stefani vibe so nostalgic,"Compares favorably to Gwen Stefani, indicating a positive association."
0,0,"I like the melody but not the lyrics, that's why I'm only listening to this, i can't play this on public. 😢",Expresses enjoyment of the melody but criticism of the lyrics and a reluctance to share it.
0,0,They play this joint non stop at my gym and now I can’t get the  chorus out my head. Hella annoying but so damn good lmao,Expresses annoyance Neutral with enjoyment of the song.
-1,0,How did this become the No. 1 song of 2024 by Rolling Stones???? Can someone enlighten me.,Expresses disbelief and criticism regarding the song's chart success.
0,0,As a 80 and 90s kid I dig this generic elevator '80s music at the beginning,"Expresses a preference for a specific, somewhat dated musical style without strong positive or negative emotion."
0,0,Am I the only one who can never understand what people in songs are saying? Unless I see the lyrics at the same time.,Expresses a personal difficulty with understanding song lyrics.
-1,0,"Uuummm... am I the only one that just hears ""well gooohoohoo""? I cant find any lyrics that actually say what shes singing.",Expresses confusion and disbelief regarding the song's lyrics.
1,1,"One of my fav videos, it's so simple yet so cool :-) love the nostalgic feeling",Expresses fondness and appreciation for the video's simplicity and nostalgic feel.
1,1,Just heard it today in CEX shop and in an instant I knew it’s going to be a good vibe ❤❤❤,Expresses immediate positive feeling and enjoyment.
1,1,As a straight dude who just listened to this for the first time this week. I like the vibe and like the message. I see it and dig it. But I also see that it could be interpreted 2 ways. The way of a girl coming out as a lesbian. And the way of someone regardless of gender or orientation realizing that they love someone after so long and finally admitting it. Either way it’s a very good song.,Expresses overall appreciation and acknowledges multiple interpretations positively.
-1,-1,"Awful song, so basic so common, nothing different. So blah. From the beginning is sucks. Bye can’t stand it anymore.",Expresses strong dislike and criticism of the song's lack of originality.
0,0,"im here cos I had else to do and tho I'm not gay or anything like that, I liked the song lyrics but disliked the video",Expresses liking the lyrics while criticizing the music video.
-1,-1,Be honest awful lyrics a bar song is a better song than this and it is a rap this song does not deserve a Brit but one day u might be able to make a song that has better meaning and win a deserved brit,"Strongly criticizes the lyrics and song quality, dismissing it as undeserving of an award."
1,1,"This might be the best music video i've ever seen, I love the 2000's vibe, it brings me chindhood MSN memories",Expresses strong positive feelings and nostalgic association.
1,1,"This brilliantly catchy melody has been in my head every day for a year now & I don't know what to do about it...might have to write a pop song or 10 ;) THANK YOU CHAPPELL, YOU RULE!!!",Expresses intense enjoyment and obsession with the song.
0,1,"I put this alongside great songs like Dolly Parton's 'Jolene', Robyn's 'Dancing on my Own' and Kate Nash's 'Misery' that create a sense of intense emotional dread by having the beat go fast that the words go slow.",Compares the song to emotionally impactful tracks while noting a conflict between the beat and lyrics.
1,1,Love the vibe of the video,Expresses enjoyment of the video's atmosphere.
1,0,Manchild by Sabrina ripped this beat,Expresses strong positive opinion about the song's beat.
1,1,"This song has 80's vibes written all over it, ❤",Expresses fondness for the song's nostalgic 80s influence.
-1,1,I’ve never properly listened to the lyrics till now and my heart just fucking broke 😭👏👏👏,Expresses overwhelming sadness and distress.
1,1,This song is such 👏 a 👏 fckin 👏 vibe 👏😝,Expresses enthusiastic enjoyment with exaggerated positive language.
0,0,Man... it sounds upbeat but the meaning is so sad....,Expresses a contrast between the music's apparent energy and its underlying sadness.
1,1,I had to see the video (thus read the lyrics) to get the meaning of the song. What an elevation of an already great song.,Expresses appreciation for the song's deeper meaning and overall quality.
0,0,I can confirm from the parallel universe of the straights where I’m at…this bop is repurposed as a dedication to an avoidant ex that got away when things got too serious 🔂💃🏻,Expresses enjoyment while referencing a potentially negative relationship experience.
1,1,I Love How This Is Song Is Similar to Last Christmas Because of The Vibes 🥹❤️‍🩹,Expresses enjoyment of the song's similarity to 'Last Christmas'.
0,0,I wonder how confident and sarcastic i have to be to sing this song 😢 Like I don't think I am better than (any of) her bf. Nah. I could relate to lyrics before actually understanding this.,Expresses self-doubt and sarcasm alongside a desire to relate to the lyrics.
-1,-1,The worst thing is being the girl who wakes up next to him in the middle of the night. I MISS YOU R!,Expresses deep sadness and longing for a lost relationship.
1,1,I love how the music's slows down as if to stop when she's singing.The world needs to stop or something like that.This song is giving me eighties vibes,Expresses appreciation for a specific musical element and positive nostalgic feeling.
1,1,I love how that song gives me 80s-90s vibes while the video gives me 2000-2010 vibes,Expresses enjoyment of the song's nostalgic atmosphere combined with the video's aesthetic.
0,0,"People who write lyrics in videos, you have to put the lyric before so I can start singing it not as she says it, otherwise if I don't remember the lyric, I'm late. Why don't people get this?",Expresses a simple request for improved video labeling.
0,1,"Great tune. Alanis Morissette vibes from the lyrics, but the vocals are so different genre like I'm at the opera or something. Bravo and thanks.",Acknowledges similarity to Alanis Morissette while praising the vocal performance.
1,1,🎉❤💃🏼love the vibes of the song 😊,Expresses enthusiastic enjoyment and positive feelings.
0,0,"This is taking off because it's basically a synthwave song. People of my age and a little older love the beach cuz it literally reminds you of that time and those places I mean it's really good it's a really good song, but that's the big appeal in synthwave has been going hard for a long time now and this is like one of the first mainstream songs that's been pushed into the bigger audience. If you like this check out a band called The Midnight. Like I'm not taking away from this song but their song Los Angeles is much better than this lol.",Acknowledges positive aspects while criticizing it as derivative and inferior to another song.
1,1,December 2024 vibe🎉,Expresses excitement and anticipation for a future event.
0,1,Even though ive only had straight relationships i feel like i kinda relate to this song. Also i love the y2k internet vibes here,Expresses a personal connection without strong positive or negative emotion.
0,1,maybe it's a generic comment since i imagine your audience is full of sad sapphics but i really needed this X>,Expresses doubt about the audience's connection while simultaneously stating a need for the music.
1,1,Her deep voice at the very end sends me Everytime,"Expresses a strong, positive emotional response to the vocal performance."
1,1,I LOVE THIS VIBE FOR REAL,Expresses strong enthusiasm and enjoyment of the song's atmosphere.
0,1,I don't exactly know why I love the song. I guess it's the mid 80's and 90's vibes or I just love the tune when I'm driving at night 😅,Expresses a vague fondness without strong positive or negative feelings.
1,1,Catchy as all get out.,Expresses strong enjoyment of the song's catchiness.
1,1,"the second ""I told you so"" in the final chorus is beautifully tragic. it just... it's so much. it definitely deserved record of the year at this year's Grammys.",Expresses strong praise and believes the song deserved a major award.
-1,1,cried when I read the lyrics???? this is gut wrenching??????,Expresses intense emotional distress and sadness.
1,1,2:38.  Powerful voice 😮😮😮👍👍👍,Expresses excitement and approval with emojis.
1,1,I LOVE the 80s vibe 🔥,Expresses strong enthusiasm for the song's 80s influence.
-1,0,"This song is an absolute banger, but also became a song that some people use for their straight situationship it absolutely ruins the song vibes 😭",Expresses frustration about the song's misuse and negative impact.
1,1,What a beautiful composition,Expresses admiration for the song's beauty.
0,0,"""You'd"" definitely doesn't sound like that. I was content until I found the actual lyrics.",Expresses initial disappointment followed by a positive reaction upon discovering the lyrics.
1,0,This song has Christmas vibe,Associates the song with a positive and festive feeling.
1,1,"It sounded a lot like Kate Bush to me... I don't know, but it has a certain vibe. I love it.",Expresses a positive reaction and appreciation for the song's vibe.
1,1,The MySpace glitter graphics and emojis on here ❤ 🔥 So nostalgic,Expresses fondness and nostalgia for the aesthetic.
-1,-1,This has to be The Most Annoying Song That Ever Recorded 🙉🙉🙉🙉,Expresses extreme annoyance and disgust with the song.
0,0,"""Good Luck, Babe!"" by Chappell Roan gives off very Nicky Nichols x Lorna Morello vibes","Compares the song to two artists, suggesting a blend of influences and opinions."
0,0,Maurice vibes,The comment consists of a name (Maurice) and doesn’t express a clear sentiment.
1,1,"It has an 80s vibes, love this, am hooked to the chorus❤❤❤",Expresses strong enjoyment and attachment to the song’s 80s influence.
