classificacao,sentimento_manual,comentario,justificativa
-1,-1,God awful,Expresses extreme disapproval and disgust.
-1,-1,This is disgusting. Her video is vile. Her voice is awful combined with country style. It sounds like a joke and she actually won? What an absolute disgrace and an insult to real country artists. And on top of all that she is walking around with a stupid blonde wig.,Strongly condemns the artist's video and music as vile and offensive.
-1,-1,This is such a rubbish track. Awful.,Strongly expresses disapproval and calls the song 'rubbish'.
-1,-1,Holy hell this is worst thing since her last album🤮🤮🤮🤮,Strongly expresses disgust and criticism of the song.
-1,-1,"Eeeewww how we all question their lyrics, will music ever survive, who wants to b that pretty😂😂😂❤❤❤",Expresses skepticism and mockery regarding the song's lyrics and artist.
-1,-1,"Worst album, can’t believe this got chosen over billie, WILD",Expresses strong disapproval and comparison to another artist.
1,-1,I think this song is great! It's definitely catchy.😊,Expresses enjoyment and highlights the song's catchiness.
-1,-1,I came here thinking I was going to hear country music. I was awfully wrong,Expresses disappointment and a negative reaction to the music genre.
0,0,This isn’t a bad song but it’s not country. It’s more pop with Country vibes.,Acknowledges positive aspects but identifies a key deviation from the genre.
-1,-1,This is the worst country song by a non-country artist EVER.,Strongly expresses extreme disapproval and negativity towards the song.
-1,0,Worst crap i ever heard. Tell the truth people.  The truth will set you free !!!!! Lmao😂😂😂😂😂,Strongly condemns the song as terrible and expresses frustration.
-1,-1,How TF did this shit song beat the masterpiece that Chris Stapleton played with Cold,Expresses strong disapproval and compares it unfavorably to a superior song.
-1,1,"Sounds like she wrote country lyrics and decided to imitate bruno mars with her hoooooo's, She a good singer, but I gotta admit this is bad",Criticizes the lyrics and vocal imitation negatively.
1,1,Catchy. It Grew on me lol,Expresses a positive opinion that the song has become increasingly enjoyable.
-1,1,One of the worst mv i have ever watched lol,Expresses strong disapproval and amusement at the music video.
-1,-1,This song is the worst country song I've ever heard,Expresses strong disapproval and declares it the worst country song ever.
-1,1,this isn’t country & how she won the country music award is mind boggling.. oh wait it’s hush money type of vibe lol she part of the diddy shiit,Expresses strong disapproval and accusations of bribery related to the award win.
-1,0,How bad were the other country songs that this garbage beat?,Expresses strong criticism and disdain for the song's quality.
-1,-1,Worst song in history.  I am happy the hype died down fast cause it was so annoying to constantly hear it at the radio.,Strongly condemns the song as the worst and expresses annoyance at its radio play.
1,-1,I am loving the inclusent of diverse genre,Expresses positive feelings about the inclusion of diverse genres.
-1,-1,"monotonous, boring",Describes the song as monotonous and boring.
1,-1,This is soo different 😮❤🎉maintaining her soulfulness too still😢,Expresses delight and emotional connection with the music.
-1,-1,Adding an acoustic guitar doesnt make it country. This is trash for sure,Expresses strong disapproval and labels the song as 'trash'.
-1,-1,"This ain't Texas is nothing like that Franklin theme song, so you people who are claiming that must be tone deaf...see a doctor!",Expresses strong disagreement and insults the comparison to the referenced song.
-1,-1,No melody....nothing,Expresses strong dissatisfaction due to the lack of a melody.
-1,0,Oh my gawd your who made this song beoncay made this song no wonder why I hate her I hated this song it’s like the worst song on the radio,Expresses extreme dislike and criticism of the song and artist.
1,-1,"Great beat, singing & lyrics.",Expresses strong approval of the song’s elements.
-1,-1,Literally the worst video and worst song ever from Beyoncé. She should’ve never won the award for best country music😅 the award should’ve gone to chris stapleton🎉,Strongly criticizes Beyoncé's song and award win with harsh language.
-1,0,Hahaha  That's awful.,Expresses strong disapproval and disgust.
-1,-1,so annoying song,Expresses strong annoyance with the song.
0,-1,"Listen guys there are real country singers who shoulda won not her. But don’t go lying saying this shit ISNT a bop lmao it’s a good song has a good vibe and IS a country song in reality, and honestly? This is one of her best songs… unlike her old music really",Expresses disagreement with the winner while acknowledging the song's quality.
-1,-1,Worst album ever wtf,Expresses extreme dissatisfaction and condemnation of the album.
-1,-1,Seriously worst video ever.,Expresses strong disapproval and negativity about the video.
-1,-1,this is one of the worst and cringiest songs ever,Strongly expresses dislike and considers it exceptionally poor.
-1,-1,"Could possibly be the worst song ever written. Seriously, all hype and zero substance",Strongly expresses extreme dissatisfaction and criticism.
-1,-1,Worst album,Expresses strong disapproval of the album.
0,-1,"I'm just listening to this song for the first time and I honestly don't see the fuss. I place it in the Country Pop category right along with Shania Twain music.  It's not that deep for the controversy.  Did she deserve a Grammys?  That's always debatable and possibly not but hey, we don't get a vote in it - I never pay attention to it anyway.  The video and outfit could have been better though.",Expresses a lack of enthusiasm while also offering criticism of the visuals.
-1,-1,One of the worst songs I've ever listened in my whole life,Strongly condemns the song as one of the worst ever heard.
-1,-1,I haven’t liked country music since the early 2000’s and this video gives me all the more reason to continue my dislike. This is the worst video I’ve ever seen.  Disrespectful and disgusting!,Strongly expresses dislike and condemnation of the video.
-1,-1,Sounds awful. No dynamic range at all. Loudness war has hit another peak.,Critiques the song’s lack of dynamic range and loudness.
-1,-1,THIS won a Grammy? Awful.,Expresses strong disapproval and disbelief about the Grammy win.
-1,-1,This is the worst shit I’ve ever heard Beyoncé’s a muppet,Strongly insulting and dismissive of Beyoncé's music and talent.
-1,-1,Worst song ever ever ever,"Strong, emphatic expression of extreme dislike."
-1,-1,This is by far one of the worst songs ever created….,Expresses strong disapproval and declares it a terrible song.
-1,-1,Listen to lyrics carefully. Tornado in the basement. Whose basement? Diddy's?,"Sarcastic and critical, implying a lack of quality and potentially referencing a negative association with Diddy."
-1,-1,One of the worst songs i have ever heard,Expresses strong disapproval and declares it a terrible song.
-1,-1,This so called song has no chorus. It feels like an unfinished demo.,Criticizes the song as an unfinished and lacking a chorus.
-1,-1,Those lyrics are not country at all. Its just the twangy stringed instruments.,Expresses strong disapproval of the song's genre.
-1,-1,"The song is okay (C-) but I would not  play it again, or pay for it.. This song and video feels trashy and angry, not vibrant and powerful. Her music used to be a lot better.",Expresses dissatisfaction with the song's quality and compares it unfavorably to her previous work.
-1,-1,"nunca vi ni escuché alguien justificando a la compra premios beyonce vocalisima me decepcionas, sobre todo habiendo tantas artistas realmente buenas para apoyar",Expresses strong disappointment and criticism of Beyoncé's win.
-1,1,This is the worst song I have ever heard,"Strong, unequivocal expression of intense dislike."
-1,-1,This is pretty much the worst song ever,"Expresses strong disapproval and declares it the ""worst song ever""."
0,-1,Backyardigans vibes,"{""sentiment"":""Neutral"",""justification"":""Evokes a nostalgic reference (Backyardigans) which can be positive or negative depending on the individual's association with the show.”}"
-1,1,Great.   This is all we need.   Country with pop stars singing vibrato horse shit with 47 notes per second garbage music.   Perfect.  😂,Strongly criticizes the music as poorly produced and uninspired.
0,-1,The tune is catchy. Her costume is trashy.,Acknowledges a positive aspect (catchy tune) while criticizing the costume.
-1,-1,Worst song I've ever heard!!!!!!,Expresses extreme dissatisfaction with the song.
1,-1,Really inventive video      Not repetitive,Expresses positive appreciation for the video's innovation and lack of repetition.
1,-1,the queen of universe,Expresses extreme admiration and worship of the artist.
0,-1,Didn't like Cowboy Carter but this one is a catchy song. I dig it.,Expresses dislike of one song while finding enjoyment in another.
-1,-1,Did an AI write these lyrics? They play this song all the time at my workpalce and everyone hates it. Many of them are fans of her too,Expresses doubt about the song's originality and expresses widespread dislike.
0,1,"I'm trying to come up with words. A decade ago I had a weed induced panic attack to ""get me bodied"" I have always liked that song because it has a good beat and I was high as balls. Every other song of hers makes me wish I were deaf. I keep hearing about this song and her country thing. I had to watch the video and listen to this song. They definitely put a lot of effort into the video and the song is so good.im scared for what generations ahead call music.",Combines nostalgic fondness with criticism of the music and concerns about future trends.
0,-1,It is a very catchy song and her stocking and black undies remind me of dancer Caldina from Magic Knight Rayearth.,"Combines positive comments about the song with a nostalgic, potentially distracting, reference."
-1,-1,"How did this win a Grammy?🤣🤣this is terrible worst song I’ve heard in my life, no wonder she fell off so hard,she’s just rich that’s the only reason she’s still making songs and buying her listeners🤣no one actually even listens to her no more though,judging by this song I can see why that is",Expresses strong disapproval and insults the song's quality and the artist's success.
-1,1,"I got to say this is crap. Just cookie cutter stuff. I guess when you serve the devil you'll get a temporary payday on planet Earth, but you end up losing your soul",Strongly condemns the song as 'crap' and suggests it's soulless.
-1,-1,This is going down as one of the worst songs in human history,"Strong, hyperbolic condemnation of the song's quality."
-1,-1,This is the worst music that's been released in 10 years.,Strongly criticizes the music as being terrible and the worst in a decade.
-1,-1,Another tricking annoying song first was that stupid I.m Single Lady This one is even worse what next for her maybe opera next haha,Expresses strong dislike and mockery of the song and artist.
-1,-1,"I don't think country people like the video.  They might find it insulting.  I am brutally honest,  sorry. That shit ain't pretty.  😮 😅 But if this video was well known when ""Yellowstone""  was still on it would have been better.",Expresses a negative opinion about the target audience and the video's potential reception.
-1,-1,This has to be one of the worst songs of 2024,Strongly expresses negative opinion and declares it a terrible song.
0,-1,At 1:45 how come I can hear the lyrics being edited from Sugar to liquor? Listen closely. I know Beyonce says both during the song.,Points out a specific issue (edited lyrics) while acknowledging Beyonce’s intention.
-1,-1,Beyoncé fell off. Worst singer ever. Went from singing about her ass to singing country to stay relevant,Strongly criticizes Beyoncé's musical evolution and vocal ability.
-1,-1,This is literally the worst fucking song ever created. Yikes,Expresses extreme and forceful negativity towards the song.
0,-1,This is really annoying but also really catchy please help like I hate it but I keep on listening to it- 😭💀,Expresses both annoyance and a compulsion to listen repeatedly.
-1,-1,"Catchy, but the Grammy's is CRAZY for this garbage album being named best Country Album!?! Although not wholly unexpected in Hollyweird were a man gets nominated for Best Actress",Expresses strong disapproval of the Grammy award and criticizes Hollywood.
-1,-1,"Sorry, but way way too overproduced....  and it really doesn't blend the pop/country vibes... shaboozey is doing it right and sounds hungry...Beyonce just seems bored. I'm just not digging it...",Expresses strong dissatisfaction and compares negatively to other artists.
-1,-1,"I never judge without hearing. And this ain't country. This is a bunch of country clichés put into one musical effort. And for those out there that wanna play the race card, it doesn't have anything to do with the color of skin. Shania Twain used to be country and after a few years, her music wasn't worthy of being called country. Nothing wrong with you if you like this composition, but it isn't country music.",Criticizes the song as lacking authenticity and adhering to country music clichés.
-1,-1,Annoying AF,Uses a strongly negative and offensive term.
-1,-1,"This video is not creative, repetitive, nude scenes, no awards, forgettable. Beyonce all the time",Expresses strong criticism of the video's lack of creativity and quality.
-1,-1,"Sad to say this Is in a country album and she won against Chris Stapleton, it’s not a country song, says the same two lines the whole song, shit stupid and if u listen to the lyrics she just throwing shit together nothing about this song makes sense",Expresses disappointment and criticizes the song's lack of musical merit and lyrical coherence.
-1,-1,Boring song. Please don't change country music to this monotonous stuff too. 😢,Expresses strong dislike for the song and criticizes its effect on country music.
1,-1,Beyois still fire and I love the old school vibe.,Expresses admiration for Beyoncé and appreciates the nostalgic sound.
0,-1,Not a country fan music but this is a vibe,Expresses a neutral opinion without strong positive or negative sentiment.
-1,-1,"That’s not a f country music, lyrics are so dumb",Expresses strong disapproval of the song's genre and lyrics.
-1,-1,what a shit garbage of music😢😢trash+trash+trash😢60s 70s 80s best music of all time😊abba😊queen😊led zeppelin😊deep purple😊beatles😊elvis😊eagles😊blondie😊u2😊police😊gun roses😊bon jobi😊nirvana😊and so on...,Expresses strong disgust and negativity towards the music.
-1,-1,This is awful 😂,Expresses strong disapproval with an emoji.
-1,-1,Anyone who calls this country is tone deaf,Expresses strong disapproval and accuses the commenter of lacking sensitivity.
-1,-1,Unbelievable 😂 this is awful chris Stapleton carrie underwood,Expresses strong disapproval and criticism of the music.
0,-1,A pop song with some lyrics about Texas and banjo in the background. Is that what makes it a country music song?,Expresses curiosity and a questioning reaction to the song’s genre.
0,-1,"It's a catchy song, but why has the video got to be so over sexualized!",Expresses enjoyment of the song while criticizing the video's content.
-1,-1,This is your worst album,Directly criticizes the album as the artist's worst work.
-1,-1,"Theres nothing country about this...real country is raw, authentic, imperfect, rooted in values and a lifestyle, her vocals are WAY too polished and produced to be remotely country...its an OK song but has no place in the country genre except as a lame attempt at a cheap imitation.....to put this song in the same category as Toby Keith, Alan Jackson, Miranda Lambert, Reba McEntire is insulting to what makes country unique",Strongly criticizes the song's lack of authenticity and compares it unfavorably to classic country music.
0,-1,I wonder why shes been called the queen? Like wheres the queen vibes,Expresses confusion and skepticism about the artist’s title.
-1,-1,Truly one of the worst songs of all time.,Expresses strong disapproval and labels the song as exceptionally bad.
-1,-1,She a perv. Worst song and worst video EVER ! Yuk!,Strongly negative and abusive language expressing extreme dislike.
1,1,"Beyoncé the only one Star listed VOCALIST OF 21 century by VOCALS Experts, great performer, the singer in history Who sing more diferent rithmys, A living Legend ❤",Expresses strong admiration and praise for Beyoncé's vocal abilities and legacy.
-1,-1,Yall are slow she stole the melody from a children’s tv show and put different words in it.,Accuses the artist of plagiarism and theft of a melody.
-1,-1,this is awful wth,Expresses strong dissatisfaction and disgust.
1,1,"Love this, very catchy 🙂",Expresses enjoyment and appreciation for the song.
-1,-1,"Worst video EVER, never get any awards for this thats for sure, lol.  Wow the ending of the song  sucked big time..",Expresses strong dissatisfaction and criticism of the video and its ending.
-1,-1,"If country is crap this is a whole other level, it's like the turd lay a turd over another turd and water it down with the most vanilla guitar chords","Uses strong, insulting language to criticize the song's quality."
-1,0,"they were right, country fans have to be the most conservative, retrogade, annoying, insufferable people to ever exist",Expresses strong negative judgment and insults towards country music fans.
-1,-1,OMG that's awful,Expresses strong disapproval and negativity.
-1,-1,"Awful, terrible song. @Shaunjohnson885 don't reply.",Expresses strong disapproval and dismisses the song.
-1,-1,"Worst video ever. It would be great if there was a video around a countryside, travelling around with a kids and a dog in the car.",Expresses strong dissatisfaction with the video.
1,-1,"So I've listened to this song now forcefully. I will say it is a catchy song. It's like the chicken dance song , a fun song. You could put it in your play list with those fun dance songs like the zorba, nutbush, the hustle, line dance. I bet people secretly dance to it at home hahaha",Describes the song as catchy and encourages dancing.
-1,0,Ask yourself is her lyrics country be truthful and if it's not country please give me a example of what country is The first you have to put your hate and your evil spirit aside now let's get your honest opinion,"Expresses a harsh, critical, and somewhat aggressive opinion."
-1,-1,Absolutely fucking God awful.  She's a decent singer but this is fucking stupid,"Strong, highly negative and vulgar expression of dislike."
1,-1,Amo você des do tempo da Distney Child ❤❤❤❤😂😂🎉😂🎉😂😂😂😂 1998,Expresses strong affection and excitement.
-1,-1,This shit is so ass. How does someone who made this trash song beat any country singer this is just dissapointing,Strongly condemns the song as 'trash' and expresses disappointment.
0,-1,At first I thought it was 'Prodigal Son' by the Rolling Stones.  🤷,Acknowledges a similarity to another song while expressing a neutral opinion.
-1,-1,"As a proud Texan this is the one of the worst happen to us apart Apart From Waco, TX And Uvalde",Expresses strong disapproval and references tragic events.
-1,-1,This song is crap the worst song ever,"Strongly expresses negative opinion, calling the song 'crap'."
-1,-1,This is the worst song in history ..... .. i would die before hearing this ever again,Expresses extreme and hyperbolic dislike for the song.
-1,-1,This is awful,Expresses strong disapproval and negative judgment.
-1,-1,Gotta be the worst song ever in the past 10/20 years what an absolute piece of trash 🗑️ 🤢🤢🤢,Strongly condemns the song as 'trash' and among the worst in recent history.
-1,-1,This may be the worst video I've ever seen. WTF!,Expresses extreme dissatisfaction and disgust.
-1,-1,My God what a POS song on every level except the decent vocal performance.,Strongly criticizes the song across multiple aspects.
-1,-1,Worst country song ever wtf is this,Expresses extreme dissatisfaction and disgust with the song.
0,-1,Early 2024 vibes,Refers to a time period without expressing strong emotion.
-1,1,"Gosh this has to be the worse song I’ve heard, like it’s just a regular trash Beyoncé song with a generic country beat and lyric so it’s so called “country” da freak this crap ain’t country it’s wanna be, dress up country, no wonder why I’ve been seeing this all over on TikTok about how bad this country song is 😹 I only made it to 36 seconds of listing to this horrible video and I couldn’t go any longer. And the way she dress is just ₩h0-.r1,$.-H, demonic and inappropriate especially for YouTube, this is why I only listen to Christian music straight for 7 years L0L ✝️",Strongly criticizes the song and Beyoncé's performance with harsh and insulting language.
-1,-1,"This is the worst song I have ever heard. It does something to my brain. You could torture me for days, pull my nails, cut of my limbs. Put this song on and I would fold before the intro was done playing.",Expresses extreme and disturbing negative feelings about the song.
-1,-1,"An catchy song could very well be worthy of a cool vid, what you being naked got to do with it? women exposing themselves to men is not ""empowering"" throw liberal misogyny in the dumpster.",Strongly condemns the music video and accuses it of promoting misogyny.
-1,-1,THIS IS EFFING TERRIBLE HORRIBLE AWFUL STUFF!,Expresses extreme dissatisfaction with the song.
-1,-1,Awful… complete garbage …,Expresses strong disapproval and labels the song as 'garbage'.
-1,-1,Probably the worst video and song ever. Real trash.,Strongly expresses disgust and labels the video and song as 'trash'.
-1,-1,"Sounds generic and bland , the Grammy show is fake",Criticizes the song's lack of originality and questions the legitimacy of the Grammy Awards.
0,-1,Chris brown lyrics residuals,Expresses concern about the lyrics and their implications.
-1,-1,Dumbest video of all time. Not counting the phoned in lyrics.,Expresses strong disapproval and criticism of the video.
-1,0,"Oh yes Black Americans did in fact invent Traditional and Contemporary Western and Country Music. The very first singing and yodeling Cowboys were in fact Black Americans. Black Americans taught our White American Brothers and Sisters how to play, sing and yoldel Traditional and Contemporary Western and Country Music.",Makes a demonstrably false and offensive historical claim.
-1,-1,Worst Music Video goes to...,Expresses a strong negative opinion about the music video.
-1,-1,That is the stupidest video ever.  That’s so annoying seeing her do the same thing over and over and over again.  I expected more from Beyoncé.  😡,Expresses strong disapproval and frustration with the video content.
-1,-1,Now we know why her sister beat him up in the lift he rated a 13 year old 😮,Expresses shock and disapproval regarding a violent incident.
-1,-1,"This video is boring, though, and has nothing to do with the lyrics",Expresses boredom and disconnect from the song's meaning.
-1,1,This is not country and is terrible.  Her barotone voice.  Geezus.,Expresses strong disapproval and insults the artist's voice.
-1,-1,This may be the worst music video ever made. Kanye would even agree with this statement. But better country song than any Swift song,Strongly criticizes the music video and compares unfavorably to Taylor Swift.
-1,-1,"I do not listen to country that much but this is not country.. The country is about the singer, not the instruments. Beyonce sings like a pop artist, even in this and her lyrics are dull because she can not sing country.. She did not put much effort in to adding the quirks that country singers are doing to make their songs sound like country. Beyonce won because she is famous and are in a good position with the once who decide who will win or not. It is dumb how famous artists just ride the wave once they get famous and get praised for mediocre stuff. Songs like these are a humiliation towards those who live and breathe country when they are robbed out of awards that should be theirs.","Strongly criticizes Beyonce’s song and performance, dismissing it as uninspired and undeserving."
-1,-1,This is the worst video I've ever seen and the song isn't very good ether she is way better at rnb,Expresses strong dissatisfaction with the video and song quality.
-1,-1,Worst song ever heard,Expresses extreme dissatisfaction and negativity towards the song.
1,-1,e uma diva de todos tempos. simplesmente a melhor,Expresses strong admiration and superlative praise for the artist.
-1,-1,👎👎👎 Using body for view is dirty and the song is bad and vocal too,Expresses strong disapproval of the song and the use of the body for views.
-1,-1,Terrible terrible video.  Worst ever.,Expresses strong dissatisfaction with the video.
0,0,"Music, lyrics 🎉, video 💩.",Expresses enjoyment of the music and lyrics but criticizes the video.
-1,-1,This is awful... and what's with the nakedness,Expresses strong disapproval and criticism of the music video's content.
0,0,"Good song., but video awful",Expresses positive sentiment about the song while criticizing the video.
0,0,best song worst vid,Expresses a positive opinion of the song alongside a negative opinion of the music video.
-1,1,The worst song i ever heard,Expresses extreme dislike and condemnation of the song.
-1,-1,How bout come up with your own lyrics infringement is illegal,Expresses disapproval and a legal warning regarding copyright infringement.
0,-1,"Sorry, a super song, but a monotonous video!",Expresses appreciation for the song while criticizing the accompanying video.
-1,-1,"Like she ever went to a Cowboy dive bar. Worst video I've ever seen. The only ""good"" thing is the banjo.",Strongly criticizes the music video and expresses dislike.
0,-1,"Beatiful,talented, but you ain’t country",Expresses admiration alongside a critical observation about the music genre.
-1,-1,Worst video I’ve ever seen. Bizarre,Expresses strong dissatisfaction and criticism of the video.
-1,-1,worst song ever created,Strongly expresses extreme dislike and condemnation.
0,-1,And she beat Taylor how not that I really like Taylor but Taylor is way better,Expresses preference for Taylor Swift while acknowledging enjoyment of the artist in question.
-1,-1,Sad that she feels the need to oversexualize herself to sell records.,Expresses disapproval and criticism of the artist's choices.
-1,-1,Me remixing the song with Arabic beats to start a moral war in the Middle East,Expresses a potentially inflammatory and politically charged intention.
-1,-1,Most annoying song of 2024…,Expresses strong disapproval and annoyance with the song.
-1,-1,This is awful. Both the song and this stupid “visual”.🤢🤢🤢,Expresses strong disapproval and disgust.
-1,-1,"Idk what the hype is about this song, it's annoying",Expresses dissatisfaction and annoyance with the song.
-1,-1,The video is repetitive.,"Identifies the video as repetitive, implying a negative experience."
-1,-1,The worst song ever,Expresses extreme dissatisfaction and declares it the 'worst song ever'.
-1,-1,The worst song shes ever made in her career,Strongly criticizes the song as the worst of her career.
-1,-1,This has to be ai generated lyrics .,Expresses suspicion that the lyrics were not written by a human.
0,-1,"Not that anyone asked me, or would ever ask me, or cares that nobody asked me... But there was so much talk around Beyoncé doing this that I expected way, way more. (That beat is sweet, but too soft, it needs to drop harder... and Cowgirl Beyoncé I have yet to see, for in this video she is not.)",Expresses disappointment about expectations alongside a comment on the beat and a request for a different style from Beyoncé.
1,-1,Love the deep sexy voice,Expresses admiration for the singer's vocal quality.
-1,-1,Worst Beyonce song yet,Expresses strong disapproval and declares it the worst song by Beyonce.
-1,-1,"THIS THE WORST ""country"" song EVER!!! 😂😂😂😂 DONT MAKE NO ALBUM this shit disrespectful to real country,",Expresses strong disapproval and insults the song's genre.
-1,-1,Came here to say i dont understand the hype it sounds awful,Expresses strong dislike and dismissal of the song's quality.
1,1,Lady Gaga vibe 🎉,Expresses enthusiastic appreciation for Lady Gaga's style.
-1,-1,This is truly one of the worst videos I've watched. Totally tasteless and NOT country.,Expresses strong disapproval and criticizes the video's content and genre.
