classificacao,comentario,justificativa,sentimento_manual
Positive,I feel the vibe 💕💕 uuuuuu❤️‍🔥🔥,"The use of heart emojis, fire emojis, and the exclamation of 'vibe' indicates a strong positive emotional response to the music video.",
Neutral,Esperando el comentario con las lyrics 😅,The comment expresses anticipation for lyrics without indicating a positive or negative emotion about the music video itself.,
Positive,Kali = I love you ❤ your voice is beautiful and this lyrics are perfect,"The commenter expresses love and admiration for the artist's voice and lyrics, indicating a positive sentiment.",
Positive,La forma en la que PP entra al beat🤯,The use of '🤯' (exploding head emoji) indicates strong amazement and a positive reaction to the music video's beat entry.,
Positive,this song is fire !!!!!!! 😭 I can't stop listening to this song even though I don't understand the lyrics,"The exclamation points and statement 'this song is fire' indicate strong positive enthusiasm, while 'I can't stop listening' further reinforces a positive sentiment.",
Negative,I feel like this ain’t peso’s kinda beat that he likes and it kinda sounds weird like not even Spanish in this in my opinion it’s not a good song,"The commenter expresses disappointment and believes the song doesn't align with the artist's style and quality, using phrases like 'not good song'.",
Positive,You have a great talent shines through in every note and beat. I'm truly impressed by the creativity and skill you've put into your compositions. Keep rocking and spreading your incredible sound with the world! 👍,The commenter expresses enthusiastic admiration for the artist's talent and creativity.,
Positive,"Kali, esta es mi canción fav de Orquídeas 💖💖🫂🫂 tiene una vibe tan bonita wuu",The comment expresses a strong positive sentiment using emojis and phrases like 'canción fav' and 'vibe tan bonita'.,
Positive,I love how fun and light hearted the vocals and video🎉,The use of 'love' and the celebratory emoji clearly indicate a positive sentiment towards the music video.,
Positive,"It has an MJ, Bruno Mars vibe to me, Colombiana style. A song for easy moments.","The commenter expresses a positive association with the music video, comparing it favorably to well-regarded artists and describing it as suitable for 'easy moments'.",
Positive,La forma en la que Peso Pluma entra al beat 🤯,The use of '🤯' (exploding head emoji) indicates strong excitement and amazement at the video's content.,
Positive,"Struggling to cope with Spanish and slowly learning, but holy moly this song is a whole vibe","The commenter expresses a positive reaction to the song, describing it as a 'whole vibe' despite initial challenges with the lyrics.",
Positive,At my age (50’s) I like the rhythm of this song,"The commenter expresses a clear preference for the song's rhythm, indicating a positive feeling.",
Positive,Cuddle with your baby vibe right here…. Yesssss!,The exclamation points and enthusiastic 'Yesssss!' clearly indicate a positive reaction to the video's mood and feeling.,
Positive,"Making it my personal fucking mission to like and comment on every Kali song/video from soundcloud and youtube to show my DEEP fucking love and support for her and her growth (besides buying her products or concert tickets) *as long as the system lets me and stops deleting my comments, or maybe im dumb for posting the exact same comment on multiple videos in a short time frame so im just going to change one letter at a time and see if it works. o","The user expresses enthusiastic support and dedication to the artist, indicating a positive sentiment despite some self-deprecating humor.",
Positive,i dont understand the lyrics but im living so hard for this song,"Despite acknowledging a lack of lyrical understanding, the commenter expresses enjoyment and a positive feeling ('living so hard') about the song.",
Positive,"THIS IS Amazing you guys, its giving 2014 vibes.","The commenter expresses enthusiastic praise for the video, using positive language like 'Amazing' and describing a desirable nostalgic feeling.",
Negative,"Peso Pluma fez mais feat com mulheres em pouco tempo, do que a Shakira em 60 anos de carreira",The comment expresses criticism and disappointment regarding Peso Pluma's frequent collaborations compared to Shakira's long career.,
Positive,"En cuanto a pronunciación no le entiendo en ciertas partes, supongo que es parte de su personalidad vocal, pero en cuanto a arreglos en las voces y la melodía, me sorprende como domina muy bien, ni que decir de peso pluma saliendo de la zona de confort, el bajista un genio, definitivamente hay buenas producciones","The commenter expresses admiration for the song's arrangements, melody, and the bassist's skill, indicating a positive overall impression.",
Positive,such a vibeee,The use of 'vibeee' indicates a feeling of enjoyment and excitement about the music video.,
Positive,Love that 70s vibe,The comment expresses clear enjoyment and appreciation for the video's style.,
Positive,Kali Uchis just know how to make songs with a good vibe 😩😩,The user expresses a positive opinion about Kali Uchis' music and its 'good vibe'.,
Positive,the vibes from this are immaculate 🤌🏻🤌🏻,The commenter uses positive language ('immaculate vibes') and emojis to express a favorable opinion.,
Positive,Mierda... Hasta que le sacan provecho al Autotune... Qué lindura de canción 💗,"Despite initial criticism, the commenter ultimately finds the song charming and appreciates its use of autotune.",
Negative,Autotune at its finest wack!!,The use of 'wack' indicates a negative opinion about the music video's quality.,
Positive,AQUÍ EL BEAT LO ES TODO 😮,The use of the '😮' emoji indicates excitement and a positive reaction to the music video's beat.,
Positive,Was excited to see how they would put their two types of vocals together and they did it so good,The commenter expresses excitement and praise for the way the artists combined their vocal styles.,
Positive,"De verdad nos damos cuenta quien es el numero 1, una versatilidad muy buena y un entone de la voz exelente de verdad vas a llegar muy lejos Xavi","The comment expresses enthusiastic praise for the artist (Xavi) and his skills, indicating a positive sentiment.",
Positive,Good vibes,The phrase 'good vibes' expresses a positive feeling and enjoyment.,
Positive,This song is a WHOLE VIBE.,The use of 'vibe' indicates a positive and enthusiastic feeling about the song.,
