classificacao,comentario,justificativa,sentimento_manual
Positive,"Can we talk about the video for a minute tho? What stood out to me was the fact that no scene was rehashed, just like she never repeats any lyrics in the song. Really gives the video and the song this forward momentum that keeps building until she litterally hits a dead end 😍 what else did you guys notice/appreciate?","The commenter expresses admiration for the video's innovative approach and appreciated its dynamic build-up, indicating a positive reaction.",
Positive,"When you don't need a chorus, hook, or bridge, just straight fire!! She had a lot to say and damn does she know how to say it and still kill it!  Love me some Megan ❤","The comment expresses enthusiastic praise for the artist's performance and delivery, using terms like 'straight fire' and 'kill it'.",
Negative,"Doesn't matter if it was or not a diss to Nicki, Nicki has been a crybaby since Wap came out and kept throwing shade in her songs to her (think about that verse on Red ruby)..so Megan waited and waited and said aight that's my turn to tell 2-3 things","The comment expresses criticism and negativity towards Nicki Minaj, describing her as a 'crybaby' and suggesting she initiated conflict.",
Positive,"Looking back at this, this is what set the tone for rap beef for 2024 😂 and it is so good 🔥","The commenter expresses enthusiastic approval and uses positive emojis, indicating a favorable sentiment.",
Positive,"""I feel like Mariah Carey, got ONIKA so obsessed..."" should be the lyrics 🤣","The commenter expresses enthusiastic appreciation for the song and its lyrics, indicated by the laughing emoji and exclamation points.",
Positive,This song made me do a deep dive into Meg’s music. Sad to say I was sleeping on her so bad omg. She been eating EVERYTHING for like 7yrs straight!!,"The commenter expresses enthusiastic discovery and admiration for the artist, indicating a positive emotional response.",
Positive,"I didn’t even know this was a diss track. This is really good, no repeating verses or anything. This has so much bad bitch energy ❤️",The commenter expresses positive feelings about the song's quality and uses the emoji to reinforce a favorable sentiment.,
Positive,Revisiting this after it’s been simmered and I can’t believe how much she bodied Nicki and whomever else was coming for her lol. She turned drama into profit. And I respect it. Doesn’t matter how you feel. Turn your emotions into finance? That’s wsp.,"The commenter expresses admiration and respect for the artist's strategic handling of drama and financial success, indicating a positive sentiment.",
Positive,"As a metalhead, and like very few rap songs or hip-hop songs, if she's been putting out shit like this for years, I've been missin' out. Cause this song goes hard with beat only.","The commenter expresses strong approval of the song and its hard-hitting beat, indicating a positive sentiment.",
Negative,i’m convinced that most rap fans who say they don’t like megan just don’t listen to her lyrics,"The comment expresses a defensive and critical opinion about a segment of rap fans, indicating dissatisfaction and negativity.",
Positive,This gives me early Lil Kim Vibes and I fucking love it 🔥🔥🔥🔥🔥,The user expresses enthusiastic enjoyment using positive language and emojis.,
Positive,Nikki said Meg couldn't catch the beat........ bby bye Meg dominated the beat I don't know wtf Roman was talking about,"The comment expresses support for 'Meg' dominating the beat and dismisses a previous criticism, indicating a positive sentiment towards the music video.",
Positive,"""I can never be judged by a b***h that was dancing, making R Kelly go viral"" hits SOOO hard in the car. Her flow, her pronunciation, the beat, the back to back to back raping when you can see both her alter egos. I love her soo much. Can't wait for her new album 😊. You're doing great Meg!!!!!!!!!❤❤❤!!!❤❤!!","Despite the offensive language used, the commenter expresses overall admiration and excitement for the artist, indicated by phrases like 'I love her soo much' and 'Can't wait for her new album'.",
Positive,"Finally someone that can shut Nicky the f**ck up with lyrics that make sense.  Megan this is effortless, smart and just pure genuine. Loved it.","The commenter expresses strong approval and admiration for Megan's lyrics and performance, indicating a positive sentiment.",
Positive,This is how you do a diss tracks shooting down every loser in one track… others take notes…,"The commenter expresses admiration and suggests others should learn from the video's success, indicating a positive reception.",
Positive,a masterwork in lyrics,"The comment expresses strong approval and admiration for the music video's lyrics, indicating a positive sentiment.",
Positive,"Came back to listen again, Nikki can’t take credit for this at all, the lyrics the production was excellent.","The commenter expresses praise for the lyrics and production, indicating a positive reaction to the music video.",
Positive,Megan is bringing back GOOD MUSIC..... the lyrics are bomb... visuals killer.... you can tell she pours her heart into the craft. I appreciate her being so vulnerable in her songs..... her music makes music relatable again. ❤❤❤❤❤,"The comment expresses strong positive feelings about Megan's music, praising her lyrics, visuals, and vulnerability.",
Positive,When Nicki said rap on beat ? Gurl she is on beat ! Get off them ski slopes,The commenter expresses enthusiastic approval and admiration for Nicki’s performance.,
Positive,She snapped the beat is 🔥🔥🔥,The use of '🔥🔥🔥' emojis clearly indicates strong positive sentiment towards the music and the video.,
Positive,I looooove this song cause it goes so hard and she stood up to a lot of powerful men. I'd love to see her just belt this live.,The commenter expresses enthusiastic enjoyment and admiration for the song and artist's performance.,
Positive,"I think I’m a million plays bymyself 😂😂 it’s crazy how many times i done watched this video. Everything 4+4!!!!! From the outfits , hair , visuals and lyrics!!!!!","The commenter expresses enthusiastic enjoyment and admiration for the music video, using emojis and positive language.",
Positive,"I never really liked Nicky Minaj as I think she does commercial shit and she has an annoying voice. But I just started listening to Megan, and she can deliverrrrrr bruh ! Love her ""raw"" style more and her heavy voice.","The commenter expresses strong positive feelings towards Megan, using enthusiastic language like 'Love her' and describing her voice as 'heavy' in a favorable way.",
Positive,"Someone said ""these lyrics fit Drake more than Nicki, so it really has the loudest hit dog holleration""",The comment expresses a positive opinion about the video's alignment with Drake's style and a positive descriptor (,
Positive,She said LEAVE HER ALONE! this beat so f hard.,"The user expresses excitement about the beat, indicating a positive reaction to the music video.",
Positive,Baby the way she ate the visuals AND the lyrics 🔥🔥🔥🔥 whew,The use of fire emojis and enthusiastic wording indicates strong positive feelings towards the music video.,
Positive,One ting bout the stallion she got bars n beats cause babii gon make sure the bxtches can bounce too whatever barz she throwing lyrically she makes it work and she stays I her pocket 👏🏾1❤,"The comment expresses enthusiastic praise for the artist's music and performance, using terms like 'bars n beats' and 'make sure the bxtches can bounce'.",
Negative,"Nicki LOST hard on this one, trash beat, trash lyrics, trash flow, really nasty attitude that’s hard to even idk, vibe with? It’s like she’s clinically insane or having a manic episode mid song when she starts going off the walls - it’s not intimidating it’s pathetic. Ain’t no1 take her young-money-bike plastic head-to-toe musty dusty crusty washed up Nicki srsly no more 🥱","The comment overwhelmingly expresses criticism of Nicki Minaj's performance and music, using derogatory language and negative descriptions.",
Positive,I LOVE THE BEAT!!!,The exclamation point and use of 'LOVE' clearly indicate a positive emotional response to the music video.,
Positive,THESE LYRICS ARE EVERYTHING ❤HOTTTTTTTTT!!! I LOVE HER FLOW 🎉,"The commenter expresses enthusiastic admiration and love for the artist and her music, using positive emojis and language.",
Negative,“Posted in another ni$$a hood like a bad bih” beat dropped So hard!,The comment uses derogatory language and expresses a critical opinion of the music video's content and the artist's style.,
Positive,the beat is well served🔥🔥,The use of fire emojis indicates strong approval and excitement about the music video's beat.,
Negative,"Bitter barbs can stay mad. Snakes eat mice. That's ALL Megan did. The end. She did a true public SERVICE. And wasn't even trying to 🤣 it's not even an actual diss record. That's the crazy part. This is only a hint of the damage Megan can do. And all with almost no effort or ""fake accents"". Just 1 (devastating) flow 😵🥶🫣 Megan DETHRONED you Nicki. Easily and unbothered. Sit your TIRED annoying desperate plastic bitter copycat a## down. For the love all that is holy RETIRE & take your fans with you 🦶","The comment uses harsh, insulting language ('bitter', 'snakes', 'a##') and declares Megan's victory with aggressive intent, indicating a negative sentiment.",
Positive,THE BEAT IS FIREEEEEEE,The exclamation points and word 'fire' indicate strong enthusiasm and positive sentiment.,
Positive,"I need Megan to hopbon that ""BBL Drizzy"" beat. NEEEEEEEEDDDDDD!",The exclamation points and repeated desire (,
Positive,that Megan's law verse will now be forever in mind 🤯,"The use of 'forever in mind' indicates a strong, positive emotional response to the music video's content.",
Positive,I just came back 13 days later to stay Megan ate‼️‼️ don’t you ever grab a mic and think that me and you competing humph!!! Verse slide so hard,"The commenter expresses enthusiasm and admiration for the music video's performance, using exclamation points and positive language about the verse's 'slide'.",
Positive,Literally one of the best music videos I’ve ever seen. Megan ate up this beat and left no crumbs. Bars upon bars,"{""sentiment"":""Positive"",""justification"":""The commenter expresses enthusiastic praise, using strong positive language like 'best' and 'ate up this beat'}",
Positive,Teflon Don in the courtroom was absolutely one of the best verses. Fire Meg. Pure fire 🔥,"The use of enthusiastic language like 'absolutely one of the best,' 'fire,' and 'pure fire' indicates a strong positive sentiment towards the video and the featured artists.",
Positive,IM STILL AT THIS RAP SONG FOR 2024. OOOOO MEGAN THE WOMAN YOU AREEEEEEEEEEEE SETTING THE TONE FOR RAP FOR 2024 <33,The enthusiastic exclamation and use of '<33>' clearly indicate a positive reaction to the song and artist.,
Positive,I love it you nailed this ish . 🔥💕💕 b you a pussy never gonna check me . Xannex b they hardest bars . ‼️ Megan bad and I’m still good . 🐍🐍 you beating all ofem. ‼️💕💯,The comment expresses enthusiastic praise for the music video and artist's lyrics using emojis and positive language.,
Positive,"The lyrics, the visuals, the figurines, she is incredible",The comment expresses enthusiastic praise for the music video's elements and the artist herself.,
Negative,"""Posted in another nigga's hood like a bad bitch"" reminds me of Drake in Worst Behavior 😂","The comment uses derogatory language ('nigga') and expresses a dismissive, potentially disrespectful, comparison, indicating a negative sentiment.",
Positive,TINA SNOW 😩 definitely present‼️ with that Tone😩‼️,The use of emojis like '😩' and '‼️' indicates enthusiasm and excitement regarding the music video.,
Positive,Queen of rap. Empress of lyrics. Slaying beats.,"The comment uses enthusiastic and complimentary language, clearly expressing admiration for the artist's skills.",
Neutral,"Who would've thought using ""Megan Law"" in lyrics would've pissed some people off that badly Aye! 🤣","The comment expresses amusement and acknowledges a controversial lyric, but doesn’t convey a clear positive or negative opinion about the music or artist.",
Positive,So ppl been saying Megan can’t rap on beat. But tbh… judging by the instrumental… 😅😅😅 Megan IS the beat 🫢🤭,"The commenter is playfully defending Megan, expressing admiration for her ability to match the instrumental, indicating a positive sentiment.",
Negative,And killed every verse Nicki do better sis smh 😂,"The comment expresses dissatisfaction with Nicki Minaj's performance and uses 'do better sis' with a dismissive emoji, indicating a negative sentiment.",
Positive,Well it’s official Megan thee stallion is the artist that officially claimed the throne. I mean nicky had to pass the torch on to somebody.  The south has won the hip hop battle. Wayne of Louisiana kept grinding until he passed Jay z. Megan made history by destroying nicki Minaj. Honestly Megan is the only female rapper capable of beating nicki and them bars deserve the recognition.,"The comment expresses enthusiastic praise for Megan Thee Stallion's success and abilities, clearly indicating a positive sentiment.",
Positive,2:23 the way the beat strips back and she starts spitting with vengeance gives me chills every time. one of the greatest women to ever touch the mic,"The commenter expresses strong positive feelings, describing the music video as “great” and using words like ‘chills’ and ‘vengeance’.",
Positive,Well at least someone still has talent and lyrics in 2024....its far and few between these days,"The commenter expresses admiration for the artist's talent and lyrical content, indicating a positive sentiment.",
Positive,I aint even fan of megan like that but i fuck with every inch and lyrics of this song 😂🔥.,"The use of emojis and enthusiastic language ('fuck with', '😂🔥') clearly indicates a positive sentiment towards the song.",
Neutral,My new ringtone whoever doesn't like it 🖕,"The comment expresses a personal preference and a dismissive gesture, lacking explicit positive or negative emotion.",
Positive,😎..🗯️ My Favorite part... (2:46)  Megan sound like she's slow jogging on the beat while spitting straight BaRz!...💋🎵👍🏼  iiih!...😝,The comment expresses enthusiastic enjoyment of the music video and Megan's performance using emojis and positive language.,
Positive,Major Hit em up vibessss,The use of 'Major Hit' and 'vibessss' indicates enthusiasm and enjoyment of the music video.,
Positive,"Jesus Christ girl its been 8 months and the beat, bars, and vibe still SHHLLAAP",The enthusiastic use of 'SHHLLAAP' and exclamation points clearly indicates a positive and excited reaction to the music video.,
Positive,"I barely know the context of the Megan/Nicki beef but when I first heard this song I was blown away. She outdid herself writing these lyrics. And the music video makes it even better. I hadn't listened to her much since her ""Big Ole Freak"" era but damn I definitely gotta catch up and listen to all her stuff now","The commenter expresses strong admiration for the song and artist, indicating a positive emotional response.",
Positive,"And the wall not bending, I am a old head but it took me about 2 minutes to catch that one after reading the lyrics 🤣","The commenter expresses amusement and understanding, indicating a positive reaction to the video's cleverness.",
Positive,"Honestly, i dont listen to rap, so Megan Thee Stallion is not on my radar for music. But, i will say this, i would prefer megan over nicki because it irritates me when anyone rhymes the same word in poems, rap, music, it sticks out like a sore thumb. And when it comes to the music, i need more than just interesting delivery, i need awesome lyrics too. So Megan takes the cake for me.","The commenter explicitly states they prefer Megan Thee Stallion and praises her over Nicki Minaj, indicating a positive sentiment.",
Negative,"Hiss got me through some tough times. I had to go to court 3 days after this song dropped for domestic violence, and I was so scared. But ""ain't you hear? I ain't scared of dick. Any man go against me, I handle shit. I'm the Teflon Don in the courtroom. They be throwing that dirt, don't shit stick."" Except I lost even though I went to court covered in bruises with me being 5'1"", and him being 6'4"" and 100lbs heavier than me. Women I know that have been through it always lost as well. After a friend of mines bf beat her up, the cop told her the best thing for her to do was move back to Canada because it's legal to beat your gf/wife in Kentucky. It is illegal and the cops handle it the best they can, but when you go before the judge it doesn't matter if you're beat up, have broken bones, just came out of the hospital, etc. The man ALWAYS win here. Another friend of mine got stabbed 7 times by her ex-husband and had to have emergency surgery. She also lost her case. My state was #1 for most domestic violence than anywhere else in the country for a long time. We are #2 now, so we're slowing improving. However, KY is ranked 11th in the United States for femicides which is the intentional killing of women and girls due soley to their gender.","The comment expresses deep despair and frustration regarding repeated losses in domestic violence cases, highlighting systemic issues and personal tragedies.",
Positive,"this is the 164681341894651864th time ive seen this, and it still goes hard every time! i just get chills when she raps bc its just so hard! i feel like she my mom and im ab to get my ass beat! like yessss pop tf off sissss!!!","The commenter expresses enthusiastic enjoyment and admiration for the music video, using positive language and exclamation points.",
Positive,So fucking under rated LYRICS FOR DAYS HOLY FUCK,The use of strong positive language like 'under rated' and 'for days' indicates enthusiastic appreciation for the music video.,
Negative,"Nicki LOST hard on this one, trash beat, trash lyrics, trash flow, really nasty attitude that’s hard to even idk, vibe with? It’s like she’s clinically insane or having a manic episode mid song when she starts going off the walls - it’s not intimidating it’s pathetic. Ain’t no1 take her young-money-bike plastic head-to-toe musty dusty crusty washed up Nicki srsly no more 🥱","The comment overwhelmingly criticizes Nicki’s performance and music, using harsh and derogatory language to express a negative opinion.",
Positive,I know all the Lyrics now!!!! This is my life she wrote🤣🤣,"The commenter expresses enthusiastic enjoyment and personal connection with the song, indicating a positive sentiment.",
Negative,So you mean to tell us that the megan law verse wasnt against Nicki it was really against Drake,"The comment expresses frustration and criticism of a perceived betrayal by Megan Thee Stallion, indicating a negative sentiment.",
Positive,I can feel these lyrics she did that !,The exclamation point and phrase 'I can feel' indicate a positive emotional response to the music video and lyrics.,
Positive,"""Nwrds ain't hit this 🐱 in YRS dam l knew my 💩 was 🔥...I'm way to cocky to take him back if I find out he bn cheating"" These lyrics got to be in the good book some whr...my word 🥵❤",The commenter expresses enthusiasm for the lyrics and uses suggestive emojis indicating enjoyment and admiration.,
Positive,This beat hard I fu.ks wit Megan,"The user expresses enthusiastic approval of the music's rhythm and suggests a strong connection with the artist, Megan.",
Positive,Fire 🔥 Each dress was hott. Beat straight. Flow memorable. She got this !,"The commenter expresses enthusiastic praise using words like 'hott' and 'got this', indicating a positive sentiment.",
Positive,"I don't understand very well the english language but, put apart the Nicki's drama (in her mind), this song has potential, is powerful. I like the beat, the Megan's voice rapping. Is not only a diss track, is a good rap song. I think this is the reason of the  success. Meanwhile, the Nicki diss track is a little boring (and I love Nicki but her song isn't interesting, I just saying).","The commenter expresses overall positive feelings about the song's potential and quality, despite acknowledging a dislike for Nicki's diss track.",
Negative,WHERE WAS SHE NOT COMFORTABLE N THIS BEAT...I'LL WAIT....,"The comment expresses discomfort and uncertainty about the music video's beat, indicating a negative reaction.",
Positive,"Megan, your lyrics are hardcore and your outfits are fabulous, this is *chef's kiss* <3  And us tall girls are awesome!","The comment expresses enthusiastic praise for Megan's lyrics and outfits, using positive emojis and a celebratory expression.",
Positive,"Hahaha, and you'll remember that Megan started it all in 2024 and won, fuck you Grammy. Queen of rap and they can't beat her💯👑","The comment expresses enthusiastic support and admiration for the artist, using terms like 'Queen' and emojis, indicating a positive sentiment despite the initial aggressive language.",
Positive,I hope Oneka taking notes 😂😂❤straight meg 🇯🇲,The use of emojis ( 😂😂❤) and enthusiastic language indicates a positive sentiment towards the music video and artist.,
Positive,Megan is a powerful sexy symbol!!❤❤❤❤,"The comment expresses admiration and positive feelings towards the artist, Megan, using words like 'powerful' and 'sexy symbol' alongside emojis indicating enthusiasm.",
Negative,They will always be scared of a powerful woman period.,"The comment expresses a fearful and potentially misogynistic sentiment, clearly indicating a negative emotional tone.",
Positive,"7 months later and this gives me the same emotions, fangirl, stars in my eyes, hands clasped in prayer, she is so cool!",The comment expresses enthusiastic admiration and positive feelings regarding the music video.,
Negative,Meg performed an exorcism on Nicki with that one verse. Now she is probably losing sleep thinking about her terrible life choice to marry a total piece of trash. 🙏🏼,"The comment expresses contempt and criticism of Nicki's marriage and performance, indicating a negative sentiment.",
Positive,Megan would beat Drakes ass 😂,The use of '😂' (laughing emoji) indicates amusement and a positive sentiment towards the video and its comparison.,
Positive,"i can't wait to  come back here after 10 years and see how iconic this STILL is. Hi, 2034! the lyrics, the back vocals, you cant sing this with all that you hear !!! the visuals!!! the body!!! the impact!! girl!!! DAMNNNN",The comment expresses enthusiastic admiration and excitement about the music video's enduring impact and quality.,
Positive,"Perfect diss song, no notes","The comment expresses approval with phrases like 'perfect diss song' and 'no notes', indicating a positive reaction.",
Negative,I find it hilarious that people have to pick a fight with her. Fuckin leave Megan alone and let her vibe.,"The comment uses strong language ('fuckin') and expresses a desire for someone to attack Megan, indicating a negative sentiment.",
Positive,"Excuse me .. but this is medusa's story, the lyrics and the concept of the video... the subtleties... fucking perfection !!! Holy shit !!!",The commenter uses enthusiastic and hyperbolic language (,
Positive,"In terms of longevity, Megan has beat the test of time. LETS GO MEGAN 🔥🐎",The use of enthusiastic emojis and phrases like 'LETS GO MEGAN' clearly indicate strong positive sentiment towards the artist.,
Positive,I felt this in my soul so deep that my ancestors felt it to. 😂🔥🔥🔥,"The use of emojis and enthusiastic language ('deep,' 'ancestors') clearly indicates a positive emotional response to the music video.",
Positive,Female Tupac vibes,"The comment expresses a positive association with the artist Tupac, indicating admiration and a favorable sentiment.",
Positive,This song generally is a vibe thoo im  obsessed 😍🔥,The use of emojis (😍🔥) and the phrase 'obsessed' clearly indicate a positive feeling about the song.,
Positive,"Much Better Flo An Beat, Lyrics Than Big Foot For Sure This Hitz 🤎✊🏼🔥🎶 Comin From Ya Boi Adelite Productions ©️",The commenter expresses positive enthusiasm with emojis and phrases like 'Much Better' and 'Hitz' indicating a favorable opinion.,
Positive,OMGGGGGGGG !!!!!! SHE RODE THIS BEAT ONGGGG,The excessive use of exclamation marks indicates strong excitement and enthusiasm for the music video.,
Positive,@megantheestallion IF YOU ARE OR YOUR TEAM READS THIS PLEASE GO INTO THE MARVEL UNIVERSE. YOU WILL BE A GREAT ACTRESS AND YOUR FAN BASE IS HUGE. MTS BEING A SUPER HERO OR SUPER VILLAIN IS AN EASY FIT AND GREAT MOVE. THIS VIDEO SHOWS YOU ARE A HERO.,"The comment expresses enthusiastic support for the artist's potential involvement in the Marvel Universe, highlighting her suitability and praising her video as a demonstration of heroism.",
Negative,You and Cardi should beat Nicki a$$,"The comment expresses aggression and hostility towards another artist, indicating a negative sentiment.",
Negative,CANT RAP ON THE BEAT WHEREEEE??,"The comment expresses frustration and disapproval of the music's rhythm, indicating a negative sentiment.",
Positive,Gives me hit ‘em up vibe,"The phrase 'hit ‘em up vibe' suggests a feeling of excitement and enjoyment, indicating a positive sentiment.",
Negative,These female rappers always talking about dick riding... Well damn it megan definitely was dick riding this beat damn she killed it,"The comment uses vulgar language and expresses a critical, potentially offensive, opinion about the artist's performance and lyrical content.",
Positive,This is much better than big foot bullshit meg   kills it simple much better beat and flow better lyrics. Adelite Productions 🔥,"The commenter uses enthusiastic language like 'kills it,' 'much better,' and '🔥' indicating a positive reaction to the music video.",
Positive,JT slid and this beat slide!!! 🔥🔥🔥 🎶 👌🏾💯,The comment uses enthusiastic emojis and positive language expressing enjoyment of the music video and its beat.,
Positive,"No matter how you slice it, being married to a registered SO is a bigger flop than trying to get someone to drive the boat?? Like...Nikki needs to worry about herself fr this beat go hard af","The commenter is praising the beat and suggesting Nikki should focus on her own well-being, indicating a positive overall sentiment.",
Positive,👌👌👌 lyrics top tier. Megan's bars when she's walking down the catwalk is Ace!!!! ❤,"The comment expresses strong positive feelings about the lyrics and Megan's performance, using emojis and enthusiastic praise.",
Positive,POP TF OFFF THE CINEMATOGRAPHY THE LYRICS THE FASHION I'm ded,"The commenter uses enthusiastic terms like 'POP' and 'amazing' followed by a declaration of being 'ded' (presumably meaning 'done' in a positive way, indicating high enjoyment).",
Positive,"The way she dropped that beat to “N**** ain’t you here I ain’t scared of d***, any man go against me I handle s***” was sick! 😩 She made you see a visual beyond what she gave. I imagined her being on a carousel lining up target after target, and she didn’t miss! 🥰",The commenter expresses enthusiastic admiration and positive imagery regarding the music video's visuals and performance.,
Positive,This type of beat...megan and hopsin together would go crazy,"The commenter expresses excitement and anticipates a successful collaboration, indicating a positive opinion.",
Negative,Your voice is annoying megan. Hella idek how tf these people listen to your songs tbh,The comment expresses annoyance and expresses a negative opinion about the artist's voice and music.,
Positive,"this gives me the same vibes as ""hit em up"" by pac.....I LOVE ME SOME MEGHAANN GUYS?????WOW","{""sentiment"":""Positive"",""justification"":""The user expresses enthusiasm and affection for the artist, using phrases like 'I LOVE ME SOME MEGHAANN GUYS?????'}",
Positive,I love the continuity from the end of Cobra where the snake is going to the eggs and then here she is in the egg coming out!! Megan Thee Cinematic Universe!!!,The commenter expresses enthusiastic enjoyment and excitement about the music video's connection to the 'Cobra' storyline.,
Positive,And if the beat live 🔥🔥🔥🔥🔥🔥,The use of fire emojis indicates strong enthusiasm and approval of the music and beat.,
Mixed,"music vid's gotta grow on me, not because i dislike it but because i imagined it differently - both this song and this video are works of art, and i love it. but BITCH. miss megan has her claws OUT! memorized the lyrics in a day because i love this track so much","The comment expresses both positive appreciation for the music and visuals, alongside a frustrated and slightly aggressive reaction (",
Positive,"congratulations to Megan number one song, she deserve it. First she beat Nicki with a Mean girls sound track and now she is beating her with a number one song on billboard!","The comment expresses enthusiastic congratulations and admiration for Megan's success, indicating a positive sentiment.",
Negative,Megan should go give his a** to someone for a free beat,"The comment uses vulgar and insulting language, clearly expressing a negative opinion and hostility towards the artist.",
Positive,No hate to Cardi but Megan about to do what she can't! TAKE THAT CROWN ( this is healthy competition) some are playing dirty but Megan is playing chess she's not moving off emotion!  BIG MEGAN ❤🎉,The comment expresses enthusiastic support for Megan Thee Stallion and celebrates her success while acknowledging healthy competition.,
Positive,Broo i dont usually f*** with megan but she snapped off bro idc what anyone says 😂she slappin the beat!,"The user expresses enthusiastic admiration for Megan's performance, using positive emojis and phrases like 'snapped off' and 'slappin the beat'.",
Positive,Was an occasional listener to megan just from her features but this song solidifed her in my mind. I love that there is no chorus or hook. She let someone trash her for x amount of time and it took 1 line to send nicki into a full ass spiral. Hot girl shit.,"The commenter expresses clear fondness for the song and the artist's response to criticism, indicating a positive sentiment.",
Positive,Meagan definitely beat Nikki Manaj on this one,"The comment expresses a clear preference for Meagan, indicating a positive sentiment regarding her performance.",
Positive,This song goes fuckin deep.Megan Megan keep it going gurlllll❤,The use of 'fuckin deep' and the heart emoji clearly indicate a positive and enthusiastic reaction to the music video.,
Positive,This gives me tupac vibes,"The comment expresses a positive comparison to the artist Tupac Shakur, indicating enjoyment.",
Neutral,It's giving shether vibes,"The comment uses slang ('shether vibes') which refers to a specific aesthetic/feeling, but doesn't express a direct positive or negative emotion.",
Positive,"WOW ok even if this song existed in a vacuum without all the beef, the rhythm/flows? DAMN she's untouchable","The commenter expresses high praise for the song’s rhythm and flow, indicating a positive sentiment.",
Positive,Love this. Just bars and NO catchy hook 🙌🏾🙌🏾🙌🏾,The repeated use of the 🙌🏾🙌🏾🙌🏾 emoji indicates enthusiastic approval and appreciation of the music video's content.,
Positive,"My fav part 1:06 when that beat drop “ Everybody wanna kick it when you ain’t a threat, these niggas don’t like me cause they know I’m on they Neck” 🥶🥶","The commenter expresses enthusiasm and excitement about a specific part of the song, indicated by the emojis and descriptive language.",
Positive,I love Meg whole vibe ❤ keep bringing the good music 🎉,The commenter uses positive language like 'love' and 'good music' expressing enthusiastic enjoyment.,
Positive,You are a bad bitch and you know it. Powerful. You lay down what needed to be said and Nicki flipped. She's so sad and you look so good!,"Despite the initial insult, the comment expresses admiration for the artist's performance and appearance.",
Positive,I've been waiting for one of my sistas to come and sit Nikki down.  Nikki can't even write her own lyrics.  She was put up there by the elite.  She ain't nobody.  Megan proves that.  Go Megan!!! ❤,"The comment expresses enthusiastic support for Megan and disparages Nikki, indicating a positive sentiment towards Megan's music.",
Positive,Its that fuckin beat 🔥,The use of '🔥' emoji and the expletive 'fuckin' suggests strong enthusiasm and approval of the music's beat.,
Negative,Finally this beat  Tom Macdonalds and Ben Shapiros  Corny Ass Facts Song,The comment expresses criticism of the music video by using dismissive language ('corny ass facts') indicating a negative sentiment.,
Positive,Lyrics are so fire 🔥🔥🔥🔥,The use of fire emojis indicates strong enthusiasm and approval of the lyrics.,
Negative,"Megan's a@@ , body and lyrics are the only things in her brain. Shit funny, but facts!😂😂😂","The comment uses insulting language ('a@@') and expresses a negative opinion about Megan's creativity and focus, despite acknowledging the video's humor.",
Positive,Please make some sexy creepy emotional pieces with Ashnikko 💙,"The comment expresses a desire for a specific, evocative style (sexy, creepy, emotional) which indicates a positive reception of the artist and potential music.",
