classificacao,sentimento_manual,comentario,justificativa
-1,-1,I don't know why they played with that man he been showed niggas can't nobody fwh when he dropped that Control verse years ago I think only wayne in his prime & eminem can give him a run for his money & possibly jcole but Cole backed out so that says alot,"Contains offensive language and a harsh, dismissive critique."
1,1,Maki from andteam post in weverse got me here😂 👍🏼🔥,Expresses excitement and appreciation for Maki's post.
-1,1,It never was more clear who won a battle. True definition of beating someone.,"Expresses a harsh, victorious sentiment implying a negative outcome."
-1,-1,other vaginal option one of the worst bars in the battle,Uses crude and offensive language to express strong disapproval.
0,0,GIVES SNOOP DOG VIBE,Acknowledges a similarity to Snoop Dogg’s style without expressing a strong positive or negative opinion.
0,-1,Mess with the wrong guy with Mustard on the beat Ho !!!!😂❤,Contains both praise for the beat and a vulgar expression.
1,1,I love this vibe,Expresses enjoyment of the song’s atmosphere.
-1,-1,"Never heard this song. Not a bad song, but how did this win Grammys? There is no way for the average person to understand even 20% of the song's lyrics",Expresses disbelief and criticism regarding the song's award recognition.
-1,-1,Stupid ass song. Stupid ass beat.,Expresses strong disapproval and insults.
1,1,❝ Mustard on the beat ho- ❞,Expresses enthusiasm and appreciation for the beat.
1,1,This has a much deeper meaning than Drake and I'm here for it 😂😂😂😂 I'm dyin laughing about it,Expresses amusement and enjoyment with enthusiastic laughter.
-1,-1,"stop doin that goofy shit, go back to doing untiteld 05 ahh beats",Expresses disapproval and criticism of the artist's actions.
0,0,2000s vibe,Expresses a nostalgic preference for a specific musical era without strong positive or negative emotion.
-1,-1,I can't talk to nobody else.... Keep 💯.. I'm not trying to get life because my guns license in the law forcement illegally an my gun promit in the streets illegally to kill us an my name on the military 🪖 in USA probably the whole world 🌎🌍 for the trick like my favorite rapper told me Prodigy from Mob Deep... Illuminati wants my mine soul an my body 🕵🏻,"Expresses paranoia, illegality, and conspiracy theories."
-1,0,The tempo of this song is the same as gas stove trying to light.,Uses a negative and frustrating simile to describe the song's tempo.
-1,-1,😤IM NOT INVISIBLE I see ASW PEOPLE MY DAD’s a Numerologist I’m a intergalactic SOUL Mariyam;Purity of a bright whiteness Madina;One who Judges MUHAMMAD SWS❤❤❤❤❤❤NAAILAHs 6th Daughter FORMALLY KNOWN AS AALIYAH CARTRR -LETTHEBEATBUILD …..they slept on his lyrics to DARKSIDEOFTHEMOON.Mirrors his painting I’m there THE PUBLIC EYE 👁️ KNOWS NOW 2:33pm FRIDAY,Expresses anger and contempt towards a group of people and references potentially offensive claims.
-1,1,Quanto mais o tempo passa mais dá pra ter noção do quanto foi um esculacho do caralho kkkkkkkkkkkkkk,"Expresses strong, sarcastic criticism and amusement at a perceived failure."
1,1,1:10 fun fact this shot doesn't use special effects kendrick just used his powers,Highlights Kendrick's natural talent and skill.
1,1,Probably my favorite kendrick verse ever 😂 I spilt blood on my apron cooking this shii up…. I FEEL LIKE SOME OF YALL IS HATING,Expresses strong enjoyment and enthusiasm for the song.
1,1,<3 love this vibe <3 so true 100%,Expresses strong affection and agreement.
-1,-1,"This song is thrash! No flow , nothing , no rhyming ! Wow ! This piece of shit is a hit song. Horrible voice lyrics and all !",Strongly criticizes the song's lack of quality and features.
0,0,Mandem we can use this as the new cpr beat let’s use this sick beat to good use research online if u need,Combines praise of the beat with a request for further action/research.
-1,-1,Why’s he beating up a fucking owl ???? What did the owl do to you Kendrick. I bet it ate your cat. Meow,Expresses anger and accusations towards the artist.
0,0,Should I use this beat  for a song,"A question seeking advice, lacking explicit sentiment."
-1,-1,"Whack beats, whack lyrics. I've never bumped a kl song. Been bumping Drake for almost 20 years. This dude will be forgotten in 5 years. Calling Drake a popstar, only know who this clown is because he's all over the pop station. Keep it real, Drake always has.",Strongly criticizes the music and artist's popularity.
0,0,"I know musis , lyrics was on point but the message was the end THE OWL",Acknowledges good lyrics but criticizes the overall message.
-1,-1,Is Taylor your little sister gangbanger what’s the vibe I can’t keep up it’s getting too personal hahahaha someone of us LIVE IN THESE STATES fl and Georgia and Texas and Tennessee I love all colors ❤😅🖤,Sarcastic and dismissive commentary mocking the artist's style.
0,1,"He dis'n more than drake .... Read the transcript, he talking about several. I didnt catch it until i saw lyrics, and he is pretty clever the way he weaves their names in the lyrics",Expresses admiration for the artist's cleverness while comparing them unfavorably to Drake.
1,1,Kendrick has the smoothest vibe game......i stg.....moves so perfect......f Drake all day.....XXX Tentacion 4 lyfe,Expresses admiration for Kendrick's style and compares him favorably to Drake.
-1,-1,"Maybe it's just me, but this song isn't very good.  Pronouciation is horrible, timing and rhythm is bad and the rymes are like 3/10","Expresses strong criticism of the song's poor pronunciation, timing, rhythm, and rhymes."
-1,-1,your over 50 your making fun of my voice your voice has deep voicecrack in it can make sissisisi,Contains insulting and aggressive language targeting the artist's voice.
-1,1,"Bro drake is cooked, deep fried boiled, smoked, grilled, roasted, baked, sauted, steamed, broiled, seared, stir fried.",Strongly critical and hyperbolic language expressing extreme dislike.
-1,1,"Bro drake music carrer is cooked, deep fried and burned",Strongly expresses negative opinion about Drake's career.
-1,-1,What is this shit ??? And voice is like beated by yr dad Drake 😂😂,Expresses strong disapproval and uses mocking language.
-1,-1,This is what passes as art these days? The lyrics sound like  a middle school mean girl diary entry run through a ghetto/poor grammar filter,Expresses strong criticism and disdain for the song's content and quality.
1,1,Really cool lyrics❤,Expresses positive sentiment with an emoji.
-1,-1,His style of rap sucks really can’t stay with the beat at all,Expresses strong disapproval of the rapper's style and timing.
-1,-1,"Updated verse for 2025: We not like Trump, we not like Trump!",Expresses disapproval of Donald Trump.
-1,-1,Bro I’m not gunna lie this might be the worst diss of all time… how do people like this?,Expresses strong disapproval and disbelief at the comment's quality.
-1,-1,0:20 if you knock at a mexicans door with that same rhythm it means go eff your mother lol i didnt realize that until I did it to my uncle 😂,Contains offensive and racially insensitive language.
-1,-1,His voice is so annoying ngl,Expresses dislike and annoyance with the singer's voice.
0,0,Can't beat Antonio Tate I see dead people,Expresses strong preference combined with a potentially unsettling and surreal statement.
1,1,happy anniversery,Expresses a joyful celebration.
1,1,Love the lyrics so real and genuine you are the goat ❤just had to give it to Kendrick ❤,Expresses strong affection and praise for Kendrick Lamar.
-1,-1,"That verse ""with money coming out the anus"" starting to make scenes right about now playboi","Uses vulgar language and expresses a negative, potentially offensive, sentiment."
0,0,"Some people be forgetting how deep this is “what is the owl, bird 🥷s and burnt bitches” real rap",Combines praise with a potentially offensive and dismissive comment.
-1,-1,To be so deep into your feelings being hurt isn't a good look in hip hop smh that's probably what you missed,Criticizes the artist’s lyrical content and perceived emotional vulnerability.
1,1,What good music is very catchy,Expresses enjoyment and appreciation for the song's catchiness.
-1,0,1:17 Kendrick said Drake im going to beat you up like a little boy.,Expresses strong anger and disapproval of Kendrick's statement.
1,1,GOOFY VIBE!,Expresses enthusiastic enjoyment of the song's atmosphere.
-1,-1,Yo dis is da worst shit I've ever heard,Expresses strong disapproval and condemnation of the song.
0,0,Quem aqui procurou a música por muito tempo ?,"Expresses a shared experience of searching for the song, without strong positive or negative emotion."
1,1,That drake verse was funny as hell,Expresses amusement and enjoyment of the Drake verse.
-1,-1,This is soke of the worst hip hop I’ve ever heard,Strongly condemns the music as terrible hip hop.
-1,0,beat your a** and hide bible if god watching... tf.. 😂,Contains vulgar language and expresses contempt.
0,0,"Can someone explain to me the chorus ""they not like us"" who is 'they'?",Expresses confusion and asks a question about the lyrics.
1,1,This beat is sick,Expresses strong enthusiasm for the beat.
0,1,Dang nice beat and they not like us,Praises the beat while implying a negative comparison.
-1,0,😂😂😂beating a yada,Sarcastic laughter expressing disdain.
0,0,"I first heard this song from the SuperBowl LIX, as he performed for the Half-time. Now I repeatedly hearing this beat on Sister Leveling (Solo Leveling Parody) 😭😭😭😭😭 Song-yi winning on Jail Route.","Expresses joy about the song and winning, alongside sadness related to the 'Jail Route' parody."
0,0,Vibe only,"Short, ambiguous statement expressing a preference for the song's atmosphere."
0,1,Nah I fuck with Drake but Kendrick absolutely shit on him.  Kendrick Lamar is the best rapper of era and of possibly all time. He won fair and square and beat Drake at his own game,Expresses strong preference for Kendrick Lamar while acknowledging Drake's skill.
1,1,"Pure nas, 90's beat, message heard and sent",Expresses strong positive sentiment regarding the song's style and message.
0,0,Mustard on the beat ho,"A nonsensical statement, likely expressing frustration or a critique through abstract language."
0,0,"Dr6ke: if you can beat 'em, just copy 'em",Expresses admiration alongside a critical observation about imitation.
1,1,0:40 the beat drops,Expresses excitement and appreciation for a specific moment in the song.
-1,-1,"This ""song"" has TWO notes ONLY  Although this song is in fact awful its banality does capture the time we are living in. They have dumbed us down to the point where we are bragging about not being pedofiles to a song that has 2 notes. Doo Doo Da Doo. 1 Doo 3 times with 1 Da in between.",Expresses contempt and ridicule for the song's simplicity and perceived lack of intelligence.
-1,-1,"I feel like Kendrick would not stand a chance if Eminem was on his beat, he would probably make that shit viral",Expresses a negative opinion about Kendrick's potential success compared to Eminem.
-1,-1,"Fast forward, and now this song could be about our elected officials- THEY NOT LIKE US, striking all them A-minor chords.",Expresses strong disapproval and animosity towards political figures.
-1,-1,Do people really like this song? The beat is not good. The raps are okay. I don’t get it. I think people just wanted to side with Kendrick. And thought drake should take the L. But drake had better songs in this battle.,Expresses disapproval of the song's quality and suggests a biased fanbase.
0,0,"Dr6ke: ""if you can beat them, just copy them""",Expresses admiration while simultaneously suggesting a derivative approach.
-1,-1,"It seems like im the only one who thinks song is whack as hell. Nothing like the Tupac, Nas, the lox, DMX,Jayz, Queens bridge, Rocafella, Eminem, D12, 50 cent , G-Unit diss tracks . It’s so confusing. Drake , lil Wayne era songs were so much better no ? I admit I may be missing something but why did this song get so much clout ? Seems like it was because a rapper went after another rapper and the generation never was alive to witness a rap beef. That was the regular back in the day and it ranks at the bottom as one of the worst diss tracks I ever heard in my life and I’ve heard them all. Real talk",Strongly criticizes the song as a poor diss track compared to classic rap beefs.
-1,-1,This song blows dick. Seriously the worst rap i ever heard.,"Strong, vulgar condemnation of the song."
-1,-1,The sad thing is Kendrick Lamar doesn’t know that deep Down there’s a bunch of ten year olds of have a crush on him,Expresses a dismissive and critical opinion about Kendrick Lamar.
0,0,2:55 what if pac actually wrote this verse and gave it to him to rap... 🤔( yeah I wish he was alive),Expresses a wistful wish for Pac's presence while simultaneously acknowledging the song's current state.
-1,-1,Worst black music. Dj Mustard!🖕Why you give your gold to this boy?,Strongly criticizes the artist and genre of music.
-1,-1,Sounds like a generic Suga free rapper on this song,Expresses a critical opinion about the song's lack of originality.
1,1,Bro . . . . The beat is mixed *SO* well.,Expresses enthusiastic appreciation for the song's beat.
1,1,Very Vibeeeeeeeeeeeeeeeeeeee🤩,Expresses strong enthusiasm and excitement.
-1,0,Dis song îs like synthetic weed 1st You dont like after You cant stop,Describes the song as unpleasant and addictive.
-1,-1,so gotta get dance lessions from DA MAN Misure Ken MAn -secy deep er da berry CoCO!!!,Contains vulgar and nonsensical comments.
1,1,Lot gonna lie i get 3rd verse.yay.,Expresses agreement and approval of a specific part of the song.
0,1,So good the music bruh i love this song i can't stop looking this bruh is so good and Drake is so fuck up bruh no one can beat Kendrick,Contains both positive praise and offensive language.
-1,-1,"i cant believe this is hip hop and everybody is eating it up. so petty to “beef” with someone. thats not creative, its just talking bad about someone over a beat…stupid",Expresses strong disapproval and insults towards the music and its fans.
0,0,"Dr6ke: ""If you can beat them, just copy them""",Offers a potentially critical observation alongside a statement of admiration.
0,0,Not the best beat but Kendrick killed it,Acknowledges a positive aspect (Kendrick's performance) while criticizing the beat.
-1,-1,"1:36 ""no ovhoes were harmed during the making of this videos"" he harmed one. Emotionally.",Sarcastic remark criticizing the creator's behavior.
0,1,Drake can't beat this i mean this song won grammys,Expresses a preference for another artist while acknowledging the song's success.
0,0,"i just noticed, the black and white owl dropping candy after kendrick beats it basically saying drake sweet as candy, or im just delusional 😭","Combines a positive observation with a humorous, slightly negative interpretation."
1,1,Nostalgic 🎉🎉2025,"Expresses excitement and a sense of fondness, indicative of positive nostalgia."
1,1,Jay Rock's verse is soo fireer,Expresses enthusiastic praise for Jay Rock's verse.
-1,-1,Foarte penali off beat in mortii vostrii si vai de mortii ascultatorilor vostrii!🙄🙄🙄🙄🙄🙄,Expresses extreme anger and frustration with the music's poor execution.
1,1,This song gives a dancing mood vibe😂,Expresses a positive feeling associated with the song’s effect.
-1,-1,"Awful music, awful culture",Expresses strong disapproval of the music and associated culture.
0,0,0:43 MUSTARD ON THE BEAT YO 🗣️,Expresses excitement and approval with a slightly aggressive tone.
-1,-1,"I have to know what a 3:35 a 69 god is? A pervert devil/sex god worshipper?. If so you can add Celine Dion to that list. The publicity campaign for the children's clothing line she did a few years ago is disturbing. And he is just kicking back chill because he's one of fewer and fewer people with their eyes actually open. He sparked some creative energy in me. Don't just sit by and assume anyone else is going to save the world, you have to do your part and then we'll have hope. That's a call to action. I'm working on a bill to submit to congress focused on not overwhelm the system by taking 86% of children away from the family for drug addiction, then turn around and drug all of those children and put them in homes where they are raped and beaten while the kids who are suffering physical abuse are often looked over or given back. I know all too well. I was exposed to sexual explicit hand made dolls @DFS interview at the principal office at school. They looked like cloth African American cabbage patch dolls will adult parts and they isolated me and showed them to me trying to get me to say something had happened to me. There's only one black student in my entire school DISTRICT! So why not regular dolls? It's a super disturbing moment from my life. And I was kidnapped from school in Kindergarten! What school just lets a pervert pick a kid up from kindergarten?! JL Mudd in OFallon Mo.",Expresses strong condemnation and horror related to disturbing and potentially abusive situations.
-1,-1,"Who still don’t know what this is about even after all the arrests, cover ups, and sra survivor stories? They should all pay dearly for what they have been doing to those children. The elevator goes down. 50 deep. The tunnels still run underground all beneath the city.  The owl they truly revere is in bohemian grove. Freaky sickos.",Expresses strong condemnation and accusations of wrongdoing.
-1,-1,None of that sex sacrifice get out hand fast women be worst ones after all this men evil ones will stick together did this and hurt women fast,Contains misogynistic and violent statements.
-1,-1,u know what? this is the WORST RAP/ SONGH ON EARTH.,Strongly condemns the song as the worst ever.
0,0,Whats funny is you wont get the lyrics when you watch it haha,Expresses amusement without strong positive or negative emotion.
1,0,Want to hear Lil Wayne @lil_wayne on this beats,Expresses a desire to hear Lil Wayne’s music.
0,0,Hub beat 0:20,A simple observation about the music video.
1,1,Nice beat,Expresses a positive opinion about the song's rhythm.
-1,-1,yup just  repeat half the lyrics over and over again wow so  good IM LYING TS IS SO UNBELIEVABLY ASS LMAO,Expresses strong dislike and sarcasm about the song.
0,0,"Music and lyrics good, vocals, eh so so. He really aint got a singing voice 😅",Praises the music and lyrics but criticizes the vocalist's ability.
-1,-1,"I believe the lyrics are ""freaking ass ninja = he will 69 God""  ---- ""he"" the sense the individual hes referring to is disordered and seeks please for perpetuating his service. IYKYK 👁","Contains vulgar and potentially offensive language, expressing a negative and disturbing interpretation."
0,1,This beat is soooooo good bro . Eternal Damnation to Drake.,Expresses strong positive reaction while simultaneously insulting Drake.
0,0,At mustard on da beat ho,Contains nonsensical phrases and lacks clear sentiment.
-1,-1,Mustard on the hoe mustard on beat hoe,Offensive and vulgar language expressing disgust.
1,1,Love the beat,Expresses clear enjoyment of the song's rhythm.
-1,-1,"F*** it, Donald Trump. Yeah, Viber.",Uses offensive language and expresses contempt for Donald Trump.
-1,-1,"Also…having an American artist go onto the Super Bowl stage…the world stage…the BIGGEST world stage and; a. Make an unfounded accusation of a fellow artist being a C3PDOH and B. To use this world stage to so heavily promote so much gang culture/Crip/Crip walking/Pro-gang material is genuinely beyond irresponsible. It’s a rap beef & one of the best/most savage/entertaining/hard fought in hip-hop/rap history, it deserves every accolade within its particular genre that’s available, but to have this disrespectful, pro-gang culture, otherworldly disrespectful track repeat blasted into every television across the world that tuned in to watch my Birds beat KC into a bloody slurry…that’s just wrong…and on every level. Keep that shit where it belongs…and where it belongs is not on the front page-representing our entire country to the world in such a… “manner”. No one has to agree with me, but that doesn’t change the fact that what I’m saying is true. We need to stop promoting this gang worship that’s been going on, too many young kids are watching this shit, taking up a flag and dyin in the streets across the country & now the world over this fake ass culture that in & of itself manages to be hypocritical of itself in representing the culture as being the result of systemic oppression while simultaneously glorifying the life style of its OWN accord and inspiring millions of youth to emulate what they are seeing. Shits gotta stop & people need to start bein held accountable for it and stop hiding behind “taboo subjects” within our society to blame shift its perpetuation. Again, disagree all day, but I’m still right. ✌️😖",Strongly criticizes the song's promotion of gang culture and irresponsible use of the Super Bowl stage.
0,0,Mustard on the beat ho,A nonsensical phrase with no clear sentiment.
-1,-1,The fact that Drake is still alive and can visit his own headstone is crazy.,Expresses disbelief and a negative sentiment towards Drake's continued existence.
-1,-1,who wrote this?.. hektik lyrics,Expresses disapproval of the song's lyrics.
-1,-1,Non of his songs can beat emtee...maybe his drunk song can stand against some but 1 on 1 Wala..,Expresses strong preference for another artist and dismisses the subject's music.
-1,-1,"3:30 oh my this is still my favorite verse, basically A ""How to Guide for building a Dr6ke""",Contains a highly offensive and explicit reference.
1,1,One day i will be biggest rapper of the world 🌎🙏🏼 . And love song. This song vibe is awesome 💯,Expresses ambition and describes the song's vibe as excellent.
0,0,I spit out my drink when I saw them beating the owl pinata 😂,Expresses both amusement and a slightly negative reaction (spitting out a drink) to the visual.
1,1,Broooooo love from panjab 🕊️⛳️⛳️ @sidhumoosewala vibes 👈🏻,"{""sentiment"":""Positive"",""justification"":""Expresses affection and admiration for Sidhumoosewala’s style.”}"
