classificacao,sentimento_manual,comentario,justificativa
-1,1,wow. so deep. Imagine disliking someone so much or their memories bring you so much pain you wished youd never met them. I can imagine there are tons of people all over the earth who feel this way.,Expresses intense negativity and wishing for someone's disappearance.
1,0,"This is my first time hearing the whole song and watching the video. Firstly, Evan Peters is that you?? Secondly, wow, the vocals are beautiful!",Expresses delight and appreciation for the vocals.
1,0,Get some reggae vibes.,Expresses a positive association with the music genre.
1,1,Totally hooked on this song's beat!,Expresses strong enjoyment and attachment to the song's beat.
1,1,It already seems so nostalgic,Expresses a fondness for a familiar and comforting feeling.
1,1,This music makes me fell hope and nostalgic ..  My heart in this vibe 🤍🤍🤍🤍,Expresses feelings of hope and nostalgia.
1,1,And all of a sudden I’m crying 🥲 I understand this on such a deep level this is beautifully created,Expresses profound emotional connection and admiration for the song.
-1,-1,"It's the worst feeling ever when you go through a friendship breakup and your friend moves on way quicker than you do. It doesn't seem to hurt them at all but you're the one left in tears every day, remembering all the good times that will never return.",Expresses intense sadness and pain over a friendship breakup.
0,1,i feel like a lot of people are mixing up the TRUE meaning behind this song.,Expresses a disagreement with interpretations of the song's meaning.
1,0,16 candles vibe,Evokes a nostalgic and joyful feeling associated with the song.
1,0,Eternal Sunshine of the Spotless Mind vibes 🥲,Evokes a nostalgic and positive association with the film.
-1,0,al final...se ven uno al otro pero ninguno reacciona al verse...ni el... entonces significa que el tambien se borro a ella?😢,"Expresses sadness and implies a painful, unresolved situation."
1,0,This track has such a nostalgic vibe to it. It reminds me of simpler times and brings back so many memories.,Evokes feelings of nostalgia and positive memories.
1,1,The heartbeat thing at the start is actually so fun…,Expresses enjoyment of a specific musical element.
1,0,far out what an emotional rollercoaster,"Expresses a strong, positive feeling of intense emotion."
-1,0,"When that Teddy was burned, reminds me if a couple had marriage and decide to divorce, whos the victim ? Yep the kids, always think deeper before you decide to start relationship with someone, please",Expresses a judgmental and critical view of relationships and divorce.
1,1,🎉I JUST HEARD THIS SONG. VERY DEEP I LIKE IT. RESONATES🎉,Expresses enthusiastic enjoyment and a feeling of connection.
1,1,Ariana Girllll!!! You have come sooo far with your music abilities. Wow❤. Beautiful beautiful beautiful!!!! These vocals are so insanely gorgeous❤. Love some Ari Grande❤,Expresses strong admiration and love for Ariana Grande’s vocals and music.
-1,-1,I can't stand those autotuned voices anymore. Sing with your real voice Ariana.,Expresses strong dislike for autotuned vocals and criticizes Ariana's vocal style.
1,0,This view must be popular; it is the song that touches our hearts and gives us the most emotion lately.,Expresses strong emotional connection and appreciation for the song.
0,0,lol synthwave,Expresses amusement but doesn’t convey a strong positive or negative opinion.
1,1,Vocals like this don’t just sing—they heal. Absolutely beautiful.,Expresses deep admiration and healing qualities of the vocals.
1,1,This song is so catchy ngl,Expresses strong enjoyment and appreciation for the song's catchiness.
1,1,Love these lyrics,Expresses a clear and direct liking of the song's lyrics.
0,0,Um this mv is lowkey giving Britney’s everytime vibes. Don’t tell me she went through that too.,Acknowledges a similarity to Britney Spears' music while expressing a somewhat hesitant opinion.
-1,0,Everytime I watch this am gonna get so emotional and im just gonna cry and clearing my problems 😭,Expresses overwhelming sadness and distress.
1,1,I love it's cinematic vibe ❤,Expresses fondness for the song's cinematic atmosphere.
1,1,"Memory loss doesn't necessarily erase our love for the ones we care most about. The strongest and most passionate of all emotions still prevails in the end. As the Romans used to say: ""Amor vincit omnia"".",Expresses enduring love and positivity despite acknowledging potential memory loss.
-1,1,"Seriously, ""we can't be friends"" not being nominated for Best Song of the Year and Video of the Year was the worst BLAME at the Grammys this year. Ariana didn't deserve this!",Expresses strong disappointment and anger regarding the Grammy nominations.
1,1,"Impressive vocals especially around ""know that you made me 😍🤩😍❤️",Expresses strong admiration for the singer's vocals and uses enthusiastic emojis.
1,1,"Where do I even begin?! This is immaculate!!!!!!!!! From our one and only, one of a kind, unique outstanding and exceeding true Artist Ariana Grande, the transitions, the production, the set the scenery the story telling, the love, the lighting everything is sooooo incredible I’m so so so endlessly in love with this!!!!!!! That is just absolutely incredible. The lighting, the sets, the outfits, Ariana’s vocals her song writing of course is absolutely everything and so much more her aura and Evan Peters precence here is so perfect i can’t even describe how much i love this music video. You are all truly spectacular and incredible",Expresses overwhelming enthusiasm and adoration for the music video and artist.
1,1,This is called pure vocal,Expresses enthusiastic appreciation for the vocals.
0,0,"This song alone used to cut deep and take me back to a certain individual, now it just slightly reminds me but has had no “emotional” reaction from me for a while, honestly never cared to look up its music video yet accidentally came across it now and,…   I’m sobbing. 😭","Expresses a past strong emotional connection now faded, coupled with current unexpected sadness."
1,1,deep meaning behind the memory is so undestandable and appraciatbale,Expresses appreciation for the song's profound meaning.
1,0,This feels nostalgic already,Evokes a feeling of longing and fondness for the past.
-1,1,"Thia song is basically embodiment of how Marvel in general erasing Evan peters Quicksilver, reducing his best from his first appearance in DotFP to make him a forgettable joke, Ralph Bohner...",Expresses strong criticism of the song and its perceived contribution to the negative portrayal of a character.
-1,1,If this was possible I do it in a heartbeat too because the pain of living without the one I love would be too painful 😢😭💔,Expresses intense sadness and pain.
1,0,I remember sitting through a breakup wishing I could forget. The part when your truth sits in silence. Maybe better to not say your side of the story and let them live their version of it. This whole video and lyrics are perfect,Expresses deep emotional connection and appreciation for the song's message.
1,1,It's emotional 🥺🥺🥺😭 I love you and I love it,Expresses strong feelings of love and emotion.
1,1,"Ariana is best voice of vocal ......from India,  state of Mizoram.",Expresses strong praise for Ariana's vocals and specifies a location.
1,1,"You gonna be always, always, always the best video and song from 2024! When this video comes out, i get touch so deeply! I love you ariana and independent of any Grammy! You are an amazing artist and i love you",Expresses overwhelming enthusiasm and admiration for Ariana.
0,1,The one and only Ariana song that ever touched me this deep. She’s of immense talent but I’ve never been a fan of hers. This song I Stan.,Expresses both admiration and a lack of personal fondness.
1,0,This has Robyn vibes.,Compares the song favorably to Robyn's music.
-1,1,"Ok hear me out, i dont think this song is about a lover. I think this song is about the fans and critics. She is speaking to us ""wait until you like me again"" as fans are easily persuaded and flip flop with their support. She can never be friends with her fans and critics. This was during a time a lot of people were hating her therefore she wanted to say a lot on her side of the story per verse 2 but would rather just stay quiet. My interpretation 😂 dont quote me. This doesnt make sense to me if it was for a lover, read between the lines","Expresses a critical interpretation of the song's meaning, suggesting it's directed at fans and critics."
1,1,"I have a deep connection with Eternal Sunshine of the Spotless Mind, having watched it a dozen times. It was hard to find people who liked it as much as I did so this album and song really hit a nerve with me. Ariana produced wonderful work based on the source material, and I appreciate every detail.",Expresses strong personal connection and appreciation for the adaptation.
-1,1,So emotional  ugh i cant,Expresses intense negative emotion ('ugh') regarding the song.
-1,0,It’s so weird how her lyrics are literally proving the of her cheating true but the MV makes everyone take a different approach the one which isn’t true at all and shifts ppls mind away from the truth and the fools are now praising her !!! Props to her pr team tho they saved her career by controlling ppls weak minds,Expresses strong disapproval and accuses the artist of manipulating perceptions.
0,0,"This m/v reminds me of IU - 8, same vibe same concept and both soothing","Acknowledges similarity to another artist's work, offering both positive (similarity) and potentially negative (comparison) implications."
0,0,This is the same beat from Robyn's song ...dancing on my own,Acknowledges a similarity to another song while expressing a mixed reaction.
0,0,I come back every once in awhile cause when this came out my ex told me she resonated with this song. I listen to it to feel her emotions,"Expresses fondness linked to a past relationship, presenting both positive and potentially bittersweet feelings."
0,0,A reflexão que a música tras sobre  nao saber lidar com a perda de alguém e como se vc so quisesse se livrar das memórias mas so mesmo tempo não quer,Expresses both appreciation for the song's reflection and a critical assessment of the themes.
0,0,Chorus 2:58,A simple statement of time referencing the song.
-1,0,we don't need to erase our memory to forget about somebody actually we need to embrace the feelings to get some lessons and get through them.. this song give the message about running from our emotions.. it's unhealthy way,Critiques the song's message as promoting an unhealthy coping mechanism.
1,1,This makes me feel emotional! Beautiful song-reminded me why we need Jesus ❤ so we can be forgiven and move forward and remember that HIS love is eternal!!!!!,Expresses deep emotion and faith-based appreciation for the song.
-1,0,"Because my husband has the emotional maturity of a child this song, hits",Expresses frustration and disappointment related to the song's impact due to the commenter's husband's behavior.
-1,1,First time seeing this video 😢  a cancer's love runs very deep 🙏,"Expresses sadness and uses a strong, negative term ('cancer's love')"
1,1,"Great music 🎶 , great lyrics, great likes, great future, keep singing young lady. Flowers 🎉 for you, may you be blessed and try to make your music kinds like with same genre in a way same beat and you will get it like spaghetti on rice.  💓 love, love, and many of it.  Take care.  I hope that you can come here to our city, one day in Chicago.  Thanks, great day, and sorry I am up early.  Just someone fidgeting in the background.   Thanks.",Expresses enthusiastic appreciation and well wishes.
0,1,"I love this video so much..... This is one of the best videos I've seen in a long time.... Every frame every audio everything down to the detail.... Absolutely amazing.... If she was signed to a clause... An agreement not to talk about her relationship to Walton Gomez..... Well this video speaks for... Billions and billions and billions of women.... And Men 2 to be honest.... Of course.......... But I'm from the old school MTV days.... Where song and video connected..... But I'm not going to knock on the arrow where it was just songs about booty and same old same old and booty in your face g-string in your face while you're trying to watch a video and you're just waiting for the story but it that is the story it's just booty in your face and the song is just booty booty in your face..... There was an error where music reflected that reality for sure.....,. I'll take and learn from it.... But this video right here.... Everything about it from the shading the lighting the way they lighting exposes her certain parts of her body everything just tells a story what this lady has been going through..... She is so sacred.... She is a gem .....a treasure... She tells her story and I feel it so deeply dude and she speaks for so many many many many many many many many.... Billions billions billions..... But seriously... This is an artist that I truly enjoy... She's the kind of sister that I look at,. as she is a girl's girl..... She truly is..... Ariana Grande's sister I just want to say that you are perfect the way you are.... As an artist.....  a visual artist..... A little sister friend full of laughter.... I didn't know who you were 10 years ago... But I'm like wow.... I do remember Christina Aguilera singing in an interview.... She was Christina Aguilera said that she was into Ariana grande..... Makes perfect sense...... God bless you Ariana grande sister don't change anything about yourself... You're perfect girl.... Don't get anything done to your face your lips your teeth your eyes your hair nothing you are just perfect the way you are.... You are a beautiful soul inside and out..... And I thank you so much for your artistry..... It validates so many..... And your humor... Makes people smile.... Your voice is a frequency unmatched.... That's why I say you are a gem...... We have had many gems for sure..... But you're multi-talented multi dynamic.... Keep it pure sister and take care of yourself.... I know that so many love you so many appreciate you..... Billions and billions and billions and billions.... Donald Trump impersonation...🍟😂😆🤣🌈🤩💗💞💝",Expresses intense admiration mixed with criticisms about the song's content and a Donald Trump impersonation.
-1,1,Amigos de Frankenstein o king príncipe ofrezca lata i was Being Who i am 326 a.m. algo in the big Girls mind peters automations latinos americanos the event b montes control population 45 of the secrets of the place evening to play news slave of the celecoxib en Harry Styles Hot love it's corporations and Coldplay long Life of the great King long one way for love in the Lucky in my love of love in the skin for b quinto crowload Rodríguez Adiós niña de atlas and this moment i was keeping Carlos long Life for the long análisis de análisis en análisis en análisis en las fábricas golden we could Kevin going keeping in the looking that's how we gone that's how we be that's how we stay in the Hall we go everyday for you can be Max powerful Matt dangerous living master dangerous believe más dangerous stay y más dangerous believin aguas believing for looking stay in this believing of the love of the great King de Tom of the impress kingdom that's how we go skipping that's how we lindos ojos en Inglaterra aquí en keep in love and my name is keeping Salamanca Alan Instagram speech Los tigres bajo the survivors ovas nobles en aguas leves en aguas libres en aguas peppers livingston,"Contains nonsensical phrases and appears to be a stream of random, disconnected words and phrases."
1,1,My Favorite singer is Ariana Grande 😅she is beatufull ❤,Expresses strong affection and admiration for Ariana Grande.
1,1,Ariana grande is the best super talented woman in the universe🥺❤️❤️❤️,Expresses strong admiration and affection for Ariana Grande.
1,0,Just giving into you vibe,Expresses admiration and alignment with a specific aesthetic/style.
-1,-1,This feels so horribly awful.  Like you gave everything for them to see and have you. They didn't acknowledge it so you say F them but it hurts because you spent time and energy making the mistake,Expresses deep disappointment and hurt due to a lack of recognition.
-1,0,"It is actually true as a psychologically way when you start forgetting that person one who you to be very important  to you but your heartbreaks badly then start forgetting even what happened between with you with person, like even how they even look and the all memories gets like blur or like erased, it is actually your brain trying to protect you from the trauma of the certain causes that can break you into deeper end. It's self defence mechanism.",Describes a painful and distressing psychological process.
-1,-1,"This is fucking ass like actually what the fuck is this; not to mention these lyrics are horrible, idk why this shit was on my home page",Expresses strong disgust and criticism of the song and its lyrics.
0,1,Beatfol,"A short, neutral statement expressing appreciation for the beat."
1,1,This is an absolute banger!!! This melody is amazing and her vocals are phenomenal like words aren't enough to describe how awesome this song is.,Expresses intense enthusiasm and high praise for the song and vocals.
0,0,Just give me Vibe of right person wrong time,Expresses a feeling of misalignment and disappointment.
1,1,Relatable af lyrics video everything 😭❤️‍🩹🇲🇽,Expresses strong connection and emotional response to the video.
1,1,Thanks Universe for Evan Peters. Amen. ❤,Expresses gratitude and reverence for Evan Peters.
-1,1,"I’m always sobbing watching this, this song is so emotional, sometimes you just want everything to erase from your brain, all the memories 💔",Expresses overwhelming sadness and a desire for erasure of memories.
0,1,This song is suitable for Saturday and Sunday nights because of the rhythm,"Describes a context for listening, not an explicit emotional response."
1,1,"such a powerful story for real, thats cool Ariana",Expresses admiration for the song's narrative.
1,1,"As a dad of for girls, you can tell all these videos collaborated together have a very deep sentimental value. Very good work🙏🏼❤️",Expresses appreciation and positive sentiment regarding the video's emotional impact.
-1,-1,Worst handwriting,Expresses disapproval and criticism.
-1,0,the song is nice but there is just WAAAAAY too much autotune.,Criticizes excessive use of autotune.
0,0,"I know shes stuck on being fixated as seen a certain way, but wish shed step out of her comfort zone & use her vocal range more. I would love her to do a song with a deeper vocal tone, i know she can do it. Maybe when she gets a little older",Expresses admiration alongside a critical suggestion for improvement.
1,1,I love this song so much I could put it as my ringtone and alarm ❤❤❤❤,Expresses strong affection and desire to use the song as a ringtone/alarm.
-1,-1,Another chipmunk voice with an unoriginal track and beat. Sooooo boring and annoying.,Expresses strong dislike and finds the song monotonous and irritating.
0,0,Omg giving James blunt vibes with the idea of video https://youtu.be/P9-4xHVc7uk?si=fAz0LSq5DW4FyE8Z,Praise for similarities to James Blunt mixed with a critical comment about the video.
1,1,Powerful song,The word 'powerful' indicates strong positive sentiment.
0,0,The best / lyrics reminds me of another song but I can’t remember????? Anyone know,Expresses a vague positive sentiment and a memory lapse.
-1,1,"All the dead-end interests I've had, but not all felt like this - of course! The ones where we spent time together and there were things that made me... well I was wrong. What's worse is... the other person didn't get it even after I admitted my feelings. No longer in my life, and I moved on. But it hurts to remember and to see others go through this. You do feel like this. You feel shame and a deep sadness. Especially if you let yourself fall for the other person. It really sucks... brought me to tears. Great job Ariana. Beautiful. I hope she never experienced this. Hugs to all that have.","Expresses pain, regret, and sadness associated with a past relationship."
0,1,"She gives justin bieber female version vibes, love her","Compares the artist to Justin Bieber, suggesting a similar, yet positive, style."
-1,0,This is giving eternal sunshine of the spotless mind vibe 😢😢😢😢😢,Expresses sadness and disappointment referencing a beloved film.
1,1,this song is full of emotions,"Expresses a strong, positive feeling about the song."
1,1,"It can't be, the acting and the emotion in this video is incredible. The truth is that it almost made me cry, the memories I had with people in the past... wow, great video 🐱🐱🤧",Expresses strong positive emotion and appreciation for the video's impact.
1,0,"This song, the title,the lyrics...all so apt. And the feeling that I can resonate with is just so immense. Its not easy to forget him but yes we can't be friends.",Expresses deep connection and strong positive feelings about the song.
1,0,Anyone else get Robyn vibes from this song?,The comment expresses a positive association with Robyn's music.
1,0,Feel this song and go to aurora. Lights it's vibe 😇,Expresses strong positive feelings and admiration for the artist.
1,1,Watching for the 1000 time and still crying over the lyrics and the song and the video,Expresses deep emotional connection and enjoyment of the song.
1,1,"Ariana’s vocals are pure magic—soft yet powerful, fragile yet full of emotion",Expresses awe and admiration for Ariana’s vocal abilities.
1,1,"Essa musica, esse clipe, uma obra de arte, dessas que vão se tornar atemporais, memoráveis.",Expresses high praise and anticipation for the song and music video.
0,0,"Never have We sent a Messenger or a Prophet before you, but when he hoped, satan tampered with his hope. But Allah supersedes the tampering of satan and confirms His verses. And Allah is the Knower, the Wise. (۵۲) -quran",Religious commentary lacking sentiment analysis indicators.
0,0,why is this song already so nostalgic??😭😭😭,Expresses both fondness and sadness associated with the song's nostalgic effect.
-1,0,This song gives me a Black Mirror vibe from the scene where the guy prefers to remove a device so he doesn't have to remember his wife and daughter anymore.,Evokes a dark and depressing association with the song.
0,0,Anyone just here for the beats and music cause they don’t wanna let themselves hurt too deep by absorbing the words? 🥹,Expresses a reason for listening to the song without explicitly positive or negative sentiment.
1,1,"I fall in love with this song more and more every day. Ariana, thank you for making this song and of course this music video... We've always seen Evan in cold and harsh roles, but he was more beautiful than ever, with his cute smile in this music video. Everything about this song and this music video is amazing and I really love it. (I might watch the music video and not get emotional)",Expresses increasing love for the song and praises the music video and its star.
1,1,Loved this vibe! Dropped a new bold anthem called ‘Don’t Touch Me’ — 💥 https://youtu.be/MkYTkXjMHXk,Expresses enthusiastic enjoyment of the song and its energy.
0,0,Not gonna lie this song got me feeling all kinds of emotions got me all teared up,Expresses a strong emotional response (tears) which is mixed with acknowledgement of the song's effect.
