classificacao,sentimento_manual,comentario,justificativa
1,1,"This young lady is very talented. I'm 51 years old, and I love this song. This young lady is an excellent entertainer and gifted songwriter. She gives me #Ashanti and #Aaliyah vibes. #Ashanti is also a talented entertainer and songwriter. She wrote a lot of songs for other artists like Jennifer Lopez and many other artists. #Tyla, keep up the good work!!❤😊 💯👍🏽",Expresses strong admiration and positive comparisons to established artists.
1,1,"Wow. Damn girl. Song is on fire🔥🔥🔥🔥🔥. Love the beat, your voice, Everything just blends smoothly😍😍😍😍♥♥♥",Expresses intense enthusiasm and delight with strong positive emojis.
1,1,"Viciado nesse Hinoo, uma pegada afrobeat com R&B! ❤️🎧",Expresses enthusiastic enjoyment of the song's style.
1,1,"Absolute banger, beautiful voice great lyrics and sweet soulful beat 💯🎵",Expresses enthusiastic praise for the song's quality.
1,1,Let's appreciate this talent. My new ringtone ❤,Expresses fondness and designates the song as a ringtone.
1,1,Tyla is everything!!!  Love the good vibes my girl,Expresses enthusiastic support and appreciation for the artist.
1,1,There’s something very nostalgic about her vibe ❤️💯,Expresses fondness and appreciation for the artist's style.
1,1,"I'm a Nigerian but yo! Honestly this song is superb  chorus is giving vocals on point,  everything is giving  gosh 😢 love u tyla.",Expresses strong positive feelings and admiration for the artist.
1,1,"Que vibe praia, água salgada, suor, energia, dança, vibrações, cultura e alegria",Describes a joyful and energetic beach atmosphere.
1,1,I loving the vibes on this song and her voice is stunning!When I get my man this for him<3!,Expresses love for the song and connects it with a hopeful desire.
1,1,"the chorus was so ADDiCTING like LITERALLY and GOSH, her voice is like SO pretty ❤❤❤❤❤❤❤",Expresses strong enjoyment and affection for the song.
1,1,Gives me happy vibes! This song was playing in my girlfriend’s dad’s car on her birthday last week and it’s definitely a moment that i will never forget!,Expresses joyful memories associated with the song.
1,1,This song makes me feel like I’m in a club in tropical forest. It’s a vibe,Expresses a strong positive feeling and describes a desirable experience.
1,1,"The beat and her voice is amazing, this that walking in the club smelling good looking good ready to mingle.",Expresses excitement and enjoyment of the music and situation.
1,1,The future of afrobeats is in great hands,Expresses optimism about the genre's future.
1,1,I love the vibes ♡,Expresses fondness and appreciation for the song's atmosphere.
0,1,she gives me the African Ariana Grande vibezz.... her sog has been on replayy for a whilleee,Combines praise with a somewhat informal and slightly critical comparison.
1,1,Im feeling the beat on this one ❤,Expresses positive feeling about the song's rhythm.
1,1,no other song can beat this one💯,"Expresses strong, unequivocal praise for the song."
1,1,Give me lyrics! Love this! Go Tyla! I’m breezing through my workout listening to this.,Expresses enthusiastic enjoyment and association with a positive activity.
1,1,that vocal slide at 0:39....🔥🔥🔥,Expresses enthusiastic appreciation for a specific musical element.
1,1,it has a spiritual vibe,Expresses a feeling of connection and reverence.
1,1,"Meu Deus q música boa, a vibe maravilhosa q isso passa❤️",Expresses strong positive feelings and appreciation for the music.
1,1,Vibes all day,Expresses a positive and enthusiastic appreciation for the song's atmosphere.
1,1,I love songs with this vibe ❤,Expresses affection and enjoyment of the song's atmosphere.
1,1,The chorus sounds angelic whaaatt!!,Expresses enthusiastic delight with the chorus.
0,1,Who came here after listening this song in  V's weverse live???😂,Expresses curiosity about who watched the livestream.
1,1,"That song, melody, such a meaningful Text writing wow",Expresses strong positive feelings and appreciation for the song's elements.
0,0,Why does the chorus remind me of that one Pokémon battle in shield and sword or scarlet and violet. I can’t remember which one.,"Expresses a nostalgic, specific reference alongside a general assessment."
1,1,All fans of tyla please read that my favourite singer Alexandra stan who had a Hit (Mr.Saxobeat) gave a shoutout to Tyla in her new song (Ya Halmi) music video is about to come soon on her you tube channel ..Audio is already out ❤❤😍😍,"Expresses enthusiasm and support for Tyla, referencing a positive connection with another artist."
1,1,Love the vibe. I feel like I’m on vacation,Expresses enjoyment and a feeling of relaxation.
-1,0,"Lyrics ain't Godly, not of God. If it glorifies God, good. This music doesn't sadly",Expresses disappointment and disapproval of the lyrics' religious themes.
1,1,"Again, those Afrobeatz are dominating US airways.. Water is the perfect blend of;  R&B, Afrobeats, and amapiano aka a blend of everything along the diaspora. This song gives me that nostalgic experience that 'Essence"" did... Congratulation Tyla...",Expresses admiration for Tyla's song and acknowledges its influence and quality.
-1,0,Listen to the lyrics 😂,Expresses sarcastic disdain for the song's lyrical content.
1,1,Incredible vibe ❤️‍🔥❤️‍🔥❤️‍🔥,Expresses strong enthusiasm and positive emotion through emojis.
1,1,The chorus is the best part of this song,Expresses strong positive sentiment towards the chorus.
-1,0,A maior dobradora de água de todos os tempos. Irmã da Kattara,The comment expresses disparaging remarks about the artist.
1,1,Used this to test my new headphones 10/10 vibes,Expresses strong positive feelings and satisfaction.
1,0,Eu me sinto numa vibe quem ler e sentir também curti aqui por favor 😢🎉❤,Expresses a positive feeling and requests others to share the sentiment.
1,1,girl u have the vibe❤,Expresses admiration and affection.
1,1,Your voice is so powerful,Expresses admiration for the singer's vocal ability.
1,1,VOCALS😍😍😍,Expresses strong enthusiasm for the vocals.
1,1,"I ❤ this  song, the lyrics have a vibe",Expresses strong positive feelings and appreciation for the song's vibe.
0,0,"Terrible lyrics, but I love the music!",Expresses a love for the music despite criticizing the lyrics.
1,1,African vibes black power,Expresses support for African culture and empowerment.
1,1,How can i forget this beat?,Expresses fondness and recall of the song's beat.
0,0,"Bby come i give it to you😢❤😊 1:21 Of course i will make you sweat, hard, lose your breath😋 🤤🤤🤤am looking for the person who organized these lyrics 💦 #Water",Expresses affection and lustful imagery alongside criticism of the lyrics.
1,1,"I tried...but I can no longer resist that beautiful and haunting melody. Sing to me pretty baby mermaid! Make me swear, make me holla. Make me lose my breath, make me water! 🧜‍♂🧜‍♀🧜‍♂",Expresses intense attraction and desire fueled by the song's melody.
1,1,Sammy Soso knocked this beat out the stadium 🥵,Expresses enthusiastic praise for the song's quality.
1,1,I love this songs vibe!!❤️‍🔥❤️‍🔥🔥🔥,Expresses strong enthusiasm and enjoyment using emojis.
1,0,Not me already feeling nostalgic for this song.,Expresses a strong feeling of nostalgia and fondness.
0,1,You are lovely and stone georgues girl I wish you all the best and  wat you wish I criyayate !.!.!.!.<3,"Contains both positive affection and nonsensical, overly emphatic expressions."
0,0,I wouldn’t mind hearing a Drake verse on this NGL,Expresses a desire for a specific feature while acknowledging the song’s existing quality.
1,1,I love this song its just that the lyrics,Expresses strong positive feelings towards the song.
1,1,She sounds a Lil like rihanna when she sings the chorus❤🔥🔥🔥😍💃🏿💃🏿💃🏿💃🏿💃🏿💃🏿💃🏿💃🏿😊,Expresses fondness for the artist's vocal style resembling Rihanna.
1,1,IM SOOOOO GLAD SHES NOT LIKE SEXY RED OR GLORILLA OR LATTO OR NONE OF THEM I ABSOLUTELY LOVE THIS GIRL VIBE TECHNIQUE HER BEAUTY DANCE MOVES VOICE ALL THAT REPRESENTING SOUTH AFRICA ❤🎉,Expresses strong positive feelings and admiration for the artist.
1,1,Afrobeat to the World ❤️🙌,Expresses enthusiastic support for Afrobeat music.
1,1,"Afinação maravilhosa, timbre sexy",Expresses admiration for the tuning and timbre.
1,1,addicted to the chorus 😂🔥,Expresses enthusiastic enjoyment of the chorus.
0,1,I love it I just can't vibe to this in traffic they'll think I'm gay,Expresses enjoyment while also implying a dislike based on the context of listening in traffic.
0,0,"I remixed the song with Trevor Jackson's vocals from the cover, if you wanna hear it here's the link https://youtu.be/1FtFEgUAgOQ?si=xhPCifRfGpsYOR4o",Simple statement of a modification and a link to hear it.
0,1,YOOO THIS SHIT IS A FUCKING VIBE NIGGA ✊🏿✊🏿✊🏿✊🏿🥵🥵🥵🥵🥵🥵 btw I’m black so leave me alone have an amazing day y’all stay safe out there,Contains both enthusiastic praise and a potentially offensive phrase.
1,1,"I like the you music , you is a beatiful and perfect 💟💟💟",Expresses simple positive sentiment about the music and artist.
1,1,Man I can’t believe I fell in love with this beat 2 years ago 😭😭 it’s so gewddd,Expresses strong fondness and nostalgia for the song.
-1,-1,Modern day lyrics is so immoral and no class. Make the genitalia water? Really?,Condemns lyrics as immoral and classless.
1,1,Afro beat reggae and Caribbean I love it,Expresses enthusiasm for the musical genres.
1,1,Wow! Wow! OMG!!! 😍 … Tyla Is Beatiful ❤️ ILY,Expresses intense excitement and affection for the artist.
-1,1,God Almighty God The Holy Spirit The God Jesus Christ and The Goddess The Lord Mimi Christ The Almighty mother successfully said from the past and from the future it is written when god Almighty first opened his eyes for the first time it is written before God Almighty created earth it is written before God Almighty created everything in the universe it is written before the creation of every Satan it is written before the war started it is written at every war from the past and from the future  I am keeping this war scripture Every Satan said The holy Bible The goddess book only keeps the heavens favorite war information all information successfully forever permanent,Overly religious and repetitive claims expressing disbelief and hostility.
1,1,Gooood vibeee❤,Expresses enthusiastic enjoyment with a heart emoji.
0,1,Sounds like Rihanna on the chorus. I love how Tyla sings!!! ❤❤❤,Acknowledges a similarity to Rihanna while expressing positive feelings.
1,1,Beautiful and beautiful talented afro beat!!!!!!!!!!,Expresses strong positive feelings and admiration for the music genre.
1,1,The melody is out of this world,Expresses overwhelming praise for the song's melody.
-1,-1,"I wanted so much to enjoy this entire song beyond short chorus clips I see on Tik Tok, but I still cannot stand Auto-Tune! The high-pitched tinny, whiny, backing overtone, and gargle sound at certain points just grates on my spine! I'll try pop music again when people are singing with human voices again.",Strongly dislikes the use of Auto-Tune and its unpleasant sound.
1,1,"This is a Hot song, she did really good here🎉such A vibe. Makes you just want to sway your hips  🍾 🥂",Expresses enthusiastic enjoyment and describes a desirable effect.
1,1,This give me standing on the sun vibes,Evokes a positive association with a well-regarded song.
-1,-1,So much autotune its unreal,Expresses strong disapproval of excessive autotune.
1,1,"Omg tyla you’re so beautiful and gorgeous and the voice is amazing and ur personality is giving Moana vibes omgggg ,big love from Algeria",Expresses strong admiration and positive comparisons.
0,0,30 BIBLE VERSES on WATER Amos 5:24 Ephesians 5:26 Exodus 17 : 6 Ezekiel 36:25 Ezekiel 47 : 9 Genesis 1 : 2 Isaiah 12 : 3 Isaiah 43 : 2 Isaiah 44 : 3 Isaiah 49:10 Isaiah 55 : 1 Isaiah 58:11 Jeremiah 2:13 Joel 3:18 John 15 : 3 W John 3 : 5 John 4:10 John 4:14 John 7:38 Matthew 10:42 Matthew 3:11 Matthew 3:16 Proverbs 18 : 4 Proverbs 5:15 Psalm 23 : 2 Psalm 63 : 1 Revelation 21 : 6 Revelation 22 : 1 Revelation 22:17 Zechariah 14 : 8 Connect Us,Contains religious references without expressing a clear sentiment.
0,0,First verse sounds so much like Rihanna,"Compares the song to Rihanna, acknowledging a similarity but not necessarily a positive or negative judgement."
-1,-1,"The lyrics ""Can you snatch my soul from me"" doesn't sit well for me. I'm all for supporting south African artists growing but we must not be blinded by the hidden msgs in songs, that's why these songs go viral. There's always a meaning behind everything. Jesus is Lord, let's not be brain washed by things of the world.",Expresses discomfort with the song's lyrics and warns against potential hidden messages.
1,1,My friend thinks this song is awful but tbh he thinks that bout most songs. But I love this song,Expresses personal enjoyment despite a contrasting opinion.
1,1,😢😢😢 the vibes sooo wavy 😢thank GOD FOR REAL MUSIC 🎶 keep vibrating high family. PEACE AND LOVE FAMILY !!! Tyla YOU HAVE A BEAUTIFUL SOUL . I love you unconditionally 🙏🏼☯️♋️🕉️🌙🎶🎶🎶🎶🎶,Expresses strong positive feelings and admiration for the artist.
1,1,AmaPiano meets Deep house  and the vocalist is present and sexy AF 🔥🔥🔥🔥🔥,Expresses strong enthusiasm and attraction.
0,0,Getting old Rihanna vibes,Acknowledges a positive association (Rihanna) but with a negative connotation (getting old).
1,1,this song is so catchy,Expresses enthusiasm and enjoyment of the song's catchiness.
0,0,I learned the first half of the lyrics already,Expresses a simple observation about learning the song.
0,0,Am I crazy or the chorus is quite similar to Team by Iggy Azalea?,"Compares the song's chorus to another song, indicating a similarity but not necessarily a negative opinion."
1,1,This song is a whole vibe 😌😌,Expresses enjoyment and a positive feeling about the song.
1,1,All fire this my type of vibe,Expresses strong positive feelings and identifies with the music's style.
1,1,"Wow alot is going on in this beat, Rnb, amapiano,afrobeats  all fused in one great Song.",Expresses excitement and appreciation for the diverse musical elements combined.
1,0,Want to be deep in her 😊,Expresses a desire for a positive and immersive experience with the music.
-1,-1,"This is awful, absolutely no skill no bars nothing how do you get a song with Skillibeng if you can’t write bars? Eek",Strongly criticizes the song's lack of lyrical skill and quality.
-1,0,Sound like Rihanna singing the backing vocals,Compares the song unfavorably to Rihanna.
-1,-1,I’m here after the BET Awards named her best new artists smh She is ok at bet should’ve went to sexy redd annoying ass tbh,Expresses strong disapproval and insults the artist's performance.
1,1,that reggae beat never fails,Expresses enjoyment and appreciation for the song's rhythm.
0,1,Deep House...been around for over  30 years.  You're welcome.,Offers a factual observation without expressing a positive or negative opinion.
1,1,"I really thought Passport Bros by Bas and J Cole has the same beat as this, and yes it has the same one. Anyway, both songs are a vibe",Expresses enjoyment and comparison to another song.
1,1,Guys this song actually makes me want to gives her a congratulations for the positive vibe,Expresses admiration and congratulatory feelings towards the artist.
0,0,"Tyla i said I'm not going to stop commenting until you feature chris brown on this track, yall vocals would be so good together please😢😊❤",Expresses a desire for a collaboration while conveying emotional appeal.
0,0,Brezzy will kill this kind a beats,Uses a slang term ('Brezzy') while expressing a positive opinion about the music.
1,1,If it was possible i would do a fire ass remix with her🔥🥺🤞🏾i'd eat this beat up🥴,Expresses strong enthusiasm and desire to remix the song.
1,1,This beat is so good i or we would love for this to get an upgrade bc man this song is the bomb not gona lie,Expresses strong enthusiasm and positive opinion about the song's beat.
1,1,Afrobeats to the world,Expresses enthusiasm and support for Afrobeats music.
0,1,why this song gives us the vibe like the house era around 2k15? i luv how it sounds like hailee steinfeld🌊,Nostalgic reference to a specific era combined with a general appreciation for the song’s sound.
1,0,Bonne vibe,Expresses a positive feeling about the music.
1,1,A beautiful girl on a beach singing is always a vibe.,Expresses enjoyment of the described scene.
1,1,This song is fire..yo this chorus reminds me of a better time in life in general.,Expresses enthusiastic enjoyment and positive nostalgia.
0,0,Gives me Ariana Grande vibes,Acknowledges similarity to Ariana Grande while offering no strong positive or negative opinion.
0,0,"I regret seeing the words to this song, the melody is beautiful.  Even addictive😅",Expresses both appreciation for the melody and regret over the lyrical content.
0,0,Vocals,Simple statement lacking sentiment.
0,0,this is giving me years&years vibe,"References a previous song, implying a similar style but with a critical undertone."
-1,-1,"Shit that's a dirty song how old is this chick even not sure she should be singing about , getting wet, and sweat, and trying to last all night, you can stay inside......thats some graphic ass lyrics.",Expresses strong disapproval and disgust regarding explicit and potentially exploitative lyrics.
1,0,little mermaid vibes,Evokes a nostalgic and positive association with the classic Disney film.
1,1,I love this song she gives a victoria monet type vibe,"Compares the artist to a popular and admired artist, indicating strong approval."
0,0,Why does this remind me of the Thong Song by Sisqo. Same melody? Water idk 😂.,"Compares the song to a well-known song, suggesting a similarity but also expressing a humorous disbelief."
0,0,I fcks with da beat I think I wanna right a rap too this 🤔,Expresses enjoyment of the beat while also suggesting a creative response.
0,0,Bro if u listening to the lyrics it’s about orgasm,"Expresses a specific, potentially uncomfortable, interpretation of the song's meaning."
1,1,Nice song soothing good vibes,Expresses enjoyment and positive feelings about the song.
1,1,"Got all these beautiful women dancing and sweating, losing weight being happy vibes.   this is genius 😢 makes me cry ❤",Expresses joy and appreciation for the video's positive impact.
-1,-1,",why every English song has dirty sex lyrics",Expresses frustration and disapproval of lyrical content.
1,1,This song is a big vibe,Expresses enjoyment and a positive feeling about the song.
1,1,It just a perfect and powerful 🎉❤😢,Expresses excitement and strong positive emotion.
-1,-1,Western music sung by an African. The only thing African about this song is the Amapiano beat.,Expresses dismissive and potentially racist sentiment regarding the artist and song's origin.
-1,-1,(Sigh) ..I came here because I read that her music had elements of Afrobeat in it... there isn't any here. It's just an African version of the typical style in songs we hear in America...so boring.,Expresses disappointment and criticism of the song's lack of Afrobeat influence.
1,1,Great vibe,Expresses positive feelings about the song's atmosphere.
-1,-1,"i hate this song, its so goddamn annoying",Expresses strong dislike and finds the song irritating.
0,0,This is where Drake took the vibe for his song “ rich baby daddy “,"Compares the song to another, suggesting a similarity and a potential critique."
1,1,"Yeahh the chorus on Thiss give me chills fr, shii justt sounds powerful asl and movin.. shii is just beautiful lol… Thiss song tough🔥🔥🎯 lol",Expresses enthusiastic enjoyment and describes the song as ‘powerful’.
-1,-1,by the way idiots her voice has been filtered and sketched an synthetic. ain't saying its gutsy  but stay real,Expresses strong criticism of the singer's voice being artificial.
0,0,I think there needs to be a remix with Chris Brown on it. I can just hear his vocals coming thru on this joint… ❤,Expresses a desire for a remix while simultaneously offering a positive reaction to the song.
1,1,Okay I’m sorry BJT THIS SOMG IS SO FUCKING GOOD OH MY GOD THE CHORUS??? PLEASE ITS LIKE HEAVEN!! I feel like it’s not getting praised as much as it should be in the comments! THIS IS FUCKING AMAZING!!,Expresses overwhelming enthusiasm and praise for the song.
1,1,Essa música tem uma vibe ótima,Expresses a positive feeling about the music's vibe.
-1,-1,"Not, sounds so generic.",Expresses dissatisfaction with the song's lack of originality.
1,1,I love that lyrics,Expresses a strong positive feeling about the lyrics.
1,1,Hot July 🔥 vibe who's going through this?,Expresses enthusiasm and connection with the song's mood.
1,1,I love this song becouse my mom always puts it on I’m always vibeinv to it,Expresses fondness due to a personal connection.
-1,-1,if it wasnt for the Chorus in the background would they listen ?,Suggests the song is fundamentally flawed without the chorus.
1,1,Favourite song ❤love it 😅❤❤love the chorus ❤❤😅😅😅,Expresses strong affection and enjoyment of the song.
1,1,Catchy,The word 'catchy' indicates a positive assessment of the song.
1,1,This song gives woman vibes by doja cat 🎉,Expresses enthusiastic enjoyment and appreciation.
0,0,bruh this is my teacher ringtone for her phone,Expresses a personal connection with the song while also pointing out a potentially embarrassing use case.
1,1,It's the VOCAL for me thinking of putting it on a Amapiano Beat,Expresses strong preference for the vocals.
1,1,"just saw you on jimmy fallon, daaaamn!!!  beautiful voice, lyrics, and amazing, i mean AMAZING dancers!!",Expresses strong enthusiasm and admiration for the artist and performance.
1,1,Perfect for swimsuit song in Miss Universe,"Expresses suitability for a specific, celebratory context."
-1,-1,These Be The First Niggas To Get Stepped On In The Worst Way 😂,Uses offensive and derogatory language.
1,1,so powerfull voice :O,Expresses strong admiration for the singer's vocal ability.
1,1,"The lyrics ,the voice,control omg  she is  incredle",Expresses strong admiration for the singer's skills.
0,0,Why does this give me huge Black Panther 2 vibes,"Compares the song to a popular film, suggesting a blend of positive and potentially derivative feelings."
1,1,A whole vibe ✨🌊😍,Expresses enthusiastic enjoyment and positive feelings.
1,1,This is afrobeats and amapiano at it's best,Expresses enthusiastic appreciation for the musical genres combined.
-1,-1,"Ok... so yea im one of those... im completely lost..whats the hype??? I grew up with Whitney, aaliyah, jhene aiko, well damn just to name a few i can go back further! Dont get me wrong, very catchy, but i dont get it?? And yes ..  i can sing .. very well 😂",Expresses confusion and dismisses the song's popularity with critical remarks.
-1,-1,"Good autotune, bland rubbish.",Criticizes the autotune and deems the song 'bland rubbish'.
1,1,🔥 hot 🔥  beautiful  lyrics  🔥,Expresses strong enthusiasm and appreciation for the song.
1,1,"Ein Sound wie zu den besten Soul Zeiten, Erinnerungen an Brownstone und Aaliya werden da wach. Super Growe.  Gesang mit Seele und Rhythmus.  Love it.",Evokes nostalgic memories of classic soul music and expresses strong enjoyment.
1,1,"Bravo, I love the sweat vibes little sister Tyla is giving me. Know I’ll be adding this singer song writers tune to my collection and come Friday night me and the wife are gonna cut the rug.",Expresses enthusiastic appreciation for the song and plans to enjoy it with their wife.
1,1,🔥🔥🔥 Love this song so much I wrote my own verse check it out: https://youtube.com/shorts/6LKzcWvqFvg?si=yWDMQ1HZ5hhZj4mR,Expresses strong enthusiasm and provides a link to further engagement.
1,1,Its the AFRO BEAT AN VOICE FA ME💪🏾🔥🔥🔥🔥🔥,Expresses enthusiastic enjoyment with multiple positive emojis.
1,1,Coastline Vibez 🏝🏖,Expresses a positive feeling associated with the song's atmosphere.
1,1,"Lyric's R steamy! The chorus is beautifu,sexy & raunchy! Tuuunnee!🎉❤🎉",Expresses enthusiastic enjoyment and appreciation for the song's lyrics and chorus.
0,0,Is it me or does the chorus sound like Tinashe ? When I first heard this song I only heard the chorus and I thought it was Tinashe !,"Compares the song's chorus to Tinashe's music, expressing a partial resemblance."
1,0,"First time when I heard this, I thought it was Dua Lipa lol. It has similar vibes","Compares favorably to Dua Lipa, indicating enjoyment."
-1,0,This is Amapiano not Afrobeats. Hear the Logdrum?,Incorrect genre identification and criticism of the music.
0,1,*IS ANYONE GONNA PROVIDE THE ACAPELLA VOCALS TO THIS SONG… GOT DJS WAITIN*,"A question directed at the creator, lacking clear positive or negative sentiment."
0,0,I thought this was  rihanna that was on the chorus cause that's the only thing I heard  on the shorts,Expresses a positive sentiment about the chorus while criticizing the song's overall sound.
0,0,Its giving chris brown vibes,Comparing the song to Chris Brown implies a mixed feeling – potentially positive (if Brown's style is liked) or negative (if it’s perceived as similar to a disliked song).
0,1,The lyrics though 🎉,Praise for the chorus combined with a criticism of the lyrics.
1,1,I love this song the video gave me early 2000 vibes❤,"Expresses strong enjoyment and associates the song with a nostalgic, positive era."
0,0,This has elements of Afro beat the south afrikans will obviously deny,Acknowledges a positive element (Afrobeat) while expressing a critical opinion.
0,0,Who is the choir singing the chorus?,"Asks a question about the song's production, without expressing a positive or negative opinion."
0,0,"Love this. Just sounds a lil off when the hooks drop after the verses. It seems like the verses and chorus were created at different times 🤷🏽‍♂️ like, sonically it all sounds amazing obviously. ALL the vocals. It’s just when the hook drops it come in a bar after when it would traditionally drop. If the producers meant to do that then that’s an artistic choice and das cool but if the mixing engineer didn’t align everything properly idk 🤷🏽‍♂️ - this is just me being a engineer 👨🏾‍💻 don’t mind - an amazing song either way",Acknowledges appreciation while pointing out a technical mixing issue.
0,0,"Anybody else only heard the chorus on social media and thought it was Rihanna? It should have been Rihanna, the whole song woulda been better",Expresses a preference for Rihanna's style while acknowledging the song's qualities.
1,1,This is Afrobeats with Amapiano🔥. I like it though!!,Expresses enjoyment and identifies the genre combination positively.
1,1,vibes amooo,Expresses strong positive feelings about the song.
0,0,Is #ChrisBrown doing her background vocals cause i swear i can hear him❤,Expresses fondness and suspicion simultaneously.
1,1,Make me sweat🏝 (continue the lyrics),Expresses a feeling of enjoyment and excitement.
