classificacao,sentimento_manual,comentario,justificativa
1,1,"Bruno words are so CLEARLY & ROMANTICALLY SOUND. I just adore Lady Gaga, she GORGEOUSLY  BEAUTIFUL with her strong POWERFUL VOICE. 🌹💋♥️💙🎶🍹👏🏽💯",Expresses strong admiration and positive feelings towards Gaga.
1,1,This song really brings back the 2010 Bruno Mars vibe.,Evokes a nostalgic and positive association with a beloved artist and era.
1,1,I'm sure this song will become a legend and in a few years we will feel nostalgic for that time,Expresses optimism about the song's lasting impact and future nostalgia.
1,1,This song is related to a lot of my memories and whenever I listen to it I feel nostalgic for those days 😢💔,Expresses nostalgia and positive emotional connection to the song.
1,1,1.2 Billion views in less than a year its just amazing that the song hits so deep that it heals my trauma,Expresses strong positive emotion and claims the song provides healing.
1,1,"This song is not a song, it is a masterpiece both with its lyrics and melody😍 I can't stop listening to it.",Expresses overwhelming love and inability to stop listening.
1,1,This song hit the deepest part of my heart.🖤,Expresses profound emotional connection with the song.
1,1,"My 10 year old Grandson was always singing this song , always ... I was like play that song you always singing for me . He went to youtube and played it for me and I've literally been having this beautiful song on repeat every since 😊 ... True story !!!",Expresses joyful nostalgia and continued appreciation for the song.
1,1,Lady Gaga's lyrics and Bruno Mars' vocals are so beautiful... that their voices fit together so well.,Expresses appreciation for both Gaga's lyrics and Mars' vocals.
1,1,"Magical lyrics,bruno mars and lady gaga combo hit my heart",Expresses strong positive feelings and appreciation for the artists involved.
1,1,OMG  The song and the lyrics are off the charts !,Expresses extreme enthusiasm and positive feelings about the song and lyrics.
1,1,If you truly realised how deep this song goes in your soul It truly sets me free😊,Expresses a profound and liberating emotional experience.
1,1,It brought me to  tears its so powerful  it reaches you heart,Expresses deep emotional impact and strong positive feelings.
1,1,This is how I feel about my man if the world was ending I want to be next to him only my heart beats for him only ❤❤❤,Expresses intense love and devotion.
1,1,This song makes me feel deep about my trip to Australia just ended yesterday,Expresses a positive emotional response related to a recent experience.
0,0,People don't realise that whoever came up with the rhythm is the true genius.,Acknowledges the genius of the rhythm while potentially criticizing the song's overall composition.
1,1,This song is one of the best songs in history we are proud of Lady Gaga and Bruno Mars .And they are also Legends 🎉🎉.,Expresses strong admiration and celebrates the artists as legends.
-1,0,Emotional song😢😢,Expresses sadness and distress.
1,1,Unreal vocal ❤❤❤,Expresses strong positive emotion about the vocals.
1,1,Such a beautiful harmony of voices and visuals. Timeless art! 😊👍,Expresses admiration for the song's harmony and visuals as 'timeless art'.
1,1,One of the greatest collab songs in history 🙌 👏,Expresses strong enthusiastic praise for the song.
1,1,Um ano do maior hit atemporal ❤,Expresses love for the song with a reference to its timelessness.
1,1,I'm not a great listener of music and don't keep up with it at all.. day before yesterday my wife dedicated this song to me..and now its been running non-stop in my mind since then..get tears in my eyes listening and feeling the beautiful lyrics..! We celebrate 10 lovely years of togetherness at the end of this year..!❤ Cherish every moment you have with your loved ones...!,Expresses strong emotional connection and appreciation for the song.
1,1,"A real heartfelt song in my opinion, amazing chemistry and harmony",Expresses a strong positive sentiment due to 'heartfelt' and 'chemistry/harmony'.
1,1,I listen this everyday... It's gives a Good Vibes on their High Notes ♥️❤️♥️❤️ damnnnnn 🌸,Expresses consistent enjoyment and positive feelings.
-1,-1,Worst song,Expresses a strong negative opinion of the song.
0,0,"Eae du do futuro, tá com sdds desse tempo né...","Expresses nostalgia with a casual, informal greeting."
1,1,Wow! Strong message!,Expresses enthusiasm for the song's message.
1,1,Story of my heart and life 💘,Expresses affection and excitement with the heart emoji.
-1,-1,This song is the most annoying song of all time ngl,Expresses strong dislike and frustration with the song.
1,1,😢❤❤❤😢😢😢I get emotional every time I listen to it!!,Expresses intense emotional connection and enjoyment.
1,1,"A month ago, I was almost dead and I heard this song that made me cling to life, now I'm recovering properly, but every time I hear this song I feel life very deeply.",Expresses profound gratitude and renewed appreciation for life through the song.
1,1,"Blessings to you, you are the best in these songs that make us remember beautiful moments. The lyrics of the music are beautiful. Do not stop doing what you are passionate about. I hope to hear more music from both of you. What a beautiful voice you have. Take care of your successes. 🎥🎙🎸🎹🎶💞😎",Expresses gratitude and admiration for the artist's talent and music.
1,1,The lyrics is everything to me,Expresses deep personal connection and appreciation for the lyrics.
1,1,Catchy song!!! I love it ❤❤❤adore,Expresses strong enthusiasm and affection for the song.
1,1,Oh yeah! These words are a sure reaction to some deep divine love ~~~if the world was ending I want to be next to you That's deep~~~,Expresses profound feelings of love and connection.
1,1,This song is really heart touching❤It's Not just a song It's emotion🥰,Expresses strong positive feelings and emotional connection.
0,0,This song suits on gi hun player 456 slowed reverb in shorts,A statement of preference with no clear emotional tone.
1,1,Great job on the collaboration. There voices match. Nice song to listen to with lots of deep meaning for couples.,Expresses positive feedback on the collaboration and describes the song as meaningful for couples.
1,1,"1 year and this song is still making story,congratulations Mars and Gaga:]",Expresses support and congratulations for the song's continued impact.
1,1,Always thought Bruno just an average singer with some catchy toons . This song displays his  incredible power and range I'm impressed.,Expresses surprise and admiration for Bruno's vocal abilities.
1,1,"Currently sitting at #6 on the world list, and it's unequivocally poised for a meteoric rise up the charts. My goodness, what a truly transcendent piece of music! I adore it!",Expresses strong enthusiasm and predicts significant chart success.
0,0,I love this beautiful song and the nostalgic throwback . What doesn't work for me is Lady Gaga does Beth Dutton. I love her brilliant talent and she could have made the cigarette work. BUT who cares?? The song and both their voices supercede the bad acting.,"Expresses love for the song, praises Gaga's talent, and criticizes an acting performance."
0,0,Gaga smoking and dancing represent me in appearance and Bruno does it in feelings every time I hear this song. And it hurts more when you have to let go and let go of that person you fell deeply in love with.,Combines appreciation for the song with a personal reflection on heartbreak.
1,1,Still the same vibe 14/8/2025❤️✨,Expresses continued enjoyment and affection for the song.
0,0,"I broke up with my girlfriend with BPD, it was a fairy tale love with lots of good memories and moments, but the downs were so hard and it was an emotional rollercoaster……but I don’t know I took the right decision…..she gave the most beautiful love I ever experienced in my life……I still miss her…..I love you Bubu❤ Maybe the best love stories aren’t meant to be with each other ❤",Expresses both intense love and sadness over the relationship's end.
0,0,"if you love this song, we invite you to check out our acoustic cover version, of this song at this link on our channel https://youtu.be/qJ9Roo6qWD8?si=sL0yM1LXGDmiRGmH",Promotional comment inviting viewers to a related video.
1,1,"I was scrolling reels randomly, and just heard the live version, it forced me to search it. Its really amazing. I have also heard this previously but never noticed thoroughly, but now it just hit my heart. Lyrics are so emotionful and the music is top notch❤🎉","Expresses strong, heartfelt enjoyment and appreciation for the song."
1,1,This should be in history books.,Expresses extreme admiration and a belief in the song's lasting importance.
1,1,"Este par de estrellas han enseñado a los jóvenes de este tiempo, nos han recordado a los de mas edad,  como la belleza de lo melódico, el buen canto, la buena vocalización,  las letras con sentido y respeto por el amor, por las relaciones profundas,  la trascendencia de la unión verdadera por encima del tiempo y las circunstancias...son un verdadero éxito,  como todo eso se puede transformar en una gran canción....esta canción es un clásico....desde que nació...y ellos...pasaron a la historia con este tema. Gracias Lady Gaga....Gracias Bruno Mars!!!",Expresses strong admiration and praise for Gaga and Mars.
0,0,searching for a male vocalist to perform this piece live. Beautiful duet. :),Expresses appreciation for the song but suggests a different performance.
-1,-1,Worst song lol,Expresses strong dislike and uses dismissive language.
-1,-1,"This is such a boring song,",Expresses dissatisfaction with the song's lack of excitement.
-1,-1,I listen this song after watching attack on Titan and it's made me cry. The incomplete love story of earn and Mikasa 💔,Expresses sadness and disappointment linked to the song's narrative.
0,0,Gaga channeling Amy Winehouse vibes,Acknowledges a positive comparison while potentially implying a criticism.
1,1,I actually sung this at my chorus concert😂,Expresses joy and a positive experience at a concert.
1,1,Love the intro beats from Crazy cee lo green ;),Expresses fondness for a specific element of the song.
1,1,Who’s memorised the lyrics without even trying to learn the song😂,Expresses amusement and admiration for listeners' dedication.
-1,-1,How is she smoking?!? Isn't that bad for her vocals? I mean aside from her health....😒🙄😊,Expresses concern about the artist's health and potentially damaging behavior.
-1,-1,Worst song on the album,Strongly expresses dissatisfaction with the song.
1,1,00:45 nice vibe ❤️‍🔥❤️‍🔥,Expresses positive feelings with heart emojis.
0,0,gr7 was my peak year😭😭 this song was always playing when gr7 started its so nostalgic to me😔😔,Expresses nostalgia and sadness combined.
1,1,This is one of the most beautiful song I ever heard. The lyrics are ❤❤❤❤❤❤,Expresses extreme positive emotion and appreciation for the song.
-1,-1,awful song,Expresses a strong negative opinion about the song.
1,1,Heart beat 💗❤️💜💓,Expresses fondness through heart emojis.
1,1,A message to the future generations. Don't let this song die.,Expresses a desire for the song's continued relevance and impact.
1,1,Masterpiece and amazing truck that takes the deepest part of you.,Expresses overwhelming praise and emotional connection to the music.
-1,0,"THE LYRICS EXPRESS THAT THE RELATIONSHIP, DESPITE IT'S POSITIVE ASPECTS, IS ULTIMATELY DESTINED  FOR FAILLURE❤❤",Expresses a pessimistic outlook on the relationship's future.
-1,-1,"All of Fujii Kaze's songs have been produced through secret filming, wiretapping, stalking and monitoring. Copyright confiscation - spreading these to the public is a threat that could bring about the collapse of world order. This is a representative song of musical terrorists. Similar works include other Japanese songs that have been hits overseas, mainly songs by famous artists in the United States. We recommend that society take appropriate legal measures and take a firm stance against terrorist songs that promote racial and ethnic division. SHISHI",Strongly condemns the music as a threat and accuses it of promoting division.
0,0,The weeknd better watch out Bruno Mars is coming  for the highest pitched male singer role lol.,Expresses a playful rivalry while acknowledging a positive quality of the artist.
0,0,Get emotional ❤😮😒😔,"Expresses a range of emotions (positive, confused, sad) without a clear dominant sentiment."
0,0,1 ano... o tempo voou,"Expresses a simple observation about time passing, lacking strong emotion."
1,1,This song goes hard and align with any situation whether good or bad any vibe any mood,Expresses strong enthusiasm and suitability for various situations.
1,1,Really this song...... unbeatable value ❤,Expresses strong positive sentiment with the heart emoji.
0,0,"Song gave me chills, since God showed me how I would pass, where I would have 1 day to say goodbye after a specific dream.",Expresses awe and spiritual connection alongside a potentially unsettling reflection on mortality.
1,1,This is the most powerful music/video I’ve seen in decades. Can’t even explain what it does to me,Expresses intense and overwhelming positive emotion and admiration.
1,1,Cool Nostalgic Video,Expresses enjoyment and appreciation for the video's nostalgic qualities.
0,0,Lyrics 🗿Vocal 🗿Music🗿,Uses emojis to represent different aspects of the song without expressing a clear opinion.
0,0,Astronaut Reversed Backwards Tua Ngược Lại Được Chứ2️⃣0️⃣0️⃣8️⃣👪👨‍👩‍👦👨‍🚀👩‍🚀🌏🌎🌍🌌🆗👍,"Contains a mix of emojis and Vietnamese phrases, lacking clear sentiment."
0,0,HD dưới is the best one ever is to have it done by the same time and the time you get off the screen and you can send the message button on a different way you could get opponent🥹😭❤️‍🩹😚😭😭😭😳😭😳😭😚😳😚😚😎😚😳😚😎😚😚😎😚😎😚😎😚😎😚😚😎😚😎😚😚😎😚😚😎😚😚😎😚😚😚😚😚😚😎😚😚😎😚😚😚😚😚😚😎😚😚😚😎😚😎😚😚😚😚😎,"Expresses enthusiasm and love alongside emotional emojis and a somewhat rambling, unclear statement."
-1,-1,The song is deeply meaning among attack on Titan 😢😢😢,Expresses sadness and distress related to the song.
1,1,1:25❤😊 vocal is awesome😇,Expresses strong positive feelings and appreciation for the vocals.
-1,-1,"I don't get it, one kpop girl suddenly writes her own song and somehow manages to get Bruno Mars on it and suddenly she blows up. I mean wtf? There are thousands of artists who can write better songs with actual meaning instead of a sugarcoated song only replayed by 10 year old girls. Like almost 2b views and 2b streams in less than 9 months? I'm betting you no one is gonna be calling ts nostalgic. Like seriously, something has got to change. #aptisoverrated",Expresses disbelief and criticism regarding the artist's sudden success and the quality of her music.
1,1,Disfrutando de esta Hermosa Canción Atemporal a un año que se estreno 15/Agosto/2025 México,Expresses enjoyment of the song and its timeless quality.
-1,-1,Because of his poor form in training he is not a ri man and his team has not played in the same way in the past two years so it is a bit odd the most common form of a person is a person’s body language or body language that they use in the way they speak to them and they use that to express their own emotions and actions and emotions and to express themselves in ways that make sense and ❤to express them to them to make their own thoughts and emotions that make their feelings more 😢unfortunately the only thing we do not want in our lives to be the way they should feel and the way we feel is our own feelings and emotions,Frustrated and confused commentary with no clear musical appreciation.
0,0,"Now why I think that this my fav song is already annoying, time so fast",Expresses both enjoyment and annoyance.
1,1,So beautiful soul song lyrics about love,Expresses admiration for the song's beautiful and loving lyrics.
1,1,Beatiful 😢❤,Expresses a feeling of joy and appreciation for the music.
-1,-1,"3 of her shows in Seattle this week, lowest seat $300, one must have a lot of money to burn. Can you name 3 hit songs of gaga, what a boring waste",Expresses disdain and criticism of the artist's popularity and price.
-1,-1,Still listening in 2029? So glad that President Newsome has reversed all of Trump's policies. I wonder how long Trump will last now that he's incarcerated at Alligator Alcatraz?,"Expresses disapproval of Trump and supports Newsom, exhibiting political bias."
-1,0,Emotional 😢,Expresses sadness and distress.
1,1,Looks like this filmed over a 1.25x speed then slowed to tempo of song. Nice effect.,Acknowledges and appreciates the creative filming technique.
1,1,"Any lover of Jesus Christ? Even though this song comes from a very unlikely source, I feel the rhythm for my late mom and Jesus Christ...",Expresses a spiritual connection and positive sentiment.
1,1,Camilo Sesto y Ángela Carrasco Vibes!!!,Expresses enthusiasm for the collaboration between Camilo Sesto and Ángela Carrasco.
1,1,"07/08/2025 listening to this perfection, my favorite song, I never get tired of listening to it, I'm completely swep away by the lyrics of this song😍😍",Expresses strong enthusiasm and adoration for the song.
-1,-1,This song always deepens the sorrow of ATTACK ON TITAN 😟,Expresses sadness and distress related to the anime series.
-1,0,Astronaut Galaxy Reversed,Expresses a critical and dismissive sentiment.
-1,-1,This song hurts deeply when people gone threw hell in life when the person you love can't feel the same,Expresses profound sadness and pain associated with difficult experiences.
0,1,Lady Gaga kind of gives Amy winehouse vibe!!🎉,"Compares Gaga to Amy Winehouse, a mix of praise and comparison."
1,1,Such beautiful lyrics ❤,Expresses strong positive emotion through the use of a heart emoji.
0,0,Aot lyrics,The comment is short and lacks any discernible sentiment.
1,1,I love how this song takes me on a journey. It starts off slow and builds up to this epic climax that gives me chills every time.,"Expresses strong enjoyment and describes a thrilling, impactful experience."
1,1,I remember that time when I was suffering too much to my problems this song was so nostalgic it gives me a sense,Evokes a strong sense of nostalgia and connection to past struggles.
1,1,❤Perfect love story ❤️,Expresses strong positive sentiment using heart emojis.
1,1,This collab hits different when you're building the perfect playlist! 🎵 There's something magical about finding songs that flow together seamlessly - like discovering hidden gems that tell a story. Anyone else obsessed with curating the perfect vibe? ✨https://www.youtube.com/playlist?list=PLFXDS5rzUZjatHetsCpObKyEHdsL3pMiY,Expresses enthusiastic enjoyment and a connection to music curation.
1,1,I shared a song with my grandchildren that i heard lady Gaga sing at SF Chase Center the room was filled with tears and emotions and so much love and it’s my heart. I never heard the song before. I thought I go to YouTube I find this special song for grandchildren wow they already knew the song and they’re only seven years old. I was amazed I played every day for the,Expresses overwhelming joy and emotional connection to the song.
0,0,The song it has vibe,Vague positive comment lacking specific details.
1,1,"This masterpiece was randomly released exactly one year ago today. And now, one year after, this is music history! ❤💙",Expresses immense admiration and historical significance.
1,1,This song is my favourite this lyrics this talk this song emotional ❤❤❤❤❤❤❤,Expresses strong positive emotion and affection for the song.
1,1,"Die With A Smile’ suits both so perfectly—such a beautiful song for a truly stunning image. It captures a vibe that fits Lady Gaga herself: bold, emotional, and iconic.",Expresses strong admiration and appreciation for the song and Gaga's image.
-1,-1,Why tf they have her smoking? Kinda ruined the whole vibe of the song for me,Expresses strong disapproval due to the artist's smoking.
0,0,Aquí un like por los que vinieron por la serie del juego del calamar temporada 1,Expresses appreciation for the series while acknowledging a Spanish language comment.
1,1,Best emotional song moment is 1:24,Expresses a strong positive reaction and identifies a specific moment.
0,0,Why does Lady Gaga have vibes of Barbra Streisand? 😅,"Compares Gaga to Streisand, presenting a potentially negative comparison alongside a neutral observation."
1,1,"My little not so little long nosed sweetheart- we loved Gaga in general- we used to vibe big time! Die with a smile! When you have a greyhound, that's what you do ❤",Expresses affection and fondness for the artist.
1,1,This gave me chills… in the best way,Expresses a powerful and positive emotional response to the song.
1,1,😊 a beautiful melody inspirations In me day,Expresses positive feelings about the song's melody.
1,1,My girl told me to listen when this came out and the rest is history 🫢,Expresses a positive experience and fondness for the song.
0,0,"As much as I hate Lady Gaga smoking a cigarette. I don't why , but it works.  It's a vibe thing  maybe, but please don't smoke.",Expresses dislike for a specific action (smoking) while acknowledging its impact as a ‘vibe’.
1,1,"comecei a ouvir música bem no tempo em que esses dois surgiram, essa colaboração é algo incrivelmente nostálgico, marcaram a minha geração. Com tamanho que este single tomou marcou toda a atual geração e além, eles conseguiram algo que os cantores atuais que só produzem para viralizar não conseguem mais, criaram uma música que entrou para história e eu estava morrendo de saudade de ouvir um som nesse nível, agora eu posso morrer com um sorriso ❤",Expresses deep nostalgia and appreciation for the artists' impact and legacy.
0,0,They are giving Bonnie and Clyde vibe,"References a classic, potentially romanticized, crime narrative – a mix of admiration and critique."
1,1,"They are recording it in an open space, or has that effect, making it even sound more nostalgic like retro music.",The nostalgic effect is described as positive and desirable.
1,1,"Die With A Smile: A Legacy of Joy This phrase, ""Die With A Smile,"" speaks volumes about approaching life's end with peace and acceptance. It's not about denying pain or hardship, but rather about cultivating a life where the positive memories and relationships outweigh the negativity. It encourages us to find joy in the present moment, cherish loved ones, and live a life aligned with our values, so that when the time comes, we can depart with a sense of contentment and a smile on our face. It's a reminder to live fully, love deeply, and leave a legacy of joy.",Expresses a hopeful and optimistic outlook on life and death.
-1,-1,Missing story of Mikasa 😭😭😭😭,Expresses sadness and disappointment about the absence of a character.
1,1,I would never have been able to identify Lady Gaga with such a sensual voice in a retro style.  This melody is a true masterpiece  1:24,Expresses admiration for Gaga's voice and the song's melody.
-1,-1,Slowed reverb make cried and seeing homeless people in the street make me so 😭,Expresses sadness and distress related to witnessing homelessness.
1,1,"This music makes me nostalgic, it will always be my favorite song .🥲",Expresses deep fondness and identifies it as a personal favorite.
1,1,This song is so powerful that it has been listened to by 1.2 billion people in eleven months....,Expresses immense popularity and impact of the song.
0,0,The guitar is oddly similar to let go(acoustic )by ark patrol,Acknowledges a similarity to another song while offering a neutral assessment.
1,1,Excellent song.  Lyrics monumental.  Glad to see Bruno agaiin.  Video is a bit strange but that tends to be the rule with Lad y Gaga.,Expresses strong praise for the song and Gaga's return.
1,1,😢powerful song felt my ancestors spirit and it made me shed a tear beautiful song Queen.❤,Expresses deep emotional connection and admiration.
1,1,They probably Shot the song at high speed and the editor made it slow that's why this song has a vibe of dreamy effect (slowly and smooth still perfect),Expresses appreciation for the song's dreamy and smooth quality.
1,1,"This track really hits the spot! The beat is so infectious, and the lyrics speak to my soul. Definitely adding this to my playlist!",Expresses strong enjoyment and enthusiasm for the song.
1,1,Bruno mars is amazing vocalist singer,Expresses strong praise for Bruno Mars's vocal abilities.
1,1,"25/07/2025 This 57 old years ,my Hart os complete explode The emotion i cry of de. Brazil",Expresses overwhelming joy and emotion related to the music.
-1,-1,"This morbid song really sucks , one of the top 5 worst songs of all time",Calls the song terrible and among the worst ever.
1,1,Movie vibes 🎬 ✨️,Expresses enthusiasm and appreciation for the song's aesthetic.
1,1,"The song, the music, the lyrics, the ambiance, everything is beyond perfect. 👌👏👏👏",Expresses overwhelming praise and delight.
1,1,"Year 2010's likes 1980's Vibes Many great singers and they are really competitives hit after hit Like Bruno Mars, Lady Gaga, Taylor Swift, Justin Bieber, Katy Perry and Adele",Expresses fondness for the song and references popular artists.
0,0,"If anyone needs any documents like SSN, bank statement, doctor's note, PDF file etc edited, please message me directly.",Offers a service without expressing any emotion or opinion.
0,1,Anyone in 10/08/2025 😢 Powerful Song 🇦🇷,Expresses sadness combined with appreciation for the song.
-1,-1,"Love these two talents, but one of the worst videos I’ve seen in my 72 years.    Come on a Cigarette?????   Plus all phony!   GAGA I know you’re expressive but give your fans some respect!  😳🤣🤠",Expresses frustration and criticism towards Gaga's video.
1,1,I'm late for sure but this song credit goes to lady Gaga .she's real artist for sure .am gonna slap anybody on their fckin mouth who disagree ..lady Gaga's hitting notes correspond to pitch as harmony that's real shit .reconsider the main vocal it's the second lead that gives the hype for as musical harmony .if you're against then try analyzing lady Gaga's line .she's in perfect pitch as sharp note all the time ..,Strongly praises Lady Gaga's talent and vocal abilities.
-1,-1,my ex boyfriend put this song to his weeding story. and we both like this song. he just broke up with me and within 1 week he married a whole new girl,Expresses resentment and disappointment due to the ex-boyfriend's choice.
1,1,THUS IS AN EPIC SONG!-SONG OF THE YEAR!-SO MUCH DEPTH AND BEAUTIFUL HARMONY!-❤️👍❤️,Expresses strong enthusiasm and appreciation for the song's quality.
1,1,This gives me a Teena Marie and Rick James Vibe!! ❤️❤️😉,Expresses enjoyment and a positive association with two iconic artists.
-1,-1,boring😢😢😢😢😢😢,Expresses strong disappointment and boredom through repetition of sad emojis.
1,1,This masterpiece gives me chills,Expresses intense excitement and awe at the song.
1,1,"One of the best collaborations to date 💯🎤💣💥🤩🤩🤩 Love them both , wonderful voices and lyrics. The fashion style boom !",Expresses strong enthusiasm and appreciation for the collaboration.
0,0,"Verses repeated thrice, with varying chord melodies, inflection and octave blends...",Acknowledges technical aspects while indicating repetition and a lack of overall appeal.
1,1,Wow Bruno's vocal love this ❤,Expresses enthusiastic enjoyment of the song.
1,1,Still vibe ❤,Expresses continued enjoyment of the music.
1,1,Bruno Mars' vocals are so charming🥰,Expresses affection and appreciation for Bruno Mars' vocals.
1,1,Bruno's vocal it's the 8th miracle!!!,Expresses extreme admiration and awe for Bruno's vocals.
1,1,It's been a long time since I heard a song that gave me chills. Thank you for bringing me out of my funk😔😌,Expresses a positive emotional response and gratitude.
-1,-1,Did they go to heaven to get the lyrics to this song?,Sarcastic comment implying the lyrics are poor.
1,1,It's not just a song — it's the emotion of the youth.,Expresses a profound connection and appreciation for the music’s emotional impact.
0,0,Unifoodstone are you star world Inês❤❤❤,"Expresses affection with emojis, lacking sentiment analysis."
-1,-1,The so-called singers and artists here are actually just Pinocchio puppets and actors. They are sending manipulated subliminal messages. Please be very careful. No one in the world is superior to the people and the nation.,Expresses distrust and suspicion of artists and their motives.
1,1,The Lyrics😢 Unfortunately I can totally relate ❤,Expresses empathy and a shared emotional connection.
-1,-1,Lady Gaga glamorizing smoking again.  Huge W for the cancer surviving community.  What a terrible person.,Criticizes Gaga for promoting smoking and expresses disdain.
1,1,"well I decided to create a Roommate story with this song ... some how it has.strong potencial for being the best movie soundtrack from a Romantic movie, and What if Lady gaga plays as main character of it",Expresses high potential and imaginative application of the song.
-1,-1,Where is the guy with the lyrics,Expresses frustration and disappointment.
1,1,The lyrics 🔥👏,Expresses enthusiastic approval of the lyrics.
0,0,Came to read emotions coments 😭,Expresses a simple emotional state without strong positive or negative sentiment.
1,1,"I’m kinds late, but I wanna say this song inspired me so much 😭- it’s such a beautiful song and I love everything about it, the lyrics and the tone of voices they use, especially because they’re both one of my favorite singers, so I love the way they collaborated!! I was in love with this song ever since it came out, this song helps me feel happy whenever if I’m sad or not, love you Lady Gaga!! ❤❤",Expresses deep affection and describes the song's positive impact.
1,1,The same vibe's that my highschool graduation in the 80's 🎉 Stephany i still love you.,Expresses nostalgia and fondness associated with a positive event.
-1,0,"This is a romantic song and regardless of Gaga""s good vocals, she looks vulgar.",Criticizes Gaga's appearance while acknowledging her vocal ability.
1,1,Perfect song... It brings so deep emotions... amazing,Expresses strong positive feelings and describes the song's impact.
1,1,Happy birthday history ❤,Expresses joy and celebration.
-1,0,Attack on Titan is really emotional story🥺🥺🥺🥺🥺🥺🥺💔💔💔💔,Expresses sadness and distress over the story’s emotional impact.
1,1,Good vibes,Expresses a positive feeling and overall positive sentiment.
1,1,Melody voice ❤️🔥,Expresses strong positive feelings with emojis.
-1,-1,At first i like this song but then IT GOT SOO ANNOYING hearing this over and over again specially in FUCKING TIK TOK or YT adds,Expresses extreme frustration and annoyance with repeated listening.
0,0,Oltre il tempo,"{""sentiment"":""Neutral"",""justification"":""Italian phrase meaning ‘beyond time’ – expresses a feeling without strong emotional valence.”}"
-1,-1,"There's a man that I love from all my heart but I think he doesn't love me back , I don't have friends ..I wanted him to be my friend, my lover , my everything but I don't think he want that ... everytime I listen to this music, I remember our first meeting, I wish if he can see this message, I love you from all my heart ❤",Expresses sadness and unrequited love with a sense of longing.
1,1,Lady Gaga is a vibe,Expresses a positive feeling and appreciation for Gaga's style.
0,0,"I love, love this song and so does my grandchildren. However, their music video is awful in my opinion. I don't understand why Lady Gaga has a cigarette in her mouth and she looked like that. It doesn't match with the song at all. Oh well. I just listen to it and avoid the video. Again, just my own opinion.",Expresses positive feelings for the song while criticizing the music video.
-1,-1,"Random fact, this song was made by Bruno Mars when he finish attack on titan, it the story of the anime",False and nonsensical claim about the song's origin.
1,1,2024 winter era Vibes 🕊🪄,Expresses excitement and appreciation for a winter-themed aesthetic.
-1,-1,"Lovely song. Shambles of a video. Gaga is kiited out like an idiotic rag doll. Not one bit sexy. Is unfair to her because Bruno nails it all. Poor video decision from studio. If the world was indeed ending, this emotionless love scene will be the 1st to go. Not good enough guys.",Criticizes the video and expresses disappointment with the song's presentation.
1,1,"Its not just a song is a feeling, emotions , pain and happiness. Truly iconic song , just feel this song 😌",Expresses deep appreciation and identifies the song as emotionally resonant.
-1,-1,is it just me or is this emotional😢,Expresses sadness and vulnerability.
1,1,3:14 so emotional 😢🥺,"Expresses a strong feeling of emotion, indicating enjoyment."
1,1,That is so cool and I wish they had the lyrics,Expresses enthusiasm and a desire to see the lyrics.
