classificacao,sentimento_manual,comentario,justificativa
-1,-1,"PROPAGANDA. this is why modern dating is doomed. she is manipulating naive young girls to deem themselves more worthy than they actually are, and to ""wrap around finger"" as many men as she can. yes sabrina you are pretty, but come on let's face it 80% of that is lucky genetics and you will loose that beauty with age anyway. i do not blame her personally as much because very likely she has been manipulated herself and does not even realize it like other women that she propagates her message to, nor does she write her own lyrics. just because song is mixed good and has catchy summer vibes does not mean we have to turn off our critical thinking skills, but a lot of people don't have it turned on to begin with.",Strongly criticizes the artist's influence and perceives manipulation.
1,1,You're beatiful 🎉❤,Expresses admiration and affection.
1,1,This video gives you that 80’s MTV vintage vibe when I was coming up.  A very nostalgic feeling for sure.,Expresses a fondness and nostalgic connection to the video’s aesthetic.
1,1,sabrina on fortnite ❤is amazing skin and music too feeling in vibes,Expresses enthusiasm for the skin and music.
-1,-1,You're lucky we don't beat you up,Contains a threatening and aggressive statement.
0,0,Summer vibes June 2025,"Expresses a nostalgic feeling associated with a future date, lacking strong sentiment."
1,1,Pretty much the greatest song ever 🍷 You are a star Sabrina catchy as fuck!,Expresses strong enthusiasm and superlative praise for the song and artist.
0,0,Something tells me this was suppose to have been a Doja Cat song.. but got passed up on. 😂😂😂😂  It’s giving that vibe,Suggests a near-miss and compares it to Doja Cat's style.
-1,-1,"Judging by the comments we can officially say “vibe” (as superficial as it is, and probably because of this) has by far won over content, message, originality, essence and sadly, good music.",Criticizes the song's success based on superficial 'vibe' rather than musical merit.
1,1,I love the vibes so very sexy and gorgeous ❤🎉,Expresses strong positive feelings and admiration.
1,1,When I was in the worst place on earth this beautiful song make me forget,Expresses a profound positive impact and comfort from the music.
0,1,This is giving me barbie vibes anyone else?🤔🤔,References a popular trend (Barbie) while expressing a question.
1,1,This song is very special for me. I danced in my wedding  on this song. Its such a vibe.,Expresses deep personal connection and positive feelings associated with a significant event.
1,1,"Wow, can't believe this song is almost a year-old now! Still makes me feel like the first time I listened to it! ❤ Espresso really has that timeless vibe, doesn’t it? 😊",Expresses continued enjoyment and appreciation for the song's timeless quality.
-1,-1,awful. even worse coming from such an evil woman,Expresses strong disapproval and insults the artist.
1,1,"Amazing summer vibes song, best song in the decade",Expresses strong enthusiasm and declares it the best song of the decade.
0,0,Why does it give barbie vibe,Acknowledges a similarity to Barbie while expressing a somewhat ambivalent opinion.
1,1,The first 3 seconds of the lyrics GOT MY HEART❤,Expresses a strong positive emotion and delight.
1,1,she got the harley quinn vibe❤,The comment expresses fondness and association with the character Harley Quinn.
0,0,It's 2025 summer and I am already missing 2024' espresso summer vibes,Expresses nostalgia without strong positive or negative emotion.
1,1,I love Sabrina carpenter’s vibe and style. It’s cool to watch,Expresses appreciation for the artist's style and personality.
0,0,These are some of the most retarded lyrics in the world but the beat is so good I can't help but bop.,Criticizes the lyrics but acknowledges and enjoys the beat.
1,1,The chorus is a little slice of heaven 😄,Expresses delight and describes the chorus as heavenly.
0,0,"After a year I haven't seen anyone ask the real question, How are they keeping all that sand off them??? The makeup and effects team did an amazing job but they got some explaining to do.",Acknowledges the impressive makeup and effects while expressing a curious question.
-1,-1,The glaze for this overplayed and annoying song is crazy.,Expresses strong dislike and annoyance with the song.
0,0,Switch it up like a Nintendo 0:34 Miyamoto take notes from this good song,A nonsensical comment with a brief positive reference to a video game.
1,1,This song is insanely catchy,Expresses strong enthusiasm and enjoyment of the song's catchiness.
-1,-1,"Imagine a video and Lyrics saying the same thing about boys…people would be calling the signer misogynist, but that girl does it and it’s fine. Moreover she then complains about double standards…What an hyporcrite",Criticizes the singer's hypocrisy and judgment of others.
1,1,"As much as I don't follow her music, but this tune catchy af",Expresses enjoyment of the song's catchiness despite not being a fan of the artist.
1,1,It's giving summer vibes,Expresses a positive association with summer and a feeling of enjoyment.
1,1,Excellent vibe of song 😂😊,Expresses enthusiastic enjoyment of the song's atmosphere.
1,1,It's giving Barbie vibes❤I love you songs,Expresses enjoyment and association with the 'Barbie' aesthetic.
1,1,Who came here cause the 1 year aniversery? 🎉🎉🎉,Expresses excitement and celebration for the anniversary.
0,-1,"This authentic vintage vibe is only coming from Sabrina's little espresso cup. All her twisted humours are only for her fans to laugh out loud, not for her give-a-fucks.",Praise for the 'vintage vibe' mixed with criticism of the artist's attitude.
-1,-1,Check out the Kidz Bop version of this. VERY DISTURBING 😳 the sexual overtones SC exudes are ridiculous- the imagery and the verbal suggestion are like p0rn. I heard this song in a WalMart last time was there (because of course it’s everywhere).,Expresses strong disgust and considers the song sexually suggestive and inappropriate.
0,1,"Just heard this song recently and it definitely sounds like a Tame impala type of melody, nice song tho",Compares the song to Tame Impala while also expressing positive enjoyment.
0,0,In the starting lyrics I said hey matt came sll this way,Fragmentary comment with no clear sentiment expressed.
1,1,This music is giving me the vibe of 2021 summer☀️🌞🏖️,Expresses a positive association with a specific time and feeling.
1,1,This is super catchy,Expresses strong positive sentiment due to the comment stating the song is 'super catchy'.
1,1,I love this song. Feels so nostalgic 😌,Expresses strong fondness and a nostalgic feeling.
0,0,Understand 0% vibe100%,"Short, nonsensical phrase with no clear sentiment."
1,1,This has a George Michael vibe about it,Comparing the song to George Michael is a compliment to its style and sound.
0,0,i only know this because of the fortnite emote caffeinated this song a vibe,References a specific source (Fortnite) while expressing a positive sentiment about the music.
1,1,This has good vibe 🎉,Expresses enthusiastic enjoyment with the emoji.
-1,-1,"why do people listen to this, she makes awful music thats uninspired, self centered, egotistical, and just bad. the sentiment is awful, the lyrics are repetitive. awful music.",Strongly criticizes the artist and their music as being terrible and lacking inspiration.
1,1,summer vibes ⛱️,Expresses a feeling of happiness and relaxation associated with summer.
1,1,This is LITERALLY a summer vibe song. I love her!❤,Expresses enthusiastic enjoyment and affection for the song.
1,1,The fact that this song is so  catchy i replay it on and on till i have enough😂😂😂😂😂 who else?,Expresses enthusiastic enjoyment and repetition of the song.
0,0,is it just me or this song has a 70s or 80s vibe?,Expresses a nostalgic appreciation while acknowledging a specific sonic influence.
-1,-1,Bored & generic,Expresses dissatisfaction and lack of originality.
1,1,The repeating verse at the end is 😍,Expresses strong positive emotion and appreciation.
0,0,ts already so nostalgic,Expresses a simple feeling of nostalgia without further elaboration.
-1,-1,Worst song ever,Expresses strong disapproval and declares it the worst song.
1,1,"This song attracts me to listen there from my gym, I love the lyrics ❤",Expresses enjoyment and attraction to the song.
0,-1,"The music is fire, the lyrics are trash. Why does every song have to have sexual innuendo. Like can we think of something more original just once.",Expresses praise for the music but criticizes the lyrics and lack of originality.
1,1,"This is such a great song, I Love the Summer Beach vibe.",Expresses strong enjoyment of the song and its summery feeling.
-1,-1,How did she become a thing?! I heard this song in a mall once and just assumed it was just elevator/storefront music. Not a real song that average people would bother with. Lol! It's soooo generic. Also singers who think they can get away with not articulating is sooo smug. This is sooo bad for so many reasons other than elevator music. XD,Expresses strong dislike and finds the song generic and poorly executed.
1,1,NO WAY THIS BEAT THUMBS!! WOW,Expresses enthusiastic approval of the beat.
1,1,This song gives off an amazing vibe,Expresses a strong positive feeling about the song’s atmosphere.
-1,-1,"Sabrina Carpenter’s new era feels more like an overproduced image than genuine artistry. Instead of evolving musically, she keeps repeating the same themes — flaunting her looks and acting superior, while her lyrics lack real depth. It’s starting to feel less like music and more like a marketing product",Criticizes the era as a shallow marketing product lacking artistic depth.
-1,-1,Anti-Creep movement; Worst Wednesday Ever🙃,Expresses negativity and sarcasm related to a perceived trend.
1,1,Doja Cat vibes.,"Compares the song to Doja Cat, indicating a positive association."
0,1,Did anyone catch the Zelda lullaby melody in the beginning of the song??,Acknowledges a positive musical element (Zelda lullaby) while expressing a neutral opinion about the song itself.
0,0,Tauro vibes💋,Simple emoji expression offering no clear sentiment.
1,1,How sweet - and no creaky vocal fry!,Expresses approval of the vocal quality.
1,1,The expression n lyrics ahhhhh addicted❤,Expresses strong fondness and addiction to the song.
1,1,THE VIBEEE😩,Expresses enthusiastic enjoyment of the song’s atmosphere.
-1,-1,The worst video clip ever fr,Expresses strong disapproval and frustration.
1,1,I can’t belive this beat thumbs,Expresses enthusiasm with the phrase ‘I can’t belive this beat’.
-1,-1,"Too much autotune, not enough talent, just enough sex appeal.",Expresses critical opinions about the artist's voice and perceived lack of genuine talent.
1,1,This song suits summer vibe.,Expresses enjoyment of the song’s suitability for a summer atmosphere.
1,1,This Song is just way too catchy wow....,Expresses strong enthusiasm and attraction to the song's catchiness.
1,1,Nice beat ❤❤❤😊😊,Expresses enthusiastic enjoyment with emojis.
1,1,Summer vibes right there !,Expresses enjoyment and association with positive feelings.
1,1,a colorful video and the vocals really make you feel good,Describes the video as colorful and the vocals as uplifting.
1,1,"This so teen movie vibes, I’m obsessed! Served once again! ☺️",Expresses enthusiastic enjoyment and appreciation for the song's style.
1,1,Giving 50s bombshell blonde type vibes,Evokes a positive association with a classic and desirable aesthetic.
-1,-1,The worst YouTube music video that I ever saw in my whole life,Expresses extreme dissatisfaction with the music video.
0,0,"Same vibe with Paris Hilton's ""Stars are Blind""","Compares the song to a past hit, indicating a similar but potentially dated vibe."
1,1,"Summer, sun tan , vintage love , la 's sunset , 🌇 beach, sun kiss skin , trees , cars , ice cream , wavy hair, short clothes, vibe song",Evokes a joyful and idyllic summer scene with positive associations.
-1,-1,This is pretty awful.,Directly states the song is 'pretty awful'.
-1,-1,This song so awful,Expresses strong disapproval and negativity.
1,1,it's been a year and for some reason this song feels nostalgic 😭,Expresses a positive feeling of nostalgia associated with the song.
1,1,"Didnt know who sang this and couldn't figure out any of the lyrics to look it up for nearly a year, saw a clip on fb and finally found it. Gets stuck in my head every time they play it at the store",Expresses a surprising and positive discovery and repeated enjoyment.
0,-1,"Is the ""I'm a singer"" in reference to that girl who had a vibe on her bed in a photo and said it's her microphone she's a singer?",Referencing a specific image and questioning the singer's legitimacy.
1,1,The video vibe is awesome,Expresses enthusiasm for the video's atmosphere.
1,1,"This is 💯 giving retro vintage spring/ summer cinematic look and vibes! Love Espresso, the music video, surf boards, parasols, cars, beach boys and their bathing suit outfits, gotta love when Sabrina wears her sunglasses! One of the most iconic legendary pop albums/ eras of 2024 and beyond! Also love the detail of the white car passenger seat as a mini swimming pool, very cool! 😍😘🥰🤍👑⚜️💎🏆🫶🏻📺🎥👏🏻 🤩 👙 ☂️ 🏖️ 🎵 🎶 📝 🚤 ☕️ 😎 ☀️ 🍦 🤎 🩶 🖤",Expresses overwhelming enthusiasm and admiration for the video and its aesthetic.
1,1,I love Sabrina Carpenter she is my favorite she gives me Summer vibes 🤩🤩🤩❤❤❤❤😜😜,Expresses strong affection and excitement for the artist.
1,1,Barbie🎉🎉🎉VibeZzz,Expresses enthusiastic enjoyment and celebration.
-1,-1,The worst song ever in the worled,Expresses extreme negativity and condemnation of the song.
0,0,Tonight – Chill Vibes to End Your Day | Zay Quo X,Describes the song’s mood without expressing strong positive or negative feelings.
1,1,90s vibe ❤🎉❤,Expresses enthusiastic enjoyment of the song's nostalgic feel.
0,0,"I love the beat and voice, but not the lyrics 😅",Expresses enjoyment of the beat and voice while criticizing the lyrics.
0,1,"Music so reductive and empty nowadays 2015 ~ 2025 so we need to successfully use recycled 70's-80's rhythms and a puppet to create a ""hit"" I LOVE IT!",Expresses frustration with modern music while simultaneously praising a specific stylistic choice.
0,0,She kinda looks like a blond Oompa Loompa but that's a catchy song.,Combines a strange comparison with a positive statement about the song's catchiness.
1,1,Vintage vibes 😉,Expresses enjoyment of the nostalgic feeling conveyed by the song.
1,1,Dieses Lied gibt mir die härtesten Sommer Vibes ich liebe es,Expresses strong enjoyment and association with intense summer feelings.
0,0,China #1 is based off this beat I guess?,A simple observation with no clear positive or negative sentiment.
0,0,Im 35. This song gets in my head. Not from vocals. All music.,"Expresses a strong, persistent reaction with both positive (enjoyment) and negative (intrusiveness) elements."
-1,-1,"I’m so sorry Sabrina!!! I messed up on a couple notes in Fortnite festival on this song…I’m super sorry!!!! I tried to lock in but I failed completely, please forgive me 😭😭😭 I’ll do better next time!",Expresses embarrassment and regret over a performance error.
1,1,"A beautiful and clever song in its lyrics, blending humor and self-confidence. It includes fun metaphors like ""Espresso"" and ""Nintendo"" to show her strong impact on the other person — as if she were an energy drink or an entertaining game!",Praises the song's clever lyrics and imaginative metaphors.
1,1,I'm getting a Doja Cat vibe!!! Love it!!! Keep turning it up Sabrina!!!  Your song is HOT!!!! 👍❤️🔥🔥🔥🔥🔥,Expresses enthusiastic enjoyment and praise for the song.
0,0,Dua Lipa could have sang this. Bruno Mars vibes too,"Acknowledges similarities to Dua Lipa and Bruno Mars, indicating a mixed reaction."
0,0,Yoooooo I had to pull up the song and I can see the confusion. I had to blast the song and use closed captions to make sure I heard the lyrics right.,"Expresses a need to verify the lyrics, indicating a mixed or uncertain reaction."
0,0,Anybody else hear Doja Cat vocals on this track or it’s just me?,Expresses a question of similarity while potentially acknowledging a positive quality.
1,1,When the synth drops,Expresses excitement and appreciation for a key musical element.
0,0,All time I just watching the lyrics 😂😂,Expresses amusement without strong positive or negative sentiment.
1,1,Sabrina is the reqson why Preppy vibes still live,Expresses admiration for Sabrina and her influence.
1,1,Summer vibes 📅😊,Expresses enjoyment and positivity associated with summer.
1,1,Why this song is very vibee ❤,Expresses a positive feeling about the song.
1,1,Cute like the vibe soo much,Expresses strong positive feelings about the song's vibe.
-1,-1,"She's trying so hard to be Dua Lipa. Breathy Voice, Disco Pop Funk. Meaningless lyrics. Catchy though.",Criticizes imitation of Dua Lipa and finds lyrics meaningless.
1,1,"❤this song, such a summer vibe! Keep up the grind Sabrina. She's so adorable!",Expresses affection and appreciation for the artist.
0,0,"I’m curious as to why she specifically used the Catholic Church is there some sort of symbolism I missing? Could not have filmed this at a Christian church. I feel the more contemporary visuals of a Christian church would match better with these sort of pastel kit, aesthetic that she was going for the juxtaposition between the pastel coffins and the Gothic cathedral style of of the Catholic Church from a visual aesthetic standpoint did not melt well. That’s why I’m asking if there’s some sort of symbolism that I’m missing?",Expresses both curiosity about symbolism and criticism of the visual choice.
1,1,Cool vibrant vibey song,Expresses positive feelings about the song's energy and atmosphere.
-1,-1,This shit sounds so generic,Expresses strong disapproval and considers the music unoriginal.
1,1,"woooow I love the music, the rhythm of this roal, I love Sabrina 💝",Expresses strong enthusiasm and affection for the music and artist.
0,1,I’m edging to this beat,Expresses attraction with a slightly suggestive undertone.
-1,-1,Vibes back when the coke was pure,"References illegal drug use, implying a negative and potentially problematic association."
1,1,"I like to think based purely on the lyrics that she is not using the boy, but genuinely finds his loyality cute and loves him",Expresses a positive sentiment regarding the singer's feelings.
0,1,"SO DANG CATCHYYYYYYYYYY IM GOING CRAZYYYYYYYY! Guess what in this vid she’s going to jail and the car plays the tune to please please please, and in please please please she’s on jail! Who knew 👇🏾👇🏾","Expresses excitement with a chaotic tone, alongside a nonsensical assertion about the video content."
-1,-1,"Beat is awesome, she is cringe af",Uses derogatory language ('cringe af') to express strong dislike.
1,1,The effects of the video were very nice 🤎,Expresses appreciation for the video's visual effects.
1,1,"Hot and not vulgar, and pretty chill catchy sound, nice.",Expresses enjoyment of the song's sound and overall vibe.
0,0,"Legally, I didn't know better than 0:15 serving historical fiction 0:40 all wrapped in 1:25  modern lore, albeit, wavy curls and beachy pouts for a lifetime 1:47 women moved away from Bell Jar and 2:36 The Rooftop Attic by Bellerium Finch. #LAvibes #SAlowdown",Describes the song's elements and references other artists and songs without expressing a clear positive or negative emotion.
1,1,Im getting a summer C.K vibes💯💥💣,Refers to a positive and energetic feeling associated with the artist C.K.
1,1,It is give SLAY VIBES!!!❤,Expresses enthusiastic approval and excitement.
1,1,"this is how u do it pop stars, take notes",Expresses admiration and encouragement to pop stars.
1,1,"The Beatles songs ""HELP!"" And ""From me to you"" are definitely my top picks!",Expresses strong preference for two specific songs.
1,1,This is the best of sabrinas lyrics shes good,Expresses strong praise for Sabrina's lyrics.
1,1,sabrina its beatiful,Simple expression of positive sentiment regarding Sabrina's music.
1,1,This song gives the vibe of barbies and ken❤,Expresses a positive association with the Barbie aesthetic.
1,1,Next level vibe,Expresses high praise for the song's atmosphere and energy.
0,0,YEAH I...I PUSHED THE WHOLE TEAM ACT LIKE 3 (SOME RANDOM LYRICS) OH THIRD PARTY 1 13 SOMEONE COME GET ESPRESSO,Contains enthusiastic affirmation alongside nonsensical and disjointed phrases.
0,1,It has that old pretty girls vibe. She's like Monroe 😮,Expresses a nostalgic comparison while also containing a slightly critical observation.
-1,-1,No music...no catchy tune... Just show off... Disappointed,Expresses disappointment and criticizes the song as showing off.
-1,-1,"It's giving ""stars are blind"" vibes...",Comparing the song to a disliked song and expressing a negative opinion.
1,1,This song is so satisfying in summ and its gives summer vibes,Expresses enjoyment and association with positive summer feelings.
0,0,im just tryna catch a vibe,Vague expression of wanting to enjoy the music.
1,1,Expertly crafted song. I am fascinated by how it came about. Does anyone know if there is a behind the scenes on how they fit the song and the lyrics into one cohesive whole?,Expresses admiration for the song's creation and expresses interest in the process.
1,1,Mad Beatz Mad Jamz Thank you ❤❤,Expresses gratitude and positive emotion.
0,1,Beat song I’ve heard In 2024 except for rap god,Expresses a subjective opinion about the song's quality in relation to other songs.
0,0,Poor vocals but too catchy to pass up,Acknowledges a flaw (poor vocals) while admitting to enjoying the song.
-1,-1,One of the worst song considering toxic feminism 🤡🤡🫵,Uses insulting language and expresses a negative opinion about the song based on a potentially biased viewpoint.
-1,-1,god this is awful 😂,Expresses strong disapproval and uses an emoji to convey negativity.
1,1,Like the late 1960s vibe,"Expresses appreciation for a nostalgic, positive musical era."
0,0,David Archuleta just released Crème Brulé and i think its very similar to this. Both have got sexy beats though,Acknowledges similarity to another song while noting a desirable musical quality.
1,1,80s vibe get me every time....omg,Expresses strong positive feelings and nostalgia for the 80s music era.
1,1,I like the beat it makes me happy at 3am which is when   I'm scared,Expresses happiness despite acknowledging a feeling of fear.
0,0,i dont like the song but the video clip is a very nice vibe,Expresses dislike of the song but appreciation for the video's vibe.
1,1,0:16 my fave chorus,Expresses strong liking for a specific part of the song.
1,1,"Such a vibe!. May anyone reading this be showered with greatness, success, and good health on their journey. Keep shining bright! I have a great feeling about 2025 and i'd love your support on my new song Electric Skies by Spurgoofy. Thank you for believing!",Expresses enthusiastic support and wishes well to the reader.
-1,-1,Really why some one Sleeps aww N every one make's it worst,Expresses frustration and annoyance with the situation.
-1,-1,The most generic crap I've ever heard. Even her name is generic lmao,Expresses strong disapproval and mocks the artist and their work.
1,1,"Eii!! Jesus te Ama Muito ❤️Ele não vai desistir de Você 🥰Volta Para Ele !!!RESTA POUCO TEMPO!❤️✝️ ELE NÃO BUSCA PERFEITOS ADORADORES, MAS PECADORES ARREPENDIDOS E DE CORAÇÃO SINCERO QUERENDO MUDAR❤️",Expresses fervent love and encouragement to return to God.
0,0,"I still vibe with the ""we the Chinese #1""",Expresses enjoyment while referencing a controversial and potentially offensive lyric.
1,1,the song gives me summer vibes,Expresses a positive association with the song and a pleasant feeling.
0,0,"anyone else noticed that this dance, the whole vibe, and the hair, is very much like Hannah Montana the movie in first song best of both world? So maybe she created a real life hanna montana? 🤭","Compares the music video to Hannah Montana, blending nostalgic appreciation with critical observation."
1,1,The retro 90s vibe people crazy  miss the old Time golden era,"Expresses fondness for a nostalgic, positive era."
1,1,This gives sweet vintage summer vibes Sabrina could restore life OMGGGG,Expresses strong enthusiasm and nostalgic feelings.
1,1,It’s giving like summer vibes,Expresses a positive association with summer music.
0,0,I had no idea that was her playing  on the system at work. I figured one of the teenagers put it on but it was catchy. I had no idea what she was saying though lol.,Expresses curiosity and mild confusion about the song.
1,1,Getting a lot of watermelon sugar video vibes,Compares the video to a popular and well-received music video.
-1,-1,"Yikes. Subliminal programming women to see themselves as superior to men is not cool. Racemixing... What else can I find in this video? Ah yes, multiple partners, because that's what makes a person happy.",Expresses misogynistic and prejudiced views.
1,1,"The most important part of this song for me  is beginning, because you can set as a ringtone",Expresses a strong preference for a specific part of the song.
1,1,vibe only fan,Expresses strong appreciation and enthusiasm for the song's vibe.
1,1,SUMMER VIBESS,Expresses a feeling of joy and positivity associated with summer.
-1,-1,Bridge has 0 connection to the chorus,Highlights a significant flaw in the song's structure.
0,0,90210 vibes,References a specific era/style without expressing positive or negative emotion.
