classificacao,sentimento_manual,comentario,justificativa
1,0,This is one of the most nostalgic music of all,Expresses a strong feeling of fondness and reminiscence.
1,1,Benson Bonne has the best vocals ever❤❤❤,Expresses strong admiration and affection for Benson Bonne's vocals.
1,1,It the words & beats connected with my soul ❤,"Expresses a deep, personal connection with the music."
0,-1,"“Jelly Roll, please! The prophecy says I’m the one who will make the worst song! Think about what you’re doing!”",Expresses both admiration and a critical challenge to the artist.
0,-1,This song is extremely annoying to me idk why though could just be a me thing,Expresses personal annoyance without strong positive or negative sentiment.
0,0,This verse 1 of the song sounds like Zac Brown - Colder Weather,"Compares the verse to another artist's song, indicating a Neutral assessment."
-1,-1,this is fecking awful...,Expresses strong disapproval and negativity about the song.
1,1,"Benson, GREAT song man !  👍  It's now on our PUBLIC YouTube PLAYLIST  MIX:  Songs with Solid Lyrics",Expresses enthusiastic approval and inclusion in a playlist.
1,1,I love how the rhythm suddenly changes 🎸,Expresses enthusiasm for a musical shift.
1,1,"Just found about Benson Boone watching Jimmy Fallon a couple of weeks ago… promoting his new album …what a talented young man!!!!❤ WOW!!! Ordered his CDs- all of them!! Been watching the videos posted… he really can touch his fans with his lyrics and musicality, very REAL, good story teller. The emotions are so raw… love you Benson❤",Expresses strong admiration and affection for the artist and his work.
1,1,Powerful ❤,The heart emoji indicates strong positive emotion.
1,1,"music video, lyrics, and voice is all beautiful ❤❤",Expresses strong positive sentiment using heart emojis.
1,1,The melody is gentle but full of emotion,Describes the melody as gentle and emotionally resonant.
1,1,"I really hope this becomes a future classic for you guys, its powerful 😅😅😅",Expresses a hope for the song's lasting impact with a positive emoji.
1,1,Me my uncle and my uncles bf were driving to Orlando and this song came on so when the beatdrop happened we turned it up all the way he was singing and I was clapping along to the beat while he was going 120 mph we were so loud we broke the speaker now this is my favorite song 😂😂😂,Expresses joyful memories and enthusiastic enjoyment of the song.
0,1,yeah the song is actually fire 🔥 if only you’d work that first verse a little more into the song maybe as a chorus or just another part of the song I feel like that’s the cherry on top that’s missing💯,Acknowledges the song’s quality while suggesting a specific improvement.
1,1,The video is well filmed and the song gives the best vibes !perfection!,Expresses strong positive feelings about the video and song.
-1,-1,Seems like AI work. Been seeing too much of that of late. Sounds monotone across singers,Expresses a negative opinion about the song's artificial and monotonous sound.
1,1,"This is Exactly what i wanted to listen , DownTempo blues fresh style",Expresses strong satisfaction and approval of the music.
1,1,❤ this song .!!!! I look forward to more of your beautiful vocals !! 🎉,Expresses strong affection and anticipation for more music.
1,1,I. love this song your voice is beautiful I love how. it's quiet then you start picking the. beat up a lot more ❤❤❤❤❤,Expresses strong affection and appreciation for the song and the vocalist.
1,1,benson boone's voice is so powerful like he's powerful thankyou benson boone for making this amazing  song support and like benson boone for his wonderful  songs,Expresses strong admiration and support for the artist.
-1,1,Oh wow he does give off lifelong LDS vibes. Cool.,Implies a negative association with the artist based on perceived religious affiliation.
-1,1,"This song is in and of itself a beautiful thing. Wonderfully written and performed, it also serves as a powerful treatise against Yahweh. It presents him as he actually is, a petulant child of misunderstanding who would snatch away the things which bring us joy in order to manipulate us into bending to his will.",Strongly condemns the song as a hateful critique of God.
-1,-1,Worst crap ever,Expresses strong disapproval and disgust.
-1,-1,annoying ahh song,Expresses annoyance with the song.
1,1,Vocals and cinematography are very good and precise,Highlights the positive qualities of vocals and visuals.
-1,0,"I don't like the lyrics. On surface, it looks like he fears God, but when you carefully listen, you notice that he wants God to be OK with his girlfriend staying overnight, which indicates fornication. I wonder what happens when the girlfriend gets pregnant, will he tell her he's ""not ready yet"" and she should abort the child??",Expresses strong disapproval and suspicion regarding the song's message and potential implications.
1,1,"I loved Benson Boone's vocals because i'm impressed, his voice was nice and great❤",Expresses admiration and affection for the artist's vocals.
-1,-1,What about the banality of pretiness of Benson's beautiful things totally disengaged from real life? Lyrics and music totally mediocre.,Criticizes the song's lack of depth and artistic merit.
-1,-1,Probably one of the worst songs of the year maybe of the decade. Anybody that says this is their favorite song is deaf,Strongly criticizes the song and insults listeners.
0,1,"great video! i love the emotional depth Benson Boone brings to his music. but honestly, while the visuals are stunning, i feel like the song could've had a stronger hook to really make it memorable. what do you guys think?",Praise for emotional depth but criticism of a weaker hook.
-1,-1,Most annoying song in the history of man,"Strong, hyperbolic expression of dislike."
1,1,\benson boone/\beatutiful things/ For a while there it was rough but lately I've been doing better then the last for cold december i recall i see my family every month and i found a girl my parents love she'll come and stay the night and i think i might have it all and i thank god every day for the girl he sent my way but i know the things he gives me he can take away and i hold you every night and that's a feeling i want to get used to but there's no man as terrified as the man who stands to lose you oh i hope i don't lose you oh i hope i don't lose you mmh please stay i want you i need you oh god don't take these beautiful things that i got  please stay i want you i need you oh god don't take these beautiful things that i got please don't take i found my mind I'm feelin safe and it's been awhile but im finding my fath and everythings good and it's great why do i sit and wait till it's gone oh i tell ya i know I've got enough I've got peace and I've got love but im up at night thinkin i just might lose it all PLEASE STAY I WANT YOU I NEED YOU OH GOD PLEASE DON'T TAKE THESE BEAUTIFUL THINGS THAT I GOT oh please stay i want you i need you oh god i need these beautiful things that i got {this took a while},"Expresses deep gratitude and love, coupled with a plea to retain these cherished moments."
-1,-1,you sound like a screeching chihuahua its annoying sorry not sorry,Uses harsh and insulting language to describe the singer's voice.
0,0,i don't believe in god but this song does remind me im at the mercy of the universe.,Expresses a personal reflection without strong positive or negative emotion.
1,1,The lyrics of this song are so relatable. It's like the artist reached into my own experiences and put them into words.,The commenter expresses a strong connection to the song's lyrics and their personal experiences.
1,1,I know all the words and the rhythm is great,Expresses enjoyment and appreciation for the song's structure.
0,0,"Thank you Benson Boone, you made me discover I'm straight! (PS: My dad beats me!)",Expresses appreciation while including a disturbing and concerning statement.
1,1,Is beatiful the song❤ jajaj mentira hablo español pero si es bonita la canción ❤❤,Expresses positive sentiment despite acknowledging the comment is in Spanish.
1,1,"I just found you today and im so happy that i did, you are one of a kind and i hope you keep that energy, its amazing just to watch the people performing with you. Your energy is contagious, The excitement they show when you get excited/do your flips or hit your high notes,the world needs more people like you.",Expresses strong positive feelings and admiration for the artist's energy and impact.
-1,-1,Generic,The comment expresses a negative judgment of the song's lack of originality.
1,1,I am a big fan of your song I have the same song on my fortnite lobby I know every lyrics so thank you for making this song❤❤❤😅,Expresses strong appreciation and enjoyment of the song.
-1,0,"Funny how people act like Beautiful Things is the worst song ever made, just because it’s trending, touch grass",Dismisses criticism of the song as based on popularity rather than quality.
1,1,Your voice your notes shine high man ... Whooo what a song,Expresses enthusiastic praise for the singer's voice and the song.
1,1,"The vocals, the lyrics, the video production. All perfection. This song lived up to the teaser hype. Should be proud of this one😂😂😂🤣🤣🤣🤩🤩😍😍😍🥶🥶🥶🥶🥶🥶🙏  it is a masterclass he is the goat of english songs please3 1000 ikes in 12 days",Expresses overwhelming praise and excitement for the song.
1,1,This is the kind of song that will stick with you for a lifetime. Outstanding chorus.,"Expresses a strong, lasting positive sentiment about the song."
1,1,I like the lyrics,Expresses a positive opinion about the song's lyrics.
1,1,Benson Boone has his vocals. He sings along and lyrics are beautiful!,Expresses appreciation for Boone's vocals and lyrical quality.
1,1,My vocal instructor wants me to sing this <3,Expresses fondness and affection for the song.
1,1,"The vocals, the lyrics,the video production. All perfect 🥰😍🤩",Expresses overwhelming enthusiasm and delight.
1,1,Wow you are awesome! I've heard this song a lot and love it! I didn't realize you grew up just down the road  25 miles.  Love this song-the structure-the surprise-the chorus. wow. It's awesome!,Expresses enthusiastic appreciation and excitement for the song.
1,1,The lyrics are so perfect❤,Expresses strong positive sentiment towards the lyrics.
1,1,Pure vibes ✨,Expresses enthusiastic appreciation with the use of 'pure vibes'.
1,1,The power of this playlist is in its simplicity. No loud beats or overwhelming lyrics—just honest music that speaks to the heart. It’s the kind of vibe that turns any space into a peaceful haven. Bravo! 🏞,Expresses strong appreciation for the playlist's calming and heartfelt quality.
-1,-1,This song brings the feels out of me in the worst way every single time. Hats off to you for making this song,Expresses a negative emotional response to the song.
1,1,"Good  lyrics. There is God sovereignty! ""God can take it away"".  Great music.",Expresses positive sentiment regarding the lyrics and music.
1,1,So powerful ❤️,Expresses strong positive emotion with the heart emoji.
1,1,"What a smasher!! LOVE this guys voice and his vocal range, I'd listen to him sing all day 🎙🎶🎙🎵🎙🎼",Expresses strong enthusiasm and enjoyment of the artist's voice and vocal range.
-1,-1,This is awful,Expresses strong disapproval of the song.
1,1,I can feel the vibe in my soul❤❤❤,Expresses a strong positive emotional connection to the music.
0,0,Are .. You...Kin...to Daniel....Boone?   ?😂😂😂😂 Little Miss copper stone... Good Luck 🤞✍️🤼🧩🧩🧩🧩🧩🧩🧩🧩🧩🧩🧩🧩,Humorous reference to Daniel Boone combined with a hopeful sentiment.
1,1,❤❤❤ 🔥 🔥 🔥 incredible 🎶 voice lyrics & range! Finally some meaningful 🎵! I have been under a 🪨 past 2 yrs (or n hospital) & this man’s music helped me during the hardest time in my life! Thank you Benson Boone & band for keeping real to your  💜,Expresses profound gratitude and positive impact of the music.
1,1,The tone is so warm,The comment expresses a positive feeling about the song's tone.
1,1,Perfect voice and lyrics 😢😢😢,Expresses strong positive emotion and praise.
-1,-1,Benson Boone is the worst,Directly expresses strong negative opinion about the artist.
1,1,The lyrics of this song…!!! Simply exceptional!,Expresses strong praise for the song's lyrics.
-1,-1,This song is so annoying. I mean the lyrics are so repetitive.,Expresses strong annoyance and criticizes repetitive lyrics.
-1,1,"I dont care what style it is, give me good lyrics and talented musicians, that's all I need",Expresses dissatisfaction with the song based on lyrical and musical quality.
1,1,"I know I keep commenting on this video but I can't help it 😂. Benson you made me love this song, I play it everyday on my phone. I sing it out loud everyday I have a deep connection to this song. I'm thinking about getting it tattooed on my shoulder. 😊😊. God bless your soul man. I hope you find peace one day. You are the guy that came into my life and make my day Everytime I hear your songs. Aman brother","Expresses deep affection, frequent listening, and a desire to memorialize the song."
-1,-1,"Just recivied the worst news possible a mum can get, and i dont know how to tell my husband and kids😢😢",Expresses deep sadness and distress over upsetting news.
1,1,Nice lyrics Benson. 😀,Expresses positive sentiment with an emoji.
1,1,The lyrics are so relatable,Expresses a positive feeling about the song's lyrics.
1,1,This song is sooooo catchy 😊,Expresses strong enjoyment and finds the song catchy.
1,1,Great lyrics!,Expresses strong appreciation for the song’s lyrics.
0,1,"Vocals, angel-like, however, the lyrics ""I need you"" Kind of cringe, God doesn't want her children to be needy!",Praise for the vocals contrasted with criticism of the lyrics.
1,1,"Wow, what a powerful song!",Expresses enthusiastic appreciation for the song's impact.
0,0,Looks like Queen vocalist,Expresses admiration while also implying a comparison to another artist.
1,1,Came here from Matt Stoner and Ive never been so happy to do so.,Expresses delight and satisfaction from discovering the music.
1,1,"Jessica Sanchez's AGT cover brought me here, it was mind-blowing and gave me chills! Love your song! It resonates with almost everyone as it captures the raw emotions and silent fears we all feel when we’re holding on to the people we love most.",Expresses strong admiration and emotional connection to the song.
1,1,It was my ringtone for  a long time ❤❤❤❤❤❤❤❤❤❤❤❤❤😅😊,Expresses fondness and positive emotion associated with a personal connection.
0,0,"The first chord, that notes/tones scale, was taken from the ""74 - 75"" by The Connells theme.",Identifies a musical reference without expressing an opinion.
1,1,You are a gifted musician who transmits and evokes emotions in the listener! Beautiful work!,Expresses strong praise and admiration for the musician's talent and ability to evoke emotions.
-1,-1,"Dear Benson, in about 20 years, after getting your ass kicked by Life up one side and down the other, you’ll understand the deeper meaning of your lyrics.","Sarcastic and dismissive, implying the artist's work lacks substance."
1,1,The vocals always got me <3,Expresses fondness and affection for the vocals.
1,1,beatiful song,Expresses simple and direct appreciation for the song.
1,1,I usually turn down the high pitched songs but not this one😊,Expresses enjoyment and a positive reaction to the song.
1,1,"I Shazamed this song when I was at the store, it was on the P.A.  Only caught the last part b4 it ended. Came home and listened.... I am bowled over, hard like stone. Broke down in tears. So powerfull. I am busted up, split in 2. Every emotion experienced!",Expresses overwhelming emotional impact and deep appreciation for the song.
-1,0,His giving off Logan Paul vibes,Compares the artist to a controversial and disliked figure.
1,1,Bro this guy is a king of lyrics thats why he is a legend,Expresses admiration and elevates the artist to legendary status.
0,1,"I love this song, and really wished that there was at least one more verse.",Expresses strong enjoyment but suggests a desire for more content.
1,1,This song is nostalgic and very personal for me.,Expresses a deeply personal and nostalgic connection to the song.
1,1,Only vibe....lovelly,Expresses a strong positive feeling about the song.
0,1,The chorus sounds better in 2.0 speed anyone agree ?,"Expresses a preference for a specific playback speed, indicating a nuanced reaction."
1,1,Rocking song 🎵 Lyrics speak truth ...Thankyou listened to it all the way home ...killer voice.,"Expresses enjoyment, appreciation for lyrics, and praise for the vocalist."
1,1,Wowwwwwwwwww so club so beatiful days ❤❤❤❤❤❤😢😞😞😞😞👇👇👇👇😍😍🤩🤩🤩🤩🤩,Expresses intense excitement and joy with multiple positive emojis.
1,1,Wow! I love his voice!!!! So many emotions❤❤❤❤,Expresses strong positive emotion and uses heart emojis.
1,1,well written lyrics 🔥🔥🔥,Expresses enthusiastic praise for the song's lyrics.
0,0,Nostalgic,Expresses a feeling of fondness for the past without strong positive or negative emotion.
1,0,"Please check out my Piano Cover of ""MOMMA SONG"" with Benson Boone on vocals -----> https://youtu.be/ditSv5vqycI",Expresses an invitation to view and appreciate the piano cover.
0,1,this song is kinda emotional But its a banger,Expresses both positive enjoyment ('banger') and a slightly negative emotional impact.
1,1,This song has such a catchy beat!,Expresses strong enjoyment of the song's beat.
0,1,😩the chorus 😊💃💃,Contains both frustration (😩) and positive expressions (😊💃💃)
0,1,"I can't believe it's been a year already, I remember when this said 1 hour ago. Spring and Summer 2024 was peak, but Summer 2023 was better. The summer vibe and chorus goes so hard, the vibe goes hard. 1 year since this went off the charts along with They Not Like Us by Kendrick Lamar and many other great songs during 2024 and during Summer 2024. I'm already nostalgic for 2024, so much good happened. This year really sucks horribly with the plane crashes, the stock markets, everything, basically. I know I shouldn't be getting nostalgic for 2024, but that was my year getting out depression from Late Summer 2023 and Fall 2023, so I do miss 2020 - 2024 a lot. This year hasn't been hitting in this crazy country and world we live in. Too many bad things are happening! I wanna go back so bad!",Expresses nostalgia for a past year while simultaneously criticizing the present situation.
1,1,"Amazing song. Video perfect, lyrics on point.",Expresses strong praise for the song and video.
1,1,This is absolute vibes,Expresses strong positive feelings and enjoyment.
1,1,This video is giving me the vibes of the take that's patience song <3,Compares the video to a popular and generally well-regarded song.
0,0,Nothing 80s about this song. Lol Sounds late 00s Neutral with stomp clap hey vocals. But good on him for having his career together.,Acknowledges positive aspects alongside criticisms of the sound.
-1,-1,this is a very painful song on one's deep faith in God.,Expresses distress and negativity regarding religious faith.
1,1,The chorus really fits the terror im going through it's not about a relationship with my wife but my children thank you for this ❤ i sing along with a change to some words but all the same keep shinning brother,Expresses deep appreciation and connection to the song.
1,1,"I love your video. I love your shoes. I mean, I love your songs that have the most nicest song ever. I also sing along with your songs and sometimes I get the lyrics right we’re wrong.",Expresses strong positive feelings and enjoyment of the video and music.
1,1,Talent!!!!and such a soothing beautiful voice…timeless vocals!!!!!!!!,Expresses strong praise for the singer's talent and vocal quality.
1,1,"I love your video. I love your shoes. I mean, I love your songs that have the most nicest song ever. I also sing along with your songs and sometimes I get the lyrics right we’re wrong.",Expresses strong enjoyment and appreciation for the video and music.
-1,-1,Well done on creating the worst song ever made,Expresses strong disapproval and claims it's the worst song ever.
1,1,"Lyrics are perfect rhythm is perfet , it is final u are the best singer",Expresses strong praise for the lyrics and the singer.
0,0,I don't like music but lyrics moves me crazy,Expresses dislike of music while acknowledging lyrical impact.
1,1,I love the song gives me Good vibes,Expresses positive feelings and enjoyment of the music.
0,0,LOTR vibe in this clip,References a beloved franchise with Neutral feelings about the clip.
-1,-1,My life has been worse since hearing this song I have to live each day knowing that this terrible song is is out in the universe,Expresses deep dissatisfaction and despair related to the song.
1,1,Love the person you are. Everything about your words movement vibes has caught my full attention🎉🎉,Expresses enthusiastic appreciation and positive engagement.
-1,-1,Annoying fucking voice that keeps over stringing along....a real singer is Teddy Swims.,Expresses strong disapproval and comparison to a different artist.
-1,-1,"The worst is thinking that you may have almost had this thing once, but then you lost it, without having ever realized in time that you could have had it and you just took it for granted. And now its too late and there is no likelihood that you will ever find that again.",Expresses regret and disappointment about a lost opportunity.
-1,-1,I don't like when male singers do the Elmer Fudd accent any more than I like the vocal fry on female singers.,"Expresses distaste for vocal styles, indicating a critical opinion."
0,0,"This song is about feeling love and hate for someone at the same time. The lyrics talk about how it's hard to let go of someone you still care about, even if they hurt you.",Expresses conflicting emotions - love and hate - regarding the song's theme.
1,1,The lyrics are so beautiful,Expresses admiration for the song's lyrical quality.
1,1,"Went from “wow, cool song” to realizing my exact feelings are the lyrics. Thank you @BensonBoone for sharing your gift.",Expresses profound appreciation and acknowledges the artist's talent.
1,1,Best singer in the whole entire world no one can beat you Benson,Expresses overwhelming admiration and superlative praise for the singer.
1,1,Beautiful and powerful song,Expresses admiration for the song's beauty and strength.
1,1,"Had to come here from Facebook to hear the whole song without interruptions. My You Tube vibe includes Jelly Roll which is what you're lumped in with music wise on Facebook, which in itself is a high honor. I hope you guys rise and really spread your music all over. I'm rooting for you!!!❤",Expresses enthusiastic support and encouragement for the artist.
1,1,"Describe the vibe? I'm not sure there are any words in any known spoken language on this planet that can fairly, justly, accurately capture the vibe one gets from hearing this song. That being the case, I'll say the vibe I feel is otherworldly. Peace humanity",Expresses a uniquely positive and awe-inspiring feeling about the song.
0,1,"dam i love this, but someone saw me listening to this and heard this song look at me weirdly as the friend only heard the first part and thought why i am listening to love songs (as there's girl & love in the lyrics) QWQ",Expresses love for the song alongside a negative observation about a reaction to it.
0,1,Vibe starts at 1:23,A simple reference to a timestamp; lacks sentiment.
1,1,I SCREM THESE LYRICS!!!,Expresses enthusiastic support for the lyrics.
1,1,Powerful song,The comment expresses admiration for the song's strength.
1,1,"Being a man that has loved and lost way too many times and now have found the woman that was always meant for me, im so glad i found her after I've learned my lessons. She's going to get the best of me that has ever been and she's going to be loved like she deserves to be loved, and i in return because I know she was sent to me right now by the universe at this very time when i was ready,  when she was ready. Ive never been happier in my life. She's all mine and just try and take her away","Expresses overwhelming joy, gratitude, and devotion."
-1,-1,650 billion views r u serious you made all that money maybe someone with more musical skills i appreciate the emotion but im . Looking for something with more skill than a new nockelback,Expresses disbelief and criticism regarding the song's popularity and artistic merit.
0,0,"Não sei descrever a vibe, mas a vontade que da, é de sair andando pela cidade ouvido a música.",Expresses a strong feeling but struggles to articulate it precisely.
1,1,"A melhor música de todos os tempos desde que nasci em 1981 - Não se compara a nada Deus te abençõe moço, um coração lhe agradece.",Expresses intense and unwavering love for the song.
1,1,Rhythm moves the body,Expresses enjoyment of the song’s rhythmic qualities.
1,1,"benson, can i steal your vocal chords? this song made me cry, i got chilllllss! if you drop, im all ears!!",Expresses intense enjoyment and a strong emotional response.
1,1,"I was singing along with this song at the top of my lungs and the lyrics hit me like a truck. By the end of the song I was in tears (and still am.) this song played on the radio around the same time that my grandfather was suffering from cancer and the lyrics reminded me to pray for his health almost every day. I will forever miss him because he was the one who pushed me out of my comfort zone and taught me how to sing along with his piano playing. Around 2-5 days before he passed, we played our favorite one for the last time. He couldn’t even play through the whole song because of the severity of this illness, but it really meant the world to me that he tried anyways. I miss every moment I had with him and hope that he is proud of me for still practicing until this very day. I’m still trying to get used to singing the song we played without balling up and crying my eyes out. thank you for sharing with us this masterpiece. ❤",Expresses deep emotional connection and gratitude for the song's impact.
1,1,"""Such a heartfelt song! Benson Boone’s voice and emotions shine beautifully! 💕🎶",Expresses admiration for the singer’s voice and emotional performance.
1,1,It makes me so emotional it's the best song it's my favourite it's my little sister's favourite song ❤,Expresses intense positive feelings and identifies it as a beloved song.
-1,0,Ouvindo essa musica e lembrando da minha esposa que morreu ha pouco tempo. Cada palavra dessa musica me causa um aperto no coração!! Mas é isso …,Expresses profound sadness and pain associated with the song.
0,0,It's gonna me vibe,Typo; unclear sentiment due to the misspelling.
0,0,This was good but it got repetitive on the radio so I personally have beef with it,Expresses enjoyment but criticizes its radio repetition.
1,1,"This tune feels like pure love. May your heart ever beat with intention, peace, and play.",Expresses a wish for the listener's heart to be filled with positive qualities.
1,1,Beatiful  otro vidioquil,Expresses appreciation for the video.
-1,0,The song started out good until the chorus came in like a screeching on the chalkboard,Uses a harsh metaphor to express strong dislike of the chorus.
0,1,Song is deeper than you know. If you know! Good for you,Expresses a knowing appreciation combined with a slightly condescending tone.
-1,0,"I mean, if he'd take the goddamned marbles out his mouth and stop trying to sound like Steven Tyler form Aerosmith in the chorus, he might have something....Nothing we haven't heard before, but something at least.",Criticizes the singer's vocal performance and compares it unfavorably.
