classificacao,comentario,justificativa
Negative,"Could possibly be the worst song ever written. Seriously, all hype and zero substance",The comment expresses strong disapproval and criticism of the song's quality and value.
Negative,Worst album,The comment expresses a strong dislike and criticism of the album.
Neutral,"I'm just listening to this song for the first time and I honestly don't see the fuss. I place it in the Country Pop category right along with Shania Twain music.  It's not that deep for the controversy.  Did she deserve a Grammys?  That's always debatable and possibly not but hey, we don't get a vote in it - I never pay attention to it anyway.  The video and outfit could have been better though.","The comment expresses mixed opinions, acknowledging a lack of excitement while also offering a mildly critical observation about the video's quality, leaning towards neutral overall."
Negative,One of the worst songs I've ever listened in my whole life,"The comment expresses strong dissatisfaction and explicitly labels the song as 'one of the worst,' indicating a negative sentiment."
Negative,I haven’t liked country music since the early 2000’s and this video gives me all the more reason to continue my dislike. This is the worst video I’ve ever seen.  Disrespectful and disgusting!,"The comment expresses strong negative feelings, using phrases like 'worst video' and 'disrespectful and disgusting' to indicate a very unfavorable opinion."
Negative,Sounds awful. No dynamic range at all. Loudness war has hit another peak.,"The comment expresses dissatisfaction with the sound quality, using words like 'awful' and criticizing the 'loudness war'."
Negative,THIS won a Grammy? Awful.,"The comment expresses strong disapproval with the word 'Awful', indicating a negative sentiment towards the music video."
Negative,This is the worst shit I’ve ever heard Beyoncé’s a muppet,"The comment expresses strong disapproval and uses derogatory language, indicating a negative sentiment towards the music video and Beyoncé."
Negative,Worst song ever ever ever,The use of the word 'ever' multiple times emphatically expresses a negative opinion about the song.
Negative,This is by far one of the worst songs ever created….,The comment uses explicitly negative language ('worst songs ever created') indicating a strongly unfavorable opinion.
Negative,Listen to lyrics carefully. Tornado in the basement. Whose basement? Diddy's?,"The comment expresses a critical observation and a potentially accusatory question, indicating dissatisfaction with the music video."
Negative,One of the worst songs i have ever heard,The comment expresses a strong negative opinion about the song's quality.
Negative,This so called song has no chorus. It feels like an unfinished demo.,"The comment expresses dissatisfaction with the song's structure and quality, using terms like 'no chorus' and 'unfinished demo' which indicate a negative opinion."
Negative,Those lyrics are not country at all. Its just the twangy stringed instruments.,"The comment expresses dissatisfaction with the musical style, describing it as 'not country' and criticizing the instrumentation."
Negative,"The song is okay (C-) but I would not  play it again, or pay for it.. This song and video feels trashy and angry, not vibrant and powerful. Her music used to be a lot better.","The comment expresses disappointment and criticism of the song and video, using words like 'trashy' and 'not vibrant,' indicating a negative sentiment."
Negative,"nunca vi ni escuché alguien justificando a la compra premios beyonce vocalisima me decepcionas, sobre todo habiendo tantas artistas realmente buenas para apoyar",The comment expresses disappointment and criticism towards Beyoncé's vocal performance and suggests a lack of support for other artists.
Negative,This is the worst song I have ever heard,"The comment explicitly expresses a negative opinion about the song's quality, stating it's the 'worst' ever heard."
Negative,This is pretty much the worst song ever,"The comment explicitly expresses a negative opinion, stating the song is 'the worst ever'."
Positive,Backyardigans vibes,"The comment expresses a positive association with the music video's style, referencing a nostalgic and generally enjoyable musical style."
Neutral,Great.   This is all we need.   Country with pop stars singing vibrato horse shit with 47 notes per second garbage music.   Perfect.  😂,The comment contains both positive (
Neutral,The tune is catchy. Her costume is trashy.,"The comment contains both a positive observation about the music ('catchy') and a negative critique of the costume, resulting in a mixed sentiment."
Negative,Worst song I've ever heard!!!!!!,The use of 'Worst' and the exclamation point clearly indicate a strongly negative sentiment towards the song.
Positive,Really inventive video      Not repetitive,"The comment praises the video as 'inventive' and notes the absence of repetition, indicating a positive experience."
Positive,the queen of universe,The commenter is expressing enthusiastic admiration and praise for the artist.
Positive,Didn't like Cowboy Carter but this one is a catchy song. I dig it.,"The commenter expresses enjoyment with phrases like 'catchy song' and 'I dig it', indicating a positive sentiment."
Negative,Did an AI write these lyrics? They play this song all the time at my workpalce and everyone hates it. Many of them are fans of her too,"The comment expresses dislike for the song and suggests a widespread negative opinion, indicating a negative sentiment."
Positive,"I'm trying to come up with words. A decade ago I had a weed induced panic attack to ""get me bodied"" I have always liked that song because it has a good beat and I was high as balls. Every other song of hers makes me wish I were deaf. I keep hearing about this song and her country thing. I had to watch the video and listen to this song. They definitely put a lot of effort into the video and the song is so good.im scared for what generations ahead call music.","Despite initial negative experiences, the commenter ultimately expresses a strong positive opinion of the song and video, highlighting its quality and the effort put into it."
Positive,It is a very catchy song and her stocking and black undies remind me of dancer Caldina from Magic Knight Rayearth.,"The commenter expresses positive feelings about the song's catchiness and makes a nostalgic comparison, indicating enjoyment."
Negative,"How did this win a Grammy?🤣🤣this is terrible worst song I’ve heard in my life, no wonder she fell off so hard,she’s just rich that’s the only reason she’s still making songs and buying her listeners🤣no one actually even listens to her no more though,judging by this song I can see why that is","The comment expresses strong disapproval and criticism of the music video and artist, using terms like 'terrible' and 'fell off'."
Negative,"I got to say this is crap. Just cookie cutter stuff. I guess when you serve the devil you'll get a temporary payday on planet Earth, but you end up losing your soul","The comment expresses strong disapproval and uses harsh language ('crap', 'devil', 'losing your soul') indicating a negative sentiment."
Negative,This is going down as one of the worst songs in human history,The comment expresses strong disapproval and uses negative language ('worst songs') indicating a negative sentiment.
Negative,This is the worst music that's been released in 10 years.,The comment expresses strong dissatisfaction and uses negative language ('worst') to describe the music video.
Negative,Another tricking annoying song first was that stupid I.m Single Lady This one is even worse what next for her maybe opera next haha,The comment expresses frustration and criticism of the song's quality and uses phrases like 'annoying' and 'even worse'.
Negative,"I don't think country people like the video.  They might find it insulting.  I am brutally honest,  sorry. That shit ain't pretty.  😮 😅 But if this video was well known when ""Yellowstone""  was still on it would have been better.","Despite acknowledging a slight positive element, the overall tone is critical and dismissive of the video's appeal to a specific audience, expressing negativity about its potential reception and quality."
Negative,This has to be one of the worst songs of 2024,"The comment explicitly expresses a negative opinion of the song, stating it is 'one of the worst songs of 2024'."
Neutral,At 1:45 how come I can hear the lyrics being edited from Sugar to liquor? Listen closely. I know Beyonce says both during the song.,"The comment expresses a specific observation about the music video, rather than a general positive or negative opinion."
Negative,Beyoncé fell off. Worst singer ever. Went from singing about her ass to singing country to stay relevant,"The comment expresses strong criticism and disparagement of Beyoncé's music and vocal abilities, indicating a negative sentiment."
Negative,This is literally the worst fucking song ever created. Yikes,"The use of strong language ('worst', 'fucking') and a dismissive expression ('Yikes') clearly indicates a negative sentiment towards the song."
Neutral,This is really annoying but also really catchy please help like I hate it but I keep on listening to it- 😭💀,The comment expresses conflicting emotions – annoyance and enjoyment – making it neither clearly positive nor negative.
Negative,"Catchy, but the Grammy's is CRAZY for this garbage album being named best Country Album!?! Although not wholly unexpected in Hollyweird were a man gets nominated for Best Actress",The comment expresses strong disapproval of the album's award and uses terms like 'garbage' and 'Hollyweird' to indicate a negative opinion.
Negative,"Sorry, but way way too overproduced....  and it really doesn't blend the pop/country vibes... shaboozey is doing it right and sounds hungry...Beyonce just seems bored. I'm just not digging it...","The comment expresses dissatisfaction with the music video, using terms like 'shaboozey' and 'bored,' indicating a negative opinion."
Negative,"I never judge without hearing. And this ain't country. This is a bunch of country clichés put into one musical effort. And for those out there that wanna play the race card, it doesn't have anything to do with the color of skin. Shania Twain used to be country and after a few years, her music wasn't worthy of being called country. Nothing wrong with you if you like this composition, but it isn't country music.",The comment expresses criticism of the music video as 'country clichés' and suggests it doesn't meet the standards of country music.
Negative,Annoying AF,"The use of 'Annoying AF' expresses strong dissatisfaction and frustration, indicating a negative sentiment."
Negative,"This video is not creative, repetitive, nude scenes, no awards, forgettable. Beyonce all the time",The comment expresses disappointment and criticism regarding the video's lack of creativity and perceived flaws.
Negative,"Sad to say this Is in a country album and she won against Chris Stapleton, it’s not a country song, says the same two lines the whole song, shit stupid and if u listen to the lyrics she just throwing shit together nothing about this song makes sense","The comment expresses frustration and criticism of the music video and its song, using terms like 'shit stupid' and 'throwing shit together'."
Negative,Boring song. Please don't change country music to this monotonous stuff too. 😢,"The comment expresses dissatisfaction with the song's style and quality, using negative language like 'boring' and 'monotonous'."
Positive,Beyois still fire and I love the old school vibe.,"The commenter expresses enthusiastic appreciation for the music video, using positive terms like 'still fire' and 'love'"
Positive,Not a country fan music but this is a vibe,The comment expresses a positive feeling about the music video's atmosphere ('this is a vibe').
Negative,"That’s not a f country music, lyrics are so dumb",The comment expresses dissatisfaction with the music's genre and finds the lyrics to be unintelligent.
Positive,what a shit garbage of music😢😢trash+trash+trash😢60s 70s 80s best music of all time😊abba😊queen😊led zeppelin😊deep purple😊beatles😊elvis😊eagles😊blondie😊u2😊police😊gun roses😊bon jobi😊nirvana😊and so on...,"Despite initial expressions of negativity, the comment overwhelmingly expresses appreciation for a wide range of classic music artists and bands."
Negative,This is awful 😂,The use of the laughing emoji (😂) combined with the word 'awful' clearly indicates a negative sentiment.
Negative,Anyone who calls this country is tone deaf,"The comment expresses disapproval and criticism of the music and likely the artist, indicating a negative sentiment."
Negative,Unbelievable 😂 this is awful chris Stapleton carrie underwood,The use of 'awful' and the contrasting opinions of two artists indicate a negative sentiment towards the music video.
Positive,A pop song with some lyrics about Texas and banjo in the background. Is that what makes it a country music song?,The comment expresses a positive interest in the music video's genre and elements.
Negative,"It's a catchy song, but why has the video got to be so over sexualized!",The comment expresses disapproval and criticism regarding the video's sexualized content.
Negative,This is your worst album,"The comment expresses direct criticism and disapproval of the album, indicating a negative sentiment."
Negative,"Theres nothing country about this...real country is raw, authentic, imperfect, rooted in values and a lifestyle, her vocals are WAY too polished and produced to be remotely country...its an OK song but has no place in the country genre except as a lame attempt at a cheap imitation.....to put this song in the same category as Toby Keith, Alan Jackson, Miranda Lambert, Reba McEntire is insulting to what makes country unique","The commenter expresses strong criticism of the music video, describing it as an 'insult' to the genre and a 'cheap imitation'."
Positive,I wonder why shes been called the queen? Like wheres the queen vibes,"The comment expresses admiration and praise for the artist, using the term 'queen' in a complimentary way."
Negative,Truly one of the worst songs of all time.,The comment explicitly expresses a strongly negative opinion of the song's quality.
Negative,She a perv. Worst song and worst video EVER ! Yuk!,"The comment expresses strong disapproval and disgust with the video and artist, using negative language like 'worst' and 'Yuk!'"
Positive,"Beyoncé the only one Star listed VOCALIST OF 21 century by VOCALS Experts, great performer, the singer in history Who sing more diferent rithmys, A living Legend ❤","The comment expresses enthusiastic praise for Beyoncé, using terms like 'great performer' and 'living legend,' indicating a positive sentiment."
Negative,Yall are slow she stole the melody from a children’s tv show and put different words in it.,"The comment expresses disapproval and accuses the artist of plagiarism, indicating a negative sentiment."
Negative,this is awful wth,The use of 'awful' and 'wth' indicates a strongly negative opinion of the music video.
Positive,"Love this, very catchy 🙂",The commenter expresses enjoyment and appreciation for the music video using positive language and an emoji.
Negative,"Worst video EVER, never get any awards for this thats for sure, lol.  Wow the ending of the song  sucked big time..","The comment uses strongly negative language ('Worst video EVER,' 'sucked big time') expressing disappointment and criticism of the video."
Negative,"If country is crap this is a whole other level, it's like the turd lay a turd over another turd and water it down with the most vanilla guitar chords",The comment uses highly negative and derogatory language (
Negative,"they were right, country fans have to be the most conservative, retrogade, annoying, insufferable people to ever exist","The comment expresses strong negative feelings and criticisms towards a group of people, using terms like 'annoying' and 'insufferable'."
Negative,OMG that's awful,The use of 'awful' indicates a strongly negative opinion about the music video.
Negative,"Awful, terrible song. @Shaunjohnson885 don't reply.","The comment uses explicitly negative language ('awful', 'terrible') expressing a clearly unfavorable opinion of the song."
Negative,"Worst video ever. It would be great if there was a video around a countryside, travelling around with a kids and a dog in the car.",The comment expresses dissatisfaction with the video using the phrase 'Worst video ever'
Positive,"So I've listened to this song now forcefully. I will say it is a catchy song. It's like the chicken dance song , a fun song. You could put it in your play list with those fun dance songs like the zorba, nutbush, the hustle, line dance. I bet people secretly dance to it at home hahaha","The commenter expresses enjoyment and enthusiasm for the song, describing it as 'catchy' and suggesting it's suitable for dancing."
Negative,Ask yourself is her lyrics country be truthful and if it's not country please give me a example of what country is The first you have to put your hate and your evil spirit aside now let's get your honest opinion,"The comment expresses frustration and criticism, using terms like 'hate' and 'evil spirit,' indicating a negative sentiment."
Negative,Absolutely fucking God awful.  She's a decent singer but this is fucking stupid,"The comment uses highly negative language ('God awful', 'fucking stupid') expressing strong disapproval of the music video."
Positive,Amo você des do tempo da Distney Child ❤❤❤❤😂😂🎉😂🎉😂😂😂😂 1998,"The comment expresses adoration and excitement using emojis and enthusiastic repetition, indicating a positive sentiment."
Negative,This shit is so ass. How does someone who made this trash song beat any country singer this is just dissapointing,"The comment uses derogatory language ('shit', 'trash') and expresses strong disappointment, indicating a negative sentiment."
Positive,At first I thought it was 'Prodigal Son' by the Rolling Stones.  🤷,The commenter's initial comparison to a well-regarded song indicates a positive first impression.
Negative,"As a proud Texan this is the one of the worst happen to us apart Apart From Waco, TX And Uvalde",The comment expresses disapproval and sadness using phrases like 'worst happen to us' and 'worst happen to us' indicating a negative sentiment.
Negative,This song is crap the worst song ever,"The comment expresses strong disapproval and uses highly negative language ('crap,' 'worst song ever')."
Negative,This is the worst song in history ..... .. i would die before hearing this ever again,"The comment expresses strong disapproval and a desire to avoid the song, indicating a negative sentiment."
Negative,This is awful,The use of 'awful' clearly expresses a negative opinion about the music video.
Negative,Gotta be the worst song ever in the past 10/20 years what an absolute piece of trash 🗑️ 🤢🤢🤢,"The comment uses strongly negative language such as 'worst,' 'piece of trash,' and multiple expressions of disgust (🤢🤢🤢)."
Negative,This may be the worst video I've ever seen. WTF!,The exclamation and strong negative descriptor ('worst') clearly indicate a negative sentiment towards the video.
Negative,My God what a POS song on every level except the decent vocal performance.,The comment uses the derogatory term 'POS' and expresses overall dissatisfaction with the song's quality.
Negative,Worst country song ever wtf is this,The comment expresses strong disapproval and frustration with the music video.
Positive,Early 2024 vibes,The phrase 'Early 2024 vibes' suggests a positive and trendy association with the music video.
Negative,"Gosh this has to be the worse song I’ve heard, like it’s just a regular trash Beyoncé song with a generic country beat and lyric so it’s so called “country” da freak this crap ain’t country it’s wanna be, dress up country, no wonder why I’ve been seeing this all over on TikTok about how bad this country song is 😹 I only made it to 36 seconds of listing to this horrible video and I couldn’t go any longer. And the way she dress is just ₩h0-.r1,$.-H, demonic and inappropriate especially for YouTube, this is why I only listen to Christian music straight for 7 years L0L ✝️","The comment expresses strong disapproval and criticism of the song and music video, using terms like 'worse,' 'trash,' and 'horrible,' indicating a negative sentiment."
Negative,"This is the worst song I have ever heard. It does something to my brain. You could torture me for days, pull my nails, cut of my limbs. Put this song on and I would fold before the intro was done playing.",The comment expresses extreme dissatisfaction with the song and uses hyperbolic language to convey a strong negative reaction.
Negative,"An catchy song could very well be worthy of a cool vid, what you being naked got to do with it? women exposing themselves to men is not ""empowering"" throw liberal misogyny in the dumpster.",The comment expresses strong disapproval and accuses the video of promoting harmful and misogynistic themes.
Negative,THIS IS EFFING TERRIBLE HORRIBLE AWFUL STUFF!,"The comment uses strong negative language ('terrible', 'awful') expressing a clear disapproval of the music video."
Negative,Awful… complete garbage …,The use of words like 'awful' and 'garbage' clearly expresses a negative sentiment towards the music video.
Negative,Probably the worst video and song ever. Real trash.,"The comment uses strongly negative language ('worst,' 'trash') expressing a clear dislike of the video and song."
Negative,"Sounds generic and bland , the Grammy show is fake",The comment expresses dissatisfaction with the music's quality and criticizes the perceived inauthenticity of the Grammy Awards.
Neutral,Chris brown lyrics residuals,"This comment appears to be a question or statement about royalty payments for Chris Brown's music, lacking explicit emotional tone."
Negative,Dumbest video of all time. Not counting the phoned in lyrics.,The comment expresses strong disapproval and criticism of the video's quality and performance.
