classificacao,comentario,justificativa
Positive,"Now i realised this isn't about Heartbreak or Relationships or Emotional/Psychological Death the speaker is experiencing due to betrayal, Nah. The Death reference everywhere and her struggle with OCD like me during COVID-19  Pandemic coupled with the inspiration for this song coming from her journaling which mirror my own OCD and dark thoughts during journaling makes me realize MUSIC and ART are  universal and can impact others. It touches countless souls without explicitly needing some words to be said. How layered and deep she gets touching the depths of ocean literally here coz she's talking about real death eerily enough. Don't you know the vibe? Don't you know the feeling  ? 🎶  YEAH GIRL NOW I RELATE 😭❤  That's my life That's my life.. That's your prize That's your Prize. Complete Genius 🫶",Expresses deep connection and admiration for the artist's depth and artistry.
Negative,Confusing lyrics,Expresses confusion and dissatisfaction with the song's lyrics.
Positive,The song makes me emotional 😢,Expresses a strong positive emotional response.
Positive,Thank you this helped me with my depression this explains it all it helps me feel im im not alone I can’t explain im happy and sad at the same time because of this best singer❤❤❤❤😢😢😢😊😊😊😊this is deep,Expresses gratitude and positive emotions related to the music's impact.
Negative,"No entiendo porque esta cancion canción la esta pegando tanto, no es fea pero la siento re generica",Expresses disappointment and finds the song generic.
Positive,Bruh this vibes when gaming🤞🤞🤞😊😊😊,Expresses positive feelings and anticipation while gaming.
Neutral,1:48 is the vibe we are going for,"A short, somewhat vague comment offering a specific reference point without expressing a clear opinion."
Negative,the lyrics feel really random and out of place ngl,Expresses dissatisfaction with the song's lyrics.
Positive,I love this. I remember the words from heart. The lyrics ls so true❤.,Expresses strong positive feelings and appreciation for the lyrics.
Negative,The mouth is so annoying 😂😂,Expresses annoyance and uses an emoji to convey a negative reaction.
Neutral,The vibe is just amazing but the video makes me uncomfortable 😣,Expresses a mixed feeling – positive about the music but negative about the video's effect.
Neutral,Can i make a song lyrics video for u?,A simple request for collaboration with no inherent sentiment.
Neutral,The teeth are annoying me like omg😊,"Expresses a mild, slightly amused annoyance."
Neutral,"Has anybody attempted to read lips? It's obviously not the song lyrics (or if it is, it's badly out of sync). Maybe it's a message allowing for world peace ... or a brief explanation of a working quantum gravity theory ... XD",Expresses a curious observation with speculative and humorous interpretations.
Positive,GOD BLESS YOU ALL 🌍🍀🍀🍀🌞👍👏👏👏👏👏👏👏👏👏🥃✈️✈️✈️✈️✈️✈️✈️✈️✈️✈️✈️✈️✈️✈️✈️✈️✈️✈️✈️✈️✈️✈️✈️✈️✈️✈️⭐⭐⭐⭐⭐⭐⭐✈️✈️✈️✈️✈️🎁🎁🎁🎁🎁🎁🎁🎁🎁🎁🎁COOOOOOOOL🎁🎁🎁🎁🎁THANK YOU SO MUCH FOR THE BIG BOYZ/GIRLZ VIBES 🎁🎁😊,Expresses enthusiastic support and appreciation.
Neutral,"I like this song, but I don't understand the lyrics BTW this is my mother's account","Expresses a simple like with a brief, unrelated observation."
Negative,You’re right the mouth is so disturbing every time I look at it just gives me the ickiest vibe,Expresses a strong feeling of disgust and aversion.
Positive,uma vibe manu gavassi,"{""sentiment"":""Positive"",""justification"":""Expresses a positive feeling - ‘vibe’ - associated with the music.”}"
Neutral,My fav part was 1:46 edit:she is not singing the lyrics😊❤,"Expresses a preference and a factual observation, lacking strong sentiment."
Negative,This song is really annoying,Expresses strong dislike and finds the song irritating.
Negative,The mouth is annoying and weird😭,Expresses disgust and annoyance with a crying emoji.
Negative,she needs a breathing and vocal trainer. weird how her dad can buy her a career when shes a mediocre singer and songwriter,Criticizes the singer's vocal abilities and suggests professional help.
Negative,The lyrics are mature but the instrumental is giving 2014 Disney channel,Criticizes the music as reminiscent of outdated and low-quality Disney Channel music.
Positive,I'm so sorry but this is the best song in the entire universe❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤,Expresses overwhelming enthusiasm and adoration.
Positive,I love the vibe of this song,Expresses enjoyment of the song's atmosphere.
Positive,She brought back the initial 2000’s country type and her stage performance feels so nostalgic >>>>🎉,Expresses strong enthusiasm and nostalgic enjoyment of the performance.
Neutral,"The song's remind me of 2014-15's pop song, like lorde's vibe",Expresses a nostalgic comparison without strong positive or negative feelings.
Negative,This is giving Selena Gomez fetish music video vibes.,Uses a derogatory term to express distaste for the music video's aesthetic.
Negative,Why doesnt she have a good vid? The lips dont make sense and they dont match the lyrics😢,Expresses disappointment and criticism regarding the music video's visuals.
Positive,"Até meses atrás nunca tinha ela fisicamente, só ouvia essa musica na rádio, e quando a ouvir pela primeira vez  that's so true, me apaixonei e ficava me perguntando ""quem é essa garota?""  Que musica linda, que voz linda, doce e delicada, sem contar que tem uma vibe muito boa, gostei e muito...é tipo aquela que não sai da cabeça, a chamada musica chiclete...Gracie tem muito talento e canta muito, voa garota.",Expresses strong admiration and affection for Gracie's talent and music.
Negative,Why is the mouth not in syncing with the lyrics?,Critiques the singer's lip-syncing performance.
Positive,I LOVE THIS SONG! I HEARD IT FROM MY SISTERS FRIEND AND I LOVED IT!!! and its perfect if i learn all the lyrics i could sing itt!!,Expresses strong enthusiasm and desire to sing the song.
Negative,Who the hell gave her the idea to make video with this concept of moving mouth so annoyingly....,Expresses strong disapproval and annoyance with the music video concept.
Negative,Disgusting video and so annoying to watch. You could have put a blank screen instead of this icky,Expresses strong dislike and finds the video unpleasant.
Negative,Why is the mouth just randomly moving not even to the lyrics😂❤️‍🩹,Expresses amusement and criticism of the performance.
Negative,MADE IT OUT ALIVE👍BUT I THINK LOST IT👎SAID THAT I WAS FINE🙂SAID IT FROM MY COFFIN ⚰️ MEMBER HOW I DIED💀WHEN TOU STARTED WALKING 🚶‍♀️ THATS MY LIFE🙈THATS MY LIFE🐒ILL PUT UP A FIGHT🥊TAKING OUT MY EARRINGS💎DONT YOU KNOW THE VIBE?🙂‍↔️DONT YOU KNOW THE FEELING?🙂‍↕️YOU SHOULD SPEND THE NIGHT‼️CATCH ME ON YOUR CEILING🕷️THATS YOUR PRIZE🏆THATS YOUR PRIZE🥇 WELL..😵‍💫,"Contains expressions of negativity, loss, and a dramatic, unsettling tone."
Negative,Ugh she does not know the lyrics 😂😂😂😂,Expresses amusement and criticism of the artist's poor performance.
Positive,"DONT YOU KNOW THE VIBE, DONT YOU KNOW THE FEEELING ???!!!",Expresses enthusiastic affirmation of the song's vibe and feeling.
Negative,is there any same video other than this? this video is annoying.,Expresses frustration and annoyance with the video.
Negative,Man I’ve been waiting for this song for so long and it isn’t good… the production is poor. Too much noise drowning the star of the song which is the voice itself. I can’t even focus on the lyrics of the song with all the noise,Expresses disappointment and criticizes poor production quality.
Positive,74th❤❤❤❤lyrics hit different,Expresses strong positive sentiment through repeated heart emojis and the phrase 'lyrics hit different'.
Positive,Nice slow vibe,Expresses a positive feeling about the song's atmosphere.
Positive,This is so nostalgic 😢 when I used to ask these same questions to a mermaid 🧜‍♀️ 💖,"Expresses fondness and joy, using emojis to convey emotion."
Neutral,Manchazster vibes,Reference to a musician (Manchazster) without explicit positive or negative sentiment.
Negative,"Otherwise, I think I lost it said that I was fine. I said it to my coffin maybe how I died when you started walking that’s my life. That’s my life. I put up a fight taking out my earrings don’t you not vibe don’t you know the feeling? you should spend the night. catch me on your ceiling. that’s your prize that’s your prize as well. Oooooo😅😅😅😅😂😂❤❤","Expresses despair and potentially suicidal ideation, conveying a negative emotional state."
Neutral,I had to Shazam who sings this song cause I wanted to know who sung this annoying ass song,Expresses annoyance but doesn't offer a positive or negative opinion beyond the initial reaction.
Negative,This mouth is annoying,Expresses irritation and annoyance.
Positive,Umm the mouth just gave me the Ike vibes but really good,"Compares favorably to Ike, indicating a positive assessment."
Negative,"I really thought you're saying ""egg bacon cheese""😂😂😂...so annoying😂😂😂",Expresses annoyance and finds the comment repetitive and irritating.
Negative,This song is annoying 😒,Expresses dislike and annoyance with the song.
Neutral,This song is catchy & confusing.,Expresses a mixed reaction of enjoyment and bewilderment.
Neutral,For Every Like or reply I’m gonna make sure I see her at a concert. But I Wonder if She is ever gonna release the official video on YouTube. So a lot of people can watch the video instead of lyrics,Expresses a wish and a question about the video release.
Positive,The lips not matching with the lyrics is so ashtecic and not annoying at all!😃,Expresses amusement and a positive reaction to a perceived flaw.
Negative,"Weird video, the mouth annoying😭",Expresses annoyance and disgust with the video content.
Negative,Awful lyric videoooooo noooooo 👄,Expresses strong dissatisfaction and distress over the lyric video.
Negative,"I can go and read your mind.think about your dumb face all the time livin' in your glass house, im outside looking into big blue eyes did it just hurt me make me cry smiling through it all yeah thats my life your an idiot now im sure now im positive ishould go and warn her Ooooo  bet your thinking shes so cooo-o-o-ol kickin' back from your couch making eyes from across the room wait i think I've been there too what you do to get you off taking down her hair like oh my god no i know i Fxxx off but i think her, shes so fun wait i think i hate her. Im not that envolved im sorry shes missing it sad sad Boy not my bussiness but i had to warn ya Oooo bet your thinking shes so cool kicking back from your couch making eyes from Across the room wait i think I've been there too Oooo you got me thinking shes so cool but i know what i know and you're just another dude Ooooo thats so truee made it out live but i think I've lost it said that i was fine said it from my coffin remember how I died when you started walking that's my life thats my life ill put up a fight taking out my earnings don't u know the vibe don't u lnow te feeling  you should spend the night catch me on your ceiling  thats your prize thats your prize well,  ooo bet your thinking shes so coool  kickin' back on your couch making eyes from across the room wait i think ive been there too Oooo you got ne thinking shes so coool but i know what i know and your just another  dude thats so truee. This somg is in my head","Expresses intense frustration, anger, and mocking remarks directed at the artist."
Negative,"I HATE THIS SONG THIS SONG IS SO ANNOYING I HEAR THIS AONG EVER WHERE, THIS SONG SOUND FUCKING GAY!!!!!",Expresses strong dislike and uses offensive language.
Negative,Why is your mouth so close up to the screen and that is really making me uncomfortable and like your mouth is not even sing along with the lyrics so what are you even talking about if you're not listening along with the lyrics,Expresses discomfort and criticism regarding the commenter's behavior during the video.
Positive,This song gives me 2000 -2017 vibes love it,Expresses enjoyment of the song's nostalgic sound.
Negative,The lips are annoying the hell out of me,Expresses strong annoyance and dislike.
Negative,Nice song most boring and annoying video ever,Expresses strong dislike and finds the video irritating.
Neutral,"i like the song but i dont understand the lyrics, like which pov is which and what is it talking about tbh",Expresses a neutral opinion with confusion about the lyrics.
Neutral,.... i dont understand the lyrics.... is she warning the girl or the guy who has she been with? Both? Is she just jealous?,Expresses confusion and uncertainty about the song's meaning.
Positive,"Oh my gosh, this is so catchy",Expresses enthusiastic enjoyment of the song's catchiness.
Neutral,I love the singing but the lips are annoying,Expresses a positive opinion about the singing while criticizing the lip movements.
Neutral,I domt know if u know that song.. and plus its not gonna be the original lyrics,Expresses uncertainty and a minor criticism.
Neutral,"The song is catchy and sound good but for me I’m a bit confused about the lyrical content,I think I might get it wrong .. she’s in love with the new GF of her ex boyfriend? Am I right ?",Expresses confusion and a question regarding the lyrics.
Neutral,"Man, I wish there was a version of this with uplifting lyrics, because the music is perfect! Imagine this exact music but with a message that’s wholesome and hopeful, like songs from the 90s and early 2000s. It would fit so well!",Expresses a desire for a different lyrical theme without directly criticizing the current song.
Positive,I love this song!!! Good vibes.,Expresses strong positive feelings and describes the song as having 'good vibes'.
Neutral,"The ""ooo oooo ooo"" melody parts sound like Sigrid's Strangers song.","Identifies a similarity to another song, but doesn't express a strong positive or negative opinion."
Positive,This song fits the percy jackson  universe  so well,Expresses satisfaction with the song's suitability for the Percy Jackson universe.
Negative,"Terrible song. Devoid of soul. Lyrics are god-forsakingly awful and the production is industry-machined crap made for listeners who lack critical thinking for what can actually be defined as ART. Please, I'd love to know your thoughts. Just know I have a music degree from an institution which ranks third globally 😃","Strongly criticizes the song's lack of soul, poor lyrics, and generic production."
Positive,This song is so nostalgic and farmilar in a way and brings back so many good memorys,Expresses fondness and positive memories associated with the song.
Positive,"This reminds me so much of A Thousand Miles, which I very recently got into again. The rolling melody, which gives of that relaxed, wistful, fantastical feeling of joy and ecstasy. ❤❤❤",Expresses strong positive feelings and association with a cherished song.
Negative,the leaps don't match with the lyrics,Expresses criticism regarding a technical flaw in the music video.
Negative,"Is the lyrics video wrong or are we all wrong? It says ""what'd you do to get you off"" but isn't it ""what'd she do to get you off""?","Expresses confusion and correction regarding the lyrics, suggesting a misunderstanding."
Negative,"My Eliza, I think I lost it that it was fine for my coffin. Remember how I died when he started walking that’s my life. That’s my life of taking up earrings. Don’t you know the vibe don’t you know the feeling it’s for the night get you on your ceiling that’s your pride. That’s your prize well",Expresses despair and negativity with disturbing imagery.
Neutral,"0:51 **taking off your shirt i did that onece.... or twice;)** I love this song especially bc of this sentence but  all the feeling in the lyrics just adds "" flavor"" but this is just a bit uncomfortable for me😅",Mixed reaction with appreciation and a slight discomfort.
Negative,Ughhh so Annoying,Expresses strong annoyance and dislike.
Neutral,"The lyrics don’t make any sense, but it’s so catchy",Acknowledges a flaw (nonsensical lyrics) while admitting to a positive quality (catchiness).
Positive,I love this sound about 🎶made it out alive but i think i lost said it i was fine said it from coffin remember how i died when you started walking that’s my life thats my life i”ll put a fight taking of my earings don’t you know the vibe don’t you know the feelings thats my life thats my life mmmm but i think she is so cooool🎶❤❤❤❤❤,Expresses enthusiastic enjoyment and admiration for the song.
Negative,This is my vibe this is my life and I got bullied today 💔❤️,Expresses sadness and vulnerability due to being bullied.
Positive,"an insanely upbeat song, thank you gracie.",Expresses enthusiastic appreciation for the song.
Neutral,I will rather do lyrics,Expresses a preference without strong positive or negative sentiment.
Negative,"Me if Im not reading the lyrics ""Ohhhhohohohooo, Bag of Stinking cheese so coooolll""😭",Expresses amusement and slight disapproval of the lyrics.
Neutral,what kind of music video is this uhmm just lips talking the lyrics but its a bit 50/50 but i love the song,"Expresses a mixed, uncertain opinion about the video and song."
Negative,The lyrics' font is hard to read so you don't have a choice but to be disturbed with the mouth.,Expresses frustration and negative reaction due to poor lyric readability.
Negative,The worst song ever,Expresses extreme disapproval and declares the song to be the absolute worst.
Negative,This is one of the worst songs of all time,Strongly condemns the song as being terrible.
Negative,EWWWWWWWW WORST MUSIC VIDEO,Expresses strong disgust and condemnation of the music video.
Negative,"This feels like a nostalgic song, its only 2 months old!?!?!",Expresses disbelief and disappointment that a relatively new song evokes a nostalgic feeling.
Negative,The lyrics are wrong,Expresses disapproval and inaccuracy of the lyrics.
Positive,1:46 soo slay I know all the lyrics from to 1:46 to the end of song (NOT BY HEART),Expresses enjoyment and familiarity with the song.
Negative,Eww the mouth is so disturbing and she is not even singing the real lyrics,Expresses disgust and criticism of the artist's appearance and performance.
Negative,This song gives off a Disney Channel vibe.,Associates the song with a negative and childish musical style.
Negative,Trash song. Lyrics are written by a 10 year old. Just awful music. Her voice is good. But no. These artist these days and their middle school lyrics. So bad,Strongly criticizes the song and lyrics as childish and poor quality.
Neutral,I love this song but anyone else thinks the lyrics made no sense?,Expresses liking the song while questioning the lyrical coherence.
Positive,The vibe is real,Expresses approval and appreciation for the music's atmosphere.
Positive,Love the vibe,Expresses strong positive feelings about the music's atmosphere.
Negative,I do not like this song this is way too catchy,Expresses dislike and finds the song overly catchy.
Negative,The fact that the beat is a happy beat but the songs about heart break we got a two in one,Highlights the incongruity of a joyful beat paired with sad lyrics.
Neutral,As a dude I look proper gay screaming the lyrics to this in my van when I deliver my parcels but it’s just that catchy.,Expresses a personal enjoyment of the song despite a self-aware acknowledgement of its appeal.
Negative,This might be the worst song I've ever heard.,Expresses strong disapproval and declares the song to be exceptionally bad.
Positive,"The song makes you remember many memories, and kind of makes you feel nostalgic, a beautiful song🤍.",Expresses fondness and evokes positive memories.
Negative,"The most overrated song ever.The lyrics make no sense,90% of ppl are here because some influencers,other 10% are influencers that want to use this song for grwm",Expresses strong disapproval and criticizes the song and its audience.
Negative,Second I don’t like this song but it’s disturbing can you not do it as a mouth can you do like as a lyrics like the background can be like sunny nice weather and put the letters in it or somebody can just write it down and put it in a paper after that you can film it,Expresses strong dislike and suggests a flawed production method.
Neutral,I love this song so much but I don't like the video it gives me bad vibes,Expresses a positive sentiment towards the song but a negative sentiment towards the accompanying video.
Negative,There's a lot of red flags in these lyrics...,Expresses concern and identifies potential issues with the song's lyrics.
Negative,"I came to listen to her because she opened for Taylor. I'm sorry to say this is the only melody that's good, not even the lirycs. I find all of the songs sound the same, and it's boring.",Expresses disappointment and finds the music monotonous and boring.
Negative,Probably the most annoying song I've ever heard in my life. I can talk about every aspect of music for 24 hrs straight try me.,Expresses strong frustration and annoyance with the song.
Positive,Music oh yea #Morningside beats,Expresses enthusiasm with a simple positive declaration.
Positive,I love this vibe so much Gracie cos so real !!! The lyrics are so real ❤,Expresses strong positive feelings and appreciation for the song's authenticity.
Neutral,What is up with the mouth? I love the lyrics but what is up?.,Expresses confusion about a specific lyric without strong positive or negative emotion.
Positive,"I 1st heard this on the radio driving my daughter to a friends a few months ago, we quickly joined in, magical song, so damn catchy!!!",Expresses strong enjoyment and describes the song as catchy and magical.
Positive,This is the only song lyrics that I know but also my favorite song,Expresses strong affection and identifies it as a personal favorite.
Negative,Annoying song,Expresses frustration and dislike for the song.
Negative,Why is so off Beat,Expresses dissatisfaction with the song's rhythm.
Negative,The mouth is annoying 😭😭,Expresses annoyance through use of crying emojis.
Neutral,In my head I can imagine these lyrics for him😢,Expresses a personal emotional response without a clear positive or negative judgment.
Negative,I’ve had about 23 adds before this it’s annoying,Expresses frustration and annoyance due to multiple advertisements.
Positive,The song is soo emotional❤I love your song Gracie ❤❤❤,Expresses strong positive emotion and appreciation for the song.
Positive,Gracie this is so good !!  I love the upbeat instrumental sm + the long bridge😭 the ooh is so catchy,Expresses strong enthusiasm and highlights positive elements of the song.
Neutral,"So catchy, but I just don’t like the mouth it makes me uncomfortable","Expresses a dislike based on a physical sensation, lacking strong positive or negative emotion."
Negative,the vocal lowk wanna make me cut my ears off,Expresses extreme dissatisfaction and distress with the vocals.
Positive,This song and its rhythm are a banger!!!,Expresses strong enthusiasm and positive feelings about the song and its rhythm.
Positive,The lips don't even match the lyrics but I love u gracie so proud of u❤❤❤🎉🎉,Expresses enthusiastic support and admiration.
Positive,These lyrics...brilliant...,Expresses strong admiration for the lyrics.
Neutral,I WANNA YELL THE LYRICS,Expresses a strong desire without conveying positive or negative emotion.
Negative,Love it seems the mouth 👄 is annoying,Expresses annoyance and dislike.
Positive,"Wow, love this song. Gives me summer vibes for some reason 💛",Expresses strong positive feelings and association with summer.
Neutral,Love it but the mouths annoying me 😅,Expresses a simple positive sentiment mixed with a minor annoyance.
Positive,Waouh ! Another masterpiece Gracie ! (But I still hate those lyrics video with the mouth...),Expresses enthusiastic praise and admiration for the song.
Neutral,CAN SOMEONE UPLOAD GUITAR CHORDS OF THIS SONG!! PLIZZZ,A request for chords without expressing positive or negative opinion.
Positive,so catchy 😎🎉,Expresses enthusiastic enjoyment with emojis.
Negative,"made it out alive but i think i lost it. said that i was fine, said it from the coffin. rember how i died when you started walking. that's my live thats my life. i put up a fich, taking out my earrings. dont you now the vibe? dont you now the feeling? you chould spend the nich, catch me on your ceiling. that's your prize that's youre prize","Expresses feelings of loss and despair, suggesting a troubled or destructive state."
Positive,"gracie i love you so much, your music just helps me feel so much better when im sad. your lyrics are such scream in the car vibes! love you girl 💕💕",Expresses strong affection and describes positive feelings about the music.
