classificacao,comentario,justificativa
Positive,Post malones verse absolutly slaps 🔥🔥🔥,Expresses strong enthusiastic praise for Post Malone's verse.
Positive,Wonderful lyrics great job on the video,Expresses enthusiastic praise for the lyrics and video.
Negative,She is easily the worst singer in the industry. Just sounds monotone in almost every song. I can't believe people enjoy her music.,Strongly criticizes the singer's voice and expresses disbelief at listener enjoyment.
Positive,This is so vibes for November/ December gothic theme.,Expresses positive feelings about the song's thematic fit.
Positive,Written and DIRECTED by Taylor Swift. Incredible direction & videography. (Plus the song composition).,Expresses strong praise for the direction and music.
Positive,My mum loves this song it's her ring tone 😂,Expresses enjoyment based on a loved one's preference.
Positive,"This has 80s Voices Carry vibes to it, and I'm here for it!",Compares the song positively to a critically acclaimed song.
Neutral,This beat we can’t be friends?💀,"Expresses a playful, somewhat detached reaction to the song."
Negative,worst video of the year to ever win. WCBF WAS SNUBBED.,Expresses strong disapproval and accuses the video of undeserved victory.
Positive,"Taylor Swift, your artistry and storytelling are truly unmatched! The way you craft songs that resonate so deeply with listeners is nothing short of magical. Your ability to evolve and experiment with different genres while maintaining your unique voice is incredibly inspiring. Each album you release feels like a new chapter, filled with raw emotion, honesty, and brilliance. Thank you for sharing your incredible talent and for creating music that touches hearts and souls. Your dedication and passion are evident in every note and lyric. Keep shining and making beautiful music!",Expresses overwhelming admiration and appreciation for Taylor Swift’s artistry and impact.
Negative,"I like most of her songs, but I have to say, I really don't like this one. I don't like the lyrics.",Expresses dislike for the song due to lyrical content.
Negative,Am I the only one who thinks Taylor swift has such a bland voice. It just sounds like she talks through her songs. They’re so monotone.,Criticizes Taylor Swift's vocal style as monotonous and lacking emotion.
Positive,so deeply obsessed with this mv,Expresses intense admiration and affection for the music video.
Positive,"Love the lyrics and melody of this song so much, love Taylor❤",Expresses strong affection and enjoyment of the song.
Positive,"I feel like there's a vibe the same as the song ""About You"" by The 1975",Expresses a positive association with the song
Negative,This is like the most generic song,Expresses strong disapproval and deems the song lacking originality.
Positive,I come here anytime I want to listen to Chappell. You can’t beat this performance!!,Expresses strong enjoyment and appreciation for the performance.
Positive,Taylor creates music with such a deep message,Expresses admiration for Taylor’s songwriting and the ‘deep message’ conveyed.
Negative,You are the worst in the whole entire world,Expresses extreme negativity and condemnation.
Positive,Beautiful song and lyrics  🕊,Expresses admiration for the song's beauty and lyrical quality.
Positive,Taylor's synthwave songs are favorite,Expresses a clear preference for Taylor's music genre.
Positive,"This is so beautiful, lovely lyrics and wonderful sounds & voices. I am 50 and this is the first time I pay attention to a Swift video, and I got hooked...",Expresses strong positive feelings about the song and video.
Positive,The lyrics in this song are poetic; they paint such a vivid picture.,Expresses appreciation for the song's poetic lyrics.
Positive,Swifty Vibes 💘,Expresses enthusiasm and fondness for the Swift fandom.
Positive,"OMG I JUST REALIZED THE SYMBOLISM OF THE PHONEBOOTH IN THE LAST SCENE. I read this theory that the Post with no tattoos represents Joe, the Scientist Post represents Matty and the Phonebooth one represents Travis. The Phonebooth represents the way Travis tried to ""call"" her (sorta) by making a friendship bracelet with his number on it. And the way she was sitting on the Phonebooth when he was calling her, it's like she was at her worst but didn't realise that the one who will save her is right beside her, ""calling"" her.",Expresses enthusiastic interpretation and appreciation of the music video's symbolism.
Positive,Perfect harmony betweenTaylor and Post Malone,Expresses strong approval of the collaboration.
Positive,this song is so great!! cant wait to listen to it in vibe winter 🥰,Expresses enthusiastic enjoyment and anticipation.
Negative,"awful,your taste in music is bad",Expresses strong disapproval and criticizes the commenter’s musical taste.
Negative,"Taylor swift songs are not great or musical value compared to say Cold play or Bruno Mars. She has a huge fan following especially among young women bcoz she tell their story or relates to them about their struggles and emotions in both love, relationship, lifestyles, this materialistic world. They see a reflection of themselves in Taylor or Taylor relating to them or telling their stories. Taylor swift song are so flat and unmusical. @taylorswift",Critiques Taylor Swift's music as lacking musical value and reflecting a materialistic worldview.
Negative,Worst song ever,Expresses extreme dissatisfaction with the song.
Negative,Came after vma short and I am not impressed. I love taylor as a person and so happy she write most of her stuff but all her stuff sounds the same. I have not liked a song since the redemption album. She needs to get more creative. It's so monotone and put me to sleep sorry taylor fans,Expresses disappointment and criticizes the artist's lack of creativity.
Negative,I'm sorry but Eminem deserved to win artist of the year and best performance and most of the awards. Taylor swift is super annoying and I lost brain cells with this song.,Expresses strong dislike for Taylor Swift and supports Eminem's award win.
Negative,mediocre vocals.,Expresses dissatisfaction with the quality of the vocals.
Negative,There been getting me with the headphones after I use them when I walk out side I can hear a high pitched frequency coming from the drones,Expresses annoyance and discomfort with a specific auditory issue.
Negative,Why do her songs always do monotone? Like it tried to get there but couldn’t. I thought I would like it but nope. Taylor Swift will always be Taylor Swift.,Expresses disappointment and criticism regarding the song's style and compares it unfavorably to Taylor Swift.
Negative,"This song sounds like another song, the beat.",Expresses dissatisfaction with the song's similarity to other tracks.
Negative,The attempts are temporary ❤❤❤.,Expresses disappointment and suggests the efforts are fleeting.
Negative,Childless cat beatch,Uses a derogatory and offensive term.
Negative,I finally gave in and had a listen to this Taylor Swift that everyone is talking about....my verdict is that she's lame. Back in my generation the female vocalists would have destroyed her.,Expresses strong dislike and comparison to previous generations' vocalists.
Positive,❤True rolemodel and I enjoy the vibes everywhere❤.   ❤,Expresses admiration and enjoyment of the music's atmosphere.
Negative,why are all the new artist all whispering garbage. can we have some class and vocal talent please.,Expresses dissatisfaction with current music and demands for higher quality vocals.
Positive,What a vibe ❤,Expresses positive feelings using the emoji.
Positive,WOW..this whole album is incredible and the fact that is was produced during the eras tour just proves how incerdble and amazing tay is❣❣❣❣. YOU ARE INCREDIBLE. I love how this is the first song of the album and never fails to make me want to sream the lyrics where ever i am.  THANK YOU.......,Expresses strong admiration and excitement for the album and artist.
Positive,"No wonder this is my most played song, it's lyrically appealing to hear yet the lyrics is so sad",Expresses enjoyment and appreciation for the song's emotional impact.
Positive,Musical collaboration is awesome. I would never be accused of being sensitive but the lyrics touch me deep.,Expresses a positive reaction to the music and its emotional impact.
Negative,I feel like an old widow who's been divorced 10 times everytime I hear this song...So peaceful yet powerful,Expresses feelings of sadness and disappointment associated with the song.
Positive,Thank You YouTube for allowing me to enjoy music that i find appealing that i enjoy the lyrics to without bending my knee too as if they themselves are something greater than those who pay their bills..Thank You YouTube for allowing me to enjoy a song that is sung without me actually embracing the creator because at the end of the  day is simply a song that is sung by those who had great vocals,Expresses gratitude and appreciation for the music and artist.
Negative,"So beautiful video and so boring song, absolutely 0 emotions",Expresses disappointment with both the visual and auditory aspects of the song.
Negative,"trying to understand her popularity. mediocre voice, banal lyrics, predictability. sort of interesting video though...","Expresses dissatisfaction with the artist's voice, lyrics, and overall appeal."
Negative,"I think this song is ok... I also think that ""Telephone Pole"" by Punchline is better, considering it's almost the same tempo, same concept, same baseline and came out years earlier, sound wider, fuller and with better lyrics, I would suggest everyone who reads this takes a look, Taylor and post are game changers but when you consider this has 1.9m likes and punchline got 175. This music world needs to change a little.",Critiques the song's lack of impact compared to a competing track and suggests a shift in the music industry.
Positive,😢 I would like to feel the first time I hear Fortnight and it's something magical and nostalgic for 2024,Expresses a desire for nostalgic feelings associated with the song.
Positive,This is perfect emotional 😭 n just right I totally love 💕,Expresses strong positive feelings and affection.
Positive,"Wow, this track is absolutely amazing! Taylor's voice and style are just unmatched. The lyrics, the melody, everything is pure magic. It really captures that special feeling she brings to every song. I actually created a song inspired by her style too, and I'd love for you to give it a listen. Here's the link: https://www.youtube.com/watch?v=dzHxodaQ5h8. Hope you enjoy it!",Expresses enthusiastic praise for Taylor's artistry and a desire for the listener to enjoy a related creation.
Negative,Disturbing lyrics. I hope teenagers don't listen. Anyone who thinks its Art needs a psychologist.,Expresses strong disapproval and suggests harmful impact.
Negative,Worst song,Expresses a strong negative opinion about the song.
Positive,I grew up in the 70s and 80s I would definitely go back in a heartbeat!! The memories consume me the music and freedom❤,Expresses strong nostalgic fondness and positive emotions.
Negative,"I really hate when a song sounds like lovely song and read the lyrics and see, is about sad story and cant use to my GF😅💔",Expresses dislike due to a sad lyrical theme conflicting with personal enjoyment.
Negative,awful song painful listen,Expresses strong dissatisfaction and pain associated with listening to the song.
Neutral,My friend doesnt belive one of the lyrics is your wife water flowers but if she sees this here 1:01 or anyone ealse lol,Contains a humorous observation without strong positive or negative sentiment.
Positive,And long live to Aggressive Music! like Linkin Park Korn Deftones Tool Chevelle Marilyn Manson Nine Inch Nails and others Aggressive Bands and long live Rock Punk and Metal music🤘🏻🤟🏻,Expresses enthusiastic support for aggressive music genres.
Positive,I love you Tay but Post… omg your voice is just electric!  The telephone booth vocals… ❤️🔥❤️🔥,Expresses strong affection and enthusiastic praise for Taylor Swift's vocals.
Positive,"My love for Post Malone went through the roof after I heard this song. This is something special, it gives off folksy vibes. 💛☮️💛",Expresses strong affection and appreciation for the song's unique atmosphere.
Negative,Damonic song and also crazy lyrics,Expresses strong disapproval of the song and its lyrics.
Positive,It has that Kavinsky - Nightcall vibe,"Compares the song favorably to a well-regarded track, indicating enjoyment."
Negative,WHY POST MALONE VERSE IS TOO SHORT🥲,Expresses disappointment and frustration about the verse's length.
Positive,Catchy !,Expresses simple and direct enjoyment of the song.
Positive,"This song and Chappell Roan's song, to me, are a perfect pair of songs that could have been done by Stevie Nicks or Heart. Throwback 80s style production/writing - just great songwriting - melody/lyrics, beautiful sounds, synthesizers pads, wonderful harmonies and backing vocals. I got a little bit of a U2 ""With or without you"" vibe as well. Top notch.","Expresses strong admiration and comparison to iconic artists, highlighting excellent songwriting and production."
Positive,BEATIFUL CINEMATIC VIDEO🎥,Expresses admiration for the video's quality.
Negative,Just gos to show u. Any one can make it. This person cannot sing a note .have alook at her on ellen show she a studio version of kylie Montague all fake effects,Strongly criticizes the artist's vocal abilities and suggests a fabricated performance.
Positive,"Post Malone gives of that cool reliable friend, just chilling vibe.",Expresses a positive association with Post Malone's persona and music.
Positive,"The way their voice blend together, sounds like heaven. vocals have me running in circles for this song post malone's voice lowkey compliments taylor's voice so well, so beautiful Their voices melted together like butter 🩶🤍 I love this song so much already. There voices blend so well together. I love Postys background vocals. She's not just a singer-songwriter, she's also a very effective storyteller. The fact that Post and Taylor visuals is wild and we all are here for it. The last midnights track hits different ending with her saying Post Malone's voice with Taylor's is the best combo/duo",Expresses strong positive feelings and admiration for the song and artists involved.
Negative,Post is giving me Daddy Vibes 💋😭😭✌️,Uses 'Daddy Vibes' which is generally considered a negative and uncomfortable term.
Negative,This chick makes the worst music in the history of humanity,Strongly criticizes the artist's music as being the worst ever.
Negative,"Sorry but its awful song to me. Because i love korean attractive men, your partner is always 별로",Expresses dislike of the song and criticizes the artist's partner.
Neutral,"what a beautifully done video! i really loved the visuals and the chemistry between Taylor Swift and Post Malone. but honestly, i have to say that personally, i think their musical styles don't blend as well as some might expect. it's interesting, but i prefer when both artists stick to their own vibes.","Expresses appreciation for the visuals and chemistry, but notes a disagreement in musical styles."
Negative,Worst thing I ever. Gay af,Contains derogatory and offensive language.
Negative,She is the worst ever,Expresses strong disapproval and judgment.
Negative,"Música linda, mas passa uma vibe tão fúnebre",Uses ‘fúnebre’ (funereal) which describes a somber and mournful feeling.
Positive,This is Powerful with Post Malone!! ❤️❤️ Love it!!,Expresses strong positive feelings and enthusiasm.
Positive,She got perfect vocal talent her voice making me fall in love every time when  i hear 💜,Expresses strong admiration and affection for the singer's voice.
Positive,Poor things vibes for me 😍,Expresses enjoyment and association with the song's style.
Positive,"Magic lyrics, production set, Post and Taylor. New fan 🪭 👏👏👏 Art 💯+",Expresses strong positive feelings and appreciation for the song.
Negative,30 years old still writing lyrics like a 14 year old 🤣🤣🤣🤣,Expresses amusement and criticism of immature songwriting.
Positive,"I'm very surprised by the fact that no one is mentioning Sylvia Plath, the whole lyrics and mv screams her story. and it's such a  beautiful symbolism 👏🏻",Expresses admiration for the song’s thematic connection to Sylvia Plath.
Positive,"Love it , it’s giving  I’m only me when I’m with you vibes",Expresses strong enjoyment and association with a specific feeling.
Positive,This is banger of a song so 80s vibe,Expresses enthusiastic enjoyment of the song's 80s style.
Negative,Taylor swift is so annoying,Expresses strong dislike and annoyance towards Taylor Swift.
Positive,Your music is beatifull,Expresses admiration and appreciation for the music.
Negative,The lyrics are disgusting.,Expresses strong disapproval of the song's lyrics.
Positive,1st song that hit me. you are brilliant i hope you realiase that? who ever made these lyrics is smart as F. keep your ground.,Expresses strong admiration and praise for the artist's work and lyrics.
Positive,"I love Taylor's songs! A lot of the lyrics she writes are about her emotions,  and her insecurities, it's genius!",Expresses strong admiration for Taylor's songwriting and artistic talent.
Negative,She is so annoying.,Expresses strong dislike and annoyance.
Neutral,Pov My Mom Telling Me This Song Came Out A Couple Of Months Ago And I Already Know All The Lyrics But I Still Don't Know My 12 Times Table 💀💀,Expresses a relatable and humorous situation without strong positive or negative emotion.
Negative,These lyrics….. 😭🫶🏽,Expresses sadness and distress over the lyrics.
Positive,That was a truthfull emotion. Back in the old days. I'm a bit more forgiving these days.,Expresses a nostalgic and accepting sentiment.
Positive,"This is July 2025 & FORTNIGHT by TAYLOR SWIFT (ft. POST MALONE) continues to be exceedingly intriguing with story of science fiction experiment. The singing is soulful, spellbinding and simply spectacular. ❤❤❤❤❤❤",Expresses strong admiration and positive feelings towards the song.
Negative,the lyrics are so poor........what a world......,Expresses strong dissatisfaction with the song's lyrics.
Negative,and this shit has beaten we can't be friends,Expresses a desire to end a friendship in a dismissive way.
Neutral,We got Taylor X Post before GTA 6. Trying to makes some vibes like this though.,Expresses a desire for similar vibes but doesn't explicitly state positive or negative feelings.
Negative,Your the worst singer. My grandma sings better than you 😂😂😂😂😂😂😂😂,Contains a direct insult and expresses disparagement.
Positive,Taylor always has the best lyrics 🤍,Expresses admiration for Taylor's lyrical skill.
Positive,Disco elysium vibes,Evokes a positive association with the popular song 'Disco Elysium'.
Neutral,"No wonder this is my most played song in Spotify, it's lyrically appeasing to hear yet the lyrics is so  depressing, it's literally so tortured.",Expresses mixed feelings – appreciation for the music alongside a recognition of its dark and depressing themes.
Negative,"Devo ancora capire dove' l'estensione vocale di questa pseudo cantante, paragonabile a tante nullita', che pensano di saper cantare.","Expresses disdain for the singer's vocal abilities, comparing them to others deemed unskilled."
Positive,This song sounds pretty bland until you really listen to the lyrics then it fits in perfectly with the imagery of the lyrics.,Acknowledges initial blandness but praises the lyrics' fitting imagery.
Negative,Sorry I found this very monotonous and boring.,Expresses boredom and finds the song monotonous.
Positive,Just a heart beat away❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉,Repeated heart emojis and celebratory expressions indicate strong positive feelings.
Positive,Muito minha vibe,"{""sentiment"":""Positive"",""justification"":""‘Muito minha vibe’ translates to ‘very my vibe,’ indicating strong positive feelings.”}"
Negative,The attempt is temporary.,Expresses disappointment and suggests the effort was unsuccessful.
Neutral,"Wait, is the little instrument after first chorus only be found in this mv or what? Somene confirm please",Asks a question seeking clarification without expressing a clear opinion.
Positive,Great B&W. New lyrics for your review: https://youtube.com/shorts/_iH8BPX84qI?si=_0FDNQgu-VZDUrXC,Expresses enthusiasm and appreciation for the video.
Negative,"Taylor taking notes from Madonna, madame x stan",Implies imitation and criticism of Taylor Swift's style.
Positive,Kate Bush vibes. Huge compliment,Comparing the music to Kate Bush is a high compliment.
Positive,This is deep,The word 'deep' implies a profound and thoughtful appreciation.
Neutral,Gives me the vibe of Sinead Oconnor. A very light Sinead,"Compares the song to Sinead O'Connor, indicating a similar but not identical feeling."
Positive,"3:14 this part is everything. His voice blends so well, it hits so hard with the lyrics. I scream this in the car ✨",Expresses strong enjoyment and excitement about the song segment.
Positive,"This is a masterpiece but for the Grammys I think icdiwabh needs song if the year it’s just blasting something so magical,fun,relatable.I have no doubt about this song being one of the best single in the history of music,but icdiwabh has a vibe",Expresses strong admiration and belief in the song's quality.
Positive,Heck yeah great slow dancer not on beat you TS PM Rule! Jelly chief lol🎉😮🎉,Expresses enthusiastic enjoyment and excitement.
Positive,It became nostalgic so fastly,Expresses a feeling of fondness and remembrance.
Neutral,I dont like how post Malone is on this song and not Kendrick Lamar. I have been holding off listening to this song but Taylor swift is fantastic. The production is excellent on this song. Her vocals are a nice touch,Expresses a preference alongside positive comments on production and vocals.
Neutral,We need a new synth for taylor,"Expresses a desire for a new sound, without strong positive or negative emotion."
Positive,This video is so deep smh,"'Smh' (shaking my head) often indicates appreciation or agreement, implying a positive sentiment."
Positive,"03:13 till the end, best part, love the melody there!",Expresses enjoyment of a specific section of the song.
Positive,Lana del Rey vibes...,The comment expresses a positive association with Lana Del Rey's style.
Negative,OMG WHY IS THIS GIVING ME 'Severance' VIBE?,Compares the music video to the unsettling series 'Severance'.
Negative,Don’t think I went away after five months I will for ever hate u u are the worst ever juice wrld is better 999,Expresses strong dislike and condemnation of the artist.
Negative,I find that Taylor is overrated. I don’t like the rhythm at all; I think it’s boring. I don't see why everyone wants to go to her concert. There are only 2 songs that I like from all her albums.,Expresses dislike for Taylor's music and concerts.
Negative,Water boy and forking to much is aquaman deep diving on what love is,Expresses strong disapproval and criticism of the song.
Neutral,"I will make it one way or another. I got some dept ill take care of it. Dude, people dont know, alot goes into those sermon. Ugh, its all week thing, it is put together last minute ALL the time, sometimes, i had the notes, I couldn't put it together, i didn't have it. Had to tell people in comments.""sorry i dont have it."" Lol yeah, well, in sermon, it takes all week.....your gather info all week.🎉 anyways, its nerve wracking! ❤love","Expresses a nervous and slightly chaotic experience, lacking strong positive or negative emotion."
Negative,"I love Taylor Swift and how she uses her popularity and influence to get by with putting out the most monotone, non emotional, low effort music on the radio today",Expresses strong criticism of Taylor Swift's music as monotonous and lacking emotion.
Positive,Its giving me slight Vanilla Sky vibes,Evokes a positive association with the film 'Vanilla Sky'.
Positive,I love you taylor swift you are so beatiful we're im your big big fan❤❤❤😢Please like for my com😢😢,Expresses strong affection and enthusiasm for Taylor Swift.
Negative,This gives me Crimson Tide with Tom Hiddleson vibes and how I would feel after a break up with someone who was ready for a family and I wasnt,Expresses disappointment and negativity associated with a breakup and comparisons.
Neutral,The 1975 vibes,References a specific artist/genre without expressing positive or negative emotion.
Negative,"Its Zion baby.......here to saronate' you with some music tonight......sit back grab your favorite drink, some chocolates, and let my body do all work, no problems, just love, and a 💋 on that pretty head of yours.......we going to get freaky with some Bible verses........ talking that Jesus talk baby......you know me. Followed up with some 50 shades of j. Dont say no.......only yes. 🎉😂❤😮😅😊",Contains sexually suggestive and inappropriate comments alongside praise for the music.
Positive,More post malone collab! Please more verse for post malone,Expresses strong desire for a collaborative feature.
Positive,Giving Red vibes <3 her music doesn't disappoint!,Expresses love for the song and compares it favorably to another artist's work.
Neutral,"For best vibe, speed up x1,10 and thank me later.",Provides a technical suggestion without expressing positive or negative feelings.
Neutral,"The ""effects were"" temporary = a pun / reference on Effexor?","A somewhat cryptic comment with a possible, but unclear, reference."
Positive,"In the Midnights album, Taylor Swift tells a deep inner journey inspired by 13 sleepless nights. In The Tortured Poets Department album, the word “Fortnight” stands for fourteen nights, meaning 14 nights. This represents Taylor Swift’s 14th sleepless night.",Expresses appreciation for the album’s thematic depth and connection to Taylor Swift's personal experiences.
Neutral,"I don't listen to Pop quite often, this one is catchy tho.","Expresses a neutral opinion, acknowledging catchiness without strong positive or negative feelings."
Positive,i love the aesthetic  and the concept of this song! i feel like this song captures the darkness within oneself that arises on having to face one's treason from someone you loved deeply and seeing your future shattered by that very same person to choose it to pursue with someone else that it kind of drives one towards the edge of insanity.,Expresses strong appreciation for the song's aesthetic and thematic depth.
Negative,So now she's trying to steal new retro synthwave too lol.,Expresses annoyance and accusation of imitation.
Positive,I rlly love how this music video has such a Tim Burton vibe to it!,Expresses enjoyment of the music video's aesthetic similarity to Tim Burton's style.
Positive,Today we are holding space for the lyrics of Fortnight and feel the power of that,Expresses enthusiastic engagement with the song's lyrics.
Positive,Silent Hill vibes happening here. First time watching I think.,Evokes a nostalgic and positive association with the Silent Hill franchise.
Negative,These lyrics scream all Joe to me.,Compares the song's lyrics unfavorably to Joe's style.
Negative,"This song is boring. Instantly forgettable mass production ware, like all but two or three songs by Taylor Swift.",Expresses strong disapproval and comparison to generic pop music.
Neutral,opposite reverse i been knew about clothes tag magic and sock in general.,A nonsensical statement with no clear sentiment.
Positive,Synthwave is the future,Expresses enthusiasm for synthwave music.
Negative,"Awful, except for post",Expresses strong disapproval of the song.
Negative,Vamos Now & Then .....The beatles no tiene comparación .....,Expresses a negative comparison to The Beatles.
Negative,This woman has the most negative lyrics.,Expresses a critical opinion about the song's lyrics.
Positive,We love u in the deepest part of our fricking hearts both of y’all🤍🖤,Expresses strong affection and adoration.
Negative,Worst song,Expresses a strong negative opinion about the song.
Neutral,Anybody else get a Lana Del Ray vibe with this song?,Comparison to Lana Del Rey suggests a similarity without expressing strong positive or negative feelings.
Positive,Posty singing in the telephone booth gives me James Dean vibes from Rebel Without A Cause,"Compares the singer to a classic movie icon, expressing admiration."
Positive,Posty singing in the telephone booth gives me James Dean vibes from Rebel Without A Cause,"Compares the singer to a classic icon, indicating admiration."
Negative,top 1 worst f**king songs i've ever heard,Strongly expresses extreme dislike and uses offensive language.
Positive,"A gorgeous woman named Taylor Swift, a new version of Post Malone and nostalgic vibes. Such a great production. 👍👍👍👍👍👍",Expresses enthusiastic approval with multiple positive emojis.
Positive,lana del ray vibes,Expresses admiration for Lana Del Rey's style.
Neutral,Swifties….i hate Taylor but….:this song really has me in a DEEP chokehold so u know I’m streaming it 😩,Expresses a conflicted opinion – acknowledging dislike but still indicating streaming intent.
Positive,"This song, still in Oct 2024 - the lyrics break my heart. When you have things happen, you can relate. Thank you Taylor for this masterpiece",Expresses deep emotional connection and appreciation for the song.
Negative,Cover  thieft melody  Taylor you made pure shit!!!!!!,Strongly condemns the song as a theft and 'pure shit'.
Negative,This is the only post Malone song I don't vibe with😢😢😢,Expresses dislike and sadness regarding the song.
Positive,"Amazing vibes, Very Lana Del Rey ❤😊",Expresses strong positive feelings and admiration for Lana Del Rey.
Neutral,"the other songs on the album are all very repetitive, but this is the best song of her career",Expresses a preference for one song while noting a criticism of the album's other tracks.
Neutral,it's giving Poor Things vibes 🖤,"References a specific film, indicating a comparison rather than a strong positive or negative opinion."
Positive,"The energy in this track is unmatched! It perfectly captures the excitement and intensity of Fortnite. Whether you're playing or just vibing to the beat, it's impossible not to get hooked",Expresses strong enthusiasm and enjoyment of the music.
Positive,So many meanings to one powerful song,Expresses admiration and recognition of the song's depth.
