classificacao,comentario,justificativa
Neutral,80's-90's beat,A simple statement of musical preference without emotional valence.
Negative,😂 History repeats itself. This one is awful 👀   grease lightning ⚡ yeah 😂🤭,Expresses strong disapproval and uses sarcastic emojis.
Negative,Boy. I could have done without these visuals.  Maybe a lyrics video next time? Yikes.,Expresses disappointment with the music video visuals.
Positive,"She reminds me Cindy Louper, her powerful voice, her style, her beauty😉😉👍👍👍",Expresses admiration and positive feelings towards the artist.
Neutral,"Growing up in a big city, i feel like i don't relate to a lot of the typical midwest high school experience, but one thing i sure do relate to is the football and cheerleader culture. I was in the school band, so i had to show up to games whether i wanted to or not, and usually i'd tried to find my friends in the stands or flirt with the football guys on the sidelines, but was easily spotted because we had to be in uniform. When all else failed i'd just mess with the drumline until they got fed up and beat me with their sticks and mallets. Unfortunately for them, my instrument was made from stainless steel and was bought second hand, already kinda broken, so i had zero qualms beating them back. Such times those were. Also loved to piss off the saxophones by playing careless whisper on the flute.","Shares a nostalgic, slightly humorous personal anecdote without strong positive or negative sentiment."
Neutral,I might be tripping but the 'bass' melody sounds a ton like the C64 SID chip. Very similar to the Lazy Jones soundtrack,Comparison to a retro sound chip without strong positive or negative emotion.
Neutral,BABY DO YOU LIKE THIS BEAT?,"A simple question seeking engagement, lacking strong sentiment."
Negative,"Gad...we had the music in the 70's.  I came here because there was a storry in the Washington Post about her.  I clicked on this video.  No talent, 2) vomit inducing lyrics and music.  Wow, this is what the younger generation thinks is talent?  We are done, if so...",Expresses strong disapproval and criticism of the artist and her music.
Positive,"I came here for the bop, stayed for Roan's infectious vibe 🎉",Expresses enjoyment and appreciation for the song's energy.
Neutral,"Not a great song. However, really catchy. Might be the eighties sound but, it feels very farmiliar!😅",Expresses a mixed opinion with both criticism and acknowledgment of catchiness.
Positive,This is bringing back 80s vibes,Expresses a nostalgic and positive association with 80s music.
Positive,Her vibe reminds me of this https://www.youtube.com/watch?v=96qBfrinajs,"Expresses a positive comparison, indicating enjoyment of the artist's style."
Positive,Damn this is catchy AF!!  I shouldn't like it but i really do!😂,Expresses strong enthusiasm and enjoyment of the song.
Neutral,Is it me or am I getting late 2010s vibe,Expresses a nostalgic feeling without strong positive or negative emotion.
Positive,I bit of a Lene Lovich vibe here. Love it.,Expresses enjoyment and appreciation for the song's style.
Positive,"Lyrics: Five, six, five , six, seven eight! I could be the one with the new addiction, it’s all in my head but I want a non-fiction. I don’t want the world but I’ll take this city! Who can blame a girl call me hot, not pretty.",Enthusiastic and playful repetition of the song title indicates enjoyment.
Positive,serious taylor swift  vibes in that one,Expresses a positive comparison to Taylor Swift.
Negative,This shit is awful,Uses highly offensive language to express strong dislike.
Positive,Love that Legend of Zelda temple theme synthesizer at the beginning.,Expresses appreciation for a specific musical element.
Positive,I like the way the music before the vocals start sounds off-kilter.,Expresses appreciation for the unusual sound before the vocals.
Negative,It actually sounds okay as a kind of retro '80s thing right up until 1:12 and it's just awful.,Expresses initial positive sentiment quickly turns to strong criticism at a specific point.
Negative,No thanks real trashy and kids listen to this cause of the up beat music.👎👎👎,Expresses strong disapproval and identifies the music as unsuitable for children.
Positive,80's vibes.,Expresses enjoyment of the song's nostalgic style.
Positive,"I grew up with 80’s music, thanks for bringing that vibe back in your creative way!",Expresses gratitude and appreciation for the nostalgic musical style.
Neutral,Where do i know this beat from the chorus,Expresses confusion and seeks origin of the beat.
Positive,so damn catchy! and I love that Weird Al covered this.,Expresses strong enjoyment of the song and appreciation for the cover.
Positive,Vocally she reminds me a ton of Kate Pierson and I looove Kate Pierson,"Compares favorably to a respected vocalist, expressing enjoyment."
Positive,This song hits a very specific part of my brain. Like literally. I can feel the song’s beats pulsating on my ONE SPECIFIC front tooth 😭,Expresses a unique and intense positive reaction to the music.
Positive,The Ting Tings + Toni Basil + 80s vibes=This song as cheerleader rock.,Expresses enthusiastic appreciation for the song's 80s inspired style.
Positive,Feels like 80s vibes,Expresses a nostalgic and positive association with the 1980s.
Positive,Cute af vibes,Expresses a positive and enthusiastic appreciation for the music's style.
Neutral,Who could blame a gal? ❤ to 0:56 call me hot not pretty! 👿 baby do u like dis beat? 😊,Mixed expressions of admiration and playful questioning.
Positive,Cindy lauper vibes. Icon!😊,"Compares the artist to a beloved icon, expressing admiration."
Negative,"This is cute but in my performance classes, they told us not to hit every fucking beat with a movement and she’s out here like doing 12 on them",Expresses annoyance and criticism of the performer's overly energetic movements.
Positive,I love her 80s 90s vibe ❤,Expresses affection for the artist's musical style.
Positive,I like this song 🎵 sounds so 80s! And I saw the comedy skit but they did it to this beat so funny 😁 I didn't know it was from this song!,Expresses enjoyment of the song and a positive reaction to a related skit.
Positive,As a white guy who usually listens to thrash metal this is oddly catchy and good for someone who doesn’t usually listen to this,Expresses surprising enjoyment and appreciation for the music.
Negative,Cool beat and this windbag ruins it.,Expresses dislike for the song due to a perceived flaw in the beat.
Positive,Idk this is too catchy,Expresses enjoyment of the song's catchiness.
Positive,Hayley Williams vibes 😎,Expresses admiration and positive association with Hayley Williams.
Negative,"Awful song, choreography, and production. Who is this copy of a singer?","Strongly criticizes the song, choreography, and production, implying a lack of originality."
Neutral,"0:28 not me do 5,6,5678 me thinking the beats bout to drop",A playful and slightly confused expression with no clear positive or negative sentiment.
Neutral,0:59 why does this melody sound familiar,Expresses a vague sense of recognition without strong positive or negative emotion.
Positive,This song has an 80’s vibe…just love it!,Expresses strong enjoyment and appreciation for the song’s 80s style.
Neutral,People keep saying this is a 80s vibe but to me it sounds more like 2010-2013 pop,Expresses a different musical interpretation compared to the common perception.
Neutral,I'm getting Cindy laupher vibes❤,"References another artist, but without expressing strong positive or negative feelings."
Positive,I practice swordfighting to this sick beat.,Expresses enjoyment and connection with the music.
Positive,Five six five six seven eight ♪ I can be your one are new Addition it's all in my head but I want nonfiction I dont want the world but I'll take this city who can blame a girl call me hot not pretty baby don't you like this beat I made it so you'll dance with me it's like an hundred ninithy nine degrees when ur doing with me doin it wit me hot to go clap ur hands and touch ur toes dance it out ur hot to go hot to go snap and clap and touch ur toes hot to go hot to go! You can take me hot to to hot to go you can take me hot to go!,Expresses enthusiastic enjoyment and excitement about the song.
Negative,Wow I’ve heard crap before but this is absolutely the worst wanted to stab my ears just to never hear this or anything like it ever again.,Expresses extreme displeasure and a desire to inflict harm due to the song's quality.
Positive,She seems so funny and fun to hang with. I like her spirit and vibe,Expresses enjoyment of the artist's personality and energy.
Neutral,Progressional paragon,The comment is a single word with no clear positive or negative sentiment.
Neutral,Does she give off B-52s vibes or is it just me?,"Compares the artist to the B-52s, a neutral comparison."
Positive,"I don't really know how much ""pure talent"" she has................but this song is catchy, and I LIKE it :)",Expresses enjoyment of the song despite uncertainty about the artist's talent.
Negative,"I keep seeing her name, but this is the first time hearing her.... This is some 1988 mush..... Very forgettable.",Expresses dislike and finds the song forgettable and overly sentimental.
