comment,user_name,date,likes,compound,sentiment,sentimento_manual
This song is annoying,@leechgamingYT,2024-04-28T18:31:11Z,2,-0.4019,Negative,Negative
I’m only here for the Alt/Rock vibes.,@MrNashey1,2024-03-29T04:53:12Z,2,0.0,Neutral,Neutral
The moves makes me emotional,@FredrickEchengu,2024-06-11T09:50:19Z,2,0.1531,Positive,Neutral
God damn whatever guy has all these girls as his exes must be the most attractive dude in the universe,@cj5564,2024-03-30T01:00:06Z,2,0.3804,Positive,Neutral
She did it again. Olivia somehow managed to be more generic than Taylor Swift. She carefully handpicked another one of the most generic situations in life and is pretending she wrote and filmed a masterpiece. The delusion is beyond. And the people who likes her music are the most basic I ever witnessed in my lifetime. That's impressive. What a load of shit.,@cedricqw,2024-03-22T15:43:27Z,2,0.8519,Positive,Negative
It's giving me Avril Lavigne vibes❤❤ love it❤️,@cha-2248,2024-03-27T07:32:30Z,2,0.9432,Positive,Positive
This gives me 90’s Garbage and Courtney Love vibes. ❤,@juvdeguzman6388,2024-03-29T16:33:43Z,2,0.8555,Positive,Positive
The classical rocker vibe we love ❤,@janellerod4865,2024-03-22T14:40:42Z,2,0.8555,Positive,Positive
I feel this Lyrics so much (unfortunately) 🥲,@christinemeyer5470,2024-04-08T17:04:43Z,2,-0.3976,Negative,Neutral
The most emotional yet beautiful song on Olivias channel,@transparentYT,2024-04-21T16:25:03Z,2,0.7233,Positive,Positive
"When her music is good, it's really good but too bad when it's bad, it's some of the worst out there like this song. This song is so cringe in every way possible",@losbebeast8449,2024-05-24T22:37:24Z,2,-0.8969,Negative,Negative
"This is very Michelle Branch, the music video is giving me Whip IT (2009) vibes and I’m here for it",@queenb7013,2024-03-22T19:03:02Z,2,0.34,Positive,Positive
"..the life of every fucking party. I've got issues.....  Hahahaaaa!!!!😂❤🎉🎉 LUV this song & others. Esp. when idoL #oliviarodrigo cusses swears.. so real. Like most of us do. HahaHaaa!!!!! LUV this song, video, lyrics.. & many of her songs. Our #philippines' #princess ❤️ 😊 🥰 🎉💜 💜💜",@m.francisco7205,2024-12-08T02:35:13Z,2,0.9937,Positive,Positive
Chaotic and emotionally raw. I love it.,@LentilSoupGirl,2024-03-22T17:39:56Z,2,0.25,Positive,Positive
Ewwwww the lyrics are soo cheap,@ms_jkieetessa,2024-03-24T10:40:27Z,2,0.0,Neutral,Negative
"The best song I've ever heard in my entire life, nothing beats this song.",@Nxzxmii-vd5kd,2025-06-07T20:51:32Z,2,0.6369,Positive,Positive
"Hi Olivia, not sure if youll see this but I heard Fefe Dobson's Shut up and Kiss me and I can hear you singing it. It has the same vibe with some of your songs.",@tripsome2153,2024-06-25T08:12:52Z,2,0.4971,Positive,Neutral
1:26 im obsessed with the way she blows the kiss so annoyingly but kindly at the same time ❤😘,@summerrrrr8399,2024-03-24T11:29:59Z,2,0.9497,Positive,Neutral
Finding this now has been a GIFT! This is a vibe. The vibe. 🔥🔥🔥,@ashb512,2024-08-28T15:40:09Z,2,-0.4327,Negative,Positive
"Catchy, witty, sexy, kinda heavy......I'm impressed",@jamknight,2025-06-02T14:12:50Z,2,0.7369,Positive,Positive
i dont see how everyone else isnt cringing at the lyrics.,@__keys,2024-03-27T22:40:07Z,1,0.0,Neutral,Negative
She reminds me of Em Behold and a 2000's favorite called Poe. She has the same style as EB but a lower tone in singing when doing serious lyrics just like Poe.,@azonak,2024-04-20T05:50:49Z,1,0.25,Positive,Neutral
She is the next POP Rock ICON!! What an amazing concept and catchy song for me.,@CatherineRogers-t2i,2024-03-26T15:00:20Z,1,0.658,Positive,Positive
OMG I AM LOVE IT GIVES OFF BRUTAL VIBES!!!!!!!!!,@Lele_685,2024-03-23T17:06:43Z,1,0.3111,Positive,Positive
"That first half of the chorus, what does it remind me of?",@SuperStarr817,2024-03-23T06:38:33Z,1,0.0,Neutral,Neutral
worst music in the world trash music,@HENRI_GAMEX,2024-10-14T12:55:16Z,1,-0.6249,Negative,Negative
"In addition to all of the other amazing qualities, performance, aesthetic, voice, look, smarts,  Imma jus gonna say that Livvy might be the greatest poprock songwriter of ALL TIME. These lyrics are profound poetry, every damn song. Especially this one!",@kevrmoore,2024-03-29T22:59:30Z,1,0.8478,Positive,Positive
WHY IS THIS SO NOSTALGIC NOW..,@MarPostsAnything,2025-01-04T17:01:08Z,1,0.0,Neutral,Neutral
Olivia can you please please please🙏 make a song about me i love u so much my name is harmony love u olivia your the best and im so obsessed with u   i listen to your songs every day love u liv love u liv your the best,@SilvestreGalicia-rq8ro,2024-03-25T00:31:25Z,1,0.9868,Positive,Positive
Cleaning up the mess the exes made with a vacuum in the end is such a vibe😂,@Amadeadraws,2024-03-25T17:40:25Z,1,0.1027,Positive,Positive
I'm so obsessed with it I love it it's giving me rock Vibes I I can't stop listening to it❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤,@wearesiblingsforever6510,2024-06-27T15:06:13Z,1,1.0,Positive,Positive
WHO SAID I CANT WEAR MY CONVERSE WITH MY DRESS-,@Rætss,2024-03-31T01:21:35Z,1,0.0,Neutral,Positive
legendary lyrics,@SpeedDriveDoItAgain,2024-07-20T08:33:11Z,1,0.0,Neutral,Positive
"Damn, I feel seen. I remember dating a dude, and even though we were together, I was obsessed with his ex because I was afraid she would come back and take him away. It's a terrible feeling. It comes from insecurity and low self-esteem but is real and painful. I would put on red lipstick; sometimes, my face would morph into hers in the mirror. I am no longer with that dude, and I am finally working on myself, and I overcame her. This song feels like she wrote it for me. I know it's not true, but it feels good to TRULY relate to her lyrics and music.",@chocobunny9868,2024-03-24T06:06:35Z,1,-0.2613,Negative,Positive
Tone like telephone by lady Gaga 🤔✌️,@rowellovercatacutanatics5350,2024-08-23T03:35:44Z,1,0.3612,Positive,Neutral
Fãs do Justin Bieber e Selena Gomez tão nessa vibe,@Sofiacunha005,2024-03-23T17:44:39Z,1,0.0,Neutral,Neutral
Good vibes to start a new year! SO MUCH PUNK! WOW!! NEVER EXPECTED THIS!!!,@aigenerated_.videosvk,2024-03-26T14:23:06Z,1,0.8891,Positive,Positive
"Love this song….. the concept, the vocal performance, the instrumentation, the production. On Point",@GerbsCE,2024-04-02T15:11:18Z,1,0.6369,Positive,Positive
Why did it give vibes like deja vu but karma hits version...??!,@akshatanaik5275,2024-11-02T12:25:46Z,1,0.3404,Positive,Neutral
Uma vibe 2010's,@Julia-sb3xz,2024-03-27T00:39:50Z,1,0.0,Neutral,Neutral
Giving jealousy jealousy and brutal vibes I love it!!,@RAWRDINOSAWRZ,2024-03-29T02:04:35Z,1,-0.3987,Negative,Positive
I keep listing to you it feels like iam so obessed with olivias vocals,@Christina-y5s,2025-08-06T19:18:51Z,1,0.3612,Positive,Neutral
worst song so far,@jessamoratalla8412,2024-04-02T13:57:05Z,1,-0.6249,Negative,Negative
damn!!! some of the lyrics really hit me hard,@karyllemaecaldera4627,2024-03-24T08:35:36Z,1,-0.6416,Negative,Positive
Love the vibes,@Pernellechevalier,2024-03-22T15:20:56Z,1,0.6369,Positive,Positive
0:26 the prechorus always gets me so hype,@jabison05,2024-04-19T15:07:47Z,1,0.0,Neutral,Positive
did anyone else know that chappell roan was background vocals for this song?,@aaliyahlexis,2024-09-16T07:09:11Z,1,0.0,Neutral,Neutral
Never miss a beat left no crumbs amazing I loveeee,@ellep9868,2024-03-23T01:55:48Z,1,-0.5897,Negative,Positive
"I loved the instrumentation of the chorus, just perfect ❤",@XiePepper,2024-03-23T05:21:56Z,1,0.9153,Positive,Positive
I love Olivia but the bangs does not give the vibe,@stephenbailey8566,2024-04-11T22:55:54Z,1,0.3818,Positive,Neutral
This song reminds me of early 80s punk when I was in high school. Makes me feel nostalgic❤,@thefrenchatelier1977,2024-12-16T21:49:48Z,1,0.6369,Positive,Positive
😮I’m SO OBSESSED with this song 🎶!! TOTAL jam song! Lyrics PERFECT!! 👏👏 Releasing these 5 songs now in the middle of her tour just proves AGAIN how much Olivia loves her fans! 💜💜OR,@zatotom,2024-03-22T19:30:00Z,1,0.8867,Positive,Positive
Its giving summer vibes,@ryanleclaire3948,2024-06-03T09:09:36Z,1,0.34,Positive,Positive
I first heard this song on my record side b and learned all the lyrics,@Lydia-b4u,2024-03-23T01:13:32Z,1,0.0,Neutral,Positive
Omg I love the video and the hard work you put into the lyrics ❤❤❤❤,@4ngel_kid,2024-03-23T01:49:14Z,1,0.9705,Positive,Positive
This song came out at the wrong time and failed miserably. It should be released on the next album is better because it is a very catchy and unique song 😢😢,@cáibát5.0,2024-06-12T17:31:16Z,1,-0.9153,Negative,Negative
"The lyrics may be cringe and immoral, but this song is an absolute banger!",@levistepanian5341,2024-04-27T18:29:42Z,1,-0.3164,Negative,Neutral
She pictured those emotions so real...,@realDandelion,2024-05-08T18:42:38Z,1,0.0,Neutral,Positive
2000s vibes are strong,@noahg5779,2024-03-23T05:05:32Z,1,0.5106,Positive,Neutral
The chorus sounds like TELEPHONE by LADY GAGA ft BEYONCE,@wilesly,2024-03-22T17:25:45Z,1,0.3612,Positive,Neutral
Kind of getting biff naked vibe as inspiration,@mikegaudet7891,2024-03-26T03:40:48Z,1,0.5267,Positive,Neutral
Does anyone else get an Avril Lavigne Sk8er boy PunkPop vibe??,@TimNevo-dk,2024-12-29T14:39:49Z,1,0.0,Neutral,Neutral
OK BUT DID YOU KNOW CHAPPEL ROAN IS IN THE BACKGROUND VOCALS OF THIS SONG 🎉❤ WE LOVE OLIVIA FOR QUEER REPRESENTATION,@indigobloomseverywhere,2024-07-10T01:37:39Z,1,0.9648,Positive,Positive
"This sound so familiar, especially pre chorus. Did she sampled the music?",@tinacris8610,2024-09-27T20:19:38Z,1,0.0,Neutral,Neutral
I can’t be the only one who thinks she’s attractive but annoying,@damianlee6957,2024-08-25T15:38:47Z,1,-0.3818,Negative,Neutral
Chorus melody is giving Lady gagas telephone,@stars1563,2024-03-23T18:51:21Z,1,0.34,Positive,Neutral
Catchy,@TrevorsRoom,2024-04-20T01:53:55Z,1,0.0,Neutral,Positive
Eu amo a vibe que Olivia Rodrigo transmite em suas músicas é tão surreal serio eu amei essa música parabéns garota arrasou mais uma vez❤,@Nah2023-nhu,2024-03-26T03:06:20Z,1,0.6369,Positive,Positive
wait why did she chnage teh lyrics to is she good in bed when its supposed to be does she give good head,@HunterAnderson-wo7gt,2024-03-23T19:21:36Z,1,0.7003,Positive,Negative
Great composition!,@Irfan_Ali_24,2024-04-17T16:57:57Z,1,0.6588,Positive,Positive
I am staring at her like i wanna get hurt😭 and she even speaks kindly about me...those lyrics are on point😭😭,@Shanutheeilishoconnel,2025-01-09T11:13:12Z,1,-0.7906,Negative,Positive
real ones know the lyrics from spotify podcasts🫶😭,@micky2cool4u,2024-03-22T16:58:35Z,1,-0.4767,Negative,Positive
Obsession and jealousy are toxic poisonous emotions… This is really bad music for young girls 👎👎👎👎👎👎,@jamesibz,2024-03-27T13:40:14Z,1,-0.9041,Negative,Negative
Bro this gives (no doubt) vibes please do a full rock album,@Speciesinc,2024-03-25T08:00:56Z,1,-0.0516,Negative,Positive
If she could keep up the alternative vibe that would be amazing.,@jenhoward5930,2024-03-28T02:53:44Z,1,0.5859,Positive,Neutral
Just watched Olivia Rodrigo's 'obsessed' Official Music Video - the visuals and storytelling perfectly capture the emotion behind the song.,@Weight-Loss..,2024-04-24T11:50:26Z,1,0.5423,Positive,Positive
Olivia with her new look gave me María Becerra vibes,@Dreaa-777,2024-07-22T20:57:25Z,1,0.0,Neutral,Neutral
I started head banging to the chorus with my hair in my face and then saw another sash so I remembered I came here to actually watch the video LMFAOOOOOO,@kayla.pimentel,2024-03-23T04:39:31Z,1,0.0,Neutral,Positive
i love how angry and emotional olivia is <3,@starrysky-pie,2024-11-20T06:25:47Z,1,0.6597,Positive,Positive
This gives serious Garbage vibes. I am 100% for it. ❤,@02ujtb00626,2024-04-01T05:16:29Z,1,0.5994,Positive,Positive
Waiting for the day Olivia dumps these awful guys and go on date their exes...,@andreiadeia1353,2024-03-22T22:24:12Z,1,-0.6908,Negative,Negative
Facts or true?...this song is catchy and this visual is very intriguing especially with fact that this shows a lot of vulnerability,@TheAlkebulanTrust,2025-02-04T20:48:00Z,1,-0.2263,Negative,Positive
Demi vibes too,@sailormoon9510,2024-03-24T14:18:29Z,1,0.0,Neutral,Neutral
did you guys know that Chappell Roan sing as background vocal in this song?,@5iz0,2024-11-26T14:51:33Z,1,0.0,Neutral,Neutral
When ur laying on the floor it was giving Lydia’s hair from Beatle juice 💀🤣,@SophiaSanta-f1u,2024-10-10T06:53:11Z,1,0.6808,Positive,Neutral
Could be the worst song in the world hands down.,@eastcoasttairua,2024-04-28T03:02:56Z,1,-0.6249,Negative,Negative
"Daqui uns tempos Olivia Rodrigo, vai virar modinha ❤ TOMARA.🩵🫰",@Cereja.19,2024-03-23T00:03:11Z,1,0.6369,Positive,Positive
honestly like her voice and tone but when will she make happy music? I dont listen to her songs as often as I used to bec it drags me into a hateful state of mind,@asdgfhjkl9017,2024-03-27T15:48:58Z,1,0.3506,Positive,Negative
The vibe is vibing,@JillBrown-vy3fz,2024-12-26T20:47:43Z,1,0.0,Neutral,Positive
this mv gives off 2000s-2010s vibes in the BEST way!!,@DonSmith-k6l,2024-03-22T20:42:13Z,1,0.7592,Positive,Positive
Putting this out into the universe. I will make a song with Olivia some day soon and it will help change the world. Mark my words. God bless everyone 🍀,@clovercage,2024-03-22T18:58:24Z,1,0.765,Positive,Positive
The guitar sounds so bland. Generic rock song…. 😮‍💨,@thereportoftheweek787,2024-03-23T19:28:56Z,1,0.0,Neutral,Negative
not rlly an olivia stan but this song of hers reminds me of avril lavigne's and paramore's songs. she got the very angsty teen vibe down.,@iheartart0827,2025-06-05T01:01:52Z,1,0.0,Neutral,Neutral
i just am alwys amazed by how good her lyrics are,@lenaduhh,2024-03-22T17:31:41Z,1,0.7269,Positive,Positive
The worst song I've ever heard in my entire life,@Uoomy,2024-05-24T19:35:04Z,1,-0.6249,Negative,Negative
This give me deja vu vibes,@Nickii_8,2024-03-24T20:15:09Z,1,0.0,Neutral,Neutral
Great song!!! Early 2000s punk vibe,@volatilitydisc,2024-03-22T17:22:21Z,1,0.7163,Positive,Positive
"Also, Taylor swift is good but you bring out all my emotions and you are just like me.",@ChristyBedford,2024-05-13T22:14:58Z,0,0.6808,Positive,Positive
She is sooooooooo stunning I literally know all the lyrics of both her albums and I even know the comeback song and All I Want and now that she came out with this song I need to know their lyrics as well I love her so much my favorite color also that’s why I love her music she’s so beautiful and sweet and funny I rly want to her at her concert but unfortunately I can’t but I still love her. I 💜 YOU OLIVIA 💜💜💜💜💜💜💜💜💜💜🤍🤍🤍🤍🤍🤍🤍🤍🖤🖤🖤🖤🖤🖤🖤🖤🖤🖤✨✨✨✨,@Magic_Butterfly-,2024-03-31T18:13:35Z,0,0.9994,Positive,Positive
"The chorus sounds like Lindsay Lohan in Freaky Friday, 2003.  Who knew Lindsay was ahead of her time by 20 years!",@TheKShaneT,2024-04-06T00:29:06Z,0,0.0,Neutral,Neutral
"""Such a song hasn't been around for years. Old school vibe. I like it.""",@rolfingerbier,2024-04-28T01:08:38Z,0,0.3612,Positive,Positive
i mostly listen to hard stuff but the vocals here fucking *cooked*,@meowieuwu-u8d,2025-03-05T18:40:43Z,0,-0.0516,Negative,Positive
Some 90s vibes,@paumillas9834,2024-03-26T11:29:36Z,0,0.0,Neutral,Neutral
2:09 do u guys hear voices behind the vocals? i do i’m so confused but i only hear it in the bridge,@AGwashere_13112,2024-04-13T15:38:42Z,0,-0.249,Negative,Positive
Isnt she straight?? And with Louis?? This lyrics sound a little like she is lesbian or smth ( Im not judging I love her music ),@s.0.s.s.z.a,2024-03-30T17:37:31Z,0,-0.5841,Negative,Negative
PURRR IMA HAVE TOO PUT THIS ONE REPEAT FOR 44 TIMES TO KNOW LYRICS 😍😍😍💅💅💅💜💜,@alegarcia2005-june,2024-03-28T13:48:53Z,0,0.9545,Positive,Positive
Why for a second did it give me I want you vibes not from the video but just gave me those vibes I don’t know how to explain it….,@Am_12211,2024-03-25T04:16:50Z,0,0.0387,Neutral,Neutral
Give the vibes of reputation era and Wednesday movie🤟🏼,@gayaratzabi3547,2024-03-24T10:11:31Z,0,0.0,Neutral,Neutral
Its only me or olivia give us paramore vibes?,@_Wahyu,2024-04-04T08:28:40Z,0,0.0,Neutral,Neutral
This gives me Yellowjackets vibes,@natw.737,2024-03-23T22:53:30Z,0,0.0,Neutral,Positive
"This is just Telephone no? I'm sorry... I love Olivia, but yeah. Glad to see the beat come back though.",@MyGirlAcademiaMVP-ok,2025-05-08T07:13:36Z,0,0.85,Positive,Neutral
demi lovato camp rock vibes? anyone??,@olbiey,2024-03-23T12:47:12Z,0,0.0,Neutral,Neutral
It’s giving wensday vibes 0:49 0:56,@Water_fairy200,2024-03-25T05:56:04Z,0,0.34,Positive,Neutral
"Very generic ngl, the molody I’ve heard so many times, it’s not creative.",@austynspradling6186,2024-04-04T22:44:38Z,0,-0.3412,Negative,Negative
This is giving me major industrial vibes like NIN,@codkast2154,2024-03-29T07:04:00Z,0,0.6326,Positive,Positive
very catchy,@ethanandersonsongwriterame7403,2024-03-28T22:49:47Z,0,0.0,Neutral,Positive
Anyone know the chords on ukulele?,@HeyItsMeRunic,2024-05-08T11:55:30Z,0,0.0,Neutral,Neutral
This is giving off St Vincent vibes,@CHILLknowsfootball,2024-09-07T22:01:31Z,0,0.34,Positive,Neutral
Catchy but not a good song,@asjamuir5534,2024-03-23T21:43:45Z,0,-0.4782,Negative,Neutral
Chorus reminds me of telephone by lady Gaga,@Grid.GirlUnleashed,2024-03-27T04:02:57Z,0,0.0,Neutral,Positive
The worst part is when they have more than one:,@NataliaMoon29,2024-03-31T09:36:23Z,0,-0.6249,Negative,Negative
Demi and 90er vibe god i love her ❤,@sailormoon9510,2024-03-23T08:11:05Z,0,0.8885,Positive,Positive
this has been stuck in my head! it’s giving revenge and baddie vibes and I’m here for it 💜,@thepixels-5681,2024-03-23T13:43:45Z,0,0.3595,Positive,Positive
"need this version on streaming soooo BAD. the original mix is great by my god her live vocals are absolutely breathtaking. this version is also at a slightly lower pitch i believe which makes it sound so much more deep and personal. truly hits me right in my core and makes me want to belt at the top of my lungs. i love love love love this performance it’s phenomenal. she deserves all the success that’s coming her way, what a star !!",@prettylittlebirds,2024-04-18T16:03:38Z,0,0.9858,Positive,Positive
Maomao in different universe 😅😘,@sunsunnoona6040,2024-03-27T12:43:48Z,0,0.6486,Positive,Neutral
"The crazy thing is HER AGE! She is so talented at such a young age. I'm only 19, and the best I sound is like nails on a frickin chalkboard. I respect her and look up to her. She is my idol and I love her music so much. I can relate a lot to her songs and I just get emotional. Awesome hit she has here. Keep going Olivia!",@ben-neon19,2024-03-23T02:00:19Z,0,0.9732,Positive,Positive
Can we appreciate how of her videos are standard screen vs wide screen? really sets a vibe.,@JasonElise1983,2024-04-19T17:43:06Z,0,0.4019,Positive,Positive
This is so corny. Y’all needa grow up. Obsessing over other ppls exes? Talk about emotionally immature,@DavionSpriggs,2024-08-11T22:05:59Z,0,-0.34,Negative,Negative
Not gonna lie Rucka did the vocals better but this is still good,@AmazingRebel23,2024-07-22T05:53:13Z,0,0.7003,Positive,Neutral
Im all that standing up on stone im just chilling on my settee 🤔🇬🇧👽🇬🇧😊,@thomasdelaney1207,2024-04-07T04:11:38Z,0,0.7096,Positive,Positive
"This is the teenage dirtbag y2k vibes, i love it",@Kowareta007,2024-05-12T02:10:25Z,0,0.6369,Positive,Positive
Why did she change the lyrics from great head to good in bead?,@Thetvaccount.lurg9yf9yfiyx,2024-03-24T02:47:54Z,0,0.7906,Positive,Negative
Paramour vibes,@bestcity0979,2024-03-25T04:43:07Z,0,0.0,Neutral,Positive
this one gave me Robin Sparkles dark era vibes,@florenciapizarro89,2024-03-25T17:46:22Z,0,0.3182,Positive,Positive
"how come every song of her is so GenZ and relatetable? must admit I went through every emotion in all her songs from brutal to every Ameriacan bitch, even bad idea right and now this =))) she is so real and not even try to act cool men =)))",@DuyenTran-xw7sr,2024-05-05T16:41:02Z,0,-0.8519,Negative,Neutral
Anyone else thinks the chorus sounds just like Lady Gaga : Telephone,@scottybricks1060,2024-03-27T22:46:11Z,0,0.3612,Positive,Neutral
Niravana vibes 🔥,@rooseveltcastillo1748,2024-03-23T20:43:13Z,0,-0.34,Negative,Positive
im a huge livvie but this songs kinda mid im sorry. i love the chorus a lot but the rest of the songs kinda mehh,@amelia-h9w,2024-03-23T04:44:24Z,0,0.8124,Positive,Neutral
"the gated effect on the ""ahh"" in the chorus is so cool",@hindenburgerhelper14,2024-03-22T18:36:15Z,0,0.4572,Positive,Positive
