comment,user_name,date,likes,compound,sentiment,sentimento_manual
She can just do absolutely everything with her voice and this is indeed the most emotional song she's ever written and singed.😢😢😢😢😢,@СтефанНенков-б5в,2025-08-11T19:42:18Z,7,-0.9275,Negative,Positive
"Ariana's lyrics are always like a diary, that's what I love them so muchhhh",@nextlevelhits,2025-04-24T02:17:57Z,6,0.7717,Positive,Positive
team conrad received this nostalgic song for heartbreak...,@wat.ev55_er,2025-08-21T18:31:28Z,6,-0.5719,Negative,Neutral
am i the only one who feels like since her return she has been singing about her reality? Like its not just lyrics?,@QuianaEvans-k1m,2025-02-03T20:34:52Z,6,0.6553,Positive,Neutral
In all Ariana's songs actually this is my best. So emotional . I listen to it continuously without getting bored it even creates feelings in you,@HusinahAyat,2025-08-03T10:23:49Z,5,0.8493,Positive,Positive
"I love this song but it’s so bittersweet. Particularly the ending where the “I’ll wait for your love” lines repeat , and fade in that orchestral music. Somehow it hits a pretty specific button in my nostalgic heart. And I just Love it 😢😅",@luismiguelariass,2024-12-12T15:08:37Z,5,0.9551,Positive,Positive
"Every time I watch the video to this song I cry. Being in love with someone after it has ended is the worst feeling, you Mourn a living person. 😣just left with all the good memories. So I’d like to check in to that place!",@jessicanegron9558,2025-07-19T09:30:15Z,5,0.1705,Positive,Positive
"idk if y’all have seen Eternal Sunshine of the Spotless Mind but that film is what the album (esp this music video) is drawing from thematically. I highly recommend watching it to understand the full extent of the pain she’s been going through, it changes the album’s tone completely",@avenraine,2025-01-08T15:40:16Z,4,0.036,Neutral,Neutral
It's not a song it's emotion 😭,@Joy치수편,2025-02-06T05:00:13Z,4,-0.4767,Negative,Positive
This song actually give real November n December vibe❤️😭😭,@LeviKonyak-d6z,2024-11-10T19:23:14Z,4,-0.7351,Negative,Positive
"“Ariana’s vocals are like a warm hug for the soul so effortless, so powerful! Every song she sings feels like a masterpiece. Who else is completely enchanted? 💖🎶”",@deendunyaquran01,2025-05-08T05:03:30Z,4,0.9802,Positive,Positive
her best bridge for me. That counter melody is stunning.,@Benjamin-jx4fy,2024-11-05T19:03:45Z,4,0.7783,Positive,Positive
Song lyrics Me and you🎧 ?,@imysobed1,2025-02-24T10:39:02Z,3,0.0,Neutral,Neutral
This video has the vibe of the film eternal sunshine of the spotless mind which was a masterpiece,@savybee,2025-02-22T06:10:59Z,3,0.8074,Positive,Positive
"me and my best friend don’t talk anymore, we aren’t friends anymore, i can’t accept the fact. i just pretend we are friends :( this song really hits deep thankyou ari for your incredible art.❤ ily",@lvrqemi,2025-08-19T00:08:46Z,3,0.9711,Positive,Positive
"Lord I love this song and her voice is everything. The beat also reminds me of Robyn's ""Dancing On My Own"".",@coupleofbeers31,2024-12-30T01:13:21Z,3,0.6369,Positive,Positive
"Somewhere in the multiverse, Mac got sober and they're married and she's finally happy. You can't convince me that he wasn't her soulmate. RIP Mac Miller.",@BeeBoxBlueberry,2025-02-05T20:20:27Z,3,-0.048,Neutral,Neutral
give the ramadhan vibes😂,@cozytalki,2025-03-10T10:08:06Z,3,0.4404,Positive,Neutral
So sad+emotional,@bobabearxo,2025-01-02T16:05:25Z,3,0.0,Neutral,Neutral
So deep. Listened 4xs.,@Mandapanda1987x,2025-01-23T20:54:59Z,3,0.0,Neutral,Positive
"Here before 500 million views! Great job Ariana Grande, will always support you no matter what kind of drama is going on involving you because I know deep down you don't mean harm. Keep going girl!",@bloxiest_official,2024-12-23T16:23:55Z,3,0.8796,Positive,Positive
"Anyone else think this is about Mac Miller? Her acting is SO good. It doesn’t feel like acting, but real and raw emotion.",@laurenwilcox9656,2025-02-17T06:57:26Z,3,0.5542,Positive,Neutral
In a parallel universe this would win the grammy for song of the year❤❤🥰🥺,@attiliorunner6143,2025-03-16T20:55:26Z,3,0.9661,Positive,Positive
This video makes me so emotional.,@jolenares8525,2025-03-04T15:08:32Z,2,0.2769,Positive,Positive
"I am sorry that I am crying while listening to this song. You just remind me of him again that I have kept deep down inside of me for along time. Ariana, you must be responsible for my tears. 😭😭😭",@rosdara2521,2025-05-03T13:59:28Z,2,-0.9062,Negative,Neutral
"It's been a year since the clip came out, and emotions and feelings are the same as when watching this clip like the first time❤️",@AisAssssss,2025-03-09T09:27:06Z,2,0.3612,Positive,Positive
"Everything about this song and feeling has been perfectly projected, well done very powerful ❤❤❤",@alitisa_dripfortnite6542,2025-05-04T09:54:00Z,2,0.9743,Positive,Positive
Holy shit man😮 this video is deep,@gherrera5101,2025-05-21T20:27:14Z,2,-0.5574,Negative,Positive
After the eternal sunshine deluxe - it's beautiful. It's art. We never experienced this powerful of an album and eternal sunshine is the healing album we all need - the deluxe is AMAZING,@Totaldramaedits-rh25,2025-03-28T08:04:35Z,2,0.9589,Positive,Positive
"One of the most beautiful songs of this year, with an impeccable video that causes enormous emotion. The song that made trending in Tik Tok... millions people share that feeling that is ""We can't be friends"". It doesn't have a GRAMMYs but it has its loyal fans, because for us it is the Single of the Year ✨",@uniterrebelde19,2024-11-09T01:41:03Z,2,0.868,Positive,Positive
Eternal Sunshine of a Sportless Mind vibes all the way,@josecarlossalazar6906,2025-08-14T15:04:11Z,2,0.4939,Positive,Positive
"Say what we will about her, she knows how to capture emotions accurately cause this whole video hurt my soul. And I may be late to the party but dang. Painful.",@Supernovastare7,2025-03-10T20:36:42Z,2,-0.6369,Negative,Neutral
This song is like grief wrapped in clarity..	When you know deep down… “We can’t be friends”because it would only re-open what you worked so hard to close 💔🥹,@cdm.xoxo89,2025-05-29T10:55:21Z,2,-0.4527,Negative,Positive
i am in love with her vocal delivery in this. she sounds exactly like someone so exhausted from being broken-hearted,@CaitlynDugan,2025-03-26T13:17:53Z,2,0.6003,Positive,Positive
It’s already nostalgic,@buteramoonlightbae8822,2024-11-25T18:41:51Z,2,0.0,Neutral,Neutral
omg I started crying as I was singing and I couldn't even finish the song properly—the story within deeply moved me😭😭😭😭😭😭,@宗聖,2025-01-13T05:03:41Z,2,-0.967,Negative,Positive
“Me & my truth we sit in silence 😩 bbygirl it’s just me & you” 😭😭 even when I’m having the worst of days it’s that one lyric that gets me 🤞🏽 thank you Ari 🎉,@Kimmydamacc,2025-01-04T22:20:02Z,2,-0.7096,Negative,Positive
"Listening to this, crying while I'm temporarily being friends with my partner!",@nickjhere,2025-06-05T06:24:41Z,2,-0.2064,Negative,Neutral
"Who knew fake Pietro-sorry, Fietro, as Agatha put it, would end up with Galinda in another universe?😅",@VilikesaTuragakula,2025-01-10T00:53:23Z,2,-0.1531,Negative,Neutral
Ariana's vocals sound like honey... Smooth and sweet and effortless ❤🍯 #luvyou #Arianagarande,@Fly_Maldives_Official,2024-11-15T19:43:36Z,2,0.8658,Positive,Positive
"When love breaks, I turn the fragments into music that makes you feel deeply understood. I’m Deep in Love, and my mission is to create songs that become the soundtrack to your most vulnerable moments.",@deepinloveofficial,2025-01-04T19:30:34Z,2,0.8522,Positive,Positive
This song is an emotional part of her career 😢❤,@itznotdino3172,2025-06-29T17:20:13Z,2,0.4019,Positive,Positive
rewatching this because i just had my worst heartbreak and oh boy does this hit different,@min8769,2025-01-07T20:33:42Z,2,-0.8316,Negative,Neutral
This reminds me of a friend whom i don't want be just friends i wanted something deeper but it never came to be true i never had the courage to tell him and the felling after hearing this song i can't explain in words😢,@Pragati-u7x,2025-03-25T13:14:35Z,2,-0.2151,Negative,Neutral
someone get me off. this masterpiece is unforgettable,@han-aae,2024-12-13T14:08:44Z,2,0.7073,Positive,Positive
This song and video is so deep,@grizgummies,2024-10-08T05:18:42Z,2,0.0,Neutral,Positive
"Ariana Grande’s ""We Can't Be Friends (Wait for Your Love)"" is a beautifully emotional track. The video captures the essence of longing and heartbreak, with Ariana’s voice shining through every moment. The visuals are simple yet powerful, perfectly complementing the song’s theme of waiting and unrequited love. It’s a heart-tugging experience and a must-see for any Ariana fan!",@Ramil8548,2024-11-14T13:32:13Z,2,0.9512,Positive,Positive
OMG this is so powerful and emotionally realistic 😭😭😭😭 I really love this.,@ElizabethTeaupa,2024-12-15T12:42:47Z,2,-0.5091,Negative,Positive
wow. so deep. Imagine disliking someone so much or their memories bring you so much pain you wished youd never met them. I can imagine there are tons of people all over the earth who feel this way.,@borntostandout12,2025-07-25T00:20:25Z,2,-0.3274,Negative,Positive
"This is my first time hearing the whole song and watching the video. Firstly, Evan Peters is that you?? Secondly, wow, the vocals are beautiful!",@dee_1989,2025-01-04T13:00:14Z,1,0.8538,Positive,Neutral
Get some reggae vibes.,@Mr.ReggaeBoom,2025-03-07T09:05:22Z,1,0.0,Neutral,Neutral
Totally hooked on this song's beat!,@SpiritVibes99,2024-11-01T03:43:44Z,1,0.0,Neutral,Positive
It already seems so nostalgic,@buteramoonlightbae8822,2025-02-26T15:43:46Z,1,0.0,Neutral,Positive
This music makes me fell hope and nostalgic ..  My heart in this vibe 🤍🤍🤍🤍,@deisy19garrido05,2025-05-12T01:09:43Z,1,0.7964,Positive,Positive
And all of a sudden I’m crying 🥲 I understand this on such a deep level this is beautifully created,@TheeMakennakaylaa,2025-03-11T15:35:22Z,1,0.3818,Positive,Positive
"It's the worst feeling ever when you go through a friendship breakup and your friend moves on way quicker than you do. It doesn't seem to hurt them at all but you're the one left in tears every day, remembering all the good times that will never return.",@MaidahRaza,2025-04-01T01:03:15Z,1,0.6295,Positive,Negative
i feel like a lot of people are mixing up the TRUE meaning behind this song.,@abby-n3t6l,2025-01-09T18:37:05Z,1,0.7213,Positive,Positive
16 candles vibe,@brevardpro1655,2025-01-25T20:46:23Z,1,0.0,Neutral,Neutral
Eternal Sunshine of the Spotless Mind vibes 🥲,@3v4n1x33,2025-01-04T20:25:59Z,1,0.4939,Positive,Neutral
al final...se ven uno al otro pero ninguno reacciona al verse...ni el... entonces significa que el tambien se borro a ella?😢,@princessv1962,2025-05-10T13:21:24Z,1,-0.4767,Negative,Neutral
This track has such a nostalgic vibe to it. It reminds me of simpler times and brings back so many memories.,@AmeliaBrown-g3l,2025-08-07T19:08:26Z,1,0.0,Neutral,Neutral
The heartbeat thing at the start is actually so fun…,@Iratedragon4175,2024-12-26T03:16:17Z,1,0.0,Neutral,Positive
far out what an emotional rollercoaster,@cs512tr,2025-01-16T12:15:47Z,1,0.1531,Positive,Neutral
"When that Teddy was burned, reminds me if a couple had marriage and decide to divorce, whos the victim ? Yep the kids, always think deeper before you decide to start relationship with someone, please",@jdm18244,2025-08-20T04:38:45Z,1,0.34,Positive,Neutral
🎉I JUST HEARD THIS SONG. VERY DEEP I LIKE IT. RESONATES🎉,@javierizarraraz3235,2024-12-25T12:48:33Z,1,0.861,Positive,Positive
Ariana Girllll!!! You have come sooo far with your music abilities. Wow❤. Beautiful beautiful beautiful!!!! These vocals are so insanely gorgeous❤. Love some Ari Grande❤,@Desiree143,2025-01-28T09:33:27Z,1,0.9916,Positive,Positive
I can't stand those autotuned voices anymore. Sing with your real voice Ariana.,@leroyrs,2025-06-05T06:46:51Z,1,0.0,Neutral,Negative
This view must be popular; it is the song that touches our hearts and gives us the most emotion lately.,@fishmemory456,2025-05-18T13:58:49Z,1,0.7964,Positive,Neutral
lol synthwave,@colourbasscolourbassweapon2135,2025-02-04T05:51:05Z,1,0.4215,Positive,Neutral
Vocals like this don’t just sing—they heal. Absolutely beautiful.,@SonamTashi-xo9mi,2025-05-17T10:20:07Z,1,0.7713,Positive,Positive
This song is so catchy ngl,@huwensteenekamp,2025-01-02T17:22:35Z,1,0.0,Neutral,Positive
Love these lyrics,@angiedoo5225,2025-05-08T02:53:22Z,1,0.6369,Positive,Positive
Um this mv is lowkey giving Britney’s everytime vibes. Don’t tell me she went through that too.,@dafr3ak,2025-01-26T12:28:09Z,1,0.34,Positive,Neutral
Everytime I watch this am gonna get so emotional and im just gonna cry and clearing my problems 😭,@Seimeiu,2025-01-12T11:26:10Z,1,-0.7772,Negative,Neutral
I love it's cinematic vibe ❤,@Whisperlight-official,2025-07-17T17:46:45Z,1,0.8555,Positive,Positive
"Memory loss doesn't necessarily erase our love for the ones we care most about. The strongest and most passionate of all emotions still prevails in the end. As the Romans used to say: ""Amor vincit omnia"".",@alamartin,2024-10-27T23:50:07Z,1,0.9513,Positive,Positive
"Seriously, ""we can't be friends"" not being nominated for Best Song of the Year and Video of the Year was the worst BLAME at the Grammys this year. Ariana didn't deserve this!",@izahnasc,2024-11-09T19:03:44Z,1,-0.7635,Negative,Positive
"Impressive vocals especially around ""know that you made me 😍🤩😍❤️",@AbdulmalikYusuf-z7x,2025-05-13T21:20:33Z,1,0.8519,Positive,Positive
"Where do I even begin?! This is immaculate!!!!!!!!! From our one and only, one of a kind, unique outstanding and exceeding true Artist Ariana Grande, the transitions, the production, the set the scenery the story telling, the love, the lighting everything is sooooo incredible I’m so so so endlessly in love with this!!!!!!! That is just absolutely incredible. The lighting, the sets, the outfits, Ariana’s vocals her song writing of course is absolutely everything and so much more her aura and Evan Peters precence here is so perfect i can’t even describe how much i love this music video. You are all truly spectacular and incredible",@jacobb384,2025-04-17T08:57:41Z,1,0.9871,Positive,Positive
This is called pure vocal,@ptitamnath6867,2024-10-27T15:29:18Z,1,0.0,Neutral,Positive
"This song alone used to cut deep and take me back to a certain individual, now it just slightly reminds me but has had no “emotional” reaction from me for a while, honestly never cared to look up its music video yet accidentally came across it now and,…   I’m sobbing. 😭",@MissikiBeauty411,2025-04-06T05:24:19Z,1,-0.9177,Negative,Neutral
deep meaning behind the memory is so undestandable and appraciatbale,@chad._life,2025-01-17T13:42:51Z,1,0.0,Neutral,Positive
This feels nostalgic already,@buteramoonlightbae8822,2024-12-30T18:03:13Z,1,0.0,Neutral,Neutral
"Thia song is basically embodiment of how Marvel in general erasing Evan peters Quicksilver, reducing his best from his first appearance in DotFP to make him a forgettable joke, Ralph Bohner...",@sagarsondarva643,2024-12-22T16:25:40Z,1,0.8481,Positive,Positive
If this was possible I do it in a heartbeat too because the pain of living without the one I love would be too painful 😢😭💔,@kaliayang2721,2025-02-25T17:12:29Z,1,-0.7269,Negative,Positive
I remember sitting through a breakup wishing I could forget. The part when your truth sits in silence. Maybe better to not say your side of the story and let them live their version of it. This whole video and lyrics are perfect,@LuxeLifeLattes,2025-05-13T02:57:54Z,1,0.836,Positive,Neutral
It's emotional 🥺🥺🥺😭 I love you and I love it,@bettykalubamwewa1974,2025-01-04T12:59:49Z,1,0.7845,Positive,Positive
"Ariana is best voice of vocal ......from India,  state of Mizoram.",@siamafanai4509,2025-02-23T21:33:35Z,1,0.6369,Positive,Positive
"You gonna be always, always, always the best video and song from 2024! When this video comes out, i get touch so deeply! I love you ariana and independent of any Grammy! You are an amazing artist and i love you",@TheoHonore-s8m,2025-01-31T05:02:43Z,1,0.9629,Positive,Positive
The one and only Ariana song that ever touched me this deep. She’s of immense talent but I’ve never been a fan of hers. This song I Stan.,@mohammadjuhail3503,2025-02-10T10:08:51Z,1,-0.1388,Negative,Positive
This has Robyn vibes.,@vugu,2024-11-26T07:11:15Z,1,0.0,Neutral,Neutral
"Ok hear me out, i dont think this song is about a lover. I think this song is about the fans and critics. She is speaking to us ""wait until you like me again"" as fans are easily persuaded and flip flop with their support. She can never be friends with her fans and critics. This was during a time a lot of people were hating her therefore she wanted to say a lot on her side of the story per verse 2 but would rather just stay quiet. My interpretation 😂 dont quote me. This doesnt make sense to me if it was for a lover, read between the lines",@ubzoo6090,2024-12-23T20:55:21Z,1,0.8891,Positive,Positive
"I have a deep connection with Eternal Sunshine of the Spotless Mind, having watched it a dozen times. It was hard to find people who liked it as much as I did so this album and song really hit a nerve with me. Ariana produced wonderful work based on the source material, and I appreciate every detail.",@hammadusmani7950,2025-03-13T04:59:54Z,1,0.9001,Positive,Positive
So emotional  ugh i cant,@michaelvalentine3245,2025-02-25T13:05:52Z,1,-0.2927,Negative,Positive
It’s so weird how her lyrics are literally proving the of her cheating true but the MV makes everyone take a different approach the one which isn’t true at all and shifts ppls mind away from the truth and the fools are now praising her !!! Props to her pr team tho they saved her career by controlling ppls weak minds,@anonymousfun752,2025-01-18T12:14:31Z,1,0.7863,Positive,Neutral
"This m/v reminds me of IU - 8, same vibe same concept and both soothing",@princess_bubblegum125,2025-06-16T09:30:45Z,1,0.3182,Positive,Neutral
This is the same beat from Robyn's song ...dancing on my own,@debreanafleming6739,2025-01-01T03:38:23Z,1,0.0,Neutral,Neutral
I come back every once in awhile cause when this came out my ex told me she resonated with this song. I listen to it to feel her emotions,@rocket_______2541,2025-05-20T15:50:46Z,1,0.0,Neutral,Neutral
A reflexão que a música tras sobre  nao saber lidar com a perda de alguém e como se vc so quisesse se livrar das memórias mas so mesmo tempo não quer,@salatielluciano7298,2025-07-29T11:03:21Z,1,0.0,Neutral,Neutral
Chorus 2:58,@brutalfloo,2024-11-13T17:17:59Z,1,0.0,Neutral,Neutral
we don't need to erase our memory to forget about somebody actually we need to embrace the feelings to get some lessons and get through them.. this song give the message about running from our emotions.. it's unhealthy way,@isilko35,2025-01-29T09:52:42Z,1,-0.4588,Negative,Neutral
This makes me feel emotional! Beautiful song-reminded me why we need Jesus ❤ so we can be forgiven and move forward and remember that HIS love is eternal!!!!!,@anon25-y,2025-02-26T23:43:28Z,1,0.9563,Positive,Positive
"Because my husband has the emotional maturity of a child this song, hits",@Plantbliss,2024-12-26T23:18:07Z,1,0.1531,Positive,Neutral
First time seeing this video 😢  a cancer's love runs very deep 🙏,@Leroy88baby,2025-03-11T16:05:29Z,1,0.2732,Positive,Positive
"Great music 🎶 , great lyrics, great likes, great future, keep singing young lady. Flowers 🎉 for you, may you be blessed and try to make your music kinds like with same genre in a way same beat and you will get it like spaghetti on rice.  💓 love, love, and many of it.  Take care.  I hope that you can come here to our city, one day in Chicago.  Thanks, great day, and sorry I am up early.  Just someone fidgeting in the background.   Thanks.",@candidaanyoti1820,2025-02-23T09:49:30Z,1,0.9965,Positive,Positive
"I love this video so much..... This is one of the best videos I've seen in a long time.... Every frame every audio everything down to the detail.... Absolutely amazing.... If she was signed to a clause... An agreement not to talk about her relationship to Walton Gomez..... Well this video speaks for... Billions and billions and billions of women.... And Men 2 to be honest.... Of course.......... But I'm from the old school MTV days.... Where song and video connected..... But I'm not going to knock on the arrow where it was just songs about booty and same old same old and booty in your face g-string in your face while you're trying to watch a video and you're just waiting for the story but it that is the story it's just booty in your face and the song is just booty booty in your face..... There was an error where music reflected that reality for sure.....,. I'll take and learn from it.... But this video right here.... Everything about it from the shading the lighting the way they lighting exposes her certain parts of her body everything just tells a story what this lady has been going through..... She is so sacred.... She is a gem .....a treasure... She tells her story and I feel it so deeply dude and she speaks for so many many many many many many many many.... Billions billions billions..... But seriously... This is an artist that I truly enjoy... She's the kind of sister that I look at,. as she is a girl's girl..... She truly is..... Ariana Grande's sister I just want to say that you are perfect the way you are.... As an artist.....  a visual artist..... A little sister friend full of laughter.... I didn't know who you were 10 years ago... But I'm like wow.... I do remember Christina Aguilera singing in an interview.... She was Christina Aguilera said that she was into Ariana grande..... Makes perfect sense...... God bless you Ariana grande sister don't change anything about yourself... You're perfect girl.... Don't get anything done to your face your lips your teeth your eyes your hair nothing you are just perfect the way you are.... You are a beautiful soul inside and out..... And I thank you so much for your artistry..... It validates so many..... And your humor... Makes people smile.... Your voice is a frequency unmatched.... That's why I say you are a gem...... We have had many gems for sure..... But you're multi-talented multi dynamic.... Keep it pure sister and take care of yourself.... I know that so many love you so many appreciate you..... Billions and billions and billions and billions.... Donald Trump impersonation...🍟😂😆🤣🌈🤩💗💞💝",@Lisa-vj6pz,2025-04-26T21:21:35Z,1,0.9993,Positive,Positive
Amigos de Frankenstein o king príncipe ofrezca lata i was Being Who i am 326 a.m. algo in the big Girls mind peters automations latinos americanos the event b montes control population 45 of the secrets of the place evening to play news slave of the celecoxib en Harry Styles Hot love it's corporations and Coldplay long Life of the great King long one way for love in the Lucky in my love of love in the skin for b quinto crowload Rodríguez Adiós niña de atlas and this moment i was keeping Carlos long Life for the long análisis de análisis en análisis en análisis en las fábricas golden we could Kevin going keeping in the looking that's how we gone that's how we be that's how we stay in the Hall we go everyday for you can be Max powerful Matt dangerous living master dangerous believe más dangerous stay y más dangerous believin aguas believing for looking stay in this believing of the love of the great King de Tom of the impress kingdom that's how we go skipping that's how we lindos ojos en Inglaterra aquí en keep in love and my name is keeping Salamanca Alan Instagram speech Los tigres bajo the survivors ovas nobles en aguas leves en aguas libres en aguas peppers livingston,@FranklinLaureano-i4x,2025-04-20T17:30:46Z,1,0.9871,Positive,Positive
My Favorite singer is Ariana Grande 😅she is beatufull ❤,@ЛапусяПУСЯ,2024-12-14T22:21:10Z,1,0.8658,Positive,Positive
Ariana grande is the best super talented woman in the universe🥺❤️❤️❤️,@Nandipha2005Makhaye,2025-08-03T17:38:23Z,1,0.9081,Positive,Positive
Just giving into you vibe,@otakubestiee,2025-01-27T12:34:34Z,1,0.34,Positive,Neutral
This feels so horribly awful.  Like you gave everything for them to see and have you. They didn't acknowledge it so you say F them but it hurts because you spent time and energy making the mistake,@seymourbutts1228,2025-08-17T11:58:01Z,1,-0.8196,Negative,Negative
"It is actually true as a psychologically way when you start forgetting that person one who you to be very important  to you but your heartbreaks badly then start forgetting even what happened between with you with person, like even how they even look and the all memories gets like blur or like erased, it is actually your brain trying to protect you from the trauma of the certain causes that can break you into deeper end. It's self defence mechanism.",@Sheikhsunnahaafiyat,2024-11-08T09:11:18Z,1,0.7428,Positive,Neutral
"This is fucking ass like actually what the fuck is this; not to mention these lyrics are horrible, idk why this shit was on my home page",@CinemaJunkyBen,2025-04-10T08:27:30Z,1,-0.9188,Negative,Negative
Beatfol,@elifsutuncer2576,2025-02-12T14:36:15Z,1,0.0,Neutral,Positive
This is an absolute banger!!! This melody is amazing and her vocals are phenomenal like words aren't enough to describe how awesome this song is.,@xsetmando,2025-05-02T02:46:10Z,1,0.9057,Positive,Positive
Just give me Vibe of right person wrong time,@Shraddha-n7t,2024-10-12T07:14:01Z,1,-0.4767,Negative,Neutral
Relatable af lyrics video everything 😭❤️‍🩹🇲🇽,@nicholasquinn498,2025-02-18T23:16:57Z,1,-0.4767,Negative,Positive
Thanks Universe for Evan Peters. Amen. ❤,@NoSoyUnBottt,2024-10-12T00:08:56Z,1,0.7964,Positive,Positive
"I’m always sobbing watching this, this song is so emotional, sometimes you just want everything to erase from your brain, all the memories 💔",@benalahasina3660,2024-12-26T06:45:43Z,1,0.2302,Positive,Positive
This song is suitable for Saturday and Sunday nights because of the rhythm,@Yehezkiel3600,2025-08-13T14:15:46Z,0,0.0,Neutral,Positive
"such a powerful story for real, thats cool Ariana",@EmmanuelAcellam,2025-05-18T16:21:49Z,0,0.6249,Positive,Positive
"As a dad of for girls, you can tell all these videos collaborated together have a very deep sentimental value. Very good work🙏🏼❤️",@victorinovalladaresjr.6238,2025-04-10T20:33:08Z,0,0.8144,Positive,Positive
Worst handwriting,@DavidLalnunsanga-no4lg,2024-11-12T22:05:06Z,0,-0.6249,Negative,Negative
the song is nice but there is just WAAAAAY too much autotune.,@leonelcarita,2025-01-03T12:43:06Z,0,0.2263,Positive,Neutral
"I know shes stuck on being fixated as seen a certain way, but wish shed step out of her comfort zone & use her vocal range more. I would love her to do a song with a deeper vocal tone, i know she can do it. Maybe when she gets a little older",@kaitlinlolita,2025-04-03T12:20:38Z,0,0.9331,Positive,Neutral
